PCA_00_bio,PCA_01_bio,PCA_02_bio,PCA_03_bio,PCA_04_bio,PCA_00_bio_se,PCA_01_bio_se,PCA_02_bio_se,PCA_03_bio_se,PCA_04_bio_se
1.842811597340341,-0.8514237093918103,-0.7900698319085389,2.4556094681093277,0.05490691864867855,0.07855184119302584,0.027596510461340467,0.11096857943610146,0.06545744221756968,0.10642409597804828
1.8433117627743671,-0.849839209346808,-0.7900875404813341,2.4525322539490246,0.05503596983051337,0.07880562235440261,0.027408841751979763,0.11107154153810164,0.06618663695532781,0.10618278525561342
1.8425915770318326,-0.8488380273920666,-0.7913417346404791,2.4517053800410262,0.05583612719885676,0.07680486139172926,0.02712208672640496,0.10871773541570083,0.0641071292519581,0.1039569294901275
1.8425537032044808,-0.8477406006532966,-0.7920880624335525,2.4498538365998423,0.05619668350386839,0.07555921077032475,0.026837417768870997,0.1072951369357327,0.06282307380664583,0.10261758598231276
1.843005591538063,-0.8460938765385412,-0.7922339229263915,2.446605054783411,0.05637564660699491,0.07542430941552052,0.026530683836024475,0.10706066245145085,0.06275444663619689,0.10213763817605581
1.8425209934087412,-0.8447503918680548,-0.7934093222071711,2.4446989095195777,0.05740924864812664,0.07398733739082518,0.02607137335807358,0.10510822440518906,0.061352946451636234,0.1005948979382971
1.8423443926379364,-0.8432757664253765,-0.794280245571785,2.442267452033974,0.05829222252967742,0.07294835998844186,0.02571462142834953,0.10356209903197584,0.060592849588655184,0.09942330457801411
1.8427205788531789,-0.8414675495725433,-0.7945196879211603,2.4387812448922013,0.058728294878217666,0.07307824361861359,0.02535524379560245,0.10342992328264847,0.061219974717748094,0.09935203754656675
1.841995288807886,-0.840062350146853,-0.7961692726463143,2.4368881329597594,0.06026640397272571,0.07147574623886939,0.02515539028343734,0.10119710851346564,0.05959102733678707,0.09780561269969179
1.8418011891602257,-0.8385084578285421,-0.7972703305130192,2.434313928808498,0.0612792284119403,0.07087739307661292,0.025017700767435713,0.10027062669686511,0.05884119318746314,0.09699825582652426
1.8416164356553368,-0.8368988374115974,-0.7984138513076496,2.43167958367368,0.0622311802932449,0.07058396072445676,0.02481023226432364,0.09983053675773645,0.058369626041733236,0.09626353393908293
1.8404041451972706,-0.8355449864532629,-0.8007696444713427,2.4304058218210103,0.06411613213438797,0.06851965041660335,0.024741711025242016,0.0973899614873787,0.05605148725450822,0.09399213161287526
1.8399753016458815,-0.8338417910471309,-0.8020722874526488,2.427928389859419,0.06519542936136485,0.06789394857163537,0.02467432921050843,0.09694330784267104,0.055044001547050365,0.09296125015002007
1.839417528939795,-0.8321573191816303,-0.803561731256683,2.425616500462301,0.06631370697191065,0.06692071583777613,0.024723421826404444,0.09614350670234907,0.05395191050475841,0.0916764207597989
1.8382241056647706,-0.8308017323652258,-0.8057987675372097,2.4244048410806527,0.0679296720358063,0.06470846876695421,0.024860818355821622,0.09385372955307923,0.052010700712325435,0.08939556743352188
1.8379796078127502,-0.8291570293275202,-0.8068685430649932,2.4218444030645885,0.06857963052238658,0.06442851618481947,0.024659774042164052,0.09392696990344765,0.05179749374309193,0.08866222441761092
1.8372528499217944,-0.827654328695646,-0.8085696516004627,2.419974837375311,0.06955492620797947,0.06303943352936281,0.024599520021573194,0.09271521931373827,0.05078799827171828,0.08704409841775228
1.8362747606409167,-0.8262671016783404,-0.8105311281830565,2.41854460688758,0.07061642183641331,0.061104607582041004,0.02467083944389626,0.09078426743982729,0.04967201013595405,0.08501003437499868
1.8361235262011195,-0.8244793185741639,-0.8115366499237956,2.4157624380049625,0.07082773266429461,0.06103504434311749,0.02458650449408474,0.0910998127985765,0.05006612866045988,0.08461241980279839
1.835238765600785,-0.8229715326256869,-0.8134796565483843,2.4140946838133615,0.07163310782438226,0.05919294542263972,0.024863086145224665,0.08935439203487917,0.04915707436563409,0.08281024279993925
1.8344995896761884,-0.8216133208066522,-0.8151561984359769,2.4125168608738834,0.07228744036039568,0.05773094636238478,0.025247104767349683,0.08806612996121733,0.04899636055032064,0.08134923921262811
1.834360614105917,-0.8200686315358962,-0.816126096796889,2.410151522482389,0.07227847486328222,0.0578725262752012,0.025453222292824054,0.08862964759571125,0.04990873339977446,0.08129531222140614
