,Control | 24C | 24hpf,Control | 24C | 30hpf,Control | 24C | 36hpf,Control | 28C | 24hpf,Control | 28C | 30hpf,Control | 28C | 36hpf,Control | 34C | 24hpf,Control | 34C | 30hpf,Control | 34C | 36hpf,Control | 35C | 24hpf,Control | 35C | 30hpf,Control | 35C | 36hpf,atf6 | 24C | 24hpf,atf6 | 24C | 30hpf,atf6 | 24C | 36hpf,atf6 | 28C | 24hpf,atf6 | 28C | 30hpf,atf6 | 28C | 36hpf,atf6 | 34C | 24hpf,atf6 | 34C | 30hpf,atf6 | 34C | 36hpf,atf6 | 35C | 24hpf,atf6 | 35C | 30hpf,atf6 | 35C | 36hpf,ctcf | 24C | 24hpf,ctcf | 24C | 30hpf,ctcf | 24C | 36hpf,ctcf | 28C | 24hpf,ctcf | 28C | 30hpf,ctcf | 28C | 36hpf,ctcf | 34C | 24hpf,ctcf | 34C | 30hpf,ctcf | 34C | 36hpf,ctcf | 35C | 24hpf,ctcf | 35C | 30hpf,ctcf | 35C | 36hpf,"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b | 35C | 36hpf"
ctcf | 28C | 24hpf,0.2751503129277397,0.8553878640845396,0.4028956968654914,0.8019491806024872,0.5405501794582344,0.5720535677363136,0.49748494069310434,0.5682502599440553,0.4407328138087469,0.5865294768718853,0.3913748068287182,0.6628767717347193,0.43474914642785073,0.8684914906440242,0.8341985232630382,0.8213265984589513,0.46181626432629547,0.5543407435901455,0.4181071164361003,0.5268176382300552,0.4070999914331121,0.7655342582535501,0.6915610362650386,0.621500393166077,0.3395127952434369,0.6517296140111701,0.6136279947620832,1.0,0.5304910308994251,0.7904739484015741,0.7659937708222202,0.7904068897936576,0.5085449741444616,0.8616906122354568,0.7899462726357402,0.5712102425470474,0.4604473934187107,0.7699061111972052,0.8606809057941687,0.9253129727524554,0.518407474353275,0.6303188223126958,0.8251646326405908,0.8160223470936326,0.5164119389548018,0.6903033285500297,0.8340912766835291,0.8468218452968874
ctcf | 28C | 30hpf,0.5638791079196604,0.49184343178478884,0.620903176939288,0.3363335898955022,0.6843403800943152,0.5714657686810903,0.4587423113589882,0.6026819375753952,0.49434890587820346,0.28730473264555323,0.33195411037651607,0.5936164726775288,0.46537277812693456,0.4529737764137951,0.6125566376436803,0.3077240127389755,0.6403178912854712,0.5557071210489062,0.5870166441407212,0.659351937468504,0.4760884383904029,0.4361988107684094,0.5922877877000978,0.684434326689394,0.6680132807181882,0.23562187783211522,0.839680829176177,0.5304910308994251,1.0,0.6227133636589248,0.5194725404214935,0.5764266937117364,0.4024103842426326,0.46890963894505444,0.39294034109931714,0.7601567327386209,0.4546715801043931,0.47486355127446767,0.47716321392320143,0.4208268219957892,0.5447848648677274,0.6096172043306092,0.5675503561138501,0.545571064463283,0.6831934724418136,0.4743759668206396,0.5135672262096038,0.5203283691237329
ctcf | 28C | 36hpf,0.40018221364804574,0.8556343230057075,0.5653464833857824,0.7413669816833931,0.7225515259303779,0.809685153930087,0.4840593483377096,0.7692629001730882,0.6128281795786377,0.6342475280261942,0.48130192891455004,0.7745881964447114,0.4170417259733941,0.8046043784611008,0.8290595317715944,0.7703066572088002,0.6428731153990755,0.8080809746728673,0.6174116899023041,0.8339399588693139,0.6818709852631886,0.7736124451010586,0.6483525257045294,0.6738927664963918,0.44914061106628056,0.6416070364745856,0.5719583859053573,0.7904739484015741,0.6227133636589248,1.0,0.6377552744839837,0.9009418877395476,0.5520512551848552,0.7917630872664436,0.7477855698125953,0.7182178363519895,0.5027899538745001,0.8258050044796005,0.8092129694339449,0.8465050820762863,0.5871625365456997,0.9237887672321586,0.7547373855443555,0.7238342024777615,0.8083902077468346,0.7018028056624882,0.7251599998985225,0.7961094319848359
ctcf | 34C | 24hpf,0.2897475032825786,0.4965296126025783,0.5473710683069205,0.5109456988825971,0.43968096424361003,0.4461653497972254,0.25473522460741976,0.5041447441729712,0.682316649604708,0.72011892464383,0.2588923336437079,0.5498102111936645,0.5335663224388056,0.654338635019339,0.5430185231406695,0.6319299356448095,0.668891405039022,0.4792681564930738,0.3876792278183901,0.579308973505098,0.6813058033952384,0.781140991710785,0.5073386081624204,0.47158648719758994,0.48480560726229177,0.5464485283405061,0.570563643664322,0.7659937708222202,0.5194725404214935,0.6377552744839837,1.0,0.5525461604947497,0.4421104667910104,0.7168755377620881,0.6637163456359382,0.5676826689933918,0.3782717257055177,0.4347874613378885,0.7557392209463638,0.8148758834830252,0.5715009032483405,0.5183899719240805,0.8665669671252729,0.6866383281729993,0.4380170440249275,0.596971098408629,0.5795036814546988,0.712076854417414
ctcf | 34C | 30hpf,0.41845635875576476,0.8059178882368422,0.5332520638808136,0.7190616818340412,0.5743651897724282,0.6758292710498912,0.42692321479444345,0.7188478615015774,0.5444249098111876,0.4987278274652004,0.49551220169200355,0.7631053869727031,0.401541698262761,0.6993215395488563,0.895334233112588,0.6828893624227299,0.6214759707355331,0.7198444873231364,0.49797609474015697,0.7794655094219047,0.5983702842624232,0.7481404510165757,0.6856774936873962,0.7322914657543642,0.4376726058001258,0.5495346486865315,0.6510782430908402,0.7904068897936576,0.5764266937117364,0.9009418877395476,0.5525461604947497,1.0,0.6206558143175172,0.8009538061235584,0.654171120386822,0.7250190130380066,0.5647267349173632,0.7895539132543007,0.8322257886763478,0.7584593020782733,0.5824021997737784,0.8269334755278208,0.7482389671572606,0.8578274923923298,0.8413259008782674,0.7804393174502442,0.7674977267833629,0.802365616084914
ctcf | 34C | 36hpf,0.4769797887819783,0.5292693623242377,0.4186108077267987,0.44713182320101597,0.7082579460575976,0.7236849555266993,0.611479383749784,0.5567715789952357,0.6208337743428567,0.5536822795156137,0.5610939360262845,0.5992430345608828,0.5530495503227496,0.4437604880058764,0.6096456489106096,0.4600073439108074,0.5186245711880713,0.665324407750175,0.8587309699503773,0.6024596441042542,0.5797033413709701,0.5193213971754655,0.46703074983020465,0.5489302883566541,0.41545798202330647,0.2939729503067473,0.3677385122096628,0.5085449741444616,0.4024103842426326,0.5520512551848552,0.4421104667910104,0.6206558143175172,1.0,0.5655599462356767,0.5183081697461115,0.6457173610375637,0.5408514585441867,0.5261397703505525,0.5037749081189399,0.43006846248286906,0.6529539344235228,0.6798576790342709,0.46409275344254,0.839098655548441,0.5378310169490275,0.5797881565131157,0.509300883153064,0.5812855530805139
ctcf | 35C | 24hpf,0.3469649339272382,0.8011522340829929,0.5550007475449632,0.6047487514670924,0.6485790301926981,0.6750201061188709,0.5071312744645216,0.6508907725527521,0.4592141329196334,0.8217151380299634,0.5873438567760878,0.8204735842930646,0.4788429049889461,0.7284046874653418,0.7601931291130711,0.6863603642877469,0.4831726744209929,0.6589916769735547,0.457913275158794,0.5988471612245706,0.6893288151649977,0.9533764549539517,0.8477945319411606,0.6814992118992621,0.4671598936552858,0.5086630406239292,0.577039722843062,0.8616906122354568,0.46890963894505444,0.7917630872664436,0.7168755377620881,0.8009538061235584,0.5655599462356767,1.0,0.9160279527450055,0.7525106344512409,0.5577495379504844,0.7564318068770135,0.7396787939921068,0.8364727656885419,0.5729471616918909,0.7035049825604401,0.8496336003382011,0.8722286934515073,0.4808960391626177,0.8552329938021052,0.9303358124928265,0.9581000626853038
ctcf | 35C | 30hpf,0.375496055511325,0.7325107087855217,0.49227273127318144,0.5533547564324355,0.7005899448826562,0.767569460983214,0.5496617889532186,0.7279078787020196,0.5407308961913181,0.838074392067067,0.47974373686390986,0.7683233349054431,0.5764029982736395,0.6482293039760714,0.6698037839332591,0.5755992186156285,0.4753175636803145,0.7271213433043537,0.4888308760830927,0.5997036564949388,0.6778961768106242,0.8928949303318646,0.8734832913322079,0.6998201595190285,0.38915124093892056,0.38797632938025906,0.49316944508745797,0.7899462726357402,0.39294034109931714,0.7477855698125953,0.6637163456359382,0.654171120386822,0.5183081697461115,0.9160279527450055,1.0,0.5947150157298883,0.6095942078378159,0.6569411186392258,0.6775027854369182,0.7746160004797893,0.6667121163841386,0.6978072130525043,0.7660295133716026,0.7202384200108982,0.42353459233274027,0.7660783248083813,0.8821529161920187,0.8442661986627893
ctcf | 35C | 36hpf,0.6044175255599431,0.6216150832846581,0.7102539477625505,0.4141381165931414,0.49035731637661994,0.5007343869881976,0.5200316391622982,0.4872461490945286,0.29393251997183467,0.6758767974494544,0.4429319345324789,0.8807489680171933,0.5193110050229863,0.5180094299189352,0.6978144266039912,0.48430800064565044,0.3780251766083772,0.4680078125812601,0.41953762894675406,0.5693571263454557,0.6394129288205135,0.7553558071524049,0.6947916317019196,0.6498561374877992,0.4603307075819446,0.3653323759110317,0.42531084840266203,0.5712102425470474,0.7601567327386209,0.7182178363519895,0.5676826689933918,0.7250190130380066,0.6457173610375637,0.7525106344512409,0.5947150157298883,1.0,0.6931514679614759,0.6265289758565331,0.6519874464602675,0.6755094012087749,0.24958198405152304,0.5592806447176157,0.6467454616732073,0.7975756091028239,0.620291899897794,0.8155405584600759,0.7063513905446139,0.8011625531188933
"wfs1a,wfs1b | 24C | 24hpf",0.8181284973137684,0.49177448845277894,0.615031005135875,0.5984923804323043,0.5436766066974352,0.3405242986306677,0.42943203923731954,0.3443451335248031,0.4047785226843702,0.609060945018761,0.8288720485424786,0.8381388690341904,0.8234512981461168,0.5685467733109404,0.6924275177798985,0.6911663902555478,0.24185518359114008,0.29002555634740834,0.40289428832463964,0.34664768184655814,0.3089905305596771,0.5729946534301065,0.6816218073111151,0.6605049070744566,0.43913789457465097,0.45898521516181623,0.3909246691086025,0.4604473934187107,0.4546715801043931,0.5027899538745001,0.3782717257055177,0.5647267349173632,0.5408514585441867,0.5577495379504844,0.6095942078378159,0.6931514679614759,1.0,0.4936216078096918,0.630079064153055,0.49521005511151245,0.4366301790501058,0.3154498148525248,0.5084459491872697,0.6780333465256955,0.4740638509491929,0.7430338358024406,0.5811045079625792,0.4817979165415819
"wfs1a,wfs1b | 24C | 30hpf",0.48981160510014754,0.9683753679677612,0.46216523830559086,0.7827507596183647,0.6281461862592087,0.6887866019531432,0.6060255118133254,0.6052763527884992,0.6604385147223046,0.5624103276059395,0.5985208343475524,0.6860994914831813,0.6469071540193866,0.8516379019342909,0.8518219603523215,0.8193766289704233,0.3936336135638617,0.6283329706464651,0.5600292541202644,0.6179190989533244,0.38618112532900445,0.6687244735381352,0.6624143422285022,0.5791436999421445,0.4140591593473855,0.7016076756680454,0.533077738135306,0.7699061111972052,0.47486355127446767,0.8258050044796005,0.4347874613378885,0.7895539132543007,0.5261397703505525,0.7564318068770135,0.6569411186392258,0.6265289758565331,0.4936216078096918,1.0,0.6546478142500916,0.7911800575671304,0.489003440741234,0.7233907927023903,0.5665262537753096,0.6578005807417875,0.5738161780048269,0.7299004430776657,0.7911511777301308,0.7603666975179194
"wfs1a,wfs1b | 24C | 36hpf",0.4384761678500845,0.703038293405061,0.6495778115055632,0.7587771777123713,0.32807267481598207,0.4537566701420216,0.4222239086387861,0.4862026929814578,0.3274254194227224,0.618718902762732,0.5753300490315068,0.6731201060406561,0.5295831975056156,0.7916866491501144,0.8875607216026102,0.7138969681577015,0.6648020444482962,0.4933720355474538,0.4059867928845053,0.5128530800273059,0.529842121544805,0.7733213822405499,0.612565429577093,0.6323914648908308,0.40135335695368596,0.6826697031287416,0.645442556129967,0.8606809057941687,0.47716321392320143,0.8092129694339449,0.7557392209463638,0.8322257886763478,0.5037749081189399,0.7396787939921068,0.6775027854369182,0.6519874464602675,0.630079064153055,0.6546478142500916,1.0,0.8589832668904578,0.5514748960775363,0.6335661565351484,0.901395618422193,0.7870763782008274,0.642109367530715,0.703585944900219,0.6575800936211357,0.6821576281609524
"wfs1a,wfs1b | 28C | 24hpf",0.36772165555004754,0.8555250814558051,0.5844217483574112,0.7452499847414396,0.47537022940901374,0.5836748103522664,0.48533519003749903,0.5184359376915649,0.42196293154253245,0.7226526703310232,0.4304364725982192,0.6936010646026277,0.48747887446078875,0.8505913283980056,0.7930713367138325,0.8299739073687498,0.567466246755876,0.5682002309582743,0.5001903726587661,0.5295058867324318,0.49706133998247437,0.8190096208552556,0.6246936568226485,0.5375562016113055,0.3218277251673705,0.7007681858782674,0.6373359703970896,0.9253129727524554,0.4208268219957892,0.8465050820762863,0.8148758834830252,0.7584593020782733,0.43006846248286906,0.8364727656885419,0.7746160004797893,0.6755094012087749,0.49521005511151245,0.7911800575671304,0.8589832668904578,1.0,0.42955059686875996,0.6815227620553546,0.846338468788052,0.7602640294804619,0.5074728302444629,0.7733019843500475,0.7913599875782962,0.8474473897149213
"wfs1a,wfs1b | 28C | 30hpf",0.468071809628372,0.5131951584832591,0.4755918240099716,0.4316429091542875,0.7474382983529426,0.6379733274072998,0.405195836849111,0.5379350972364243,0.4840360442016959,0.6926090182716707,0.6183281789162756,0.3854011941292564,0.505184748579717,0.4623345788092971,0.6800245628569441,0.44633212588513904,0.6275912532964254,0.6282991948305727,0.6465470216647278,0.5322884480880119,0.6985853696186274,0.6301572149476942,0.41422914148799217,0.5801719473070702,0.4949264674515661,0.4331533752506015,0.6036806251112921,0.518407474353275,0.5447848648677274,0.5871625365456997,0.5715009032483405,0.5824021997737784,0.6529539344235228,0.5729471616918909,0.6667121163841386,0.24958198405152304,0.4366301790501058,0.489003440741234,0.5514748960775363,0.42955059686875996,1.0,0.6885557982635174,0.5925797816594488,0.6094361273679032,0.5254005308984121,0.5176921120469339,0.5328287034088253,0.467134018829513
"wfs1a,wfs1b | 28C | 36hpf",0.295898531419715,0.7404501063022543,0.4732264568691769,0.6728833275349566,0.8407014577003964,0.9109992862078543,0.5103529245328622,0.8871929120054103,0.7908986007055154,0.5774248076312134,0.4883206050439503,0.6214655583774688,0.43091395726321635,0.6591522325279362,0.6599951847492099,0.6437185213272,0.7261152396088165,0.9398333222586246,0.7311779135259618,0.9299500659791468,0.7827395273525566,0.7077903308508398,0.5758695090834122,0.6235754691062512,0.48850018921558924,0.5483096310237943,0.5760534858089154,0.6303188223126958,0.6096172043306092,0.9237887672321586,0.5183899719240805,0.8269334755278208,0.6798576790342709,0.7035049825604401,0.6978072130525043,0.5592806447176157,0.3154498148525248,0.7233907927023903,0.6335661565351484,0.6815227620553546,0.6885557982635174,1.0,0.666734992175996,0.5635458498696408,0.7960566424456574,0.5710909848208496,0.6203378958366583,0.6873980297207741
"wfs1a,wfs1b | 34C | 24hpf",0.21175109179166138,0.5979555829770828,0.7464556006681207,0.6444723435155404,0.4114175165583862,0.49297554606938415,0.34881184211226246,0.4955275592501267,0.5306504752434325,0.8050481304740832,0.4000103893933001,0.6763805993409006,0.4270485896723896,0.7108481190396915,0.717568086355671,0.6522377504938155,0.7640751107535377,0.5586063761773509,0.5388351150364711,0.5030301012106265,0.7249576907447384,0.9191693911739306,0.6057087933720177,0.5043262531606436,0.6397626825427243,0.6468425498892518,0.7558008956123466,0.8251646326405908,0.5675503561138501,0.7547373855443555,0.8665669671252729,0.7482389671572606,0.46409275344254,0.8496336003382011,0.7660295133716026,0.6467454616732073,0.5084459491872697,0.5665262537753096,0.901395618422193,0.846338468788052,0.5925797816594488,0.666734992175996,1.0,0.7771650675532353,0.4464097564689787,0.7674536853738612,0.6797318489442904,0.7550157590391855
"wfs1a,wfs1b | 34C | 30hpf",0.5044793526909567,0.7114255216898691,0.5253883415736404,0.5026260482772887,0.5439758977817979,0.496219367749132,0.35150025393447715,0.5398748764414533,0.50488601160559,0.6204329461980995,0.5534716854576781,0.838500835669855,0.6009176871567472,0.6296167591971573,0.8361202957153799,0.5751805970532173,0.4224834330709047,0.5090026360696257,0.7007939161539964,0.5717129245385909,0.5709378194962746,0.8191443850827929,0.7650643581002483,0.7404270333882239,0.39623559203399106,0.3805311336883346,0.5460611490037672,0.8160223470936326,0.545571064463283,0.7238342024777615,0.6866383281729993,0.8578274923923298,0.839098655548441,0.8722286934515073,0.7202384200108982,0.7975756091028239,0.6780333465256955,0.6578005807417875,0.7870763782008274,0.7602640294804619,0.6094361273679032,0.5635458498696408,0.7771650675532353,1.0,0.6549645960429282,0.8439266346560341,0.8377483448208355,0.8630508222681237
"wfs1a,wfs1b | 34C | 36hpf",0.5919632004740996,0.6198033981099671,0.4899460421311177,0.5672316013110416,0.5787012737462061,0.7182366670828194,0.5241472024392404,0.7641161075898599,0.6242557472208288,0.3311648768241465,0.6156674425358891,0.639893563501221,0.45855354135178567,0.4806542557425764,0.7460760325200588,0.425145871759777,0.5727911178859737,0.7465054949420307,0.48031722455233805,0.869077613506229,0.49413372737568084,0.43004373745486313,0.5312410229702992,0.7798099507561669,0.6723795263718311,0.38613870078240453,0.43466730964583594,0.5164119389548018,0.6831934724418136,0.8083902077468346,0.4380170440249275,0.8413259008782674,0.5378310169490275,0.4808960391626177,0.42353459233274027,0.620291899897794,0.4740638509491929,0.5738161780048269,0.642109367530715,0.5074728302444629,0.5254005308984121,0.7960566424456574,0.4464097564689787,0.6549645960429282,1.0,0.5547132978673939,0.5469350128810107,0.5653903120709854
"wfs1a,wfs1b | 35C | 24hpf",0.6138394109933121,0.7292141654016595,0.7454797939770129,0.4067378760072298,0.5710021945342534,0.556215710354542,0.3616695275421699,0.5109364409123367,0.41805739632472605,0.8047083296920912,0.513620649418168,0.846853402043005,0.5696737253061723,0.5112828517997529,0.7775142935066104,0.4650608901290009,0.5259266713458148,0.5344134688382347,0.5585199268862835,0.5270046857047853,0.5842191958630434,0.8756466153301521,0.7785252714516666,0.6771055268748842,0.5663993207265042,0.34816072950110155,0.715282911161334,0.6903033285500297,0.4743759668206396,0.7018028056624882,0.596971098408629,0.7804393174502442,0.5797881565131157,0.8552329938021052,0.7660783248083813,0.8155405584600759,0.7430338358024406,0.7299004430776657,0.703585944900219,0.7733019843500475,0.5176921120469339,0.5710909848208496,0.7674536853738612,0.8439266346560341,0.5547132978673939,1.0,0.8498831183559915,0.8310167730150946
"wfs1a,wfs1b | 35C | 30hpf",0.4645819048597588,0.862945606061686,0.37422050777437776,0.5289108016609309,0.6100119601683054,0.6888861586697271,0.6501889361512267,0.6689570188776122,0.5179651114684065,0.7129184501443322,0.48486233262798484,0.7935061549989935,0.5353832474208216,0.6559811893315225,0.8028999400358822,0.5742725908061295,0.48093161866697204,0.6335867263679927,0.454587684291638,0.6081030121862827,0.5312656375339533,0.8329647715830661,0.9223446806607765,0.7839729711784781,0.4435359673781044,0.34512228184076854,0.48680097021568425,0.8340912766835291,0.5135672262096038,0.7251599998985225,0.5795036814546988,0.7674977267833629,0.509300883153064,0.9303358124928265,0.8821529161920187,0.7063513905446139,0.5811045079625792,0.7911511777301308,0.6575800936211357,0.7913599875782962,0.5328287034088253,0.6203378958366583,0.6797318489442904,0.8377483448208355,0.5469350128810107,0.8498831183559915,1.0,0.9318615846682355
"wfs1a,wfs1b | 35C | 36hpf",0.42778742034549394,0.8277271995988293,0.47683908787311474,0.5475694755561176,0.6396084965898243,0.6734573829419133,0.5951842834604719,0.6367594978763382,0.4157775879420673,0.7366240813922438,0.6164986186009058,0.7980051795896305,0.47525753328773335,0.7009554255753622,0.7428412707561853,0.6947627926490381,0.424672720189102,0.6400118221215643,0.4356862479515431,0.6212810754568325,0.6616448686333963,0.8871362773591539,0.8098385090129612,0.7099684529071972,0.33153339388804887,0.4541929580141454,0.4975245923059766,0.8468218452968874,0.5203283691237329,0.7961094319848359,0.712076854417414,0.802365616084914,0.5812855530805139,0.9581000626853038,0.8442661986627893,0.8011625531188933,0.4817979165415819,0.7603666975179194,0.6821576281609524,0.8474473897149213,0.467134018829513,0.6873980297207741,0.7550157590391855,0.8630508222681237,0.5653903120709854,0.8310167730150946,0.9318615846682355,1.0
