draw,n_wells,axis_1,axis_2,axis_3
251,12,0.5219944827019815,0.21994754995549243,0.13348996352790324
252,12,0.8224337390519839,0.06728667185629508,0.05414618367889935
253,12,0.3709997593772357,0.3167935315641447,0.20059926808993087
254,12,0.4537673874578934,0.26880500698615484,0.1866229771294704
255,12,0.806578593800483,0.1115739288937627,0.04628803127552662
256,12,0.6038634841952517,0.2202508917464316,0.07816523370331886
257,12,0.6904837873012823,0.18657219663549107,0.059820110596224406
258,12,0.6062453921166991,0.16827852385834863,0.12682141451314957
259,12,0.48839931382332447,0.30676519594282714,0.11862209142603142
260,12,0.5471709327462687,0.21437871059046734,0.10729995571013254
261,12,0.7864988520653728,0.11402048162602779,0.06996588569593291
262,12,0.8170694950828724,0.1196159262788816,0.03880207356908725
263,12,0.5175378458824775,0.21611908304705588,0.13080431400110304
264,12,0.8274157460595942,0.08923349776695902,0.04243050555287658
265,12,0.8622363259803879,0.05132897444748921,0.036646424714622955
266,12,0.5935020049761487,0.23885656256502336,0.0883024307798321
267,12,0.47588148332026653,0.40505181693759945,0.05144017017212724
268,12,0.7685924323539978,0.11353338218037586,0.0804816066708725
269,12,0.6803975941831157,0.20276644525829468,0.045055491080239436
270,12,0.7776030106690636,0.0941938951987877,0.08059753645872039
271,12,0.8514417805977753,0.06714037689428429,0.04579257266973042
272,12,0.8205209152498357,0.07532133006590008,0.05088892351463303
273,12,0.5520813886944168,0.22876676218836486,0.09963355054421931
274,12,0.5348192308889741,0.23509968771709777,0.11370865910562364
275,12,0.5390038973636537,0.2542378635063579,0.12542067261814616
276,12,0.6324166016463257,0.18226485890314775,0.14760802064672582
277,12,0.7190494152736693,0.1652178155688025,0.0767368824153237
278,12,0.6016170014872806,0.24388243510692176,0.0802924903336481
279,12,0.4059229570298296,0.356386402573989,0.12693736389218221
280,12,0.7633692267843869,0.10682170193118411,0.08107542312612355
281,12,0.473216048272864,0.3896042277176701,0.07536391974860168
282,12,0.7681265676039013,0.1159674527153568,0.07199407963518002
283,12,0.6764504334269003,0.1921174550276433,0.06888974420224836
284,12,0.42749288648946626,0.2944340948214698,0.14595036495305377
285,12,0.8464132192113994,0.08358178537908313,0.025020966372683744
286,12,0.5841007413222616,0.24206345401483112,0.0840267405314049
287,12,0.621893707891995,0.15278282083749123,0.11669524899786379
288,12,0.6203177580119682,0.21867924145219883,0.07488431396042969
289,12,0.7043573844568022,0.17341837079840006,0.07544192368830836
290,12,0.8070692397169485,0.09024420105244844,0.05002595697064622
291,12,0.7315819563465547,0.17336360420454205,0.049762951809831465
292,12,0.6946572637419787,0.2102224355284633,0.0425328268106473
293,12,0.6010396496241898,0.24835664853160797,0.09004427614620103
294,12,0.7293232139243508,0.1636220110054555,0.07531628718976258
295,12,0.5825692159582125,0.2181775434946081,0.15119844595606552
296,12,0.8014072638636498,0.11172074132068723,0.06746695818392238
297,12,0.5864651195271033,0.20005630983874176,0.1153972651362053
298,12,0.8185778234747925,0.10017557070567469,0.04439391043682114
299,12,0.5468363693010382,0.2516035947123554,0.10234218426160262
