cohort,target,temperature,timepoint,axis,global_component,loading
ctcf | 35C | 36hpf,ctcf,35,36,axis_1,G02,-0.19295909091713637
ctcf | 35C | 36hpf,ctcf,35,36,axis_1,G03,0.6864556542987081
ctcf | 35C | 36hpf,ctcf,35,36,axis_1,G04,0.014754067324355136
ctcf | 35C | 36hpf,ctcf,35,36,axis_1,G05,0.1883042561173263
ctcf | 35C | 36hpf,ctcf,35,36,axis_1,G06,-0.04988558344813486
ctcf | 35C | 36hpf,ctcf,35,36,axis_1,G07,-0.005224802933896995
ctcf | 35C | 36hpf,ctcf,35,36,axis_1,G08,0.011978119642313167
ctcf | 35C | 36hpf,ctcf,35,36,axis_1,G09,0.009200515268431408
ctcf | 35C | 36hpf,ctcf,35,36,axis_2,G00,0.2904002839412192
ctcf | 35C | 36hpf,ctcf,35,36,axis_2,G01,0.13752868126750156
ctcf | 35C | 36hpf,ctcf,35,36,axis_2,G02,0.5895022649777498
ctcf | 35C | 36hpf,ctcf,35,36,axis_2,G03,0.407410848265736
ctcf | 35C | 36hpf,ctcf,35,36,axis_2,G04,0.26590189036123235
ctcf | 35C | 36hpf,ctcf,35,36,axis_2,G05,-0.5372515833656463
ctcf | 35C | 36hpf,ctcf,35,36,axis_2,G06,0.14675704694712163
ctcf | 35C | 36hpf,ctcf,35,36,axis_2,G07,-0.012790170074139861
ctcf | 35C | 36hpf,ctcf,35,36,axis_2,G08,-0.04430396810403213
ctcf | 35C | 36hpf,ctcf,35,36,axis_2,G09,-0.015807505232563624
ctcf | 35C | 36hpf,ctcf,35,36,axis_3,G00,-0.30235236138543914
ctcf | 35C | 36hpf,ctcf,35,36,axis_3,G01,0.33342165822601677
ctcf | 35C | 36hpf,ctcf,35,36,axis_3,G02,0.3178128035469471
ctcf | 35C | 36hpf,ctcf,35,36,axis_3,G03,-0.27436112346530095
ctcf | 35C | 36hpf,ctcf,35,36,axis_3,G04,-0.5919936560691584
ctcf | 35C | 36hpf,ctcf,35,36,axis_3,G05,-0.338855627734029
ctcf | 35C | 36hpf,ctcf,35,36,axis_3,G06,-0.3902971406332406
ctcf | 35C | 36hpf,ctcf,35,36,axis_3,G07,0.0591369965646636
ctcf | 35C | 36hpf,ctcf,35,36,axis_3,G08,0.00413895991311403
ctcf | 35C | 36hpf,ctcf,35,36,axis_3,G09,0.0028713431459255726
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_1,G00,0.5204040749155129
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_1,G01,-0.29970309025994546
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_1,G02,0.3731105984293068
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_1,G03,-0.5136117131292068
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_1,G04,-0.4487081812133317
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_1,G05,-0.11478874696209282
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_1,G06,-0.12054136213755233
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_1,G07,-0.0809280369128575
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_1,G08,0.022952392392801012
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_1,G09,-0.01507574867703083
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_2,G00,0.028050539038371618
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_2,G01,-0.11214547353153625
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_2,G02,0.14651473893764722
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_2,G03,0.6083078808774381
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_2,G04,-0.44453651983978226
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_2,G05,-0.5080586636617976
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_2,G06,0.369995680965275
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_2,G07,0.04789054158673528
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_2,G08,0.013655915691488123
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_2,G09,0.004289315749679029
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_3,G00,0.4155780454077043
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_3,G01,0.702211152865207
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_3,G02,0.4268394837106286
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_3,G03,0.19880689357517517
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_3,G04,0.08452907670778326
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_3,G05,0.22742516346821595
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_3,G06,0.11861832976376815
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_3,G07,-0.17612782414264644
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_3,G08,0.07948604090403064
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,axis_3,G09,0.04692057224800796
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_1,G00,0.4954430257725723
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_1,G01,0.7654084453485595
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_1,G02,-0.01596570870188252
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_1,G03,0.017863176738984438
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_1,G04,0.30507028771913147
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_1,G05,-0.2708605688905411
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_1,G06,0.037490944121243375
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_1,G07,-0.016493499779022883
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_1,G08,-0.0009922308172880742
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_1,G09,0.0004515396557919914
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_2,G00,-0.4834786366774784
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_2,G01,0.1499062211326917
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_2,G02,-0.609597232555667
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_2,G03,0.4065794213006887
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_2,G04,0.4408372093967983
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_2,G05,0.08867022816149468
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_2,G06,-0.05194321177724241
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_2,G07,0.04400909797211668
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_2,G08,-0.003928225735769675
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_2,G09,0.003276814767276148
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_3,G00,-0.1762201152172598
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_3,G01,-0.019176597981368164
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_3,G02,0.3162403617602857
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_3,G03,0.6257090520463569
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_3,G04,-0.18805081883510633
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_3,G05,-0.5182844476089298
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_3,G06,0.3960862782679161
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_3,G07,0.12305959704337335
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_3,G08,-0.029248753356942717
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,axis_3,G09,-0.01391301319842682
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_1,G00,-0.4969036880319755
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_1,G01,0.4639276034815166
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_1,G02,0.05026003039437821
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_1,G03,0.6650692928223183
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_1,G04,0.2355950255466473
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_1,G05,-0.18498245150575537
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_1,G06,-0.05292750154061997
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_1,G07,0.014657590398811496
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_1,G08,0.004292977238942237
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_1,G09,0.016017183931148038
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_2,G00,-0.8022324752685889
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_2,G01,-0.2548562579237645
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_2,G02,0.2013360638620561
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_2,G03,-0.4217308266982335
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_2,G04,0.1408913386173665
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_2,G05,0.2140822997174957
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_2,G06,0.05321805386526337
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_2,G07,-0.06404650592175246
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_2,G08,0.0213922784004182
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_2,G09,0.0022128080824121
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_3,G00,0.04960989573025194
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_3,G01,0.09415964019839529
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_3,G02,-0.093782083127355
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_3,G03,0.2743150267496415
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_3,G04,-0.0602296614345771
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_3,G05,0.9159284175786259
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_3,G06,0.24463741942857167
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_3,G07,0.02886340770095868
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_3,G08,-0.0153667547172859
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,axis_3,G09,-0.034056257913135005
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_1,G00,0.7347034840137594
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_1,G01,0.6534096637443938
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_1,G02,-0.01741636531931426
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_1,G03,-0.07872315753025835
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_1,G04,0.11924151725214822
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_1,G05,-0.10772421563994214
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_1,G06,-0.002373652178328264
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_1,G07,-0.025133799954926705
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_1,G08,0.003203812950099711
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_1,G09,-0.01718382893652682
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_2,G00,-0.3844269749598158
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_2,G01,0.47273846697828215
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_2,G02,0.0872198074537627
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_2,G03,0.7231640766333505
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_2,G04,-0.002865523731549073
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_2,G05,-0.2973773347205152
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_2,G06,0.07605728855604271
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_2,G07,-0.04707474128863864
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_2,G08,-0.018084543690827515
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_2,G09,0.03730124200215072
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_3,G00,0.3133790649597433
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_3,G01,-0.13356939814987134
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_3,G02,0.415455234824272
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_3,G03,0.28833668618778396
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_3,G04,-0.7179986625043543
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_3,G05,0.2708798458812837
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_3,G06,0.1782857172725092
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_3,G07,-0.08111193442924362
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_3,G08,-0.027523486320830338
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,axis_3,G09,-0.013828424566991706
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_1,G00,0.9511370753132096
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_1,G01,0.08437230325365175
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_1,G02,0.12516863602984216
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_1,G03,0.1843759385288894
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_1,G04,-0.1857993413447678
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_1,G05,-0.03342602318707173
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_1,G06,-0.04877933185459464
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_1,G07,0.0039932382111887545
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_1,G08,-0.014215895826224604
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_1,G09,0.017937366650143508
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_2,G00,-0.07122989034803631
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_2,G01,0.5428786892118436
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_2,G02,0.5350839026789569
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_2,G03,-0.34300290155395247
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_2,G04,-0.23557577519062528
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_2,G05,0.4409693407279836
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_2,G06,0.1964904769530862
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_2,G07,-0.010007559743181387
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_2,G08,-0.02224524129955311
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_2,G09,-0.08420120709103271
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_3,G00,-0.018329342430728545
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_3,G01,-0.0026723111333414803
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_3,G02,-0.39633675482965464
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_3,G03,0.4669215664652999
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_3,G04,-0.055655505640531525
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_3,G05,0.7784098868315698
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_3,G06,0.08860937776962365
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_3,G07,-0.05949921664219895
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_3,G08,-0.052314297424649076
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,axis_3,G09,0.037553561081760736
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_1,G00,0.8572823580059792
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_1,G01,-0.027429879260214562
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_1,G02,0.4067969757663798
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_1,G03,0.31141527339848246
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_1,G04,-0.01944375070401145
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_1,G05,-0.001637227275315692
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_1,G06,-0.02597235482238147
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_1,G07,0.026580631154077158
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_1,G08,0.008175611678967465
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_1,G09,0.0047575864122496574
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_2,G00,-0.09767101832306954
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_2,G01,-0.9811461168862434
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_2,G02,0.1385959931977082
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_2,G03,0.01115366628612191
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_2,G04,0.052653009907389164
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_2,G05,0.028362844675501115
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_2,G06,0.0646087927284961
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_2,G07,-0.017954387541519387
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_2,G08,0.01722967501091621
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_2,G09,0.010445460999834772
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_3,G00,-0.1963256797809638
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_3,G01,-0.013762210869924074
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_3,G02,0.007553496164441148
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_3,G03,0.49491700076017847
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_3,G04,-0.2818061535682932
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_3,G05,-0.779117476051291
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_3,G06,0.01651278877993326
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_3,G07,0.17106954248817785
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_3,G08,-0.008837981540590132
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,axis_3,G09,-0.014581354846135383
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_1,G00,0.9462420674356199
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_1,G01,-0.03275775516795898
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_1,G02,-0.12841315510747228
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_1,G03,-0.024854522755536484
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_1,G04,-0.26048650211864544
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_1,G05,0.12976669518117043
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_1,G06,-0.002809961817351469
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_1,G07,-0.04154922441849218
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_1,G08,0.0011155268418976294
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_1,G09,0.004135491008381644
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_2,G00,0.14509479348076626
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_2,G01,0.5711925350793128
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_2,G02,0.46178605069211076
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_2,G03,0.6064175179153397
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_2,G04,0.06159617478955948
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_2,G05,-0.2197171817638148
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_2,G06,-0.13950131654618575
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_2,G07,0.0018354233059056368
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_2,G08,-0.008741307729506397
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_2,G09,0.00937554571370246
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_3,G00,0.043558943499514245
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_3,G01,-0.09641253444690503
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_3,G02,-0.7103566026779276
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_3,G03,0.5436194327237293
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_3,G04,0.41979866821594763
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_3,G05,-0.08965117560896504
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_3,G06,-0.011567788680475508
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_3,G07,0.031705880184675274
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_3,G08,0.0470081790721313
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,axis_3,G09,0.03258144322864409
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_1,G00,0.7619894515650605
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_1,G01,0.07044594918982083
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_1,G02,0.5274399207923126
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_1,G03,0.36283253837999235
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_1,G04,0.041627835500277474
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_1,G05,0.03250533963108104
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_1,G06,-0.03567785123638316
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_1,G07,-0.021359361973025112
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_1,G08,-0.005075461927545433
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_1,G09,0.004975688310718641
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_2,G00,-0.33222875886618536
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_2,G01,0.17703905250487684
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_2,G02,-0.15370065819430506
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_2,G03,0.8674366183602495
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_2,G04,0.2587428555706486
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_2,G05,-0.10142975929359495
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,axis_2,G06,0.04378158470053853
