cohort,target,temperature,timepoint,axis,global_component,loading
atf6 | 24C | 24hpf,atf6,24,24,axis_2,G00,0.7013761778917634
atf6 | 24C | 24hpf,atf6,24,24,axis_2,G01,0.06422955116021745
atf6 | 24C | 24hpf,atf6,24,24,axis_2,G02,0.34366111068291694
atf6 | 24C | 24hpf,atf6,24,24,axis_2,G03,-0.4704303400699479
atf6 | 24C | 24hpf,atf6,24,24,axis_2,G04,-0.18892869282506888
atf6 | 24C | 24hpf,atf6,24,24,axis_2,G05,-0.3336032937471357
atf6 | 24C | 24hpf,atf6,24,24,axis_2,G06,0.00041355565129537475
atf6 | 24C | 24hpf,atf6,24,24,axis_2,G07,-0.082007273693059
atf6 | 24C | 24hpf,atf6,24,24,axis_2,G08,0.10389759761622046
atf6 | 24C | 24hpf,atf6,24,24,axis_2,G09,-0.005751057360308899
atf6 | 24C | 24hpf,atf6,24,24,axis_3,G00,0.11486312527695587
atf6 | 24C | 24hpf,atf6,24,24,axis_3,G01,-0.41015055903025716
atf6 | 24C | 24hpf,atf6,24,24,axis_3,G02,-0.3082351868331184
atf6 | 24C | 24hpf,atf6,24,24,axis_3,G03,0.2155702201898268
atf6 | 24C | 24hpf,atf6,24,24,axis_3,G04,-0.8169528120823235
atf6 | 24C | 24hpf,atf6,24,24,axis_3,G05,0.031946048828808304
atf6 | 24C | 24hpf,atf6,24,24,axis_3,G06,-0.03594706025835283
atf6 | 24C | 24hpf,atf6,24,24,axis_3,G07,-0.0070445120071237904
atf6 | 24C | 24hpf,atf6,24,24,axis_3,G08,0.08466352882017286
atf6 | 24C | 24hpf,atf6,24,24,axis_3,G09,-0.01270254053846909
atf6 | 24C | 30hpf,atf6,24,30,axis_1,G00,-0.6063031135772406
atf6 | 24C | 30hpf,atf6,24,30,axis_1,G01,-0.7281110352911071
atf6 | 24C | 30hpf,atf6,24,30,axis_1,G02,0.21964351635063262
atf6 | 24C | 30hpf,atf6,24,30,axis_1,G03,-0.010864407110233273
atf6 | 24C | 30hpf,atf6,24,30,axis_1,G04,-0.2243494539515108
atf6 | 24C | 30hpf,atf6,24,30,axis_1,G05,-0.04566667650965911
atf6 | 24C | 30hpf,atf6,24,30,axis_1,G06,0.008186381597858849
atf6 | 24C | 30hpf,atf6,24,30,axis_1,G07,0.027744584576603074
atf6 | 24C | 30hpf,atf6,24,30,axis_1,G08,-0.0248043693303547
atf6 | 24C | 30hpf,atf6,24,30,axis_1,G09,0.004403038777782586
atf6 | 24C | 30hpf,atf6,24,30,axis_2,G00,-0.5888395886833403
atf6 | 24C | 30hpf,atf6,24,30,axis_2,G01,0.323099190627692
atf6 | 24C | 30hpf,atf6,24,30,axis_2,G02,-0.023139321200728452
atf6 | 24C | 30hpf,atf6,24,30,axis_2,G03,0.541472614564286
atf6 | 24C | 30hpf,atf6,24,30,axis_2,G04,0.4529323022892692
atf6 | 24C | 30hpf,atf6,24,30,axis_2,G05,0.2168250731903992
atf6 | 24C | 30hpf,atf6,24,30,axis_2,G06,0.004447210852774218
atf6 | 24C | 30hpf,atf6,24,30,axis_2,G07,-0.01873035474448463
atf6 | 24C | 30hpf,atf6,24,30,axis_2,G08,-0.043764031860067346
atf6 | 24C | 30hpf,atf6,24,30,axis_2,G09,0.026460425682452247
atf6 | 24C | 30hpf,atf6,24,30,axis_3,G00,0.1590462429468744
atf6 | 24C | 30hpf,atf6,24,30,axis_3,G01,0.20091659411018215
atf6 | 24C | 30hpf,atf6,24,30,axis_3,G02,0.5838743688838787
atf6 | 24C | 30hpf,atf6,24,30,axis_3,G03,0.5208597464003504
atf6 | 24C | 30hpf,atf6,24,30,axis_3,G04,-0.5404450211392539
atf6 | 24C | 30hpf,atf6,24,30,axis_3,G05,0.00176304259829482
atf6 | 24C | 30hpf,atf6,24,30,axis_3,G06,0.12798733981768096
atf6 | 24C | 30hpf,atf6,24,30,axis_3,G07,-0.11006821092598854
atf6 | 24C | 30hpf,atf6,24,30,axis_3,G08,-0.03662067763131935
atf6 | 24C | 30hpf,atf6,24,30,axis_3,G09,0.014556349893386195
atf6 | 24C | 36hpf,atf6,24,36,axis_1,G00,0.8768507506666133
atf6 | 24C | 36hpf,atf6,24,36,axis_1,G01,0.17384927772998415
atf6 | 24C | 36hpf,atf6,24,36,axis_1,G02,0.2066149668991615
atf6 | 24C | 36hpf,atf6,24,36,axis_1,G03,0.048670396468000636
atf6 | 24C | 36hpf,atf6,24,36,axis_1,G04,-0.28218765032113685
atf6 | 24C | 36hpf,atf6,24,36,axis_1,G05,-0.26342175105771665
atf6 | 24C | 36hpf,atf6,24,36,axis_1,G06,0.06993724113517473
atf6 | 24C | 36hpf,atf6,24,36,axis_1,G07,0.04118885817798926
atf6 | 24C | 36hpf,atf6,24,36,axis_1,G08,-0.012351303731232883
atf6 | 24C | 36hpf,atf6,24,36,axis_1,G09,-0.00945802757032825
atf6 | 24C | 36hpf,atf6,24,36,axis_2,G00,0.038738420967030764
atf6 | 24C | 36hpf,atf6,24,36,axis_2,G01,0.41370595940190613
atf6 | 24C | 36hpf,atf6,24,36,axis_2,G02,-0.4351272474748133
atf6 | 24C | 36hpf,atf6,24,36,axis_2,G03,0.7281250740594052
atf6 | 24C | 36hpf,atf6,24,36,axis_2,G04,0.28491872873439256
atf6 | 24C | 36hpf,atf6,24,36,axis_2,G05,-0.12655078571713332
atf6 | 24C | 36hpf,atf6,24,36,axis_2,G06,-0.0876182521599087
atf6 | 24C | 36hpf,atf6,24,36,axis_2,G07,0.04342241797864225
atf6 | 24C | 36hpf,atf6,24,36,axis_2,G08,-0.018968242022759357
atf6 | 24C | 36hpf,atf6,24,36,axis_2,G09,0.02699679384591948
atf6 | 24C | 36hpf,atf6,24,36,axis_3,G00,0.01210543032702041
atf6 | 24C | 36hpf,atf6,24,36,axis_3,G01,0.3854863146973316
atf6 | 24C | 36hpf,atf6,24,36,axis_3,G02,0.4694289886836675
atf6 | 24C | 36hpf,atf6,24,36,axis_3,G03,0.2213034383496747
atf6 | 24C | 36hpf,atf6,24,36,axis_3,G04,-0.04671666239126557
atf6 | 24C | 36hpf,atf6,24,36,axis_3,G05,0.753827144231557
atf6 | 24C | 36hpf,atf6,24,36,axis_3,G06,0.05001307256367154
atf6 | 24C | 36hpf,atf6,24,36,axis_3,G07,-0.09228342134732476
atf6 | 24C | 36hpf,atf6,24,36,axis_3,G08,-0.020953054444476885
atf6 | 24C | 36hpf,atf6,24,36,axis_3,G09,-0.004538149076834098
atf6 | 28C | 24hpf,atf6,28,24,axis_1,G00,0.6379203084492718
atf6 | 28C | 24hpf,atf6,28,24,axis_1,G01,0.5716100686848955
atf6 | 28C | 24hpf,atf6,28,24,axis_1,G02,-0.191558597115914
atf6 | 28C | 24hpf,atf6,28,24,axis_1,G03,-0.22114948070959667
atf6 | 28C | 24hpf,atf6,28,24,axis_1,G04,0.4124716192612141
atf6 | 28C | 24hpf,atf6,28,24,axis_1,G05,0.09541468879041183
atf6 | 28C | 24hpf,atf6,28,24,axis_1,G06,-0.029644106633959423
atf6 | 28C | 24hpf,atf6,28,24,axis_1,G07,-0.003622582020792268
atf6 | 28C | 24hpf,atf6,28,24,axis_1,G08,0.012018955357570403
atf6 | 28C | 24hpf,atf6,28,24,axis_1,G09,-0.021087188514485464
atf6 | 28C | 24hpf,atf6,28,24,axis_2,G00,-0.5993287883596687
atf6 | 28C | 24hpf,atf6,28,24,axis_2,G01,0.4759060340418326
atf6 | 28C | 24hpf,atf6,28,24,axis_2,G02,-0.0779366685852308
atf6 | 28C | 24hpf,atf6,28,24,axis_2,G03,0.4448069044545259
atf6 | 28C | 24hpf,atf6,28,24,axis_2,G04,0.4449240720034134
atf6 | 28C | 24hpf,atf6,28,24,axis_2,G05,0.10170216436989299
atf6 | 28C | 24hpf,atf6,28,24,axis_2,G06,-0.03252568277301526
atf6 | 28C | 24hpf,atf6,28,24,axis_2,G07,-0.018825997849018478
atf6 | 28C | 24hpf,atf6,28,24,axis_2,G08,0.0019494372198069184
atf6 | 28C | 24hpf,atf6,28,24,axis_2,G09,0.02596622843944612
atf6 | 28C | 24hpf,atf6,28,24,axis_3,G00,-0.2500943041437931
atf6 | 28C | 24hpf,atf6,28,24,axis_3,G01,-0.29427392813478
atf6 | 28C | 24hpf,atf6,28,24,axis_3,G02,-0.678157942086773
atf6 | 28C | 24hpf,atf6,28,24,axis_3,G03,-0.4033288870087406
atf6 | 28C | 24hpf,atf6,28,24,axis_3,G04,0.1553989643682548
atf6 | 28C | 24hpf,atf6,28,24,axis_3,G05,0.4155566292544978
atf6 | 28C | 24hpf,atf6,28,24,axis_3,G06,-0.11786147363733301
atf6 | 28C | 24hpf,atf6,28,24,axis_3,G07,-0.04946424888276401
atf6 | 28C | 24hpf,atf6,28,24,axis_3,G08,0.12237104146003246
atf6 | 28C | 24hpf,atf6,28,24,axis_3,G09,0.011595163917904112
atf6 | 28C | 30hpf,atf6,28,30,axis_1,G00,0.8509439877472945
atf6 | 28C | 30hpf,atf6,28,30,axis_1,G01,-0.07520498041362822
atf6 | 28C | 30hpf,atf6,28,30,axis_1,G02,-0.08638834419826501
atf6 | 28C | 30hpf,atf6,28,30,axis_1,G03,0.4914263047666016
atf6 | 28C | 30hpf,atf6,28,30,axis_1,G04,0.017980365099722943
atf6 | 28C | 30hpf,atf6,28,30,axis_1,G05,0.00537128038545771
atf6 | 28C | 30hpf,atf6,28,30,axis_1,G06,-0.11578133765070892
atf6 | 28C | 30hpf,atf6,28,30,axis_1,G07,0.08325273728398201
atf6 | 28C | 30hpf,atf6,28,30,axis_1,G08,0.002124778812282397
atf6 | 28C | 30hpf,atf6,28,30,axis_1,G09,0.02414096781988394
atf6 | 28C | 30hpf,atf6,28,30,axis_2,G00,-0.11893231478366206
atf6 | 28C | 30hpf,atf6,28,30,axis_2,G01,-0.558802813777
atf6 | 28C | 30hpf,atf6,28,30,axis_2,G02,-0.42881807302874986
atf6 | 28C | 30hpf,atf6,28,30,axis_2,G03,0.08173537501524297
atf6 | 28C | 30hpf,atf6,28,30,axis_2,G04,0.2438468091040745
atf6 | 28C | 30hpf,atf6,28,30,axis_2,G05,0.54127261233361
atf6 | 28C | 30hpf,atf6,28,30,axis_2,G06,0.3280874880688408
atf6 | 28C | 30hpf,atf6,28,30,axis_2,G07,0.14961904631487336
atf6 | 28C | 30hpf,atf6,28,30,axis_2,G08,-0.021340321148993306
atf6 | 28C | 30hpf,atf6,28,30,axis_2,G09,0.010437107032563182
atf6 | 28C | 30hpf,atf6,28,30,axis_3,G00,0.3905123035689
atf6 | 28C | 30hpf,atf6,28,30,axis_3,G01,-0.4172031510465444
atf6 | 28C | 30hpf,atf6,28,30,axis_3,G02,0.4910742597717089
atf6 | 28C | 30hpf,atf6,28,30,axis_3,G03,-0.6350873895433582
atf6 | 28C | 30hpf,atf6,28,30,axis_3,G04,0.004055046625723844
atf6 | 28C | 30hpf,atf6,28,30,axis_3,G05,0.13636033222676933
atf6 | 28C | 30hpf,atf6,28,30,axis_3,G06,0.039351578935732934
atf6 | 28C | 30hpf,atf6,28,30,axis_3,G07,-0.0774141904326174
atf6 | 28C | 30hpf,atf6,28,30,axis_3,G08,0.03471916194086899
atf6 | 28C | 30hpf,atf6,28,30,axis_3,G09,0.03992797379953331
atf6 | 28C | 36hpf,atf6,28,36,axis_1,G00,0.9755223966853777
atf6 | 28C | 36hpf,atf6,28,36,axis_1,G01,-0.11279695093359843
atf6 | 28C | 36hpf,atf6,28,36,axis_1,G02,-0.022644055699164722
atf6 | 28C | 36hpf,atf6,28,36,axis_1,G03,0.14788848496485207
atf6 | 28C | 36hpf,atf6,28,36,axis_1,G04,-0.059990618083607096
atf6 | 28C | 36hpf,atf6,28,36,axis_1,G05,-0.09267486476793889
atf6 | 28C | 36hpf,atf6,28,36,axis_1,G06,-0.008699142818114841
atf6 | 28C | 36hpf,atf6,28,36,axis_1,G07,-0.010845730580655315
atf6 | 28C | 36hpf,atf6,28,36,axis_1,G08,0.02901968727468193
atf6 | 28C | 36hpf,atf6,28,36,axis_1,G09,-0.005117827338463349
atf6 | 28C | 36hpf,atf6,28,36,axis_2,G00,0.08845239909852333
atf6 | 28C | 36hpf,atf6,28,36,axis_2,G01,-0.17413459720958063
atf6 | 28C | 36hpf,atf6,28,36,axis_2,G02,-0.48535370310112635
atf6 | 28C | 36hpf,atf6,28,36,axis_2,G03,-0.6339161191346944
atf6 | 28C | 36hpf,atf6,28,36,axis_2,G04,0.541401525291297
atf6 | 28C | 36hpf,atf6,28,36,axis_2,G05,-0.13680737881180643
atf6 | 28C | 36hpf,atf6,28,36,axis_2,G06,-0.002628602825069149
atf6 | 28C | 36hpf,atf6,28,36,axis_2,G07,0.06431769658600517
atf6 | 28C | 36hpf,atf6,28,36,axis_2,G08,-0.08841477112222638
atf6 | 28C | 36hpf,atf6,28,36,axis_2,G09,0.025352200120844583
atf6 | 28C | 36hpf,atf6,28,36,axis_3,G00,0.06503676235875366
atf6 | 28C | 36hpf,atf6,28,36,axis_3,G01,-0.3477354966615405
atf6 | 28C | 36hpf,atf6,28,36,axis_3,G02,0.6841770695755448
atf6 | 28C | 36hpf,atf6,28,36,axis_3,G03,-0.13949224051287626
atf6 | 28C | 36hpf,atf6,28,36,axis_3,G04,0.40627234664668416
atf6 | 28C | 36hpf,atf6,28,36,axis_3,G05,0.4250601225725436
atf6 | 28C | 36hpf,atf6,28,36,axis_3,G06,-0.13930220903369545
atf6 | 28C | 36hpf,atf6,28,36,axis_3,G07,0.10395548421772371
atf6 | 28C | 36hpf,atf6,28,36,axis_3,G08,-0.1033285620894289
atf6 | 28C | 36hpf,atf6,28,36,axis_3,G09,-0.025921590844182524
atf6 | 34C | 24hpf,atf6,34,24,axis_1,G00,0.8768142914911574
atf6 | 34C | 24hpf,atf6,34,24,axis_1,G01,-0.027502149855586466
atf6 | 34C | 24hpf,atf6,34,24,axis_1,G02,0.44752278454218974
atf6 | 34C | 24hpf,atf6,34,24,axis_1,G03,0.0627359205615675
atf6 | 34C | 24hpf,atf6,34,24,axis_1,G04,-0.009466182690642807
atf6 | 34C | 24hpf,atf6,34,24,axis_1,G05,-0.06494010630966413
atf6 | 34C | 24hpf,atf6,34,24,axis_1,G06,-0.1335922291310617
atf6 | 34C | 24hpf,atf6,34,24,axis_1,G07,0.0230794022540365
atf6 | 34C | 24hpf,atf6,34,24,axis_1,G08,-0.009164877024412082
atf6 | 34C | 24hpf,atf6,34,24,axis_1,G09,0.05880074907135647
atf6 | 34C | 24hpf,atf6,34,24,axis_2,G00,0.1080671817316145
atf6 | 34C | 24hpf,atf6,34,24,axis_2,G01,-0.5067393765642617
atf6 | 34C | 24hpf,atf6,34,24,axis_2,G02,-0.22160866457959372
atf6 | 34C | 24hpf,atf6,34,24,axis_2,G03,0.5855318689928048
atf6 | 34C | 24hpf,atf6,34,24,axis_2,G04,0.09826688475759666
atf6 | 34C | 24hpf,atf6,34,24,axis_2,G05,0.5640196249323797
atf6 | 34C | 24hpf,atf6,34,24,axis_2,G06,0.059915936144831025
atf6 | 34C | 24hpf,atf6,34,24,axis_2,G07,-0.07854324714138354
atf6 | 34C | 24hpf,atf6,34,24,axis_2,G08,0.03768724280027153
atf6 | 34C | 24hpf,atf6,34,24,axis_2,G09,0.024998227028306105
atf6 | 34C | 24hpf,atf6,34,24,axis_3,G00,-0.014255490204992853
atf6 | 34C | 24hpf,atf6,34,24,axis_3,G01,-0.7878721983048612
atf6 | 34C | 24hpf,atf6,34,24,axis_3,G02,-0.0858077910509859
atf6 | 34C | 24hpf,atf6,34,24,axis_3,G03,-0.17818164801303527
atf6 | 34C | 24hpf,atf6,34,24,axis_3,G04,0.06784557328971955
atf6 | 34C | 24hpf,atf6,34,24,axis_3,G05,-0.5733171087871759
atf6 | 34C | 24hpf,atf6,34,24,axis_3,G06,-0.03706572352240817
atf6 | 34C | 24hpf,atf6,34,24,axis_3,G07,-0.0656236089691844
atf6 | 34C | 24hpf,atf6,34,24,axis_3,G08,0.029055036636265425
atf6 | 34C | 24hpf,atf6,34,24,axis_3,G09,0.011065863372561699
atf6 | 34C | 30hpf,atf6,34,30,axis_1,G00,0.6112014957275608
atf6 | 34C | 30hpf,atf6,34,30,axis_1,G01,-0.09441620449957544
atf6 | 34C | 30hpf,atf6,34,30,axis_1,G02,0.5875096981176081
atf6 | 34C | 30hpf,atf6,34,30,axis_1,G03,0.5149415494922293
atf6 | 34C | 30hpf,atf6,34,30,axis_1,G04,0.030097606032942835
atf6 | 34C | 30hpf,atf6,34,30,axis_1,G05,0.07366017849681575
atf6 | 34C | 30hpf,atf6,34,30,axis_1,G06,-0.012491274274391609
atf6 | 34C | 30hpf,atf6,34,30,axis_1,G07,-0.022770603781059134
atf6 | 34C | 30hpf,atf6,34,30,axis_1,G08,0.0028253927291858167
atf6 | 34C | 30hpf,atf6,34,30,axis_1,G09,-0.013102069067974459
atf6 | 34C | 30hpf,atf6,34,30,axis_2,G00,-0.2991727680779841
atf6 | 34C | 30hpf,atf6,34,30,axis_2,G01,-0.8533033980254767
atf6 | 34C | 30hpf,atf6,34,30,axis_2,G02,0.2905970709037079
atf6 | 34C | 30hpf,atf6,34,30,axis_2,G03,-0.15719492015795244
atf6 | 34C | 30hpf,atf6,34,30,axis_2,G04,0.23986956030913378
atf6 | 34C | 30hpf,atf6,34,30,axis_2,G05,0.048101562454944714
atf6 | 34C | 30hpf,atf6,34,30,axis_2,G06,-0.08931179605002788
atf6 | 34C | 30hpf,atf6,34,30,axis_2,G07,0.014705834591595073
atf6 | 34C | 30hpf,atf6,34,30,axis_2,G08,0.013718267507487164
atf6 | 34C | 30hpf,atf6,34,30,axis_2,G09,-0.07056804939789241
atf6 | 34C | 30hpf,atf6,34,30,axis_3,G00,-0.04773130238671814
atf6 | 34C | 30hpf,atf6,34,30,axis_3,G01,-0.07062400738360489
atf6 | 34C | 30hpf,atf6,34,30,axis_3,G02,-0.3071694107601052
atf6 | 34C | 30hpf,atf6,34,30,axis_3,G03,0.4566621025830985
atf6 | 34C | 30hpf,atf6,34,30,axis_3,G04,0.5249286394542043
atf6 | 34C | 30hpf,atf6,34,30,axis_3,G05,-0.6378868644767745
atf6 | 34C | 30hpf,atf6,34,30,axis_3,G06,0.03263824089098305
atf6 | 34C | 30hpf,atf6,34,30,axis_3,G07,-0.019468370872848577
atf6 | 34C | 30hpf,atf6,34,30,axis_3,G08,-0.020730359813607793
atf6 | 34C | 30hpf,atf6,34,30,axis_3,G09,0.0742758444520657
atf6 | 34C | 36hpf,atf6,34,36,axis_1,G00,0.5991669903767819
atf6 | 34C | 36hpf,atf6,34,36,axis_1,G01,-0.1704248535700139
atf6 | 34C | 36hpf,atf6,34,36,axis_1,G02,0.6044163954180997
atf6 | 34C | 36hpf,atf6,34,36,axis_1,G03,0.46488623785607697
atf6 | 34C | 36hpf,atf6,34,36,axis_1,G04,0.15231011066587655
atf6 | 34C | 36hpf,atf6,34,36,axis_1,G05,0.009656208314600822
atf6 | 34C | 36hpf,atf6,34,36,axis_1,G06,-0.08061105212282069
atf6 | 34C | 36hpf,atf6,34,36,axis_1,G07,-0.015200992594159335
atf6 | 34C | 36hpf,atf6,34,36,axis_1,G08,0.00350718339618927
atf6 | 34C | 36hpf,atf6,34,36,axis_1,G09,-0.021972012303058643
atf6 | 34C | 36hpf,atf6,34,36,axis_2,G00,0.3134277842083328
atf6 | 34C | 36hpf,atf6,34,36,axis_2,G01,-0.7640357765730117
atf6 | 34C | 36hpf,atf6,34,36,axis_2,G02,-0.4951335179542807
atf6 | 34C | 36hpf,atf6,34,36,axis_2,G03,-0.11046644147731183
atf6 | 34C | 36hpf,atf6,34,36,axis_2,G04,0.22643035583351398
atf6 | 34C | 36hpf,atf6,34,36,axis_2,G05,0.03337407473631292
atf6 | 34C | 36hpf,atf6,34,36,axis_2,G06,0.020331497807987077
atf6 | 34C | 36hpf,atf6,34,36,axis_2,G07,0.0825512494404435
atf6 | 34C | 36hpf,atf6,34,36,axis_2,G08,-0.002265146102269301
atf6 | 34C | 36hpf,atf6,34,36,axis_2,G09,-0.03216483369661718
atf6 | 34C | 36hpf,atf6,34,36,axis_3,G00,-0.512098140357803
atf6 | 34C | 36hpf,atf6,34,36,axis_3,G01,-0.5753469911252638
atf6 | 34C | 36hpf,atf6,34,36,axis_3,G02,0.43187171375293687
atf6 | 34C | 36hpf,atf6,34,36,axis_3,G03,0.0030572375758061154
atf6 | 34C | 36hpf,atf6,34,36,axis_3,G04,-0.29330810467878865
atf6 | 34C | 36hpf,atf6,34,36,axis_3,G05,0.27085402895095395
atf6 | 34C | 36hpf,atf6,34,36,axis_3,G06,0.1803557705128081
atf6 | 34C | 36hpf,atf6,34,36,axis_3,G07,-0.15204278274715974
atf6 | 34C | 36hpf,atf6,34,36,axis_3,G08,-0.06125507597716007
atf6 | 34C | 36hpf,atf6,34,36,axis_3,G09,-0.03768109948938868
atf6 | 35C | 24hpf,atf6,35,24,axis_1,G00,0.9484433048189864
atf6 | 35C | 24hpf,atf6,35,24,axis_1,G01,0.25936063743843396
atf6 | 35C | 24hpf,atf6,35,24,axis_1,G02,0.04540826301068701
atf6 | 35C | 24hpf,atf6,35,24,axis_1,G03,-0.10354260444536989
atf6 | 35C | 24hpf,atf6,35,24,axis_1,G04,-0.13268420957969954
atf6 | 35C | 24hpf,atf6,35,24,axis_1,G05,0.011760542870906287
atf6 | 35C | 24hpf,atf6,35,24,axis_1,G06,-0.045317099942477075
atf6 | 35C | 24hpf,atf6,35,24,axis_1,G07,0.013907393703135082
atf6 | 35C | 24hpf,atf6,35,24,axis_1,G08,-0.01958448170077058
atf6 | 35C | 24hpf,atf6,35,24,axis_1,G09,-0.005509908881606392
atf6 | 35C | 24hpf,atf6,35,24,axis_2,G00,-0.05148893711372888
atf6 | 35C | 24hpf,atf6,35,24,axis_2,G01,-0.11560168848505809
atf6 | 35C | 24hpf,atf6,35,24,axis_2,G02,0.9401779322060919
atf6 | 35C | 24hpf,atf6,35,24,axis_2,G03,0.02018816008954754
atf6 | 35C | 24hpf,atf6,35,24,axis_2,G04,-0.23199797784229817
atf6 | 35C | 24hpf,atf6,35,24,axis_2,G05,-0.10316235476540943
atf6 | 35C | 24hpf,atf6,35,24,axis_2,G06,-0.18666561944962798
atf6 | 35C | 24hpf,atf6,35,24,axis_2,G07,0.009546650871565773
atf6 | 35C | 24hpf,atf6,35,24,axis_2,G08,-0.006718803563899869
atf6 | 35C | 24hpf,atf6,35,24,axis_2,G09,0.014041561409301236
atf6 | 35C | 24hpf,atf6,35,24,axis_3,G00,-0.13459632878573122
atf6 | 35C | 24hpf,atf6,35,24,axis_3,G01,0.7783531333966948
atf6 | 35C | 24hpf,atf6,35,24,axis_3,G02,0.08724753847412267
atf6 | 35C | 24hpf,atf6,35,24,axis_3,G03,0.5593326156705716
atf6 | 35C | 24hpf,atf6,35,24,axis_3,G04,0.1719930264642936
atf6 | 35C | 24hpf,atf6,35,24,axis_3,G05,-0.09661493723815492
atf6 | 35C | 24hpf,atf6,35,24,axis_3,G06,-0.11001793888840507
atf6 | 35C | 24hpf,atf6,35,24,axis_3,G07,-0.06271819606494472
atf6 | 35C | 24hpf,atf6,35,24,axis_3,G08,0.023771357535739834
atf6 | 35C | 24hpf,atf6,35,24,axis_3,G09,-0.00815330622558341
atf6 | 35C | 30hpf,atf6,35,30,axis_1,G00,-0.4029080449471913
atf6 | 35C | 30hpf,atf6,35,30,axis_1,G01,0.03496019664539063
atf6 | 35C | 30hpf,atf6,35,30,axis_1,G02,-0.6986732409893247
atf6 | 35C | 30hpf,atf6,35,30,axis_1,G03,0.33775545935771045
atf6 | 35C | 30hpf,atf6,35,30,axis_1,G04,0.4541115230070154
atf6 | 35C | 30hpf,atf6,35,30,axis_1,G05,0.13027059233524507
atf6 | 35C | 30hpf,atf6,35,30,axis_1,G06,0.08125260354808835
atf6 | 35C | 30hpf,atf6,35,30,axis_1,G07,0.030156064280410573
atf6 | 35C | 30hpf,atf6,35,30,axis_1,G08,0.05893335259648713
atf6 | 35C | 30hpf,atf6,35,30,axis_1,G09,-0.006901272872949799
atf6 | 35C | 30hpf,atf6,35,30,axis_2,G00,-0.00036939113330779113
atf6 | 35C | 30hpf,atf6,35,30,axis_2,G01,0.5173479134374417
atf6 | 35C | 30hpf,atf6,35,30,axis_2,G02,0.13818036098098785
atf6 | 35C | 30hpf,atf6,35,30,axis_2,G03,0.6942540101210015
atf6 | 35C | 30hpf,atf6,35,30,axis_2,G04,-0.3781375711425936
atf6 | 35C | 30hpf,atf6,35,30,axis_2,G05,0.23737575368474945
atf6 | 35C | 30hpf,atf6,35,30,axis_2,G06,-0.1359839883396888
atf6 | 35C | 30hpf,atf6,35,30,axis_2,G07,-0.11500758918017845
atf6 | 35C | 30hpf,atf6,35,30,axis_2,G08,-0.014572716904820225
atf6 | 35C | 30hpf,atf6,35,30,axis_2,G09,0.0015910384568981967
atf6 | 35C | 30hpf,atf6,35,30,axis_3,G00,0.22718000228877966
atf6 | 35C | 30hpf,atf6,35,30,axis_3,G01,-0.6565882476864415
atf6 | 35C | 30hpf,atf6,35,30,axis_3,G02,-0.3357001526531701
atf6 | 35C | 30hpf,atf6,35,30,axis_3,G03,0.27781722817118504
atf6 | 35C | 30hpf,atf6,35,30,axis_3,G04,-0.498289684309965
atf6 | 35C | 30hpf,atf6,35,30,axis_3,G05,0.04865285068362776
atf6 | 35C | 30hpf,atf6,35,30,axis_3,G06,0.20079079757024543
atf6 | 35C | 30hpf,atf6,35,30,axis_3,G07,-0.16809288144907086
atf6 | 35C | 30hpf,atf6,35,30,axis_3,G08,-0.08437839699080829
atf6 | 35C | 30hpf,atf6,35,30,axis_3,G09,0.03244272444143537
atf6 | 35C | 36hpf,atf6,35,36,axis_1,G00,0.47208146948872454
atf6 | 35C | 36hpf,atf6,35,36,axis_1,G01,0.25428058246537266
atf6 | 35C | 36hpf,atf6,35,36,axis_1,G02,0.018030698090592406
atf6 | 35C | 36hpf,atf6,35,36,axis_1,G03,0.6221495119464584
atf6 | 35C | 36hpf,atf6,35,36,axis_1,G04,-0.5446171731505851
atf6 | 35C | 36hpf,atf6,35,36,axis_1,G05,0.01853338035654034
atf6 | 35C | 36hpf,atf6,35,36,axis_1,G06,-0.131698047233424
atf6 | 35C | 36hpf,atf6,35,36,axis_1,G07,-0.08814304412547866
atf6 | 35C | 36hpf,atf6,35,36,axis_1,G08,-0.008634118677184012
atf6 | 35C | 36hpf,atf6,35,36,axis_1,G09,-0.05427595141014635
atf6 | 35C | 36hpf,atf6,35,36,axis_2,G00,-0.46664382495355977
atf6 | 35C | 36hpf,atf6,35,36,axis_2,G01,0.15376255940788242
atf6 | 35C | 36hpf,atf6,35,36,axis_2,G02,-0.782673202061776
atf6 | 35C | 36hpf,atf6,35,36,axis_2,G03,0.32724828217890756
atf6 | 35C | 36hpf,atf6,35,36,axis_2,G04,0.027543855963591046
atf6 | 35C | 36hpf,atf6,35,36,axis_2,G05,0.15559945718938326
atf6 | 35C | 36hpf,atf6,35,36,axis_2,G06,-0.08632333712107564
atf6 | 35C | 36hpf,atf6,35,36,axis_2,G07,0.07478128919047386
atf6 | 35C | 36hpf,atf6,35,36,axis_2,G08,0.027288551638928668
atf6 | 35C | 36hpf,atf6,35,36,axis_2,G09,0.013166497945018785
atf6 | 35C | 36hpf,atf6,35,36,axis_3,G00,-0.4041286398568236
atf6 | 35C | 36hpf,atf6,35,36,axis_3,G01,0.4318237903708937
atf6 | 35C | 36hpf,atf6,35,36,axis_3,G02,0.5090307412482366
atf6 | 35C | 36hpf,atf6,35,36,axis_3,G03,0.4622051661942036
atf6 | 35C | 36hpf,atf6,35,36,axis_3,G04,0.38883541939264543
