cohort,target,temperature,timepoint,n_wells,axis,shared_dim,loading,variance_ratio
ctcf | 24C | 30hpf,ctcf,24,30,12,cohort_PC1,G03,-0.07450747057737506,0.5282721620682581
ctcf | 24C | 30hpf,ctcf,24,30,12,cohort_PC1,G04,0.590746052009058,0.5282721620682581
ctcf | 24C | 30hpf,ctcf,24,30,12,cohort_PC2,G00,0.7091735704403695,0.29816616808018687
ctcf | 24C | 30hpf,ctcf,24,30,12,cohort_PC2,G01,-0.05549668206757949,0.29816616808018687
ctcf | 24C | 30hpf,ctcf,24,30,12,cohort_PC2,G02,-0.4297703463321334,0.29816616808018687
ctcf | 24C | 30hpf,ctcf,24,30,12,cohort_PC2,G03,-0.20831778067899162,0.29816616808018687
ctcf | 24C | 30hpf,ctcf,24,30,12,cohort_PC2,G04,-0.5156492188832295,0.29816616808018687
ctcf | 24C | 36hpf,ctcf,24,36,12,cohort_PC1,G00,0.7931965292509704,0.7352483475837557
ctcf | 24C | 36hpf,ctcf,24,36,12,cohort_PC1,G01,0.330612072754661,0.7352483475837557
ctcf | 24C | 36hpf,ctcf,24,36,12,cohort_PC1,G02,0.2572755462845315,0.7352483475837557
ctcf | 24C | 36hpf,ctcf,24,36,12,cohort_PC1,G03,0.3721695553237576,0.7352483475837557
ctcf | 24C | 36hpf,ctcf,24,36,12,cohort_PC1,G04,-0.23839890668204156,0.7352483475837557
ctcf | 24C | 36hpf,ctcf,24,36,12,cohort_PC2,G00,-0.4281054760713812,0.19880401090604183
ctcf | 24C | 36hpf,ctcf,24,36,12,cohort_PC2,G01,0.5831254032933739,0.19880401090604183
ctcf | 24C | 36hpf,ctcf,24,36,12,cohort_PC2,G02,0.024305172342659442,0.19880401090604183
ctcf | 24C | 36hpf,ctcf,24,36,12,cohort_PC2,G03,0.5980476996093169,0.19880401090604183
ctcf | 24C | 36hpf,ctcf,24,36,12,cohort_PC2,G04,0.3441492016277743,0.19880401090604183
ctcf | 28C | 24hpf,ctcf,28,24,11,cohort_PC1,G00,0.8384975997280412,0.4658446153766532
ctcf | 28C | 24hpf,ctcf,28,24,11,cohort_PC1,G01,0.5406836617918895,0.4658446153766532
ctcf | 28C | 24hpf,ctcf,28,24,11,cohort_PC1,G02,0.025628086450600294,0.4658446153766532
ctcf | 28C | 24hpf,ctcf,28,24,11,cohort_PC1,G03,-0.045011212926163,0.4658446153766532
ctcf | 28C | 24hpf,ctcf,28,24,11,cohort_PC1,G04,-0.0435906528675976,0.4658446153766532
ctcf | 28C | 24hpf,ctcf,28,24,11,cohort_PC2,G00,-0.24535873193314492,0.32828153921239356
ctcf | 28C | 24hpf,ctcf,28,24,11,cohort_PC2,G01,0.46926911015652434,0.32828153921239356
ctcf | 28C | 24hpf,ctcf,28,24,11,cohort_PC2,G02,-0.08011244230501813,0.32828153921239356
ctcf | 28C | 24hpf,ctcf,28,24,11,cohort_PC2,G03,0.8182159419528355,0.32828153921239356
ctcf | 28C | 24hpf,ctcf,28,24,11,cohort_PC2,G04,0.20902216111987293,0.32828153921239356
ctcf | 28C | 30hpf,ctcf,28,30,11,cohort_PC1,G00,0.5680125752749658,0.8511832599577824
ctcf | 28C | 30hpf,ctcf,28,30,11,cohort_PC1,G01,0.4003537779413966,0.8511832599577824
ctcf | 28C | 30hpf,ctcf,28,30,11,cohort_PC1,G02,0.17115449123837623,0.8511832599577824
ctcf | 28C | 30hpf,ctcf,28,30,11,cohort_PC1,G03,0.698010500593502,0.8511832599577824
ctcf | 28C | 30hpf,ctcf,28,30,11,cohort_PC1,G04,-0.02379176344229708,0.8511832599577824
ctcf | 28C | 30hpf,ctcf,28,30,11,cohort_PC2,G00,-0.609598861781498,0.0798475961667673
ctcf | 28C | 30hpf,ctcf,28,30,11,cohort_PC2,G01,0.6277439114208803,0.0798475961667673
ctcf | 28C | 30hpf,ctcf,28,30,11,cohort_PC2,G02,0.4700859445516712,0.0798475961667673
ctcf | 28C | 30hpf,ctcf,28,30,11,cohort_PC2,G03,0.016853205601801258,0.0798475961667673
ctcf | 28C | 30hpf,ctcf,28,30,11,cohort_PC2,G04,-0.11428903527732892,0.0798475961667673
ctcf | 28C | 36hpf,ctcf,28,36,12,cohort_PC1,G00,0.9268690904293059,0.8008586151165213
ctcf | 28C | 36hpf,ctcf,28,36,12,cohort_PC1,G01,-0.19465357231994196,0.8008586151165213
ctcf | 28C | 36hpf,ctcf,28,36,12,cohort_PC1,G02,0.32042959367925494,0.8008586151165213
ctcf | 28C | 36hpf,ctcf,28,36,12,cohort_PC1,G03,-0.011419284216040344,0.8008586151165213
ctcf | 28C | 36hpf,ctcf,28,36,12,cohort_PC1,G04,0.014769950317331845,0.8008586151165213
ctcf | 28C | 36hpf,ctcf,28,36,12,cohort_PC2,G00,0.2269230003770723,0.13019737804447243
ctcf | 28C | 36hpf,ctcf,28,36,12,cohort_PC2,G01,0.8889076339863751,0.13019737804447243
ctcf | 28C | 36hpf,ctcf,28,36,12,cohort_PC2,G02,-0.10771430105184543,0.13019737804447243
ctcf | 28C | 36hpf,ctcf,28,36,12,cohort_PC2,G03,0.37036651444661567,0.13019737804447243
ctcf | 28C | 36hpf,ctcf,28,36,12,cohort_PC2,G04,0.0978542000436787,0.13019737804447243
ctcf | 34C | 24hpf,ctcf,34,24,12,cohort_PC1,G00,0.8014379119894585,0.6774956944824684
ctcf | 34C | 24hpf,ctcf,34,24,12,cohort_PC1,G01,0.4920996566362831,0.6774956944824684
ctcf | 34C | 24hpf,ctcf,34,24,12,cohort_PC1,G02,0.13637307280586652,0.6774956944824684
ctcf | 34C | 24hpf,ctcf,34,24,12,cohort_PC1,G03,0.28975363872931814,0.6774956944824684
ctcf | 34C | 24hpf,ctcf,34,24,12,cohort_PC1,G04,0.11393162432369495,0.6774956944824684
ctcf | 34C | 24hpf,ctcf,34,24,12,cohort_PC2,G00,-0.4044109786689564,0.17103670489851794
ctcf | 34C | 24hpf,ctcf,34,24,12,cohort_PC2,G01,0.22283844389673724,0.17103670489851794
ctcf | 34C | 24hpf,ctcf,34,24,12,cohort_PC2,G02,0.5437321017975563,0.17103670489851794
ctcf | 34C | 24hpf,ctcf,34,24,12,cohort_PC2,G03,0.6157790840366189,0.17103670489851794
ctcf | 34C | 24hpf,ctcf,34,24,12,cohort_PC2,G04,-0.3346136718538747,0.17103670489851794
ctcf | 34C | 30hpf,ctcf,34,30,12,cohort_PC1,G00,0.8686045539217584,0.854009011338104
ctcf | 34C | 30hpf,ctcf,34,30,12,cohort_PC1,G01,0.03231800961528897,0.854009011338104
ctcf | 34C | 30hpf,ctcf,34,30,12,cohort_PC1,G02,0.3214304585316951,0.854009011338104
ctcf | 34C | 30hpf,ctcf,34,30,12,cohort_PC1,G03,0.3708843101895467,0.854009011338104
ctcf | 34C | 30hpf,ctcf,34,30,12,cohort_PC1,G04,0.06007465309277662,0.854009011338104
ctcf | 34C | 30hpf,ctcf,34,30,12,cohort_PC2,G00,-0.1474787156378957,0.08113169024514343
ctcf | 34C | 30hpf,ctcf,34,30,12,cohort_PC2,G01,0.6876027058070949,0.08113169024514343
ctcf | 34C | 30hpf,ctcf,34,30,12,cohort_PC2,G02,-0.3439685839975116,0.08113169024514343
ctcf | 34C | 30hpf,ctcf,34,30,12,cohort_PC2,G03,0.5310672157341694,0.08113169024514343
ctcf | 34C | 30hpf,ctcf,34,30,12,cohort_PC2,G04,0.32420020511354297,0.08113169024514343
ctcf | 34C | 36hpf,ctcf,34,36,11,cohort_PC1,G00,0.5704572911205689,0.7530390452563853
ctcf | 34C | 36hpf,ctcf,34,36,11,cohort_PC1,G01,-0.4600517665050151,0.7530390452563853
ctcf | 34C | 36hpf,ctcf,34,36,11,cohort_PC1,G02,0.4164338358289831,0.7530390452563853
ctcf | 34C | 36hpf,ctcf,34,36,11,cohort_PC1,G03,0.4366572164425582,0.7530390452563853
ctcf | 34C | 36hpf,ctcf,34,36,11,cohort_PC1,G04,0.3143949535988047,0.7530390452563853
ctcf | 34C | 36hpf,ctcf,34,36,11,cohort_PC2,G00,-0.5431190643130027,0.1428107968383486
ctcf | 34C | 36hpf,ctcf,34,36,11,cohort_PC2,G01,-0.21986630459499573,0.1428107968383486
ctcf | 34C | 36hpf,ctcf,34,36,11,cohort_PC2,G02,-0.3768508203103247,0.1428107968383486
ctcf | 34C | 36hpf,ctcf,34,36,11,cohort_PC2,G03,0.6858915102114693,0.1428107968383486
ctcf | 34C | 36hpf,ctcf,34,36,11,cohort_PC2,G04,0.21027787695041464,0.1428107968383486
ctcf | 35C | 24hpf,ctcf,35,24,12,cohort_PC1,G00,0.7591204405054429,0.5431123546530474
ctcf | 35C | 24hpf,ctcf,35,24,12,cohort_PC1,G01,0.12342427091119035,0.5431123546530474
ctcf | 35C | 24hpf,ctcf,35,24,12,cohort_PC1,G02,0.5665370037683644,0.5431123546530474
ctcf | 35C | 24hpf,ctcf,35,24,12,cohort_PC1,G03,-0.18704296857470937,0.5431123546530474
ctcf | 35C | 24hpf,ctcf,35,24,12,cohort_PC1,G04,-0.22924519062520884,0.5431123546530474
ctcf | 35C | 24hpf,ctcf,35,24,12,cohort_PC2,G00,-0.1360837603194471,0.36135142732699144
ctcf | 35C | 24hpf,ctcf,35,24,12,cohort_PC2,G01,0.6697256571434954,0.36135142732699144
ctcf | 35C | 24hpf,ctcf,35,24,12,cohort_PC2,G02,0.3144072438859242,0.36135142732699144
ctcf | 35C | 24hpf,ctcf,35,24,12,cohort_PC2,G03,0.6373660975428737,0.36135142732699144
ctcf | 35C | 24hpf,ctcf,35,24,12,cohort_PC2,G04,0.16691703638651645,0.36135142732699144
ctcf | 35C | 30hpf,ctcf,35,30,12,cohort_PC1,G00,0.6520538395754416,0.5822779369164269
ctcf | 35C | 30hpf,ctcf,35,30,12,cohort_PC1,G01,-0.5034214361516305,0.5822779369164269
ctcf | 35C | 30hpf,ctcf,35,30,12,cohort_PC1,G02,0.13456944564822615,0.5822779369164269
ctcf | 35C | 30hpf,ctcf,35,30,12,cohort_PC1,G03,-0.5368256582362897,0.5822779369164269
ctcf | 35C | 30hpf,ctcf,35,30,12,cohort_PC1,G04,-0.12288988923038924,0.5822779369164269
ctcf | 35C | 30hpf,ctcf,35,30,12,cohort_PC2,G00,0.35752028916277545,0.245363091679868
ctcf | 35C | 30hpf,ctcf,35,30,12,cohort_PC2,G01,0.5657566043801465,0.245363091679868
ctcf | 35C | 30hpf,ctcf,35,30,12,cohort_PC2,G02,0.5067972808393465,0.245363091679868
ctcf | 35C | 30hpf,ctcf,35,30,12,cohort_PC2,G03,0.15028750021669143,0.245363091679868
ctcf | 35C | 30hpf,ctcf,35,30,12,cohort_PC2,G04,-0.5221770684831674,0.245363091679868
ctcf | 35C | 36hpf,ctcf,35,36,12,cohort_PC1,G00,-0.45319024806218083,0.6972041518153945
ctcf | 35C | 36hpf,ctcf,35,36,12,cohort_PC1,G01,0.5139415452331494,0.6972041518153945
ctcf | 35C | 36hpf,ctcf,35,36,12,cohort_PC1,G02,-0.15712773850212158,0.6972041518153945
ctcf | 35C | 36hpf,ctcf,35,36,12,cohort_PC1,G03,0.7110588082834219,0.6972041518153945
ctcf | 35C | 36hpf,ctcf,35,36,12,cohort_PC1,G04,0.013745257381025631,0.6972041518153945
ctcf | 35C | 36hpf,ctcf,35,36,12,cohort_PC2,G00,0.4821683643880371,0.16374564029475994
ctcf | 35C | 36hpf,ctcf,35,36,12,cohort_PC2,G01,0.04285127706562884,0.16374564029475994
ctcf | 35C | 36hpf,ctcf,35,36,12,cohort_PC2,G02,0.7139334709536392,0.16374564029475994
ctcf | 35C | 36hpf,ctcf,35,36,12,cohort_PC2,G03,0.42891131170242386,0.16374564029475994
ctcf | 35C | 36hpf,ctcf,35,36,12,cohort_PC2,G04,0.268349626761443,0.16374564029475994
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,12,cohort_PC1,G00,0.5363380859323348,0.6646317131977186
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,12,cohort_PC1,G01,-0.3034858391273517,0.6646317131977186
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,12,cohort_PC1,G02,0.3705006506365868,0.6646317131977186
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,12,cohort_PC1,G03,-0.5325463239677974,0.6646317131977186
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,12,cohort_PC1,G04,-0.4464991419183896,0.6646317131977186
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,12,cohort_PC2,G00,0.010336190955714593,0.21363948699376228
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,12,cohort_PC2,G01,-0.14062156872421203,0.21363948699376228
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,12,cohort_PC2,G02,0.2363258098911932,0.21363948699376228
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,12,cohort_PC2,G03,0.7545046036968935,0.21363948699376228
"wfs1a,wfs1b | 24C | 24hpf","wfs1a,wfs1b",24,24,12,cohort_PC2,G04,-0.5958117589856162,0.21363948699376228
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,12,cohort_PC1,G00,0.49948556091349866,0.5971395812933166
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,12,cohort_PC1,G01,0.79726085341078,0.5971395812933166
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,12,cohort_PC1,G02,-0.013662354658983827,0.5971395812933166
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,12,cohort_PC1,G03,0.00714356194754448,0.5971395812933166
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,12,cohort_PC1,G04,0.33860244483097945,0.5971395812933166
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,12,cohort_PC2,G00,0.5144086866884147,0.22465669322580548
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,12,cohort_PC2,G01,-0.1335283179427405,0.22465669322580548
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,12,cohort_PC2,G02,0.5844657385591306,0.22465669322580548
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,12,cohort_PC2,G03,-0.45478629194301495,0.22465669322580548
"wfs1a,wfs1b | 24C | 30hpf","wfs1a,wfs1b",24,30,12,cohort_PC2,G04,-0.4112458151496935,0.22465669322580548
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,12,cohort_PC1,G00,-0.5634377951196401,0.5322210255763372
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,12,cohort_PC1,G01,0.4413326294115383,0.5322210255763372
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,12,cohort_PC1,G02,0.07964187838983844,0.5322210255763372
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,12,cohort_PC1,G03,0.6543819057540746,0.5322210255763372
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,12,cohort_PC1,G04,0.2306617737632759,0.5322210255763372
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,12,cohort_PC2,G00,0.7605878919549066,0.3616140493983379
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,12,cohort_PC2,G01,0.32342472535473016,0.3616140493983379
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,12,cohort_PC2,G02,-0.20065740086523828,0.3616140493983379
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,12,cohort_PC2,G03,0.5085245932900844,0.3616140493983379
"wfs1a,wfs1b | 24C | 36hpf","wfs1a,wfs1b",24,36,12,cohort_PC2,G04,-0.13431995807761132,0.3616140493983379
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,11,cohort_PC1,G00,0.7539917955992449,0.7421676385580604
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,11,cohort_PC1,G01,0.6442493125573633,0.7421676385580604
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,11,cohort_PC1,G02,0.09171981744781471,0.7421676385580604
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,11,cohort_PC1,G03,-0.05104459872718238,0.7421676385580604
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,11,cohort_PC1,G04,0.0736282518230087,0.7421676385580604
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,11,cohort_PC2,G00,-0.35115524139857485,0.13291742474069132
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,11,cohort_PC2,G01,0.4753382074711054,0.13291742474069132
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,11,cohort_PC2,G02,0.09471878226620437,0.13291742474069132
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,11,cohort_PC2,G03,0.7898892955926081,0.13291742474069132
"wfs1a,wfs1b | 28C | 24hpf","wfs1a,wfs1b",28,24,11,cohort_PC2,G04,-0.13359205796261542,0.13291742474069132
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,12,cohort_PC1,G00,0.9526257474393736,0.8867519747710513
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,12,cohort_PC1,G01,0.09327261230422573,0.8867519747710513
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,12,cohort_PC1,G02,0.11885799374906016,0.8867519747710513
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,12,cohort_PC1,G03,0.182737765501555,0.8867519747710513
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,12,cohort_PC1,G04,-0.19048383524847376,0.8867519747710513
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,12,cohort_PC2,G00,-0.06013395614400885,0.06564403227855274
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,12,cohort_PC2,G01,0.49477358050755726,0.06564403227855274
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,12,cohort_PC2,G02,0.660780012269501,0.06564403227855274
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,12,cohort_PC2,G03,-0.5374059089576708,0.06564403227855274
"wfs1a,wfs1b | 28C | 30hpf","wfs1a,wfs1b",28,30,12,cohort_PC2,G04,-0.161702429643774,0.06564403227855274
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,12,cohort_PC1,G00,0.8612060027098424,0.7833680481905465
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,12,cohort_PC1,G01,-0.029075801025439718,0.7833680481905465
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,12,cohort_PC1,G02,0.3981566227903728,0.7833680481905465
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,12,cohort_PC1,G03,0.3133288388158379,0.7833680481905465
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,12,cohort_PC1,G04,-0.027841716645128026,0.7833680481905465
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,12,cohort_PC2,G00,0.09097507602675317,0.16362277190252472
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,12,cohort_PC2,G01,0.9880686192956711,0.16362277190252472
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,12,cohort_PC2,G02,-0.11605379827974593,0.16362277190252472
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,12,cohort_PC2,G03,-0.014618551279007685,0.16362277190252472
"wfs1a,wfs1b | 28C | 36hpf","wfs1a,wfs1b",28,36,12,cohort_PC2,G04,-0.04197324109977397,0.16362277190252472
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,12,cohort_PC1,G00,0.9567655413470223,0.6414932675243674
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,12,cohort_PC1,G01,-0.012209277846499167,0.6414932675243674
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,12,cohort_PC1,G02,-0.13210812762576613,0.6414932675243674
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,12,cohort_PC1,G03,-0.01798912864413429,0.6414932675243674
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,12,cohort_PC1,G04,-0.2582139932134689,0.6414932675243674
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,12,cohort_PC2,G00,0.10187986392884833,0.23556024725427685
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,12,cohort_PC2,G01,0.5980177294979216,0.23556024725427685
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,12,cohort_PC2,G02,0.49355216669834134,0.23556024725427685
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,12,cohort_PC2,G03,0.6209223692535593,0.23556024725427685
"wfs1a,wfs1b | 34C | 24hpf","wfs1a,wfs1b",34,24,12,cohort_PC2,G04,0.05345052516027676,0.23556024725427685
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,12,cohort_PC1,G00,0.7660010099350587,0.8544612910704209
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,12,cohort_PC1,G01,0.06473885216145026,0.8544612910704209
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,12,cohort_PC1,G02,0.5225331544448112,0.8544612910704209
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,12,cohort_PC1,G03,0.36737104873045984,0.8544612910704209
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,12,cohort_PC1,G04,0.03238747998726533,0.8544612910704209
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,12,cohort_PC2,G00,-0.33733687482824376,0.08553098254363059
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,12,cohort_PC2,G01,0.1940751028403171,0.08553098254363059
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,12,cohort_PC2,G02,-0.16048751604590217,0.08553098254363059
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,12,cohort_PC2,G03,0.8770402309875887,0.08553098254363059
"wfs1a,wfs1b | 34C | 30hpf","wfs1a,wfs1b",34,30,12,cohort_PC2,G04,0.2314797566986958,0.08553098254363059
"wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b",34,36,12,cohort_PC1,G00,0.7100735448621934,0.8675341528200418
"wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b",34,36,12,cohort_PC1,G01,-0.3397673700995457,0.8675341528200418
"wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b",34,36,12,cohort_PC1,G02,0.4699742065979365,0.8675341528200418
"wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b",34,36,12,cohort_PC1,G03,0.3516968377879119,0.8675341528200418
"wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b",34,36,12,cohort_PC1,G04,0.18917524818300127,0.8675341528200418
"wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b",34,36,12,cohort_PC2,G00,-0.4268002182575737,0.08348345300122571
"wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b",34,36,12,cohort_PC2,G01,-0.48138074396479513,0.08348345300122571
"wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b",34,36,12,cohort_PC2,G02,0.5804721460118304,0.08348345300122571
"wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b",34,36,12,cohort_PC2,G03,-0.4697868797530401,0.08348345300122571
"wfs1a,wfs1b | 34C | 36hpf","wfs1a,wfs1b",34,36,12,cohort_PC2,G04,0.16872026657017403,0.08348345300122571
"wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b",35,24,9,cohort_PC1,G00,0.5886481317311552,0.48514039223510624
"wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b",35,24,9,cohort_PC1,G01,-0.18705723114128814,0.48514039223510624
"wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b",35,24,9,cohort_PC1,G02,0.48790995895425454,0.48514039223510624
"wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b",35,24,9,cohort_PC1,G03,-0.5370104256419264,0.48514039223510624
"wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b",35,24,9,cohort_PC1,G04,-0.3034248572419691,0.48514039223510624
"wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b",35,24,9,cohort_PC2,G00,0.40768531468480634,0.29644556169460373
"wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b",35,24,9,cohort_PC2,G01,0.3692240163973087,0.29644556169460373
"wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b",35,24,9,cohort_PC2,G02,0.46836051584709515,0.29644556169460373
"wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b",35,24,9,cohort_PC2,G03,0.6830325717563973,0.29644556169460373
"wfs1a,wfs1b | 35C | 24hpf","wfs1a,wfs1b",35,24,9,cohort_PC2,G04,0.10756971237795501,0.29644556169460373
"wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b",35,30,12,cohort_PC1,G00,-0.18504508712363296,0.5652193299260553
"wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b",35,30,12,cohort_PC1,G01,0.4434087492213317,0.5652193299260553
"wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b",35,30,12,cohort_PC1,G02,-0.3148015054719392,0.5652193299260553
"wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b",35,30,12,cohort_PC1,G03,0.8016593177458392,0.5652193299260553
"wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b",35,30,12,cohort_PC1,G04,0.1654972726943181,0.5652193299260553
"wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b",35,30,12,cohort_PC2,G00,0.43548851999233046,0.3287179283098577
"wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b",35,30,12,cohort_PC2,G01,0.5655850204028378,0.3287179283098577
"wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b",35,30,12,cohort_PC2,G02,0.6602358949237288,0.3287179283098577
"wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b",35,30,12,cohort_PC2,G03,0.0913343499094515,0.3287179283098577
"wfs1a,wfs1b | 35C | 30hpf","wfs1a,wfs1b",35,30,12,cohort_PC2,G04,-0.21496495814827937,0.3287179283098577
"wfs1a,wfs1b | 35C | 36hpf","wfs1a,wfs1b",35,36,11,cohort_PC1,G00,-0.30420758086338945,0.7489532483498698
"wfs1a,wfs1b | 35C | 36hpf","wfs1a,wfs1b",35,36,11,cohort_PC1,G01,0.5950599193631929,0.7489532483498698
"wfs1a,wfs1b | 35C | 36hpf","wfs1a,wfs1b",35,36,11,cohort_PC1,G02,-0.025474730638505527,0.7489532483498698
"wfs1a,wfs1b | 35C | 36hpf","wfs1a,wfs1b",35,36,11,cohort_PC1,G03,0.738450143876056,0.7489532483498698
