scope,experiment_id,qc_path,qc_present_at_snapshot,qc_size_bytes,qc_mtime,read_status,read_error,raw_row_count,analyzed_row_count
YX1,20241023,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20241023/snip_qc/20241023_snip_qc.parquet,False,0,,missing,,0,0
YX1,20250126,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250126/snip_qc/20250126_snip_qc.parquet,False,0,,missing,,0,0
YX1,20250215,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250215/snip_qc/20250215_snip_qc.parquet,False,0,,missing,,0,0
YX1,20250305,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250305/snip_qc/20250305_snip_qc.parquet,False,0,,missing,,0,0
YX1,20250415,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250415/snip_qc/20250415_snip_qc.parquet,False,0,,missing,,0,0
YX1,20250416,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250416/snip_qc/20250416_snip_qc.parquet,False,0,,missing,,0,0
YX1,20250425,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250425/snip_qc/20250425_snip_qc.parquet,False,0,,missing,,0,0
YX1,20250501,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250501/snip_qc/20250501_snip_qc.parquet,True,182609,2026-07-24T05:25:31.336396-07:00,read,,24718,24718
YX1,20250512,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250512/snip_qc/20250512_snip_qc.parquet,True,176515,2026-07-24T05:25:24.227903-07:00,read,,24569,24569
YX1,20250515_part2,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250515_part2/snip_qc/20250515_part2_snip_qc.parquet,True,39963,2026-07-24T01:09:43.533280-07:00,read,,3510,3510
YX1,20250519,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250519/snip_qc/20250519_snip_qc.parquet,True,43766,2026-07-24T02:10:23.859142-07:00,read,,4179,4179
YX1,20250520,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250520/snip_qc/20250520_snip_qc.parquet,False,0,,missing,,0,0
YX1,20250711,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250711/snip_qc/20250711_snip_qc.parquet,True,150464,2026-07-24T06:10:00.806705-07:00,read,,19723,19723
YX1,20250912,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20250912/snip_qc/20250912_snip_qc.parquet,True,125104,2026-07-24T06:57:02.063243-07:00,read,,15572,15572
YX1,20251017_part1,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251017_part1/snip_qc/20251017_part1_snip_qc.parquet,True,65751,2026-07-24T05:12:55.090503-07:00,read,,6794,6794
YX1,20251017_part2,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251017_part2/snip_qc/20251017_part2_snip_qc.parquet,False,0,,missing,,0,0
YX1,20251020,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251020/snip_qc/20251020_snip_qc.parquet,False,0,,missing,,0,0
YX1,20251104,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251104/snip_qc/20251104_snip_qc.parquet,False,0,,missing,,0,0
YX1,20251106,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251106/snip_qc/20251106_snip_qc.parquet,False,0,,missing,,0,0
YX1,20251112,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251112/snip_qc/20251112_snip_qc.parquet,True,67326,2026-07-24T08:51:35.151175-07:00,read,,6991,6991
YX1,20251113,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251113/snip_qc/20251113_snip_qc.parquet,False,0,,missing,,0,0
YX1,20251119,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251119/snip_qc/20251119_snip_qc.parquet,True,83845,2026-07-24T09:09:36.589058-07:00,read,,10440,10440
YX1,20251121,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251121/snip_qc/20251121_snip_qc.parquet,False,0,,missing,,0,0
YX1,20251125,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251125/snip_qc/20251125_snip_qc.parquet,False,0,,missing,,0,0
YX1,20251205,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251205/snip_qc/20251205_snip_qc.parquet,True,104203,2026-07-24T14:08:48.986065-07:00,read,,12291,12291
YX1,20251207_pbx,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251207_pbx/snip_qc/20251207_pbx_snip_qc.parquet,True,120226,2026-07-24T19:59:49.578869-07:00,read,,14760,14760
YX1,20251212,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20251212/snip_qc/20251212_snip_qc.parquet,True,97140,2026-07-24T18:11:29.296785-07:00,read,,11437,11437
YX1,20260122,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260122/snip_qc/20260122_snip_qc.parquet,True,158319,2026-07-24T21:14:48.440477-07:00,read,,20098,20098
YX1,20260124,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260124/snip_qc/20260124_snip_qc.parquet,False,0,,missing,,0,0
YX1,20260202,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260202/snip_qc/20260202_snip_qc.parquet,True,139246,2026-07-24T23:52:58.772754-07:00,read,,16943,16943
YX1,20260206,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260206/snip_qc/20260206_snip_qc.parquet,True,115522,2026-07-24T22:36:39.624111-07:00,read,,14700,14700
YX1,20260208,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260208/snip_qc/20260208_snip_qc.parquet,True,230402,2026-07-25T02:00:06.655284-07:00,read,,31680,31680
YX1,20260210,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260210/snip_qc/20260210_snip_qc.parquet,True,129442,2026-07-25T01:29:22.039016-07:00,read,,15892,15892
YX1,20260213,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260213/snip_qc/20260213_snip_qc.parquet,False,0,,missing,,0,0
YX1,20260219,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260219/snip_qc/20260219_snip_qc.parquet,False,0,,missing,,0,0
YX1,20260223,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260223/snip_qc/20260223_snip_qc.parquet,False,0,,missing,,0,0
YX1,20260224,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260224/snip_qc/20260224_snip_qc.parquet,False,0,,missing,,0,0
YX1,20260228,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260228/snip_qc/20260228_snip_qc.parquet,True,135254,2026-07-25T12:29:54.957308-07:00,read,,17012,17012
YX1,20260304,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260304/snip_qc/20260304_snip_qc.parquet,False,0,,missing,,0,0
YX1,20260306,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260306/snip_qc/20260306_snip_qc.parquet,True,208756,2026-07-25T16:52:47.418870-07:00,read,,26979,26979
YX1,20260319,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260319/snip_qc/20260319_snip_qc.parquet,False,0,,missing,,0,0
YX1,20260320,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260320/snip_qc/20260320_snip_qc.parquet,False,0,,missing,,0,0
YX1,20260326_wt_ref,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260326_wt_ref/snip_qc/20260326_wt_ref_snip_qc.parquet,False,0,,missing,,0,0
YX1,20260410_otx_pilot,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260410_otx_pilot/snip_qc/20260410_otx_pilot_snip_qc.parquet,True,356296,2026-07-17T03:13:17.077345-07:00,read,,64157,64157
YX1,20260414_sci_b9d2_48hpf_plate01,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260414_sci_b9d2_48hpf_plate01/snip_qc/20260414_sci_b9d2_48hpf_plate01_snip_qc.parquet,True,54651,2026-07-17T05:43:07.543978-07:00,read,,6612,6612
YX1,20260415_sci_cep290_48hpf_plate01,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260415_sci_cep290_48hpf_plate01/snip_qc/20260415_sci_cep290_48hpf_plate01_snip_qc.parquet,True,42056,2026-07-17T08:50:08.112524-07:00,read,,4634,4634
YX1,20260417_irx_pilot,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260417_irx_pilot/snip_qc/20260417_irx_pilot_snip_qc.parquet,True,43746,2026-07-16T02:05:53.881831-07:00,read,,4968,4968
YX1,20260418_irx_pilot,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260418_irx_pilot/snip_qc/20260418_irx_pilot_snip_qc.parquet,True,110176,2026-07-16T20:43:16.622769-07:00,read,,15251,15251
YX1,20260501_zfpm_pilot,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260501_zfpm_pilot/snip_qc/20260501_zfpm_pilot_snip_qc.parquet,True,70343,2026-07-16T09:02:39.279209-07:00,read,,8997,8997
YX1,20260502_zfpm_pilot,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/quality_control/20260502_zfpm_pilot/snip_qc/20260502_zfpm_pilot_snip_qc.parquet,True,139621,2026-07-16T13:01:34.804136-07:00,read,,19369,19369
