scope,failure_combination,timepoint_count,rate_all_timepoints,share_of_failed_timepoints,flag_count
Keyence,sa_outlier_flag|overlapping_mask_flag,90,0.003129237509126943,0.006901840490797546,2
Keyence,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|edge_flag|focus_flag,80,0.0027815444525572824,0.006134969325153374,5
Keyence,viability_dead_flag|persistence_dead_flag,72,0.002503390007301554,0.005521472392638037,2
Keyence,persistence_dead_flag|focus_flag,58,0.0020166197281040296,0.004447852760736197,2
Keyence,sa_outlier_flag|discontinuous_mask_flag,49,0.0017036959771913355,0.0037576687116564417,2
Keyence,viability_dead_flag|focus_flag,47,0.0016341573658774035,0.0036042944785276074,2
Keyence,viability_dead_flag,42,0.0014603108375925732,0.0032208588957055215,1
Keyence,sa_outlier_flag|overlapping_mask_flag|focus_flag,39,0.0013560029206216753,0.00299079754601227,3
Keyence,persistence_dead_flag|sa_outlier_flag|focus_flag,34,0.001182156392336845,0.002607361963190184,3
Keyence,persistence_dead_flag|sa_outlier_flag|edge_flag,29,0.0010083098640520148,0.0022239263803680983,3
Keyence,sa_outlier_flag|edge_flag|motion_blur_flag,27,0.0009387712527380828,0.002070552147239264,3
Keyence,viability_dead_flag|sa_outlier_flag|edge_flag|focus_flag,23,0.0007996940301102187,0.001763803680981595,4
Keyence,edge_flag|motion_blur_flag,19,0.0006606168074823546,0.0014570552147239264,2
Keyence,discontinuous_mask_flag,19,0.0006606168074823546,0.0014570552147239264,1
Keyence,viability_dead_flag|edge_flag|focus_flag,16,0.0005563088905114565,0.001226993865030675,3
Keyence,focus_flag|motion_blur_flag,14,0.00048677027919752445,0.0010736196319018406,2
Keyence,persistence_dead_flag|sa_outlier_flag|edge_flag|focus_flag,14,0.00048677027919752445,0.0010736196319018406,4
Keyence,viability_dead_flag|sa_outlier_flag|edge_flag,13,0.00045200097354055837,0.0009969325153374234,3
Keyence,viability_dead_flag|persistence_dead_flag|overlapping_mask_flag|focus_flag,11,0.0003824623622266263,0.000843558282208589,4
Keyence,persistence_dead_flag|motion_blur_flag,11,0.0003824623622266263,0.000843558282208589,2
Keyence,overlapping_mask_flag|focus_flag,10,0.0003476930565696603,0.0007668711656441718,2
Keyence,sa_outlier_flag|edge_flag|discontinuous_mask_flag,8,0.00027815444525572825,0.0006134969325153375,3
Keyence,sa_outlier_flag|discontinuous_mask_flag|focus_flag,7,0.00024338513959876223,0.0005368098159509203,3
Keyence,viability_dead_flag|persistence_dead_flag|edge_flag|focus_flag,6,0.00020861583394179617,0.00046012269938650307,4
Keyence,discontinuous_mask_flag|motion_blur_flag,5,0.00017384652828483015,0.0003834355828220859,2
Keyence,discontinuous_mask_flag|focus_flag,4,0.00013907722262786412,0.00030674846625766873,2
Keyence,viability_dead_flag|edge_flag,4,0.00013907722262786412,0.00030674846625766873,2
Keyence,sa_outlier_flag|focus_flag|motion_blur_flag,4,0.00013907722262786412,0.00030674846625766873,3
Keyence,sa_outlier_flag|edge_flag|discontinuous_mask_flag|focus_flag,4,0.00013907722262786412,0.00030674846625766873,4
Keyence,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag,3,0.00010430791697089809,0.00023006134969325153,4
Keyence,sa_outlier_flag|edge_flag|discontinuous_mask_flag|motion_blur_flag,3,0.00010430791697089809,0.00023006134969325153,4
Keyence,overlapping_mask_flag|motion_blur_flag,3,0.00010430791697089809,0.00023006134969325153,2
Keyence,persistence_dead_flag|edge_flag,3,0.00010430791697089809,0.00023006134969325153,2
Keyence,edge_flag|discontinuous_mask_flag|focus_flag,3,0.00010430791697089809,0.00023006134969325153,3
Keyence,persistence_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag|focus_flag,3,0.00010430791697089809,0.00023006134969325153,5
Keyence,persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag,2,6.953861131393206e-05,0.00015337423312883436,3
Keyence,persistence_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag,2,6.953861131393206e-05,0.00015337423312883436,4
Keyence,viability_dead_flag|sa_outlier_flag|discontinuous_mask_flag,1,3.476930565696603e-05,7.668711656441718e-05,3
Keyence,edge_flag|discontinuous_mask_flag|motion_blur_flag,1,3.476930565696603e-05,7.668711656441718e-05,3
Keyence,discontinuous_mask_flag|focus_flag|motion_blur_flag,1,3.476930565696603e-05,7.668711656441718e-05,3
Keyence,sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag,1,3.476930565696603e-05,7.668711656441718e-05,3
Keyence,viability_dead_flag|sa_outlier_flag|overlapping_mask_flag|focus_flag,1,3.476930565696603e-05,7.668711656441718e-05,4
Keyence,viability_dead_flag|sa_outlier_flag|overlapping_mask_flag,1,3.476930565696603e-05,7.668711656441718e-05,3
Keyence,viability_dead_flag|persistence_dead_flag|edge_flag,1,3.476930565696603e-05,7.668711656441718e-05,3
Keyence,viability_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,1,3.476930565696603e-05,7.668711656441718e-05,5
Keyence,viability_dead_flag|sa_outlier_flag|edge_flag|motion_blur_flag,1,3.476930565696603e-05,7.668711656441718e-05,4
Keyence,sa_outlier_flag|edge_flag|discontinuous_mask_flag|focus_flag|motion_blur_flag,1,3.476930565696603e-05,7.668711656441718e-05,5
Keyence,persistence_dead_flag|edge_flag|motion_blur_flag,1,3.476930565696603e-05,7.668711656441718e-05,3
Keyence,viability_dead_flag|persistence_dead_flag|discontinuous_mask_flag|overlapping_mask_flag,1,3.476930565696603e-05,7.668711656441718e-05,4
Keyence,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag|focus_flag,1,3.476930565696603e-05,7.668711656441718e-05,6
Keyence,viability_dead_flag|focus_flag|motion_blur_flag,1,3.476930565696603e-05,7.668711656441718e-05,3
Keyence,persistence_dead_flag|focus_flag|motion_blur_flag,1,3.476930565696603e-05,7.668711656441718e-05,3
Keyence,persistence_dead_flag|sa_outlier_flag|motion_blur_flag,1,3.476930565696603e-05,7.668711656441718e-05,3
Keyence,persistence_dead_flag|discontinuous_mask_flag,1,3.476930565696603e-05,7.668711656441718e-05,2
Keyence,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|focus_flag,1,3.476930565696603e-05,7.668711656441718e-05,5
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|focus_flag,63326,0.14996353096079343,0.23594241344878464,4
YX1,sa_outlier_flag,37166,0.08801352669817844,0.13847449291345623,1
YX1,sa_outlier_flag|motion_blur_flag,18827,0.04458458448976499,0.07014635091432063,2
YX1,sa_outlier_flag|edge_flag|focus_flag,16864,0.039935966050639864,0.06283253103623004,3
YX1,motion_blur_flag,15867,0.03757495097992782,0.05911787060909999,1
YX1,focus_flag,12541,0.029698585759077002,0.04672573361749057,1
YX1,sa_outlier_flag|focus_flag,11780,0.02789644687360873,0.043890370944425404,2
YX1,edge_flag,9590,0.022710265324100826,0.035730785853738505,1
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|overlapping_mask_flag|focus_flag,7776,0.01841449667989656,0.02897211582884991,5
YX1,persistence_dead_flag,6835,0.01618609629720846,0.02546610232641321,1
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|focus_flag|motion_blur_flag,6129,0.014514203980335136,0.022835660740100447,5
YX1,viability_dead_flag|persistence_dead_flag|focus_flag,5494,0.013010448142920744,0.020469753647595346,3
YX1,overlapping_mask_flag,5229,0.012382896494235997,0.01948240659324282,1
YX1,sa_outlier_flag|overlapping_mask_flag,5179,0.012264490522786045,0.019296114696195174,2
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,3403,0.008058710416883745,0.012679026513062788,6
YX1,sa_outlier_flag|edge_flag,2888,0.006839128910949237,0.010760219973472034,2
YX1,edge_flag|focus_flag,2873,0.0068036071195142515,0.01070433240435774,2
YX1,persistence_dead_flag|sa_outlier_flag,2850,0.006749140372647273,0.010618638131715824,2
YX1,viability_dead_flag|sa_outlier_flag|focus_flag,2506,0.005934507289071602,0.009336949880028018,3
YX1,viability_dead_flag|focus_flag,2023,0.004790705604865064,0.007537370154547758,2
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|focus_flag,1675,0.003966600043573397,0.006240778551096142,5
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag,1232,0.0029175231365268215,0.004590232343253998,3
YX1,sa_outlier_flag|overlapping_mask_flag|focus_flag,1230,0.002912786897668823,0.004582780667372092,3
YX1,persistence_dead_flag|focus_flag,1178,0.002789644687360873,0.00438903709444254,2
YX1,edge_flag|motion_blur_flag,1101,0.0026072994913279466,0.004102147572989165,2
YX1,sa_outlier_flag|overlapping_mask_flag|motion_blur_flag,1098,0.0026001951330409494,0.004090970059166307,3
YX1,overlapping_mask_flag|motion_blur_flag,1077,0.0025504646250319694,0.004012727462406295,2
YX1,viability_dead_flag,1016,0.002406009339863028,0.003785451348008167,1
YX1,viability_dead_flag|persistence_dead_flag,885,0.002095785694664153,0.0032973665777433344,2
YX1,sa_outlier_flag|focus_flag|motion_blur_flag,862,0.0020413189477971752,0.0032116723051014173,3
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|edge_flag|focus_flag,856,0.002027110231223181,0.0031893172774556996,5
YX1,persistence_dead_flag|motion_blur_flag,856,0.002027110231223181,0.0031893172774556996,2
YX1,persistence_dead_flag|sa_outlier_flag|focus_flag,847,0.00200579715636219,0.0031557847359871237,3
YX1,viability_dead_flag|edge_flag|focus_flag,812,0.001922912976347223,0.003025380408053771,3
YX1,sa_outlier_flag|edge_flag|motion_blur_flag,790,0.001870814348909244,0.002943411973352807,3
YX1,discontinuous_mask_flag,652,0.0015440138677073761,0.002429246337501304,1
YX1,viability_dead_flag|sa_outlier_flag|edge_flag|focus_flag,598,0.0014161354185414279,0.0022280510886898463,4
YX1,viability_dead_flag|persistence_dead_flag|edge_flag|focus_flag,597,0.0014137672991124289,0.0022243252507488935,4
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,535,0.001266943894514488,0.0019933232984098125,6
YX1,persistence_dead_flag|sa_outlier_flag|motion_blur_flag,517,0.0012243177447925054,0.0019262582154726598,3
YX1,sa_outlier_flag|edge_flag|overlapping_mask_flag|focus_flag,471,0.0011153842510585495,0.0017548696701888255,4
YX1,viability_dead_flag|persistence_dead_flag|overlapping_mask_flag|focus_flag,463,0.0010964392956265571,0.0017250629666612021,4
YX1,persistence_dead_flag|overlapping_mask_flag,458,0.0010845986984815619,0.0017064337769564376,2
YX1,sa_outlier_flag|discontinuous_mask_flag,400,0.0009472477715996173,0.001490335176381168,2
YX1,discontinuous_mask_flag|overlapping_mask_flag,377,0.0008927810247326393,0.001404640903739251,2
YX1,persistence_dead_flag|sa_outlier_flag|overlapping_mask_flag,375,0.0008880447858746412,0.001397189227857345,3
YX1,viability_dead_flag|sa_outlier_flag,365,0.0008643635915846508,0.001359930848447816,2
YX1,edge_flag|overlapping_mask_flag,355,0.0008406823972946603,0.0013226724690382867,2
YX1,sa_outlier_flag|discontinuous_mask_flag|motion_blur_flag,301,0.0007128039481287121,0.001121477220226829,3
YX1,sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag,238,0.0005636124241017723,0.000886749429946795,3
YX1,viability_dead_flag|sa_outlier_flag|focus_flag|motion_blur_flag,238,0.0005636124241017723,0.000886749429946795,4
YX1,focus_flag|motion_blur_flag,233,0.0005517718269567771,0.0008681202402420305,2
YX1,overlapping_mask_flag|focus_flag,220,0.0005209862743797895,0.0008196843470096425,2
YX1,sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,207,0.000490200721802802,0.0007712484537772545,4
YX1,sa_outlier_flag|discontinuous_mask_flag|focus_flag,202,0.00047836012465780675,0.00075261926407249,3
YX1,viability_dead_flag|persistence_dead_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,199,0.0004712557663708096,0.0007414417502496311,5
YX1,persistence_dead_flag|edge_flag|focus_flag,198,0.0004688876469418106,0.0007377159123086783,3
YX1,sa_outlier_flag|edge_flag|focus_flag|motion_blur_flag,171,0.0004049484223588364,0.0006371182879029494,4
YX1,sa_outlier_flag|edge_flag|overlapping_mask_flag,159,0.00037653098921084787,0.0005924082326115144,3
YX1,viability_dead_flag|motion_blur_flag,148,0.0003504816754918584,0.0005514240152610322,2
YX1,persistence_dead_flag|sa_outlier_flag|edge_flag|focus_flag,145,0.0003433773172048613,0.0005402465014381734,4
YX1,discontinuous_mask_flag|motion_blur_flag,144,0.00034100919777586223,0.0005365206634972206,2
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|motion_blur_flag,143,0.00033864107834686316,0.0005327948255562676,4
YX1,viability_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,141,0.0003339048394888651,0.0005253431496743617,5
YX1,viability_dead_flag|sa_outlier_flag|edge_flag|focus_flag|motion_blur_flag,139,0.000329168600630867,0.0005178914737924559,5
YX1,viability_dead_flag|edge_flag,139,0.000329168600630867,0.0005178914737924559,2
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|focus_flag|motion_blur_flag,126,0.00029838304805387944,0.000469455580560068,6
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|edge_flag|focus_flag|motion_blur_flag,125,0.00029601492862488043,0.00046572974261911503,6
YX1,viability_dead_flag|persistence_dead_flag|focus_flag|motion_blur_flag,120,0.0002841743314798852,0.00044710055291435045,4
YX1,persistence_dead_flag|sa_outlier_flag|overlapping_mask_flag|focus_flag,120,0.0002841743314798852,0.00044710055291435045,4
YX1,sa_outlier_flag|edge_flag|discontinuous_mask_flag|focus_flag,118,0.0002794380926218871,0.0004396488770324446,4
YX1,viability_dead_flag|focus_flag|motion_blur_flag,116,0.00027470185376388904,0.00043219720115053877,3
YX1,sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,111,0.0002628612566188938,0.00041356801144577413,5
YX1,viability_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,107,0.00025338877890289765,0.00039866465968196245,6
YX1,viability_dead_flag|sa_outlier_flag|overlapping_mask_flag|focus_flag,107,0.00025338877890289765,0.00039866465968196245,4
YX1,viability_dead_flag|persistence_dead_flag|motion_blur_flag,100,0.00023681194289990433,0.000372583794095292,3
YX1,discontinuous_mask_flag|focus_flag,100,0.00023681194289990433,0.000372583794095292,2
YX1,viability_dead_flag|persistence_dead_flag|discontinuous_mask_flag|focus_flag,96,0.00022733946518390814,0.00035768044233148034,4
YX1,discontinuous_mask_flag|overlapping_mask_flag|motion_blur_flag,92,0.00021786698746791198,0.00034277709056766865,3
YX1,persistence_dead_flag|sa_outlier_flag|edge_flag,92,0.00021786698746791198,0.00034277709056766865,3
YX1,persistence_dead_flag|sa_outlier_flag|overlapping_mask_flag|motion_blur_flag,89,0.00021076262918091486,0.0003315995767448099,4
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|edge_flag|overlapping_mask_flag|focus_flag,88,0.00020839450975191582,0.00032787373880385697,6
YX1,persistence_dead_flag|overlapping_mask_flag|focus_flag,85,0.00020129015146491867,0.00031669622498099823,3
YX1,viability_dead_flag|sa_outlier_flag|motion_blur_flag,85,0.00020129015146491867,0.00031669622498099823,3
YX1,viability_dead_flag|sa_outlier_flag|edge_flag,82,0.00019418579317792155,0.00030551871115813944,3
YX1,viability_dead_flag|persistence_dead_flag|overlapping_mask_flag,81,0.0001918176737489225,0.00030179287321718655,3
YX1,persistence_dead_flag|overlapping_mask_flag|motion_blur_flag,80,0.00018944955431992347,0.0002980670352762336,3
YX1,persistence_dead_flag|edge_flag,78,0.00018471331546192539,0.0002906153593943278,2
YX1,viability_dead_flag|sa_outlier_flag|overlapping_mask_flag,64,0.00015155964345593876,0.0002384536282209869,3
YX1,persistence_dead_flag|sa_outlier_flag|edge_flag|motion_blur_flag,63,0.00014919152402693972,0.000234727790280034,4
YX1,viability_dead_flag|discontinuous_mask_flag|focus_flag,62,0.00014682340459794068,0.00023100195233908107,3
YX1,viability_dead_flag|sa_outlier_flag|edge_flag|motion_blur_flag,59,0.00013971904631094356,0.0002198244385162223,4
YX1,sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|motion_blur_flag,53,0.0001255103297369493,0.00019746941087050478,4
YX1,persistence_dead_flag|discontinuous_mask_flag|overlapping_mask_flag,51,0.00012077409087895121,0.00019001773498859893,3
YX1,persistence_dead_flag|sa_outlier_flag|focus_flag|motion_blur_flag,50,0.00011840597144995217,0.000186291897047646,4
YX1,edge_flag|discontinuous_mask_flag,48,0.00011366973259195407,0.00017884022116574017,2
YX1,edge_flag|overlapping_mask_flag|motion_blur_flag,44,0.00010419725487595791,0.00016393686940192848,3
YX1,discontinuous_mask_flag|overlapping_mask_flag|focus_flag,42,9.946101601795981e-05,0.00015648519352002264,3
YX1,edge_flag|discontinuous_mask_flag|overlapping_mask_flag,42,9.946101601795981e-05,0.00015648519352002264,3
YX1,sa_outlier_flag|edge_flag|overlapping_mask_flag|motion_blur_flag,41,9.709289658896077e-05,0.00015275935557906972,4
YX1,edge_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,39,9.235665773096269e-05,0.0001453076796971639,4
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag,39,9.235665773096269e-05,0.0001453076796971639,4
YX1,persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|focus_flag,38,8.998853830196364e-05,0.00014158184175621098,4
YX1,viability_dead_flag|edge_flag|motion_blur_flag,38,8.998853830196364e-05,0.00014158184175621098,3
YX1,persistence_dead_flag|sa_outlier_flag|edge_flag|overlapping_mask_flag|focus_flag,37,8.76204188729646e-05,0.00013785600381525806,5
YX1,persistence_dead_flag|discontinuous_mask_flag,37,8.76204188729646e-05,0.00013785600381525806,2
YX1,persistence_dead_flag|focus_flag|motion_blur_flag,37,8.76204188729646e-05,0.00013785600381525806,3
YX1,sa_outlier_flag|edge_flag|discontinuous_mask_flag,36,8.525229944396556e-05,0.00013413016587430514,3
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|overlapping_mask_flag,35,8.288418001496652e-05,0.00013040432793335222,4
YX1,viability_dead_flag|persistence_dead_flag|edge_flag,35,8.288418001496652e-05,0.00013040432793335222,3
YX1,viability_dead_flag|edge_flag|focus_flag|motion_blur_flag,34,8.051606058596748e-05,0.0001266784899923993,4
YX1,viability_dead_flag|overlapping_mask_flag,34,8.051606058596748e-05,0.0001266784899923993,2
YX1,persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,33,7.814794115696842e-05,0.00012295265205144638,5
YX1,sa_outlier_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,33,7.814794115696842e-05,0.00012295265205144638,4
YX1,viability_dead_flag|persistence_dead_flag|edge_flag|overlapping_mask_flag|focus_flag,32,7.577982172796938e-05,0.00011922681411049346,5
YX1,persistence_dead_flag|sa_outlier_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,32,7.577982172796938e-05,0.00011922681411049346,5
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|edge_flag|motion_blur_flag,32,7.577982172796938e-05,0.00011922681411049346,5
YX1,viability_dead_flag|sa_outlier_flag|discontinuous_mask_flag|focus_flag,31,7.341170229897034e-05,0.00011550097616954053,4
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|edge_flag,29,6.867546344097226e-05,0.00010804930028763469,4
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|overlapping_mask_flag|motion_blur_flag,24,5.6834866295977036e-05,8.942011058287009e-05,5
YX1,viability_dead_flag|overlapping_mask_flag|focus_flag,23,5.4466746866977995e-05,8.569427264191716e-05,3
YX1,viability_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,23,5.4466746866977995e-05,8.569427264191716e-05,6
YX1,edge_flag|focus_flag|motion_blur_flag,23,5.4466746866977995e-05,8.569427264191716e-05,3
YX1,persistence_dead_flag|discontinuous_mask_flag|focus_flag,23,5.4466746866977995e-05,8.569427264191716e-05,3
YX1,persistence_dead_flag|edge_flag|motion_blur_flag,22,5.2098627437978955e-05,8.196843470096424e-05,3
YX1,persistence_dead_flag|sa_outlier_flag|edge_flag|focus_flag|motion_blur_flag,22,5.2098627437978955e-05,8.196843470096424e-05,5
YX1,edge_flag|discontinuous_mask_flag|focus_flag,20,4.736238857998087e-05,7.45167588190584e-05,3
YX1,edge_flag|overlapping_mask_flag|focus_flag,19,4.499426915098182e-05,7.079092087810549e-05,3
YX1,viability_dead_flag|persistence_dead_flag|edge_flag|focus_flag|motion_blur_flag,19,4.499426915098182e-05,7.079092087810549e-05,5
YX1,viability_dead_flag|persistence_dead_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,19,4.499426915098182e-05,7.079092087810549e-05,5
YX1,persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|motion_blur_flag,19,4.499426915098182e-05,7.079092087810549e-05,4
YX1,persistence_dead_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,19,4.499426915098182e-05,7.079092087810549e-05,4
YX1,persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag,17,4.025803029298374e-05,6.333924499619965e-05,3
YX1,viability_dead_flag|edge_flag|discontinuous_mask_flag|focus_flag,17,4.025803029298374e-05,6.333924499619965e-05,4
YX1,viability_dead_flag|persistence_dead_flag|overlapping_mask_flag|motion_blur_flag,17,4.025803029298374e-05,6.333924499619965e-05,4
YX1,sa_outlier_flag|discontinuous_mask_flag|focus_flag|motion_blur_flag,16,3.788991086398469e-05,5.961340705524673e-05,4
YX1,persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag,16,3.788991086398469e-05,5.961340705524673e-05,4
YX1,sa_outlier_flag|edge_flag|discontinuous_mask_flag|motion_blur_flag,15,3.552179143498565e-05,5.5887569114293807e-05,4
YX1,viability_dead_flag|persistence_dead_flag|discontinuous_mask_flag|overlapping_mask_flag,15,3.552179143498565e-05,5.5887569114293807e-05,4
YX1,edge_flag|discontinuous_mask_flag|overlapping_mask_flag|motion_blur_flag,14,3.31536720059866e-05,5.2161731173340885e-05,4
YX1,edge_flag|discontinuous_mask_flag|motion_blur_flag,13,3.078555257698756e-05,4.8435893232387964e-05,3
YX1,edge_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,13,3.078555257698756e-05,4.8435893232387964e-05,5
YX1,discontinuous_mask_flag|focus_flag|motion_blur_flag,13,3.078555257698756e-05,4.8435893232387964e-05,3
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|edge_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,13,3.078555257698756e-05,4.8435893232387964e-05,7
YX1,persistence_dead_flag|discontinuous_mask_flag|overlapping_mask_flag|motion_blur_flag,11,2.6049313718989477e-05,4.098421735048212e-05,4
YX1,viability_dead_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,11,2.6049313718989477e-05,4.098421735048212e-05,4
YX1,viability_dead_flag|persistence_dead_flag|discontinuous_mask_flag,11,2.6049313718989477e-05,4.098421735048212e-05,3
YX1,persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|focus_flag|motion_blur_flag,11,2.6049313718989477e-05,4.098421735048212e-05,5
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,11,2.6049313718989477e-05,4.098421735048212e-05,7
YX1,viability_dead_flag|overlapping_mask_flag|motion_blur_flag,10,2.3681194289990433e-05,3.72583794095292e-05,3
YX1,viability_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag,10,2.3681194289990433e-05,3.72583794095292e-05,4
YX1,viability_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag,9,2.131307486099139e-05,3.3532541468576285e-05,4
YX1,viability_dead_flag|discontinuous_mask_flag|overlapping_mask_flag,9,2.131307486099139e-05,3.3532541468576285e-05,3
YX1,persistence_dead_flag|edge_flag|overlapping_mask_flag|focus_flag,9,2.131307486099139e-05,3.3532541468576285e-05,4
YX1,viability_dead_flag|edge_flag|discontinuous_mask_flag,9,2.131307486099139e-05,3.3532541468576285e-05,3
YX1,sa_outlier_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,9,2.131307486099139e-05,3.3532541468576285e-05,5
YX1,viability_dead_flag|persistence_dead_flag|edge_flag|motion_blur_flag,8,1.8944955431992345e-05,2.9806703527623364e-05,4
YX1,viability_dead_flag|sa_outlier_flag|discontinuous_mask_flag,7,1.65768360029933e-05,2.6080865586670443e-05,3
YX1,sa_outlier_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag|motion_blur_flag,6,1.4208716573994259e-05,2.235502764571752e-05,5
YX1,viability_dead_flag|discontinuous_mask_flag|overlapping_mask_flag|motion_blur_flag,6,1.4208716573994259e-05,2.235502764571752e-05,4
YX1,viability_dead_flag|sa_outlier_flag|edge_flag|overlapping_mask_flag|focus_flag,6,1.4208716573994259e-05,2.235502764571752e-05,5
YX1,viability_dead_flag|discontinuous_mask_flag,6,1.4208716573994259e-05,2.235502764571752e-05,2
YX1,persistence_dead_flag|edge_flag|overlapping_mask_flag,6,1.4208716573994259e-05,2.235502764571752e-05,3
YX1,viability_dead_flag|sa_outlier_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,5,1.1840597144995217e-05,1.86291897047646e-05,5
YX1,persistence_dead_flag|sa_outlier_flag|edge_flag|overlapping_mask_flag,5,1.1840597144995217e-05,1.86291897047646e-05,4
YX1,viability_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag,5,1.1840597144995217e-05,1.86291897047646e-05,5
YX1,viability_dead_flag|discontinuous_mask_flag|motion_blur_flag,5,1.1840597144995217e-05,1.86291897047646e-05,3
YX1,sa_outlier_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag,5,1.1840597144995217e-05,1.86291897047646e-05,4
YX1,viability_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag|focus_flag,5,1.1840597144995217e-05,1.86291897047646e-05,5
YX1,viability_dead_flag|sa_outlier_flag|overlapping_mask_flag|motion_blur_flag,4,9.472477715996173e-06,1.4903351763811682e-05,4
YX1,viability_dead_flag|edge_flag|overlapping_mask_flag|focus_flag,4,9.472477715996173e-06,1.4903351763811682e-05,4
YX1,persistence_dead_flag|discontinuous_mask_flag|motion_blur_flag,4,9.472477715996173e-06,1.4903351763811682e-05,3
YX1,viability_dead_flag|sa_outlier_flag|discontinuous_mask_flag|motion_blur_flag,4,9.472477715996173e-06,1.4903351763811682e-05,4
YX1,viability_dead_flag|edge_flag|overlapping_mask_flag,4,9.472477715996173e-06,1.4903351763811682e-05,3
YX1,viability_dead_flag|persistence_dead_flag|edge_flag|overlapping_mask_flag,3,7.1043582869971295e-06,1.117751382285876e-05,4
YX1,persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|motion_blur_flag,3,7.1043582869971295e-06,1.117751382285876e-05,5
YX1,sa_outlier_flag|edge_flag|discontinuous_mask_flag|focus_flag|motion_blur_flag,3,7.1043582869971295e-06,1.117751382285876e-05,5
