scope,experiment_id,flag,triggered_timepoint_count,trigger_rate_all_timepoints
YX1,20260414_sci_b9d2_48hpf_plate01,overlapping_mask_flag,362,0.054748941318814276
YX1,20260414_sci_b9d2_48hpf_plate01,persistence_dead_flag,0,0.0
YX1,20260414_sci_b9d2_48hpf_plate01,sa_outlier_flag,986,0.14912280701754385
YX1,20260414_sci_b9d2_48hpf_plate01,viability_dead_flag,0,0.0
YX1,20260415_sci_cep290_48hpf_plate01,discontinuous_mask_flag,32,0.0069054812257229176
YX1,20260415_sci_cep290_48hpf_plate01,edge_flag,641,0.1383254208027622
YX1,20260415_sci_cep290_48hpf_plate01,focus_flag,113,0.02438498057833405
YX1,20260415_sci_cep290_48hpf_plate01,motion_blur_flag,2038,0.4397928355632283
YX1,20260415_sci_cep290_48hpf_plate01,overlapping_mask_flag,180,0.03884333189469141
YX1,20260415_sci_cep290_48hpf_plate01,persistence_dead_flag,31,0.006689684937419077
YX1,20260415_sci_cep290_48hpf_plate01,sa_outlier_flag,513,0.11070349589987052
YX1,20260415_sci_cep290_48hpf_plate01,viability_dead_flag,20,0.0043159257660768235
YX1,20260417_irx_pilot,discontinuous_mask_flag,15,0.0030193236714975845
YX1,20260417_irx_pilot,edge_flag,0,0.0
YX1,20260417_irx_pilot,focus_flag,321,0.0646135265700483
YX1,20260417_irx_pilot,motion_blur_flag,765,0.1539855072463768
YX1,20260417_irx_pilot,overlapping_mask_flag,118,0.023752012882447666
YX1,20260417_irx_pilot,persistence_dead_flag,143,0.028784219001610305
YX1,20260417_irx_pilot,sa_outlier_flag,425,0.0855475040257649
YX1,20260417_irx_pilot,viability_dead_flag,150,0.030193236714975844
YX1,20260418_irx_pilot,discontinuous_mask_flag,201,0.01317946364172841
YX1,20260418_irx_pilot,edge_flag,0,0.0
YX1,20260418_irx_pilot,focus_flag,6282,0.41190741590715363
YX1,20260418_irx_pilot,motion_blur_flag,726,0.04760343584027277
YX1,20260418_irx_pilot,overlapping_mask_flag,29,0.0019015146547767359
YX1,20260418_irx_pilot,persistence_dead_flag,7442,0.48796800209822305
YX1,20260418_irx_pilot,sa_outlier_flag,10050,0.6589731820864205
YX1,20260418_irx_pilot,viability_dead_flag,6035,0.3957117566061242
YX1,20260501_zfpm_pilot,discontinuous_mask_flag,146,0.01622763143269979
YX1,20260501_zfpm_pilot,edge_flag,0,0.0
YX1,20260501_zfpm_pilot,focus_flag,2058,0.22874291430476826
YX1,20260501_zfpm_pilot,motion_blur_flag,239,0.02656441035900856
YX1,20260501_zfpm_pilot,overlapping_mask_flag,164,0.018228298321662777
YX1,20260501_zfpm_pilot,persistence_dead_flag,3406,0.37857063465599644
YX1,20260501_zfpm_pilot,sa_outlier_flag,1747,0.19417583638990774
YX1,20260501_zfpm_pilot,viability_dead_flag,1964,0.21829498721796153
YX1,20260502_zfpm_pilot,discontinuous_mask_flag,750,0.03872166864577418
YX1,20260502_zfpm_pilot,edge_flag,249,0.012855593990397027
YX1,20260502_zfpm_pilot,focus_flag,4599,0.23744127213588725
YX1,20260502_zfpm_pilot,motion_blur_flag,832,0.04295523775104548
YX1,20260502_zfpm_pilot,overlapping_mask_flag,1712,0.08838866229542051
YX1,20260502_zfpm_pilot,persistence_dead_flag,4626,0.2388352522071351
YX1,20260502_zfpm_pilot,sa_outlier_flag,4601,0.23754452991894265
YX1,20260502_zfpm_pilot,viability_dead_flag,3742,0.19319531209664928
