snip_id,old_fill,old_retained,old_oof,new_fill,new_retained,new_oof
20251106_A02_e01_t0049,0.06944444444444445,1.0,False,0.057291666666666664,1.0,False
20251106_A03_e01_t0085,0.09375,1.0,False,0.0763888888888889,1.0,False
20250512_A03_e01_t0112,0.140625,1.0,False,0.11805555555555555,1.0,False
20251106_H12_e01_t0093,0.1909722222222222,1.0,False,0.1597222222222222,1.0,False
