source_rows,control_flag_true_rows,legacy_builder_mask_before_required_value_filter,strict_wt_mask_before_required_value_filter,legacy_builder_rows_after_required_value_filter,strict_wt_rows_after_required_value_filter,legacy_rows_admitted_only_by_control_flag,legacy_unique_embryos,strict_wt_fraction_of_legacy_final,control_flag_only_fraction_of_legacy_final,mean_frames_per_legacy_embryo
724816,724816,351818,31144,285844,22958,262886,6369,0.0803165362925232,0.9196834637074768,44.88051499450463
