experiment_id,sample_n,mean_p05,mean_median,mean_p95,std_p05,std_median,std_p95,min_p05,min_median,min_p95,max_p05,max_median,max_p95,saturated_255_fraction_p05,saturated_255_fraction_median,saturated_255_fraction_p95,zero_fraction_p05,zero_fraction_median,zero_fraction_p95
20260208,200,19.547372097439236,23.691175672743057,28.268503146701388,14.153177811850858,27.900801235359978,41.04653694647347,0.0,6.0,9.0,236.75,254.0,255.0,0.0,0.0,0.0003750271267361104,0.0,0.0,6.781684027777777e-06
20260210,200,22.712943522135415,27.81271023220486,30.743538411458328,47.478651800650056,52.64952919233929,57.1198605713807,0.0,1.0,5.0,254.0,255.0,255.0,0.0,4.0690104166666664e-05,0.0008429633246527772,0.0,0.0,0.009118313259548611
20260213,200,14.871930270724826,21.20124308268229,81.5845964219834,22.44460726613917,39.72249122450263,60.526283955899636,0.0,0.0,0.0,227.95,254.0,255.0,0.0,0.0,0.0003475613064236105,0.0009379069010416669,0.010599772135416668,0.02301093207465278
20260219,200,14.024168226453993,19.76569620768229,32.33923000759548,26.34578036565747,38.600748283930656,55.46689959957904,0.0,0.0,0.0,247.95,254.0,255.0,0.0,0.0,0.0001790364583333324,0.001679484049479167,0.018958197699652776,0.023133680555555557
20260228,200,19.734432305230033,34.382008870442704,39.36468912760416,11.87924875232221,48.20741629529586,55.658504045638765,0.0,6.0,11.049999999999983,204.85,255.0,255.0,0.0,6.781684027777777e-06,0.0011813693576388884,0.0,0.0,2.0345052083333332e-05
20260304,200,24.230414835611978,33.74122111002604,43.38212280273438,25.41519016348818,46.68951315417405,59.922848541174645,0.0,5.0,11.0,248.9,254.5,255.0,0.0,3.3908420138888887e-06,0.0006049262152777751,0.0,0.0,0.00025092230902777775
20260306,200,19.009782240125865,36.920386420355904,65.13623996310749,7.996325187597168,52.910959571746425,63.56020321185686,0.0,2.0,5.0,177.0,255.0,255.0,0.0,6.781684027777777e-06,0.0011003282335069438,0.0,0.0,5.4931640624999764e-05
20260319,200,22.027952406141495,30.04760064019097,55.61652221679684,17.144408186548144,39.85311359799363,63.638251507307835,0.0,3.0,11.0,230.9,254.0,255.0,0.0,0.0,0.0002519395616319441,0.0,0.0,0.00010172526041666667
20260319_cilia_crispant_18hpf,92,12.447747124565971,22.98932223849826,141.11843905978733,33.451699303919284,36.14297676442102,69.11141132102266,0.0,0.0,0.45000000000000284,250.1,255.0,255.0,0.0,6.781684027777777e-06,0.0019344753689236123,3.7299262152777764e-06,0.0003085666232638889,0.046023898654513895
20260319_cilia_crispant_24hpf,99,15.52449205186632,30.612508138020832,135.0958787706163,34.60022430024275,40.46036037638605,67.74941369561355,0.0,0.0,1.1999999999999886,226.8,255.0,255.0,0.0,6.781684027777777e-06,0.0018731011284722223,0.0,0.00018310546875,0.04555392795138886
20260319_cilia_crispant_30hpf,102,17.575790066189235,28.847703721788193,141.95339491102428,32.020420700949785,41.8778506988676,71.2061550494649,0.0,0.0,0.0,225.05,255.0,255.0,0.0,6.781684027777777e-06,0.0034491644965277722,6.781684027777777e-06,0.00015597873263888888,0.02201266818576384
