experiment_id,source,path,present,readable,row_count,error,schema_id,columns_json,reference_experiment,added_vs_reference,missing_vs_reference
20260331_b9d2_18hpf_plate02,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260331_b9d2_18hpf_plate02/snip_qc/20260331_b9d2_18hpf_plate02_snip_qc.parquet,True,True,70,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260331_b9d2_18hpf_plate02,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260331_b9d2_18hpf_plate02/ingest_metadata/plate_metadata.csv,True,True,96.0,,P08,"[""well_index"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260414_b9d2_14hpf_plate01,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260414_b9d2_14hpf_plate01/snips/20260414_b9d2_14hpf_plate01_snip_inventory.csv,True,True,107.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260414_b9d2_14hpf_plate01,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260414_b9d2_14hpf_plate01/stage_predictions/20260414_b9d2_14hpf_plate01_stage_predictions.csv,True,True,107.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260414_b9d2_14hpf_plate01,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260414_b9d2_14hpf_plate01/snip_qc/20260414_b9d2_14hpf_plate01_snip_qc.parquet,True,True,107,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260414_b9d2_14hpf_plate01,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260414_b9d2_14hpf_plate01/ingest_metadata/plate_metadata.csv,True,True,96.0,,P08,"[""well_index"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260414_b9d2_14hpf_plate02,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260414_b9d2_14hpf_plate02/snips/20260414_b9d2_14hpf_plate02_snip_inventory.csv,False,False,,,,[],20260724_hotfish_36hpf_plate02,[],[]
20260414_b9d2_14hpf_plate02,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260414_b9d2_14hpf_plate02/stage_predictions/20260414_b9d2_14hpf_plate02_stage_predictions.csv,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20260414_b9d2_14hpf_plate02,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260414_b9d2_14hpf_plate02/snip_qc/20260414_b9d2_14hpf_plate02_snip_qc.parquet,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20260414_b9d2_14hpf_plate02,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260414_b9d2_14hpf_plate02/ingest_metadata/plate_metadata.csv,True,True,96.0,,P08,"[""well_index"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260414_b9d2_30hpf_plate01,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260414_b9d2_30hpf_plate01/snips/20260414_b9d2_30hpf_plate01_snip_inventory.csv,True,True,106.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260414_b9d2_30hpf_plate01,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260414_b9d2_30hpf_plate01/stage_predictions/20260414_b9d2_30hpf_plate01_stage_predictions.csv,True,True,106.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260414_b9d2_30hpf_plate01,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260414_b9d2_30hpf_plate01/snip_qc/20260414_b9d2_30hpf_plate01_snip_qc.parquet,True,True,106,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260414_b9d2_30hpf_plate01,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260414_b9d2_30hpf_plate01/ingest_metadata/plate_metadata.csv,True,True,96.0,,P08,"[""well_index"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260414_b9d2_30hpf_plate02,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260414_b9d2_30hpf_plate02/snips/20260414_b9d2_30hpf_plate02_snip_inventory.csv,True,True,72.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260414_b9d2_30hpf_plate02,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260414_b9d2_30hpf_plate02/stage_predictions/20260414_b9d2_30hpf_plate02_stage_predictions.csv,True,True,72.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260414_b9d2_30hpf_plate02,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260414_b9d2_30hpf_plate02/snip_qc/20260414_b9d2_30hpf_plate02_snip_qc.parquet,True,True,72,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260414_b9d2_30hpf_plate02,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260414_b9d2_30hpf_plate02/ingest_metadata/plate_metadata.csv,True,True,96.0,,P09,"[""well_index"", ""genotype"", ""sequenced"", ""strain"", ""pair"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""pair"", ""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260415_b9d2_30to48hpf_plate01_t02,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260415_b9d2_30to48hpf_plate01_t02/snips/20260415_b9d2_30to48hpf_plate01_t02_snip_inventory.csv,True,True,109.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260415_b9d2_30to48hpf_plate01_t02,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260415_b9d2_30to48hpf_plate01_t02/stage_predictions/20260415_b9d2_30to48hpf_plate01_t02_stage_predictions.csv,True,True,109.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260415_b9d2_30to48hpf_plate01_t02,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260415_b9d2_30to48hpf_plate01_t02/snip_qc/20260415_b9d2_30to48hpf_plate01_t02_snip_qc.parquet,True,True,109,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260415_b9d2_30to48hpf_plate01_t02,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260415_b9d2_30to48hpf_plate01_t02/ingest_metadata/plate_metadata.csv,True,True,96.0,,P10,"[""well_index"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""pair"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""pair"", ""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260415_b9d2_30to48hpf_plate02_t02,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260415_b9d2_30to48hpf_plate02_t02/snips/20260415_b9d2_30to48hpf_plate02_t02_snip_inventory.csv,True,True,58.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260415_b9d2_30to48hpf_plate02_t02,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260415_b9d2_30to48hpf_plate02_t02/stage_predictions/20260415_b9d2_30to48hpf_plate02_t02_stage_predictions.csv,True,True,58.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260415_b9d2_30to48hpf_plate02_t02,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260415_b9d2_30to48hpf_plate02_t02/snip_qc/20260415_b9d2_30to48hpf_plate02_t02_snip_qc.parquet,True,True,58,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260415_b9d2_30to48hpf_plate02_t02,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260415_b9d2_30to48hpf_plate02_t02/ingest_metadata/plate_metadata.csv,True,True,96.0,,P08,"[""well_index"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260415_cep290_18hpf_plate03,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260415_cep290_18hpf_plate03/snips/20260415_cep290_18hpf_plate03_snip_inventory.csv,True,True,81.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260415_cep290_18hpf_plate03,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260415_cep290_18hpf_plate03/stage_predictions/20260415_cep290_18hpf_plate03_stage_predictions.csv,True,True,81.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260415_cep290_18hpf_plate03,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260415_cep290_18hpf_plate03/snip_qc/20260415_cep290_18hpf_plate03_snip_qc.parquet,True,True,81,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260415_cep290_18hpf_plate03,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260415_cep290_18hpf_plate03/ingest_metadata/plate_metadata.csv,True,True,96.0,,P08,"[""well_index"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260415_cep290_30to48hpf_plate02_t01,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260415_cep290_30to48hpf_plate02_t01/snips/20260415_cep290_30to48hpf_plate02_t01_snip_inventory.csv,True,True,93.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260415_cep290_30to48hpf_plate02_t01,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260415_cep290_30to48hpf_plate02_t01/stage_predictions/20260415_cep290_30to48hpf_plate02_t01_stage_predictions.csv,True,True,93.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260415_cep290_30to48hpf_plate02_t01,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260415_cep290_30to48hpf_plate02_t01/snip_qc/20260415_cep290_30to48hpf_plate02_t01_snip_qc.parquet,True,True,93,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260415_cep290_30to48hpf_plate02_t01,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260415_cep290_30to48hpf_plate02_t01/ingest_metadata/plate_metadata.csv,True,True,96.0,,P06,"[""well_index"", ""pair"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""pair"", ""strain""]","[""image_notes"", ""start_stage_hpf""]"
20230525,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20230525/snips/20230525_snip_inventory.csv,False,False,,,,[],20260724_hotfish_36hpf_plate02,[],[]
20230525,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20230525/stage_predictions/20230525_stage_predictions.csv,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20230525,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20230525/snip_qc/20230525_snip_qc.parquet,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20230525,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20230525/ingest_metadata/plate_metadata.csv,True,True,96.0,,P11,"[""well_index"", ""medium"", ""mold_type"", ""genotype"", ""chem_perturbation"", ""start_age_morph"", ""start_age_hpf"", ""embryos_per_well"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""start_age_morph""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20230531,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20230531/snips/20230531_snip_inventory.csv,True,True,7846.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20230531,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20230531/stage_predictions/20230531_stage_predictions.csv,True,True,7846.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20230531,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20230531/snip_qc/20230531_snip_qc.parquet,True,True,7846,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20230531,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20230531/ingest_metadata/plate_metadata.csv,True,True,96.0,,P11,"[""well_index"", ""medium"", ""mold_type"", ""genotype"", ""chem_perturbation"", ""start_age_morph"", ""start_age_hpf"", ""embryos_per_well"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""start_age_morph""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20230602,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20230602/snips/20230602_snip_inventory.csv,True,True,8998.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20230602,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20230602/stage_predictions/20230602_stage_predictions.csv,True,True,8998.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20230602,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20230602/snip_qc/20230602_snip_qc.parquet,True,True,8998,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20230602,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20230602/ingest_metadata/plate_metadata.csv,True,True,96.0,,P11,"[""well_index"", ""medium"", ""mold_type"", ""genotype"", ""chem_perturbation"", ""start_age_morph"", ""start_age_hpf"", ""embryos_per_well"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""start_age_morph""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20230613,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20230613/snips/20230613_snip_inventory.csv,True,True,5421.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20230613,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20230613/stage_predictions/20230613_stage_predictions.csv,True,True,5421.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20230613,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20230613/snip_qc/20230613_snip_qc.parquet,True,True,5421,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20230613,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20230613/ingest_metadata/plate_metadata.csv,True,True,96.0,,P12,"[""well_index"", ""medium"", ""mold_type"", ""genotype"", ""chem_perturbation"", ""start_age_hpf"", ""start_age_morph"", ""embryos_per_well"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""start_age_morph""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
