snip_id,physical_embryo_id,embryo_id,experiment_id,well_id,image_id,time_index,channel_id,auxiliary_mask_type,auxiliary_mask_format,model_backend,model_id,checkpoint_path,snip_height_px,snip_width_px,auxiliary_mask_path,mask_height_px,mask_width_px,is_valid_auxiliary_mask,error_message
20250912_B01_e01_BF_t0000,20250912_B01_e01,20250912_B01_e01_BF,20250912,20250912_B01,20250912_B01_BF_t0000,0,BF,via,png,unet_snip,unet_snip,/net/trapnell/vol1/home/mdcolon/proj/morphseq-docs/data_pipeline_output/models/segmentation/via_v1_0100,576,256,/net/trapnell/vol1/home/mdcolon/proj/morphseq-docs/data_pipeline_output/object_extraction/20250912/snip_auxiliary_masks/per_well/20250912_B01/20250912_B01_e01/20250912_B01_e01_BF_t0000/via.png,576,256,True,
20250912_B01_e01_BF_t0000,20250912_B01_e01,20250912_B01_e01_BF,20250912,20250912_B01,20250912_B01_BF_t0000,0,BF,yolk,png,unet_snip,unet_snip,/net/trapnell/vol1/home/mdcolon/proj/morphseq-docs/data_pipeline_output/models/segmentation/yolk_v1_0050,576,256,/net/trapnell/vol1/home/mdcolon/proj/morphseq-docs/data_pipeline_output/object_extraction/20250912/snip_auxiliary_masks/per_well/20250912_B01/20250912_B01_e01/20250912_B01_e01_BF_t0000/yolk.png,576,256,True,
20250912_B01_e01_BF_t0000,20250912_B01_e01,20250912_B01_e01_BF,20250912,20250912_B01,20250912_B01_BF_t0000,0,BF,focus,png,unet_snip,unet_snip,/net/trapnell/vol1/home/mdcolon/proj/morphseq-docs/data_pipeline_output/models/segmentation/focus_v0_0100,576,256,/net/trapnell/vol1/home/mdcolon/proj/morphseq-docs/data_pipeline_output/object_extraction/20250912/snip_auxiliary_masks/per_well/20250912_B01/20250912_B01_e01/20250912_B01_e01_BF_t0000/focus.png,576,256,True,
20250912_B01_e01_BF_t0000,20250912_B01_e01,20250912_B01_e01_BF,20250912,20250912_B01,20250912_B01_BF_t0000,0,BF,bubble,png,unet_snip,unet_snip,/net/trapnell/vol1/home/mdcolon/proj/morphseq-docs/data_pipeline_output/models/segmentation/bubble_v0_0100,576,256,/net/trapnell/vol1/home/mdcolon/proj/morphseq-docs/data_pipeline_output/object_extraction/20250912/snip_auxiliary_masks/per_well/20250912_B01/20250912_B01_e01/20250912_B01_e01_BF_t0000/bubble.png,576,256,True,
