"contrast","arm","cell_type","logFC","logCPM","F","p_value","q_value","score_z"
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","epidermal mucus secreting cell, pharynx",0.219035501212711,12.7312112810273,3.22376958282276,0.0728757557856384,0.866383969572478,1.95378096747277
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","epithelial cell, median fin fold (includes pectoral)",-0.0986211550183244,13.770975793822,0.843494389094274,0.35861898684834,0.866383969572478,-1.12113386399007
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","epithelial cell, pharyngeal epithelium",0.0806646927497416,15.7519359557028,1.07572184459678,0.299905319628938,0.866383969572478,0.965255571987566
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","fast muscle cell, fast muscle tissue",0.057252888717973,15.3171147919592,0.388647147830825,0.533152409540632,0.866383969572478,1.0376338213908
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","GABAergic neuron, forebrain",-0.0422802277359314,14.0884854925143,0.28623194549237,0.592763366720934,0.866383969572478,-0.755527825093297
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","GABAergic neuron, tegmentum (midbrain-hindbrain boundary)",0.0959040386461145,12.3844663526501,0.779199033234232,0.377596675675171,0.866383969572478,0.970292784267151
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","glial cell, optic stalk",-0.0868909033525361,12.2375495314498,0.531109182040117,0.466310188851749,0.866383969572478,-0.722517926849695
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","glutamatergic neuron, forebrain",-0.0440947644634884,13.7961661259597,0.251509494297889,0.616123704949286,0.866383969572478,-0.616232537370046
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","glutamatergic neuron, hindbrain (anterior)",0.213724931082752,12.697242272529,3.40139955005813,0.0654344215598683,0.866383969572478,1.81273268414043
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","glutamatergic neuron, medulla oblongata (phox2bb+)",0.0619888625669605,12.2755337384683,0.332432633745354,0.564358887579902,0.866383969572478,0.708316351228778
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","glutamatergic neuron, spinal cord",0.175085802830957,13.0731970733485,3.74218569028138,0.0533345756749508,0.866383969572478,2.16062303425064
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","hatching gland cell, hatching gland",-0.0524021756794008,12.7327441048516,0.144312980126386,0.704110447749033,0.866383969572478,-0.225192262005816
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","inhibitory interneuron, spinal cord",-0.0343579631148675,13.321485305769,0.194240041011648,0.6595053522167,0.866383969572478,-0.524052432562971
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","inhibitory interneuron, spinal cord (dI6)",0.0644234454266106,12.3934925831375,0.376048373824783,0.539864042688313,0.866383969572478,0.731710674370446
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","lens fiber cell, lens of camera-type eye",0.0375337694515064,12.6169756873574,0.146577607167994,0.70190832895569,0.866383969572478,0.477490995590224
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","mesenchymal cell, median fin fold",-0.172168562144271,12.6940727196577,3.16406900094316,0.075576656363294,0.866383969572478,-2.26551347182002
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","mesenchymal cell, periocular mesenchyme",-0.0149523855502619,13.0583634367482,0.0152956543146458,0.90159678666035,0.932704356366848,-0.315419276529946
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","mesenchymal cell, pharyngeal arch",-0.017500028457004,14.5406894609458,0.124872753149158,0.723882421211109,0.866383969572478,-0.511279225943991
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","mesenchymal cell, ventral mesenchyme (rhag+)",-0.0273161652937019,13.7000450039813,0.0949125860072968,0.758085973375918,0.866383969572478,-0.30687664664341
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","mesodermal cell, craniocervical region",0.064393177439615,12.8375195528799,0.236051816155353,0.627177951237988,0.866383969572478,0.460275470587302
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","mesodermal cell, migratory muscle progenitor",0.0360462190016697,12.2606698843313,0.107221933092207,0.743397358128466,0.866383969572478,0.381358359105422
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","mesodermal cell, pharyngeal arch (tcf21+)",0.154204493218837,12.6390023351289,2.33842982727634,0.126530453283622,0.866383969572478,1.65576385757975
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","mesodermal cell, somite",-0.0479887902258802,13.5591930092687,0.432247983962913,0.51103804785274,0.866383969572478,-0.752975305874443
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neural crest cell, trunk neural crest (delaminating)",-0.0615642962787401,13.1819118462908,0.520428956216141,0.470826050033924,0.866383969572478,-0.853564023918826
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neural progenitor cell, hindbrain",-0.051891485630486,15.8244501379804,0.184993349763844,0.667208628293171,0.866383969572478,-0.333273205606409
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neural progenitor cell, midbrain (ank1a+)",0.0144646470384202,14.4269562409441,0.0570628231727934,0.811248540255151,0.908598365085769,0.255600405848075
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neural progenitor cell, midbrain-hindbrain boundary",-0.0444100498792445,13.8202667903944,0.337882724225142,0.561183861129848,0.866383969572478,-0.706452104126195
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neuroblast (sensu Vertebrata), hindbrain",0.112266120078993,13.8131476651094,2.2871268438228,0.130764649750359,0.866383969572478,1.78748795027512
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neuroblast (sensu Vertebrata), midbrain",0.0558662997628009,13.703302856879,0.566802007970998,0.451708304695604,0.866383969572478,0.886327257213823
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neuroblast (sensu Vertebrata), midbrain (ank1a+)",-0.10155280774314,13.6824693023841,0.583035607781086,0.445303589278648,0.866383969572478,-0.970467514863217
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neuroblast (sensu Vertebrata), spinal cord",-0.0181762045837885,16.1908965389764,0.144904887707449,0.703532978827397,0.866383969572478,-0.536176721319723
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neuroblast (sensu Vertebrata), spinal cord (SMNs)",-0.0742574386037232,13.0609286141471,0.621699586440407,0.430601801086412,0.866383969572478,-0.970184918208142
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neuromast mantle cell, lateral line",-0.111798716345353,12.3889723716851,1.01612605215003,0.313681596160893,0.866383969572478,-1.06028635658518
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","neuron, olfactory placode",-0.089672006777117,12.5510615115555,0.661192024224617,0.416331444147983,0.866383969572478,-0.878552243336676
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","peridermal cell, periderm (24-72 hpf)",0.0709510183915044,15.1721143234607,0.78090414430503,0.377075475015467,0.866383969572478,0.878046831720639
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","peridermal cell, periderm (muc13a+)",0.0272431589836058,13.0041637186373,0.0449662846219804,0.83210890541185,0.913688209863992,0.257253074328672
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","radial glial cell, diencephalon",0.104694255025148,13.3054967816829,1.07618657127343,0.299801002524243,0.866383969572478,1.03193259223066
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","radial glial cell, hindbrain",-0.0170731292224521,13.3591679123893,0.00774852604496019,0.929873724063966,0.932704356366848,-0.122069108629904
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","radial glial cell, midbrain",-0.00458971424672679,14.5459220999671,0.00713415446437591,0.932704356366848,0.932704356366848,-0.143055034279746
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","radial glial cell, spinal cord",-0.0341019386584231,15.7039113380434,0.415246190123554,0.519465293133257,0.866383969572478,-0.760551160431447
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","radial glial cell, telencephalon",0.0550234094456757,13.5782240907631,0.544313749990586,0.460822157571613,0.866383969572478,0.815734891612904
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","retinal pigment epithelial cell, pigmented layer of retina",-0.0536477961709873,13.3090029603518,0.536483106824617,0.464064179418643,0.866383969572478,-0.941448900242284
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","retinal progenitor cell, retina",0.0245141183090778,15.8704304496221,0.219833758594143,0.639267998418432,0.866383969572478,0.518125497495997
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","retinal progenitor cell, retina (atoh7+)",0.0596051546950661,15.2866504806244,0.290755735421119,0.58985571915356,0.866383969572478,0.698505965228304
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","slow muscle cell, slow muscle tissue",-0.115536848663463,13.1033508722859,0.907060335497068,0.34112391707116,0.866383969572478,-0.902193355843041
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","syncytial cell, yolk sac",-0.27425020623032,12.3931286483334,1.43291102076295,0.231571385901798,0.866383969572478,-1.23046310594391
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","syncytial cell, yolk sac (10 hpf)",0.0629277134788315,12.641777921146,0.101600525484482,0.749983364308068,0.866383969572478,0.391090551060735
"atf6 vs ctrl | 35C | 30hpf","pooled_pc1","vagal neural crest cell, neural crest",0.0984328183325936,12.2714100332653,0.824449217788922,0.364099545456909,0.866383969572478,1.07219146098764
"atf6 vs ctrl | 35C | 30hpf","within_pc1","cranial motor neuron, brain (differentiating)",0.0357807259389838,12.2735273962182,0.0427273310643927,0.837024293050387,0.993841022766921,0.202774349372959
"atf6 vs ctrl | 35C | 30hpf","within_pc1","dopaminergic neuron, locus coeruleus",-0.0473883479000904,13.2188586206406,0.16547982915677,0.685780422402829,0.993841022766921,-0.948110920317287
"atf6 vs ctrl | 35C | 30hpf","within_pc1","ectodermal cell, otic vesicle protrusion",-0.00194246083007214,12.5751811821835,0.00016808096752838,0.989704288278338,0.993841022766921,-0.0425873242497074
"atf6 vs ctrl | 35C | 30hpf","within_pc1","endodermal cell, pharyngeal pouch",-0.00776949411089575,13.5611450733841,0.00500645116003175,0.943854910964412,0.993841022766921,-0.0465543721869225
"atf6 vs ctrl | 35C | 30hpf","within_pc1","endothelial cell, blood vessel endothelium",-0.227315086531233,12.4225166673923,2.90754018279651,0.0939740078666197,0.993841022766921,-2.22904642690006
"atf6 vs ctrl | 35C | 30hpf","within_pc1","endothelial cell, lymph vessel endothelium",-0.194698614802712,12.7046702499096,1.54234158228163,0.21968646957832,0.993841022766921,-1.34422168910123
"atf6 vs ctrl | 35C | 30hpf","within_pc1","ependymal cell, spinal cord",0.0607842776014508,13.1942184497843,0.183042089583754,0.670486298547494,0.993841022766921,0.569346009326935
"atf6 vs ctrl | 35C | 30hpf","within_pc1","ependymoglial cell, floor plate",-0.0506030951848178,12.7483443947661,0.0736181308038919,0.787184562105856,0.993841022766921,-0.246455882796951
"atf6 vs ctrl | 35C | 30hpf","within_pc1","epidermal mucus secreting cell, pharynx",0.30378436454255,12.7312112810273,2.28746387306775,0.13630710814197,0.993841022766921,1.40441293448062
"atf6 vs ctrl | 35C | 30hpf","within_pc1","epithelial cell, median fin fold (includes pectoral)",-0.0277959726799635,13.770975793822,0.0356280988621425,0.850998174060274,0.993841022766921,-0.524755204096907
"atf6 vs ctrl | 35C | 30hpf","within_pc1","epithelial cell, pharyngeal epithelium",0.10216445509672,15.7519359557028,0.626268261931957,0.432210654492226,0.993841022766921,0.761101114065981
"atf6 vs ctrl | 35C | 30hpf","within_pc1","fast muscle cell, fast muscle tissue",0.117026248588285,15.3171147919592,0.572096790075979,0.452734073233476,0.993841022766921,1.17536856386518
"atf6 vs ctrl | 35C | 30hpf","within_pc1","GABAergic neuron, forebrain",-0.0591315232420951,14.0884854925143,0.261655354599544,0.611083886383418,0.993841022766921,-0.567000102804896
"atf6 vs ctrl | 35C | 30hpf","within_pc1","GABAergic neuron, tegmentum (midbrain-hindbrain boundary)",0.150807074503153,12.3844663526501,0.85216372807799,0.360085976432076,0.993841022766921,1.03194970262345
"atf6 vs ctrl | 35C | 30hpf","within_pc1","glial cell, optic stalk",-0.353057824757355,12.2375495314498,5.16653222545158,0.0270741483388913,0.993841022766921,-2.20169477764619
"atf6 vs ctrl | 35C | 30hpf","within_pc1","glutamatergic neuron, forebrain",-0.0965572737101126,13.7961661259597,0.548342259590515,0.462224790076524,0.993841022766921,-0.79511861393763
"atf6 vs ctrl | 35C | 30hpf","within_pc1","glutamatergic neuron, hindbrain (anterior)",0.152408266158242,12.697242272529,0.733314341574547,0.395628873776988,0.993841022766921,0.942056534287837
"atf6 vs ctrl | 35C | 30hpf","within_pc1","glutamatergic neuron, medulla oblongata (phox2bb+)",0.171986030579286,12.2755337384683,1.04047068207265,0.312299512836779,0.993841022766921,1.07328730399263
"atf6 vs ctrl | 35C | 30hpf","within_pc1","glutamatergic neuron, spinal cord",0.122535314683105,13.0731970733485,0.715540393933664,0.401371957812839,0.993841022766921,0.935140370816065
"atf6 vs ctrl | 35C | 30hpf","within_pc1","hatching gland cell, hatching gland",-0.29053878090303,12.7327441048516,1.97386235091189,0.165821961344056,0.993841022766921,-1.18350106930918
"atf6 vs ctrl | 35C | 30hpf","within_pc1","inhibitory interneuron, spinal cord",-0.0353991194866421,13.321485305769,0.0799247344002108,0.778488039130823,0.993841022766921,-0.291966530065642
"atf6 vs ctrl | 35C | 30hpf","within_pc1","inhibitory interneuron, spinal cord (dI6)",0.106789086014795,12.3934925831375,0.463535779080965,0.49891317093007,0.993841022766921,0.748742538080656
"atf6 vs ctrl | 35C | 30hpf","within_pc1","lens fiber cell, lens of camera-type eye",-0.0575444702987377,12.6169756873574,0.155347880051887,0.695043349766742,0.993841022766921,-0.592487105452378
"atf6 vs ctrl | 35C | 30hpf","within_pc1","mesenchymal cell, median fin fold",-0.122367343366058,12.6940727196577,0.667132729895666,0.417676240304119,0.993841022766921,-1.22461656569898
"atf6 vs ctrl | 35C | 30hpf","within_pc1","mesenchymal cell, periocular mesenchyme",0.0667921667533085,13.0583634367482,0.112841614786169,0.738245604683879,0.993841022766921,0.230107895306158
"atf6 vs ctrl | 35C | 30hpf","within_pc1","mesenchymal cell, pharyngeal arch",-0.0191218756521608,14.5406894609458,0.0649099420282719,0.799871111423809,0.993841022766921,-0.513367452805626
"atf6 vs ctrl | 35C | 30hpf","within_pc1","mesenchymal cell, ventral mesenchyme (rhag+)",-0.0326222451910395,13.7000450039813,0.0752162772838643,0.784941416767204,0.993841022766921,-0.326854826963327
"atf6 vs ctrl | 35C | 30hpf","within_pc1","mesodermal cell, craniocervical region",-0.018271343404089,12.8375195528799,0.00799697309935771,0.929077557273822,0.993841022766921,-0.202054590733457
"atf6 vs ctrl | 35C | 30hpf","within_pc1","mesodermal cell, migratory muscle progenitor",0.040072523577236,12.2606698843313,0.0654958784325318,0.798993303947053,0.993841022766921,0.286007464126208
"atf6 vs ctrl | 35C | 30hpf","within_pc1","mesodermal cell, pharyngeal arch (tcf21+)",-0.00111721045079355,12.6390023351289,6.01456577868587e-05,0.993841022766921,0.993841022766921,-0.0418815057618805
"atf6 vs ctrl | 35C | 30hpf","within_pc1","mesodermal cell, somite",0.0664305331807369,13.5591930092687,0.387519112569715,0.536244285000036,0.993841022766921,0.996477685366809
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neural crest cell, trunk neural crest (delaminating)",-0.18318499106509,13.1819118462908,1.9993921066707,0.163147255555594,0.993841022766921,-2.09224877226648
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neural progenitor cell, hindbrain",-0.155662396661046,15.8244501379804,0.542815505499941,0.464476265504916,0.993841022766921,-0.396608957286381
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neural progenitor cell, midbrain (ank1a+)",0.00780813116186112,14.4269562409441,0.00725963519782787,0.932416671568862,0.993841022766921,0.0484183546438588
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neural progenitor cell, midbrain-hindbrain boundary",0.0360003392456104,13.8202667903944,0.100706988557768,0.752214712653538,0.993841022766921,0.444317366866705
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neuroblast (sensu Vertebrata), hindbrain",0.22931046991137,13.8131476651094,4.50123875350377,0.0385066413993023,0.993841022766921,2.16061765968886
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neuroblast (sensu Vertebrata), midbrain",0.0771455119665097,13.703302856879,0.527941680656174,0.470632157396978,0.993841022766921,0.945628104548754
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neuroblast (sensu Vertebrata), midbrain (ank1a+)",0.10667906617657,13.6824693023841,0.293082983962122,0.590891628287533,0.993841022766921,0.47766784998452
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neuroblast (sensu Vertebrata), spinal cord",0.0155976074185053,16.1908965389764,0.0338994397679133,0.854614701510439,0.993841022766921,0.163215496585106
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neuroblast (sensu Vertebrata), spinal cord (SMNs)",-0.0677239782248998,13.0609286141471,0.210332723063327,0.648361841324322,0.993841022766921,-0.624246367753537
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neuromast mantle cell, lateral line",-0.274998739354071,12.3889723716851,3.42079867513761,0.069915646496277,0.993841022766921,-1.88370268586232
"atf6 vs ctrl | 35C | 30hpf","within_pc1","neuron, olfactory placode",-0.168196599409276,12.5510615115555,1.10294969456973,0.29834578635581,0.993841022766921,-1.04965008046529
"atf6 vs ctrl | 35C | 30hpf","within_pc1","peridermal cell, periderm (24-72 hpf)",0.160151772990734,15.1721143234607,1.62275495913483,0.20819682987295,0.993841022766921,1.25119290999214
"atf6 vs ctrl | 35C | 30hpf","within_pc1","peridermal cell, periderm (muc13a+)",0.107194323961762,13.0041637186373,0.266431197639521,0.607862017212189,0.993841022766921,0.513025753324935
"atf6 vs ctrl | 35C | 30hpf","within_pc1","radial glial cell, diencephalon",0.00699397812114429,13.3054967816829,0.00218237310261934,0.962913329482191,0.993841022766921,-0.0261414483894842
"atf6 vs ctrl | 35C | 30hpf","within_pc1","radial glial cell, hindbrain",0.0393306315620663,13.3591679123893,0.0207878620430982,0.885993913296847,0.993841022766921,-0.01164337967912
"atf6 vs ctrl | 35C | 30hpf","within_pc1","radial glial cell, midbrain",0.0101773249579459,14.5459220999671,0.0136444448685382,0.907447082293594,0.993841022766921,0.200580476906831
"atf6 vs ctrl | 35C | 30hpf","within_pc1","radial glial cell, spinal cord",-0.0339053244556581,15.7039113380434,0.142018141678956,0.707768651191879,0.993841022766921,-0.443387994362201
"atf6 vs ctrl | 35C | 30hpf","within_pc1","radial glial cell, telencephalon",0.0235435190241254,13.5782240907631,0.0439521510114703,0.834736862050981,0.993841022766921,0.18567316190093
"atf6 vs ctrl | 35C | 30hpf","within_pc1","retinal pigment epithelial cell, pigmented layer of retina",-0.032495066287281,13.3090029603518,0.0846152431486197,0.77225989947515,0.993841022766921,-0.37833275646846
"atf6 vs ctrl | 35C | 30hpf","within_pc1","retinal progenitor cell, retina",0.0409451077415421,15.8704304496221,0.203725917657156,0.653548446647097,0.993841022766921,0.534061056025001
"atf6 vs ctrl | 35C | 30hpf","within_pc1","retinal progenitor cell, retina (atoh7+)",0.160178999681031,15.2866504806244,0.828295139582122,0.366834974973967,0.993841022766921,1.0488563640986
"atf6 vs ctrl | 35C | 30hpf","within_pc1","slow muscle cell, slow muscle tissue",0.0623445417406734,13.1033508722859,0.116971308066238,0.733681940368752,0.993841022766921,0.504607622133692
"atf6 vs ctrl | 35C | 30hpf","within_pc1","syncytial cell, yolk sac",-0.467754747623732,12.3931286483334,2.72530713175279,0.104531128822869,0.993841022766921,-1.96032636696245
"atf6 vs ctrl | 35C | 30hpf","within_pc1","syncytial cell, yolk sac (10 hpf)",-0.220459331492062,12.641777921146,0.596906766909555,0.443159853347743,0.993841022766921,-0.424414205533521
"atf6 vs ctrl | 35C | 30hpf","within_pc1","vagal neural crest cell, neural crest",0.00999524326766887,12.2714100332653,0.00430360855656999,0.947939474993422,0.993841022766921,0.0868626599474681
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","amacrine cell, inner nuclear layer of retina (precursor, includes horizontal precursor)",0.067269692368378,12.2072453796387,0.159162806010593,0.689981845002605,0.981167592243844,0.50583567117264
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","ciliated olfactory receptor neuron, olfactory organ",0.138456205514342,11.692111078999,1.42812638656884,0.232248004317979,0.950731956453464,1.26855454663385
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","cranial motor neuron, brain (differentiating)",0.0558046342095867,11.5531646437579,0.261484241249529,0.609173024148034,0.981167592243844,0.523257182786275
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","dopaminergic neuron, locus coeruleus",0.0483898357687366,13.5773500541831,0.59344751206134,0.441203088312414,0.981167592243844,0.816486066859474
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","ectodermal cell, otic vesicle protrusion",0.1180911678153,11.848828554629,1.43552216639235,0.23104321786683,0.950731956453464,1.2194378059051
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","endodermal cell, pharyngeal pouch",0.0672123402310824,13.012223771088,0.584795500753791,0.444551805327405,0.981167592243844,0.787399977848807
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","endothelial cell, blood vessel endothelium",-0.127177668796982,11.7487968932311,1.59778356799371,0.206402173466805,0.950731956453464,-1.36875647365818
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","endothelial cell, lymph vessel endothelium",-0.0106682347134164,12.1179580081817,0.0153073750889665,0.90155019715509,0.981167592243844,-0.0968134841410344
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","ependymal cell, spinal cord",-0.0894706917210405,12.8214418371023,1.19867117880847,0.273752623984129,0.950731956453464,-1.11632911700083
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","ependymoglial cell, central nervous system",0.0638947919604182,12.9901762234294,0.804278721948655,0.369952425262912,0.969530493792459,1.00775642765751
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","ependymoglial cell, floor plate",-0.0259978698920493,12.1697292116172,0.094195985411003,0.758949140434097,0.981167592243844,-0.321034147336772
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","epidermal mucus secreting cell, pharynx",-0.128755831397438,12.4644519020336,1.56540988747261,0.211058230265979,0.950731956453464,-1.28872334691726
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","epithelial cell, median fin fold (includes pectoral)",0.060218409190563,13.3817192111134,0.552780982320802,0.457293039654114,0.981167592243844,0.643976060832116
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","epithelial cell, pharyngeal epithelium",0.0743461930196038,15.4552616299326,2.54935925076654,0.11053696106718,0.875316504684177,1.70949333616653
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","eye photoreceptor cell, outer nuclear layer of retina (cycling)",0.110961956196627,12.8849146564812,0.252316918418585,0.615517663398179,0.981167592243844,0.647512717487887
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","fast muscle cell, fast muscle tissue",-0.0269481488033706,15.3419746550862,0.135546986280201,0.712797491168536,0.981167592243844,-0.512837252043181
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","GABAergic neuron, forebrain",-0.0046851457166932,14.214606673763,0.0109251083099453,0.916767257376208,0.981167592243844,-0.18969545686338
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","GABAergic neuron, tegmentum (midbrain-hindbrain boundary)",-0.0100957228556412,13.6628554861281,0.0159251100807193,0.89959367713018,0.981167592243844,-0.0855925518670964
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glial cell, floor plate (hpgd+)",-0.238162832845178,11.472128499393,4.25042736411751,0.0394020618553368,0.875316504684177,-2.23292314170071
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glial cell, optic stalk",0.00347930818579006,11.5486798838111,0.000823835340807672,0.977105425483256,0.981167592243844,0.0102481822961542
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, forebrain",0.0144588855613708,13.9152920417194,0.094357162184021,0.758749403435071,0.981167592243844,0.323111576881255
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, hindbrain (anterior, pitx2+)",-0.108601990953747,11.8144196438618,1.23626498746255,0.266359554624095,0.950731956453464,-1.19858047596755
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, hindbrain (anterior)",0.0731818312775866,14.3259228378649,1.09822997532404,0.29481355073088,0.950731956453464,1.25090143914919
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, hindbrain (lateral)",0.0793618432009981,11.7663300767068,0.321015749138421,0.571077520120835,0.981167592243844,0.698405926267982
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, hindbrain (lhx9+)",0.0983014633505662,12.8917831426534,2.6083075280491,0.106502818138342,0.875316504684177,2.0972833032053
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, medulla oblongata (phox2bb+)",0.102565837117421,13.1505345723274,2.6336882766042,0.104815924977886,0.875316504684177,1.88550649819953
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, midbrain-hindbrain boundary",0.142235007866672,12.187746921042,2.48447042451864,0.11517322430055,0.875316504684177,1.66612128058544
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, spinal cord",-0.00496939747543002,13.6754121921041,0.00728563946309743,0.931989111989736,0.981167592243844,0.00983747776277967
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, spinal cord (gpr139+)",0.0472546533092371,12.2147894153639,0.334526886356677,0.56308717603704,0.981167592243844,0.697880804303793
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, subthalamic nucleus (differentiating)",-0.0198456016509183,11.5176650271147,0.0309990543060833,0.860264834262051,0.981167592243844,-0.135620846395306
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","glutamatergic neuron, telencephalon (proximal to olfactory bulb)",0.100803698102558,12.0356569854172,0.904317038917414,0.341770768685063,0.966526921593807,0.962232246923559
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","hatching gland cell, hatching gland",0.0515237600388903,12.1353950616551,0.201345878799064,0.653697592691835,0.981167592243844,0.507151712949248
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","inhibitory interneuron, spinal cord",0.0271969181003906,14.3744615327393,0.261000216123063,0.609504482817111,0.981167592243844,0.674180342618429
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","inhibitory interneuron, spinal cord (dI6)",0.0650011380975854,12.3265665485527,0.898337341899596,0.343371406355695,0.966526921593807,1.35807676828767
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","inhibitory interneuron, spinal cord (V2b)",0.00185782013734645,12.1005963243801,0.000557376132712222,0.981167592243844,0.981167592243844,0.0585441623721178
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","iridoblast, integument",-0.083393570817733,11.5204214752696,0.611144149709079,0.434473297381777,0.981167592243844,-0.862795403536814
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","lens fiber cell, lens of camera-type eye",0.101628042765599,11.9246843497132,1.05895839423726,0.303608796050348,0.950731956453464,1.0422736545703
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","mesenchymal cell, median fin fold",-0.0116135563608382,12.0029258636499,0.0181458848302111,0.892860790795283,0.981167592243844,-0.130213849489353
"atf6 vs ctrl | 35C | 36hpf","pooled_pc1","mesenchymal cell, periocular mesenchyme",0.01799240842649,12.1619595188166,0.0401377242663901,0.841237066305686,0.981167592243844,0.22571390234724
