experiment_id,well_id,physical_embryo_id,embryo_id,snip_id,image_id,time_index,channel_id,mask_id,track_id,image_path,processed_snip_path,embryo_mask,embryo_mask_snip_path,crop_x_min_px,crop_y_min_px,crop_x_max_px,crop_y_max_px,crop_width_px,crop_height_px,is_valid_snip,error_message
20250612_24hpf_ctrl_atf6,20250612_24hpf_ctrl_atf6_F10,20250612_24hpf_ctrl_atf6_F10_e01,20250612_24hpf_ctrl_atf6_F10_e01_BF,20250612_24hpf_ctrl_atf6_F10_e01_BF_t0000,20250612_24hpf_ctrl_atf6_F10_BF_t0000,0,BF,20250612_24hpf_ctrl_atf6_F10_BF_t0000_m0000,20250612_24hpf_ctrl_atf6_F10_track0000,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/acquisition/20250612_24hpf_ctrl_atf6/materialized_images/20250612_24hpf_ctrl_atf6_F10/BF/projection/focus_stack/20250612_24hpf_ctrl_atf6_F10_BF_t0000.png,object_extraction/20250612_24hpf_ctrl_atf6/snips/per_well/20250612_24hpf_ctrl_atf6_F10/snips/20250612_24hpf_ctrl_atf6_F10_e01/20250612_24hpf_ctrl_atf6_F10_e01_BF_t0000.png,object_extraction/20250612_24hpf_ctrl_atf6/snips/per_well/20250612_24hpf_ctrl_atf6_F10/snips/20250612_24hpf_ctrl_atf6_F10_e01/20250612_24hpf_ctrl_atf6_F10_e01_BF_t0000_embryo.png,object_extraction/20250612_24hpf_ctrl_atf6/snips/per_well/20250612_24hpf_ctrl_atf6_F10/snips/20250612_24hpf_ctrl_atf6_F10_e01/20250612_24hpf_ctrl_atf6_F10_e01_BF_t0000_embryo.png,,,,,256,576,True,
