k_lower,dimension,stratum,rows,too_small_rows,eligible_rows,row_recovery_vs_k0.90
0.75,chem_perturbation_raw,Shh_025,442,46,187,1
0.75,chem_perturbation_raw,Shh_050,1035,229,503,18
0.75,chem_perturbation_raw,Shh_075,974,149,523,2
0.75,chem_perturbation_raw,Shh_100,797,44,567,7
0.75,chem_perturbation_raw,bmp_i_11,26,2,23,0
0.75,chem_perturbation_raw,bmp_i_12,25,2,23,0
0.75,chem_perturbation_raw,bmp_i_13,225,37,173,23
0.75,chem_perturbation_raw,bmp_i_13_13,9,1,8,0
0.75,chem_perturbation_raw,bmp_i_14,31,8,21,0
0.75,chem_perturbation_raw,dmso,211,13,184,2
0.75,chem_perturbation_raw,ethanol_ctrl,1061,124,530,44
0.75,chem_perturbation_raw,fgf_i_13,113,51,51,22
0.75,chem_perturbation_raw,hsp90,216,20,182,4
0.75,chem_perturbation_raw,hsp90_i_6,188,30,129,2
0.75,chem_perturbation_raw,mTOR_i_6,183,38,127,21
0.75,chem_perturbation_raw,mTor,225,18,185,34
0.75,chem_perturbation_raw,nfkb_i_6,86,15,46,3
0.75,chem_perturbation_raw,notch_i_6,72,14,49,0
0.75,chem_perturbation_raw,pi3k_hi_i_6,43,0,36,0
0.75,chem_perturbation_raw,pi3k_i_6,8,4,0,0
0.75,chem_perturbation_raw,pi3k_lo_i_6,44,0,32,0
0.75,chem_perturbation_raw,ra_hi_i_6,44,0,40,0
0.75,chem_perturbation_raw,ra_i_6,70,16,47,5
0.75,chem_perturbation_raw,ra_lo_i_6,43,0,41,0
0.75,chem_perturbation_raw,shh_i_6,113,6,93,1
0.75,chem_perturbation_raw,sphase_i_13,37,4,26,1
0.75,chem_perturbation_raw,tgfb_hi_i_6,43,0,39,0
0.75,chem_perturbation_raw,tgfb_i_13,70,13,45,9
0.75,chem_perturbation_raw,tgfb_lo_i_6,40,0,38,0
0.75,chem_perturbation_raw,tri_0,1582,879,135,9
0.75,chem_perturbation_raw,tri_1-15,1469,1063,254,8
0.75,chem_perturbation_raw,tri_1-20,2486,1851,341,8
0.75,chem_perturbation_raw,tri_1-25,2471,1364,494,16
0.75,chem_perturbation_raw,tri_1-30,2481,1446,529,29
0.75,chem_perturbation_raw,tri_1-35,2711,1835,569,17
0.75,chem_perturbation_raw,tri_1-40,2372,1261,585,42
0.75,chem_perturbation_raw,unavailable,502588,163585,184708,9282
0.75,chem_perturbation_raw,wnt_i_11,26,2,24,0
0.75,chem_perturbation_raw,wnt_i_12,25,1,24,0
0.75,chem_perturbation_raw,wnt_i_13,225,31,177,27
0.75,chem_perturbation_raw,wnt_i_13_13,9,2,6,0
0.75,chem_perturbation_raw,wnt_i_14,24,0,24,0
0.75,temperature_raw,19.0,50,5,30,5
0.75,temperature_raw,22.0,44097,11430,23821,672
0.75,temperature_raw,24.0,264,16,227,77
0.75,temperature_raw,25.0,25,1,8,1
0.75,temperature_raw,28.0,569,51,486,11
0.75,temperature_raw,28.5,21966,7370,11620,2336
0.75,temperature_raw,30.0,462687,156842,156897,6546
0.75,temperature_raw,32.0,190,3,160,3
0.75,temperature_raw,33.5,27,3,7,0
0.75,temperature_raw,34.0,794,79,627,46
0.75,temperature_raw,34.2,89,0,87,0
0.75,temperature_raw,34.4,9,0,7,0
0.75,temperature_raw,35.0,777,134,559,34
0.75,temperature_raw,35.1,50,0,48,0
0.75,temperature_raw,unavailable,308,0,266,0
0.75,source_scope,unavailable,531902,175934,194850,9731
0.75,calibration_status,unavailable,531902,175934,194850,9731
0.75,segmentation_backend,sam2_video,20316,7233,10373,2279
0.75,segmentation_backend,unavailable,511586,168701,184477,7452
0.75,snapshot_time_series_declared,unavailable,531902,175934,194850,9731
0.75,applicability,exclusion,531004,175934,194113,9731
0.75,applicability,not_applicable,898,0,737,0
0.8,experiment,20230531,7846,2519,4116,72
0.8,experiment,20230602,8998,3881,3513,66
0.8,experiment,20230613,5421,1249,3663,52
0.8,experiment,20230615,4216,871,2839,72
0.8,experiment,20230620,5460,709,3061,60
0.8,experiment,20230622,3582,727,1935,29
0.8,experiment,20230627,4193,762,2930,99
0.8,experiment,20230629,3918,1420,1162,37
0.8,experiment,20240509_18ss,25,1,24,0
0.8,experiment,20240509_24hpf,32,0,29,0
0.8,experiment,20240510,59,0,57,0
0.8,experiment,20240717,68,4,57,1
0.8,experiment,20240718,99,1,93,0
0.8,experiment,20240724,56,0,56,0
0.8,experiment,20240725,64,7,53,0
0.8,experiment,20240726,60,6,49,0
0.8,experiment,20240813_24hpf,48,0,0,0
0.8,experiment,20240813_30hpf,50,9,0,0
0.8,experiment,20240813_36hpf,50,10,39,1
0.8,experiment,20250501,24718,2840,2320,1
0.8,experiment,20250512,24569,11513,7202,94
0.8,experiment,20250515_part2,3510,878,1393,42
0.8,experiment,20250519,4179,1279,2632,83
0.8,experiment,20250612_24hpf_ctrl_atf6,97,0,94,1
0.8,experiment,20250612_24hpf_wfs1_ctcf,96,1,92,4
0.8,experiment,20250612_30hpf_ctrl_atf6,97,7,86,14
0.8,experiment,20250612_30hpf_wfs1_ctcf,97,6,88,14
0.8,experiment,20250612_36hpf_ctrl_atf6,102,7,88,7
0.8,experiment,20250612_36hpf_wfs1_ctcf,97,7,88,16
0.8,experiment,20250622_chem_28C_T00_1425,91,9,79,3
0.8,experiment,20250622_chem_28C_T01_1658,86,6,78,6
0.8,experiment,20250622_chem_34C_T00_1256,78,1,75,2
0.8,experiment,20250622_chem_34C_T01_1632,79,3,73,4
0.8,experiment,20250624_chem02_28C_T00_1356,104,28,68,11
0.8,experiment,20250624_chem02_28C_T01_1808,97,30,60,15
0.8,experiment,20250624_chem02_34C_T00_1243,78,9,49,11
0.8,experiment,20250624_chem02_34C_T01_1739,75,18,33,11
0.8,experiment,20250624_chem02_35C_T00_1216,81,13,57,8
0.8,experiment,20250624_chem02_35C_T01_1711,84,36,34,5
0.8,experiment,20250625_chem02_28C_T02_1332,96,19,48,2
0.8,experiment,20250625_chem02_34C_T02_1301,82,36,27,4
0.8,experiment,20250625_chem02_35C_T02_1228,84,58,15,1
0.8,experiment,20250703_chem3_28C_T00_1325,61,0,53,0
0.8,experiment,20250703_chem3_34C_T00_1131,58,0,54,0
0.8,experiment,20250703_chem3_34C_T01_1457,59,0,50,0
0.8,experiment,20250703_chem3_35C_T00_1101,65,0,54,0
0.8,experiment,20250703_chem3_35C_T01_1437,58,0,50,0
0.8,experiment,20250711,19723,4423,10474,55
0.8,experiment,20250716_chem4_28C_T00_1158,87,5,76,1
0.8,experiment,20250716_chem4_28C_T01_1400,94,12,73,6
0.8,experiment,20250716_chem4_34C_T00_1014,94,8,85,0
0.8,experiment,20250716_chem4_35C_T00_1045,91,11,77,1
0.8,experiment,20250721_chem5_28C_T00_1257,107,12,92,0
0.8,experiment,20250721_chem5_28C_T01_1401,107,12,93,0
0.8,experiment,20250721_chem5_35C_T00_1023,108,14,89,0
0.8,experiment,20250912,15572,10030,2863,85
0.8,experiment,20251017_part1,6794,676,4056,153
0.8,experiment,20251017_part2,7559,1820,2403,105
0.8,experiment,20251020,5216,2661,1147,23
0.8,experiment,20251112,6991,1847,3481,63
0.8,experiment,20251119,10440,6039,3642,165
0.8,experiment,20251121,20857,4238,7063,41
0.8,experiment,20251125,21934,7520,8576,345
0.8,experiment,20251205,12291,1965,6307,272
0.8,experiment,20251207_pbx,14760,2462,7564,324
0.8,experiment,20251212,11437,2738,4820,176
0.8,experiment,20260122,20098,3689,9497,240
0.8,experiment,20260202,16943,5941,6348,200
0.8,experiment,20260206,14700,1058,11921,200
0.8,experiment,20260208,31680,23224,6687,313
0.8,experiment,20260210,15892,1377,9432,432
0.8,experiment,20260213,29010,17738,2940,120
0.8,experiment,20260219,31713,17070,7393,370
0.8,experiment,20260228,17012,4006,9258,575
0.8,experiment,20260304,37409,15885,6326,198
0.8,experiment,20260306,26979,10690,6622,245
0.8,experiment,20260319,10269,1738,2632,45
0.8,experiment,20260319_cilia_crispant_18hpf,92,1,55,0
0.8,experiment,20260319_cilia_crispant_24hpf,99,1,69,0
0.8,experiment,20260319_cilia_crispant_30hpf,102,3,80,0
0.8,experiment,20260324_cep290_24hpf_plate01,101,2,91,0
0.8,experiment,20260324_cep290_24hpf_plate02,101,3,74,0
0.8,experiment,20260324_cep290_30hpf_plate01,98,3,91,0
0.8,experiment,20260324_cep290_30hpf_plate02,72,9,55,0
0.8,experiment,20260331_b9d2_18hpf_plate02,70,2,45,0
0.8,experiment,20260414_b9d2_14hpf_plate01,107,4,97,0
0.8,experiment,20260414_b9d2_30hpf_plate01,106,11,93,0
0.8,experiment,20260414_b9d2_30hpf_plate02,72,6,61,2
0.8,experiment,20260415_b9d2_30to48hpf_plate01_t02,109,12,92,1
0.8,experiment,20260415_b9d2_30to48hpf_plate02_t02,58,5,46,4
0.8,experiment,20260415_cep290_18hpf_plate03,81,13,44,2
0.8,experiment,20260415_cep290_30to48hpf_plate02_t01,93,9,52,1
0.8,experiment,20260416_cep290_30to48hpf_plate01_t02,109,13,92,3
0.8,experiment,20260416_cep290_30to48hpf_plate02_t02,70,13,49,0
0.8,experiment,20260417_irx_pilot,4968,246,3718,107
0.8,experiment,20260418_irx_pilot,15251,7826,6017,1627
0.8,experiment,20260702_hotchem_24hpf_plate01,104,9,91,2
0.8,experiment,20260702_hotchem_24hpf_plate02,117,12,94,0
0.8,experiment,20260702_hotchem_30hpf_plate01,124,18,91,12
0.8,experiment,20260702_hotchem_30hpf_plate02,107,10,86,8
0.8,experiment,20260702_hotchem_36hpf_plate01,101,3,93,9
0.8,experiment,20260702_hotchem_36hpf_plate02,99,4,93,6
0.8,experiment,20260724_hotfish_24hpf_plate01,102,0,98,0
0.8,experiment,20260724_hotfish_30hpf_plate01,98,0,92,0
0.8,experiment,20260724_hotfish_36hpf_plate01,101,0,92,0
0.8,nominal_stage_bin,18-<24,46905,11083,17359,736
0.8,nominal_stage_bin,24-<36,107676,38702,37629,2120
0.8,nominal_stage_bin,36-<48,91759,43185,30064,1045
0.8,nominal_stage_bin,48-<72,123516,55028,41858,2178
0.8,nominal_stage_bin,<18,45665,2733,35763,457
0.8,nominal_stage_bin,>=72,115483,35396,29094,849
0.8,nominal_stage_bin,unavailable,898,0,737,0
0.8,genotype_raw,H2B-mScarlet,5460,709,3061,60
0.8,genotype_raw,ab,13478,2462,6654,238
0.8,genotype_raw,ab-ctrl-inj,17,1,16,0
0.8,genotype_raw,ab-lmx1b,32,0,29,0
0.8,genotype_raw,ab_inj_ctrl,4137,1390,798,17
0.8,genotype_raw,atf6,151,8,132,16
0.8,genotype_raw,b9d2_het,203,18,177,2
0.8,genotype_raw,b9d2_heterozygous,37280,8133,15696,420
0.8,genotype_raw,b9d2_homo,94,6,81,0
0.8,genotype_raw,b9d2_homozygous,19055,2605,8505,76
0.8,genotype_raw,b9d2_unknown,18501,7317,3762,95
0.8,genotype_raw,b9d2_wildtype,22078,4926,8264,245
0.8,genotype_raw,b9d2_wt,72,6,64,2
0.8,genotype_raw,cep290_crispant,13589,2626,6470,184
0.8,genotype_raw,cep290_het,301,29,248,3
0.8,genotype_raw,cep290_heterozygous,44838,18463,15751,788
0.8,genotype_raw,cep290_homo,119,12,95,1
0.8,genotype_raw,cep290_homozygous,20832,4825,10740,119
0.8,genotype_raw,cep290_homozyous,6601,304,4933,39
0.8,genotype_raw,cep290_unknown,35836,18837,8293,528
0.8,genotype_raw,cep290_unkown,16825,11560,2720,76
0.8,genotype_raw,cep290_wildtype,26022,8893,9933,428
0.8,genotype_raw,cep290_wt,147,16,113,0
0.8,genotype_raw,crispr-inj-ctrl,1060,179,345,25
0.8,genotype_raw,crispr-pbx1,3979,1087,1493,113
0.8,genotype_raw,crispr-pbx1+4,4880,421,2956,113
0.8,genotype_raw,crispr-pbx4,4841,775,2770,73
0.8,genotype_raw,ctcf,146,7,135,17
0.8,genotype_raw,ctrl-inj,52,1,46,0
0.8,genotype_raw,foxj1a_crispant,2945,1158,931,35
0.8,genotype_raw,gdf3,6313,1275,4354,89
0.8,genotype_raw,if88_ift74_crispant,2698,1133,863,25
0.8,genotype_raw,ift88_crispant,2612,856,1163,80
0.8,genotype_raw,inj-ctrl,1756,93,1430,14
0.8,genotype_raw,irx3a_crispant,1785,226,1410,180
0.8,genotype_raw,irx3a_irx5a_crispant,3313,1686,1200,302
0.8,genotype_raw,irx3a_irx5a_irx6a_crispant,3096,1838,999,264
0.8,genotype_raw,irx3a_irx6a_crispant,3472,2041,1018,256
0.8,genotype_raw,irx5a_crispant,1836,386,1154,162
0.8,genotype_raw,irx5a_irx6a_crispant,3384,1669,1257,408
0.8,genotype_raw,irx6a_crispant,1758,139,1439,154
0.8,genotype_raw,meox1,25,1,24,0
0.8,genotype_raw,meox1:sox1,26,4,22,0
0.8,genotype_raw,meox1:tbx5a,26,2,21,0
0.8,genotype_raw,nfatc1,8,0,6,0
0.8,genotype_raw,nfatc:gata2a,8,0,8,0
0.8,genotype_raw,pbx1b_crispant,13796,5960,2047,94
0.8,genotype_raw,pbx1b_pbx4_crispant,20347,8771,5703,121
0.8,genotype_raw,pbx4_crispant,13974,5579,3089,93
0.8,genotype_raw,scospondin_crispant,6136,2079,2572,38
0.8,genotype_raw,smad5,24,0,24,0
0.8,genotype_raw,smyda:smydb,25,2,23,0
0.8,genotype_raw,sox10,27,2,22,0
0.8,genotype_raw,sox10:tbx5a,26,2,23,0
0.8,genotype_raw,sspo_crispant,36,0,34,0
0.8,genotype_raw,tbx2b,18,2,14,1
0.8,genotype_raw,tbx2b:tbx2a,16,0,15,0
0.8,genotype_raw,tbx5a,25,1,23,0
0.8,genotype_raw,tbx6,25,1,21,0
0.8,genotype_raw,tbxta,8,0,8,0
0.8,genotype_raw,tfap2a_cispant,2205,431,669,25
0.8,genotype_raw,tfap2a_crispant,1390,849,156,4
0.8,genotype_raw,tfap2a_tfap2b_cispant,1260,207,338,9
0.8,genotype_raw,tfap2a_tfap2b_crispant,1598,1189,145,0
0.8,genotype_raw,tfap2a_tfap2c_crispant,5765,3879,416,30
0.8,genotype_raw,tfap2a_tfap2d_crispant,3215,2314,256,4
0.8,genotype_raw,tfap2a_tfap2e_crispant,4937,2744,418,2
0.8,genotype_raw,tfap2b_crispant,1365,234,384,2
0.8,genotype_raw,tfap2b_tfap2c_crispant,3496,2058,299,16
0.8,genotype_raw,tfap2b_tfap2d_crispant,5418,3305,608,21
0.8,genotype_raw,tfap2c_crispant,1365,154,286,2
0.8,genotype_raw,tfap2d_crispant,840,133,213,2
0.8,genotype_raw,tfap2e_crispant,1239,330,331,2
0.8,genotype_raw,tmem67_heterozygote,6802,920,4012,27
0.8,genotype_raw,tmem67_heterozygous,9466,2457,4361,288
0.8,genotype_raw,tmem67_homozygous,13286,2616,8172,145
0.8,genotype_raw,tmem67_unknown,228,138,33,2
0.8,genotype_raw,tmem67_wildtype,13651,5185,5105,233
0.8,genotype_raw,unavailable,327,0,178,0
0.8,genotype_raw,uncertain,31,6,18,2
0.8,genotype_raw,wfs1a-wfs1b,144,7,133,17
0.8,genotype_raw,wik,31861,10154,15804,338
0.8,genotype_raw,wik-ab,24223,13610,3879,149
0.8,genotype_raw,wik-ab_inj_ctrl,7620,2685,1093,71
0.8,chem_perturbation_raw,DMSO_6,279,23,223,0
0.8,chem_perturbation_raw,Fgf_025,1032,169,630,2
0.8,chem_perturbation_raw,Fgf_050,905,360,272,9
0.8,chem_perturbation_raw,Fgf_075,1376,348,670,6
0.8,chem_perturbation_raw,Fgf_100,2153,566,933,44
0.8,chem_perturbation_raw,Fgf_150,1214,468,274,3
0.8,chem_perturbation_raw,Shh_025,442,54,186,0
0.8,chem_perturbation_raw,Shh_050,1035,248,494,9
0.8,chem_perturbation_raw,Shh_075,974,157,522,1
0.8,chem_perturbation_raw,Shh_100,797,46,567,7
0.8,chem_perturbation_raw,bmp_i_11,26,2,23,0
0.8,chem_perturbation_raw,bmp_i_12,25,2,23,0
0.8,chem_perturbation_raw,bmp_i_13,225,42,168,18
0.8,chem_perturbation_raw,bmp_i_13_13,9,1,8,0
0.8,chem_perturbation_raw,bmp_i_14,31,9,21,0
0.8,chem_perturbation_raw,dmso,211,13,184,2
0.8,chem_perturbation_raw,ethanol_ctrl,1061,138,519,33
0.8,chem_perturbation_raw,fgf_i_13,113,59,46,17
0.8,chem_perturbation_raw,hsp90,216,22,181,3
0.8,chem_perturbation_raw,hsp90_i_6,188,32,127,0
0.8,chem_perturbation_raw,mTOR_i_6,183,41,125,19
0.8,chem_perturbation_raw,mTor,225,21,183,32
0.8,chem_perturbation_raw,nfkb_i_6,86,17,46,3
0.8,chem_perturbation_raw,notch_i_6,72,15,49,0
0.8,chem_perturbation_raw,pi3k_hi_i_6,43,0,36,0
0.8,chem_perturbation_raw,pi3k_i_6,8,4,0,0
0.8,chem_perturbation_raw,pi3k_lo_i_6,44,0,32,0
0.8,chem_perturbation_raw,ra_hi_i_6,44,0,40,0
0.8,chem_perturbation_raw,ra_i_6,70,19,47,5
0.8,chem_perturbation_raw,ra_lo_i_6,43,0,41,0
0.8,chem_perturbation_raw,shh_i_6,113,7,93,1
0.8,chem_perturbation_raw,sphase_i_13,37,4,26,1
0.8,chem_perturbation_raw,tgfb_hi_i_6,43,0,39,0
0.8,chem_perturbation_raw,tgfb_i_13,70,15,43,7
0.8,chem_perturbation_raw,tgfb_lo_i_6,40,0,38,0
0.8,chem_perturbation_raw,tri_0,1582,921,133,7
0.8,chem_perturbation_raw,tri_1-15,1469,1092,252,6
0.8,chem_perturbation_raw,tri_1-20,2486,1878,338,5
0.8,chem_perturbation_raw,tri_1-25,2471,1411,486,8
0.8,chem_perturbation_raw,tri_1-30,2481,1505,520,20
0.8,chem_perturbation_raw,tri_1-35,2711,1884,559,7
0.8,chem_perturbation_raw,tri_1-40,2372,1339,575,32
0.8,chem_perturbation_raw,unavailable,502588,173150,182484,7058
0.8,chem_perturbation_raw,wnt_i_11,26,2,24,0
0.8,chem_perturbation_raw,wnt_i_12,25,1,24,0
0.8,chem_perturbation_raw,wnt_i_13,225,40,170,20
0.8,chem_perturbation_raw,wnt_i_13_13,9,2,6,0
0.8,chem_perturbation_raw,wnt_i_14,24,0,24,0
0.8,temperature_raw,19.0,50,15,25,0
0.8,temperature_raw,22.0,44097,12157,23637,488
0.8,temperature_raw,24.0,264,30,213,63
0.8,temperature_raw,25.0,25,1,8,1
0.8,temperature_raw,28.0,569,56,484,9
0.8,temperature_raw,28.5,21966,8228,11066,1782
0.8,temperature_raw,30.0,462687,165397,155325,4974
0.8,temperature_raw,32.0,190,3,160,3
0.8,temperature_raw,33.5,27,3,7,0
0.8,temperature_raw,34.0,794,87,623,42
0.8,temperature_raw,34.2,89,0,87,0
0.8,temperature_raw,34.4,9,0,7,0
0.8,temperature_raw,35.0,777,150,548,23
0.8,temperature_raw,35.1,50,0,48,0
0.8,temperature_raw,unavailable,308,0,266,0
0.8,source_scope,unavailable,531902,186127,192504,7385
0.8,calibration_status,unavailable,531902,186127,192504,7385
0.8,segmentation_backend,sam2_video,20316,8072,9829,1735
0.8,segmentation_backend,unavailable,511586,178055,182675,5650
0.8,snapshot_time_series_declared,unavailable,531902,186127,192504,7385
0.8,applicability,exclusion,531004,186127,191767,7385
0.8,applicability,not_applicable,898,0,737,0
0.85,experiment,20230531,7846,2626,4076,32
0.85,experiment,20230602,8998,4011,3496,49
0.85,experiment,20230613,5421,1313,3641,30
0.85,experiment,20230615,4216,932,2797,30
0.85,experiment,20230620,5460,777,3034,33
0.85,experiment,20230622,3582,796,1923,17
0.85,experiment,20230627,4193,839,2883,52
0.85,experiment,20230629,3918,1556,1137,12
0.85,experiment,20240509_18ss,25,1,24,0
0.85,experiment,20240509_24hpf,32,0,29,0
0.85,experiment,20240510,59,0,57,0
0.85,experiment,20240717,68,5,56,0
0.85,experiment,20240718,99,1,93,0
0.85,experiment,20240724,56,0,56,0
0.85,experiment,20240725,64,7,53,0
0.85,experiment,20240726,60,6,49,0
0.85,experiment,20240813_24hpf,48,0,0,0
0.85,experiment,20240813_30hpf,50,10,0,0
0.85,experiment,20240813_36hpf,50,10,39,1
0.85,experiment,20250501,24718,2944,2320,1
0.85,experiment,20250512,24569,11679,7136,28
0.85,experiment,20250515_part2,3510,938,1369,18
0.85,experiment,20250519,4179,1347,2583,34
0.85,experiment,20250612_24hpf_ctrl_atf6,97,1,93,0
0.85,experiment,20250612_24hpf_wfs1_ctcf,96,2,91,3
0.85,experiment,20250612_30hpf_ctrl_atf6,97,11,82,10
0.85,experiment,20250612_30hpf_wfs1_ctcf,97,14,80,6
0.85,experiment,20250612_36hpf_ctrl_atf6,102,13,83,2
0.85,experiment,20250612_36hpf_wfs1_ctcf,97,15,80,8
0.85,experiment,20250622_chem_28C_T00_1425,91,10,78,2
0.85,experiment,20250622_chem_28C_T01_1658,86,7,77,5
0.85,experiment,20250622_chem_34C_T00_1256,78,1,75,2
0.85,experiment,20250622_chem_34C_T01_1632,79,4,72,3
0.85,experiment,20250624_chem02_28C_T00_1356,104,34,62,5
0.85,experiment,20250624_chem02_28C_T01_1808,97,39,51,6
0.85,experiment,20250624_chem02_34C_T00_1243,78,15,43,5
0.85,experiment,20250624_chem02_34C_T01_1739,75,24,27,5
0.85,experiment,20250624_chem02_35C_T00_1216,81,20,53,4
0.85,experiment,20250624_chem02_35C_T01_1711,84,40,31,2
0.85,experiment,20250625_chem02_28C_T02_1332,96,20,47,1
0.85,experiment,20250625_chem02_34C_T02_1301,82,41,24,1
0.85,experiment,20250625_chem02_35C_T02_1228,84,59,15,1
0.85,experiment,20250703_chem3_28C_T00_1325,61,0,53,0
0.85,experiment,20250703_chem3_34C_T00_1131,58,0,54,0
0.85,experiment,20250703_chem3_34C_T01_1457,59,0,50,0
0.85,experiment,20250703_chem3_35C_T00_1101,65,0,54,0
0.85,experiment,20250703_chem3_35C_T01_1437,58,0,50,0
0.85,experiment,20250711,19723,4611,10440,21
0.85,experiment,20250716_chem4_28C_T00_1158,87,5,76,1
0.85,experiment,20250716_chem4_28C_T01_1400,94,13,72,5
0.85,experiment,20250716_chem4_34C_T00_1014,94,8,85,0
0.85,experiment,20250716_chem4_35C_T00_1045,91,12,76,0
0.85,experiment,20250721_chem5_28C_T00_1257,107,12,92,0
0.85,experiment,20250721_chem5_28C_T01_1401,107,12,93,0
0.85,experiment,20250721_chem5_35C_T00_1023,108,14,89,0
0.85,experiment,20250912,15572,10419,2810,32
0.85,experiment,20251017_part1,6794,826,3983,80
0.85,experiment,20251017_part2,7559,2039,2371,73
0.85,experiment,20251020,5216,2764,1139,15
0.85,experiment,20251112,6991,1917,3454,36
0.85,experiment,20251119,10440,6268,3544,67
0.85,experiment,20251121,20857,4617,7049,27
0.85,experiment,20251125,21934,8050,8397,166
0.85,experiment,20251205,12291,2305,6202,167
0.85,experiment,20251207_pbx,14760,3154,7400,160
0.85,experiment,20251212,11437,2943,4722,78
0.85,experiment,20260122,20098,4116,9425,168
0.85,experiment,20260202,16943,6261,6260,112
0.85,experiment,20260206,14700,1284,11848,127
0.85,experiment,20260208,31680,23508,6561,187
0.85,experiment,20260210,15892,2355,9234,234
0.85,experiment,20260213,29010,18168,2894,74
0.85,experiment,20260219,31713,17925,7241,218
0.85,experiment,20260228,17012,4571,9055,372
0.85,experiment,20260304,37409,16973,6262,134
0.85,experiment,20260306,26979,12019,6557,180
0.85,experiment,20260319,10269,1961,2612,25
0.85,experiment,20260319_cilia_crispant_18hpf,92,1,55,0
0.85,experiment,20260319_cilia_crispant_24hpf,99,3,69,0
0.85,experiment,20260319_cilia_crispant_30hpf,102,3,80,0
0.85,experiment,20260324_cep290_24hpf_plate01,101,4,91,0
0.85,experiment,20260324_cep290_24hpf_plate02,101,5,74,0
0.85,experiment,20260324_cep290_30hpf_plate01,98,3,91,0
0.85,experiment,20260324_cep290_30hpf_plate02,72,9,55,0
0.85,experiment,20260331_b9d2_18hpf_plate02,70,2,45,0
0.85,experiment,20260414_b9d2_14hpf_plate01,107,4,97,0
0.85,experiment,20260414_b9d2_30hpf_plate01,106,11,93,0
0.85,experiment,20260414_b9d2_30hpf_plate02,72,7,60,1
0.85,experiment,20260415_b9d2_30to48hpf_plate01_t02,109,13,91,0
0.85,experiment,20260415_b9d2_30to48hpf_plate02_t02,58,8,44,2
0.85,experiment,20260415_cep290_18hpf_plate03,81,14,43,1
0.85,experiment,20260415_cep290_30to48hpf_plate02_t01,93,9,52,1
0.85,experiment,20260416_cep290_30to48hpf_plate01_t02,109,16,90,1
0.85,experiment,20260416_cep290_30to48hpf_plate02_t02,70,13,49,0
0.85,experiment,20260417_irx_pilot,4968,311,3686,75
0.85,experiment,20260418_irx_pilot,15251,8758,5339,949
0.85,experiment,20260702_hotchem_24hpf_plate01,104,10,90,1
0.85,experiment,20260702_hotchem_24hpf_plate02,117,12,94,0
0.85,experiment,20260702_hotchem_30hpf_plate01,124,22,87,8
0.85,experiment,20260702_hotchem_30hpf_plate02,107,11,86,8
0.85,experiment,20260702_hotchem_36hpf_plate01,101,9,87,3
0.85,experiment,20260702_hotchem_36hpf_plate02,99,8,89,2
0.85,experiment,20260724_hotfish_24hpf_plate01,102,0,98,0
0.85,experiment,20260724_hotfish_30hpf_plate01,98,0,92,0
0.85,experiment,20260724_hotfish_36hpf_plate01,101,0,92,0
0.85,nominal_stage_bin,18-<24,46905,12183,16988,365
0.85,nominal_stage_bin,24-<36,107676,40982,36707,1198
0.85,nominal_stage_bin,36-<48,91759,44782,29606,587
0.85,nominal_stage_bin,48-<72,123516,58297,40923,1243
0.85,nominal_stage_bin,<18,45665,3084,35601,295
0.85,nominal_stage_bin,>=72,115483,39236,28776,531
0.85,nominal_stage_bin,unavailable,898,0,737,0
0.85,genotype_raw,H2B-mScarlet,5460,777,3034,33
0.85,genotype_raw,ab,13478,2768,6565,149
0.85,genotype_raw,ab-ctrl-inj,17,1,16,0
0.85,genotype_raw,ab-lmx1b,32,0,29,0
0.85,genotype_raw,ab_inj_ctrl,4137,1475,789,8
0.85,genotype_raw,atf6,151,16,125,9
0.85,genotype_raw,b9d2_het,203,19,176,1
0.85,genotype_raw,b9d2_heterozygous,37280,8763,15479,203
0.85,genotype_raw,b9d2_homo,94,6,81,0
0.85,genotype_raw,b9d2_homozygous,19055,2832,8475,46
0.85,genotype_raw,b9d2_unknown,18501,7683,3721,54
0.85,genotype_raw,b9d2_wildtype,22078,5239,8139,120
0.85,genotype_raw,b9d2_wt,72,8,62,0
0.85,genotype_raw,cep290_crispant,13589,2888,6415,129
0.85,genotype_raw,cep290_het,301,33,246,1
0.85,genotype_raw,cep290_heterozygous,44838,19432,15346,383
0.85,genotype_raw,cep290_homo,119,14,95,1
0.85,genotype_raw,cep290_homozygous,20832,4985,10686,65
0.85,genotype_raw,cep290_homozyous,6601,449,4917,23
0.85,genotype_raw,cep290_unknown,35836,19843,8107,342
0.85,genotype_raw,cep290_unkown,16825,11715,2706,62
0.85,genotype_raw,cep290_wildtype,26022,9736,9727,222
0.85,genotype_raw,cep290_wt,147,16,113,0
0.85,genotype_raw,crispr-inj-ctrl,1060,314,335,15
0.85,genotype_raw,crispr-pbx1,3979,1384,1447,67
0.85,genotype_raw,crispr-pbx1+4,4880,563,2882,39
0.85,genotype_raw,crispr-pbx4,4841,893,2736,39
0.85,genotype_raw,ctcf,146,16,126,8
0.85,genotype_raw,ctrl-inj,52,1,46,0
0.85,genotype_raw,foxj1a_crispant,2945,1235,909,13
0.85,genotype_raw,gdf3,6313,1360,4310,45
0.85,genotype_raw,if88_ift74_crispant,2698,1194,851,13
0.85,genotype_raw,ift88_crispant,2612,908,1136,53
0.85,genotype_raw,inj-ctrl,1756,104,1423,7
0.85,genotype_raw,irx3a_crispant,1785,302,1340,110
