stratum,stratum_value,row_count,physical_embryo_count,sa_outlier_rows,too_small_rows,too_large_rows,current_use_snip_rows,mean_normalized_boundary_margin,sa_outlier_fraction,too_small_fraction,too_large_fraction
perturbation,"her1,her7",24,24,0,0,0,24,0.31691567619214994,0.0,0.0,0.0
perturbation,her7,24,24,0,0,0,24,0.32746674167733153,0.0,0.0,0.0
perturbation,prdm1a,16,16,0,0,0,16,0.27368952587675943,0.0,0.0,0.0
perturbation,zeb1a,16,16,0,0,0,16,0.19330356587815972,0.0,0.0,0.0
perturbation,"zeb1a,zeb1b",16,16,0,0,0,16,0.16051414648376083,0.0,0.0,0.0
perturbation,zeb1b,16,16,0,0,0,16,0.23441109318973008,0.0,0.0,0.0
perturbation,zeb2a,16,16,0,0,0,16,0.2782399761739664,0.0,0.0,0.0
perturbation,"zeb2a,zeb2b",16,16,0,0,0,16,0.225865075440115,0.0,0.0,0.0
perturbation,zeb2b,16,16,0,0,0,16,0.26652085323403907,0.0,0.0,0.0
perturbation,"meis1a,1b",8,8,0,0,0,8,0.4110712767764243,0.0,0.0,0.0
perturbation,"meis2a,2b",8,8,0,0,0,8,0.4194380945132159,0.0,0.0,0.0
perturbation,meis1a,8,8,0,0,0,8,0.44776962824214234,0.0,0.0,0.0
perturbation,meis1b,8,8,0,0,0,8,0.3765416256622703,0.0,0.0,0.0
perturbation,meis2a,8,8,0,0,0,8,0.4291287557168398,0.0,0.0,0.0
perturbation,meis2b,8,8,0,0,0,8,0.4315900789697861,0.0,0.0,0.0
perturbation_domain,chemical,1464,1464,220,208,12,1464,0.1879166674783151,0.15027322404371585,0.14207650273224043,0.00819672131147541
perturbation_domain,genetic,288,288,3,3,0,288,0.29533572431843386,0.010416666666666666,0.010416666666666666,0.0
control_status,unavailable,1752,1752,223,211,12,1752,0.20557459463011543,0.12728310502283105,0.1204337899543379,0.00684931506849315
incubation_temperature_c,28.5,1752,1752,223,211,12,1752,0.20557459463011543,0.12728310502283105,0.1204337899543379,0.00684931506849315
source_scope_resolved,seahub,1752,1752,223,211,12,1752,0.20557459463011543,0.12728310502283105,0.1204337899543379,0.00684931506849315
calibration_status_resolved,placeholder,1752,1752,223,211,12,1752,0.20557459463011543,0.12728310502283105,0.1204337899543379,0.00684931506849315
calibration_method_resolved,strict_wt_p50_over_fov_median_mask_area,1752,1752,223,211,12,1752,0.20557459463011543,0.12728310502283105,0.1204337899543379,0.00684931506849315
segmentation_backend,sam2_image_precomputed,1752,1752,223,211,12,1752,0.20557459463011543,0.12728310502283105,0.1204337899543379,0.00684931506849315
segmentation_model_id,sam2.1_hiera_large:seahub_source_fov,1752,1752,223,211,12,1752,0.20557459463011543,0.12728310502283105,0.1204337899543379,0.00684931506849315
acquisition_mode,snapshot,1752,1752,223,211,12,1752,0.20557459463011543,0.12728310502283105,0.1204337899543379,0.00684931506849315
surface_area_qc_applicability,diagnostic_only,1752,1752,223,211,12,1752,0.20557459463011543,0.12728310502283105,0.1204337899543379,0.00684931506849315
