policy,dimension,stratum,rows,eligible_rows,row_recovery_vs_strict,row_loss_vs_strict
lower_diagnostic_upper_strict,experiment,20260417_irx_pilot,4968,3786,175,0
lower_diagnostic_upper_strict,experiment,20260418_irx_pilot,15251,7074,2684,0
lower_diagnostic_upper_strict,experiment,20260702_hotchem_24hpf_plate01,104,93,4,0
lower_diagnostic_upper_strict,experiment,20260702_hotchem_24hpf_plate02,117,98,4,0
lower_diagnostic_upper_strict,experiment,20260702_hotchem_30hpf_plate01,124,95,16,0
lower_diagnostic_upper_strict,experiment,20260702_hotchem_30hpf_plate02,107,88,10,0
lower_diagnostic_upper_strict,experiment,20260702_hotchem_36hpf_plate01,101,94,10,0
lower_diagnostic_upper_strict,experiment,20260702_hotchem_36hpf_plate02,99,94,7,0
lower_diagnostic_upper_strict,experiment,20260724_hotfish_24hpf_plate01,102,98,0,0
lower_diagnostic_upper_strict,experiment,20260724_hotfish_30hpf_plate01,98,92,0,0
lower_diagnostic_upper_strict,experiment,20260724_hotfish_36hpf_plate01,101,92,0,0
lower_diagnostic_upper_strict,nominal_stage_bin,18-<24,46905,20785,4162,0
lower_diagnostic_upper_strict,nominal_stage_bin,24-<36,107676,50033,14524,0
lower_diagnostic_upper_strict,nominal_stage_bin,36-<48,91759,43102,14083,0
lower_diagnostic_upper_strict,nominal_stage_bin,48-<72,123516,49507,9827,0
lower_diagnostic_upper_strict,nominal_stage_bin,<18,45665,36799,1493,0
lower_diagnostic_upper_strict,nominal_stage_bin,>=72,115483,34925,6680,0
lower_diagnostic_upper_strict,nominal_stage_bin,unavailable,898,737,0,0
lower_diagnostic_upper_strict,genotype_raw,H2B-mScarlet,5460,3408,407,0
lower_diagnostic_upper_strict,genotype_raw,ab,13478,7193,777,0
lower_diagnostic_upper_strict,genotype_raw,ab-ctrl-inj,17,17,1,0
lower_diagnostic_upper_strict,genotype_raw,ab-lmx1b,32,29,0,0
lower_diagnostic_upper_strict,genotype_raw,ab_inj_ctrl,4137,973,192,0
lower_diagnostic_upper_strict,genotype_raw,atf6,151,137,21,0
lower_diagnostic_upper_strict,genotype_raw,b9d2_het,203,184,9,0
lower_diagnostic_upper_strict,genotype_raw,b9d2_heterozygous,37280,19456,4180,0
lower_diagnostic_upper_strict,genotype_raw,b9d2_homo,94,84,3,0
lower_diagnostic_upper_strict,genotype_raw,b9d2_homozygous,19055,10059,1630,0
lower_diagnostic_upper_strict,genotype_raw,b9d2_unknown,18501,4664,997,0
lower_diagnostic_upper_strict,genotype_raw,b9d2_wildtype,22078,10677,2658,0
lower_diagnostic_upper_strict,genotype_raw,b9d2_wt,72,67,5,0
lower_diagnostic_upper_strict,genotype_raw,cep290_crispant,13589,7132,846,0
lower_diagnostic_upper_strict,genotype_raw,cep290_het,301,257,12,0
lower_diagnostic_upper_strict,genotype_raw,cep290_heterozygous,44838,24246,9283,0
lower_diagnostic_upper_strict,genotype_raw,cep290_homo,119,97,3,0
lower_diagnostic_upper_strict,genotype_raw,cep290_homozygous,20832,13170,2549,0
lower_diagnostic_upper_strict,genotype_raw,cep290_homozyous,6601,4954,60,0
lower_diagnostic_upper_strict,genotype_raw,cep290_unknown,35836,11063,3298,0
lower_diagnostic_upper_strict,genotype_raw,cep290_unkown,16825,4878,2234,0
lower_diagnostic_upper_strict,genotype_raw,cep290_wildtype,26022,13549,4044,0
lower_diagnostic_upper_strict,genotype_raw,cep290_wt,147,115,2,0
lower_diagnostic_upper_strict,genotype_raw,crispr-inj-ctrl,1060,346,26,0
lower_diagnostic_upper_strict,genotype_raw,crispr-pbx1,3979,1532,152,0
lower_diagnostic_upper_strict,genotype_raw,crispr-pbx1+4,4880,3134,291,0
lower_diagnostic_upper_strict,genotype_raw,crispr-pbx4,4841,2790,93,0
lower_diagnostic_upper_strict,genotype_raw,ctcf,146,140,22,0
lower_diagnostic_upper_strict,genotype_raw,ctrl-inj,52,46,0,0
lower_diagnostic_upper_strict,genotype_raw,foxj1a_crispant,2945,1374,478,0
lower_diagnostic_upper_strict,genotype_raw,gdf3,6313,4676,411,0
lower_diagnostic_upper_strict,genotype_raw,if88_ift74_crispant,2698,1192,354,0
lower_diagnostic_upper_strict,genotype_raw,ift88_crispant,2612,1422,339,0
lower_diagnostic_upper_strict,genotype_raw,inj-ctrl,1756,1446,30,0
lower_diagnostic_upper_strict,genotype_raw,irx3a_crispant,1785,1508,278,0
lower_diagnostic_upper_strict,genotype_raw,irx3a_irx5a_crispant,3313,1317,419,0
lower_diagnostic_upper_strict,genotype_raw,irx3a_irx5a_irx6a_crispant,3096,1402,667,0
lower_diagnostic_upper_strict,genotype_raw,irx3a_irx6a_crispant,3472,1348,586,0
lower_diagnostic_upper_strict,genotype_raw,irx5a_crispant,1836,1187,195,0
lower_diagnostic_upper_strict,genotype_raw,irx5a_irx6a_crispant,3384,1372,523,0
lower_diagnostic_upper_strict,genotype_raw,irx6a_crispant,1758,1456,171,0
lower_diagnostic_upper_strict,genotype_raw,meox1,25,24,0,0
lower_diagnostic_upper_strict,genotype_raw,meox1:sox1,26,23,1,0
lower_diagnostic_upper_strict,genotype_raw,meox1:tbx5a,26,21,0,0
lower_diagnostic_upper_strict,genotype_raw,nfatc1,8,6,0,0
lower_diagnostic_upper_strict,genotype_raw,nfatc:gata2a,8,8,0,0
lower_diagnostic_upper_strict,genotype_raw,pbx1b_crispant,13796,2372,419,0
lower_diagnostic_upper_strict,genotype_raw,pbx1b_pbx4_crispant,20347,6614,1032,0
lower_diagnostic_upper_strict,genotype_raw,pbx4_crispant,13974,3797,801,0
lower_diagnostic_upper_strict,genotype_raw,scospondin_crispant,6136,3759,1225,0
lower_diagnostic_upper_strict,genotype_raw,smad5,24,24,0,0
lower_diagnostic_upper_strict,genotype_raw,smyda:smydb,25,24,1,0
lower_diagnostic_upper_strict,genotype_raw,sox10,27,23,1,0
lower_diagnostic_upper_strict,genotype_raw,sox10:tbx5a,26,23,0,0
lower_diagnostic_upper_strict,genotype_raw,sspo_crispant,36,34,0,0
lower_diagnostic_upper_strict,genotype_raw,tbx2b,18,15,2,0
lower_diagnostic_upper_strict,genotype_raw,tbx2b:tbx2a,16,15,0,0
lower_diagnostic_upper_strict,genotype_raw,tbx5a,25,24,1,0
lower_diagnostic_upper_strict,genotype_raw,tbx6,25,21,0,0
lower_diagnostic_upper_strict,genotype_raw,tbxta,8,8,0,0
lower_diagnostic_upper_strict,genotype_raw,tfap2a_cispant,2205,839,195,0
lower_diagnostic_upper_strict,genotype_raw,tfap2a_crispant,1390,156,4,0
lower_diagnostic_upper_strict,genotype_raw,tfap2a_tfap2b_cispant,1260,367,38,0
lower_diagnostic_upper_strict,genotype_raw,tfap2a_tfap2b_crispant,1598,243,98,0
lower_diagnostic_upper_strict,genotype_raw,tfap2a_tfap2c_crispant,5765,875,489,0
lower_diagnostic_upper_strict,genotype_raw,tfap2a_tfap2d_crispant,3215,280,28,0
lower_diagnostic_upper_strict,genotype_raw,tfap2a_tfap2e_crispant,4937,566,150,0
lower_diagnostic_upper_strict,genotype_raw,tfap2b_crispant,1365,502,120,0
lower_diagnostic_upper_strict,genotype_raw,tfap2b_tfap2c_crispant,3496,577,294,0
lower_diagnostic_upper_strict,genotype_raw,tfap2b_tfap2d_crispant,5418,675,88,0
lower_diagnostic_upper_strict,genotype_raw,tfap2c_crispant,1365,294,10,0
lower_diagnostic_upper_strict,genotype_raw,tfap2d_crispant,840,222,11,0
lower_diagnostic_upper_strict,genotype_raw,tfap2e_crispant,1239,362,33,0
lower_diagnostic_upper_strict,genotype_raw,tmem67_heterozygote,6802,4212,227,0
lower_diagnostic_upper_strict,genotype_raw,tmem67_heterozygous,9466,4752,679,0
lower_diagnostic_upper_strict,genotype_raw,tmem67_homozygous,13286,8824,797,0
lower_diagnostic_upper_strict,genotype_raw,tmem67_unknown,228,34,3,0
lower_diagnostic_upper_strict,genotype_raw,tmem67_wildtype,13651,5593,721,0
lower_diagnostic_upper_strict,genotype_raw,unavailable,327,178,0,0
lower_diagnostic_upper_strict,genotype_raw,uncertain,31,20,4,0
lower_diagnostic_upper_strict,genotype_raw,wfs1a-wfs1b,144,139,23,0
lower_diagnostic_upper_strict,genotype_raw,wik,31861,18512,3046,0
lower_diagnostic_upper_strict,genotype_raw,wik-ab,24223,5090,1360,0
lower_diagnostic_upper_strict,genotype_raw,wik-ab_inj_ctrl,7620,1644,622,0
lower_diagnostic_upper_strict,chem_perturbation_raw,DMSO_6,279,236,13,0
lower_diagnostic_upper_strict,chem_perturbation_raw,Fgf_025,1032,679,51,0
lower_diagnostic_upper_strict,chem_perturbation_raw,Fgf_050,905,297,34,0
lower_diagnostic_upper_strict,chem_perturbation_raw,Fgf_075,1376,726,62,0
lower_diagnostic_upper_strict,chem_perturbation_raw,Fgf_100,2153,1043,154,0
lower_diagnostic_upper_strict,chem_perturbation_raw,Fgf_150,1214,320,49,0
lower_diagnostic_upper_strict,chem_perturbation_raw,Shh_025,442,232,46,0
lower_diagnostic_upper_strict,chem_perturbation_raw,Shh_050,1035,589,104,0
lower_diagnostic_upper_strict,chem_perturbation_raw,Shh_075,974,598,77,0
lower_diagnostic_upper_strict,chem_perturbation_raw,Shh_100,797,567,7,0
lower_diagnostic_upper_strict,chem_perturbation_raw,bmp_i_11,26,24,1,0
lower_diagnostic_upper_strict,chem_perturbation_raw,bmp_i_12,25,23,0,0
lower_diagnostic_upper_strict,chem_perturbation_raw,bmp_i_13,225,182,32,0
lower_diagnostic_upper_strict,chem_perturbation_raw,bmp_i_13_13,9,8,0,0
lower_diagnostic_upper_strict,chem_perturbation_raw,bmp_i_14,31,24,3,0
lower_diagnostic_upper_strict,chem_perturbation_raw,dmso,211,187,5,0
lower_diagnostic_upper_strict,chem_perturbation_raw,ethanol_ctrl,1061,636,150,0
lower_diagnostic_upper_strict,chem_perturbation_raw,fgf_i_13,113,71,42,0
lower_diagnostic_upper_strict,chem_perturbation_raw,hsp90,216,186,8,0
lower_diagnostic_upper_strict,chem_perturbation_raw,hsp90_i_6,188,143,16,0
lower_diagnostic_upper_strict,chem_perturbation_raw,mTOR_i_6,183,138,32,0
lower_diagnostic_upper_strict,chem_perturbation_raw,mTor,225,189,38,0
lower_diagnostic_upper_strict,chem_perturbation_raw,nfkb_i_6,86,52,9,0
lower_diagnostic_upper_strict,chem_perturbation_raw,notch_i_6,72,50,1,0
lower_diagnostic_upper_strict,chem_perturbation_raw,pi3k_hi_i_6,43,36,0,0
lower_diagnostic_upper_strict,chem_perturbation_raw,pi3k_i_6,8,2,2,0
lower_diagnostic_upper_strict,chem_perturbation_raw,pi3k_lo_i_6,44,32,0,0
lower_diagnostic_upper_strict,chem_perturbation_raw,ra_hi_i_6,44,40,0,0
lower_diagnostic_upper_strict,chem_perturbation_raw,ra_i_6,70,54,12,0
lower_diagnostic_upper_strict,chem_perturbation_raw,ra_lo_i_6,43,41,0,0
lower_diagnostic_upper_strict,chem_perturbation_raw,shh_i_6,113,93,1,0
lower_diagnostic_upper_strict,chem_perturbation_raw,sphase_i_13,37,26,1,0
lower_diagnostic_upper_strict,chem_perturbation_raw,tgfb_hi_i_6,43,39,0,0
lower_diagnostic_upper_strict,chem_perturbation_raw,tgfb_i_13,70,49,13,0
lower_diagnostic_upper_strict,chem_perturbation_raw,tgfb_lo_i_6,40,38,0,0
lower_diagnostic_upper_strict,chem_perturbation_raw,tri_0,1582,175,49,0
lower_diagnostic_upper_strict,chem_perturbation_raw,tri_1-15,1469,256,10,0
lower_diagnostic_upper_strict,chem_perturbation_raw,tri_1-20,2486,351,18,0
lower_diagnostic_upper_strict,chem_perturbation_raw,tri_1-25,2471,666,188,0
lower_diagnostic_upper_strict,chem_perturbation_raw,tri_1-30,2481,685,185,0
lower_diagnostic_upper_strict,chem_perturbation_raw,tri_1-35,2711,611,59,0
lower_diagnostic_upper_strict,chem_perturbation_raw,tri_1-40,2372,589,46,0
lower_diagnostic_upper_strict,chem_perturbation_raw,unavailable,502588,224644,49218,0
lower_diagnostic_upper_strict,chem_perturbation_raw,wnt_i_11,26,24,0,0
lower_diagnostic_upper_strict,chem_perturbation_raw,wnt_i_12,25,24,0,0
lower_diagnostic_upper_strict,chem_perturbation_raw,wnt_i_13,225,182,32,0
lower_diagnostic_upper_strict,chem_perturbation_raw,wnt_i_13_13,9,7,1,0
lower_diagnostic_upper_strict,chem_perturbation_raw,wnt_i_14,24,24,0,0
lower_diagnostic_upper_strict,temperature_raw,19.0,50,33,8,0
lower_diagnostic_upper_strict,temperature_raw,22.0,44097,27020,3871,0
lower_diagnostic_upper_strict,temperature_raw,24.0,264,232,82,0
lower_diagnostic_upper_strict,temperature_raw,25.0,25,8,1,0
lower_diagnostic_upper_strict,temperature_raw,28.0,569,497,22,0
lower_diagnostic_upper_strict,temperature_raw,28.5,21966,12262,2978,0
lower_diagnostic_upper_strict,temperature_raw,30.0,462687,194024,43673,0
lower_diagnostic_upper_strict,temperature_raw,32.0,190,160,3,0
lower_diagnostic_upper_strict,temperature_raw,33.5,27,8,1,0
lower_diagnostic_upper_strict,temperature_raw,34.0,794,642,61,0
lower_diagnostic_upper_strict,temperature_raw,34.2,89,87,0,0
lower_diagnostic_upper_strict,temperature_raw,34.4,9,7,0,0
lower_diagnostic_upper_strict,temperature_raw,35.0,777,594,69,0
lower_diagnostic_upper_strict,temperature_raw,35.1,50,48,0,0
lower_diagnostic_upper_strict,temperature_raw,unavailable,308,266,0,0
lower_diagnostic_upper_strict,segmentation_backend,sam2_video,20316,10954,2860,0
lower_diagnostic_upper_strict,segmentation_backend,unavailable,511586,224934,47909,0
lower_diagnostic_upper_strict,applicability,exclusion,531004,235151,50769,0
lower_diagnostic_upper_strict,applicability,not_applicable,898,737,0,0
all_surface_area_diagnostic_only,experiment,20230531,7846,5221,1177,0
all_surface_area_diagnostic_only,experiment,20230602,8998,4061,614,0
all_surface_area_diagnostic_only,experiment,20230613,5421,3978,367,0
all_surface_area_diagnostic_only,experiment,20230615,4216,3293,526,0
all_surface_area_diagnostic_only,experiment,20230620,5460,4114,1113,0
all_surface_area_diagnostic_only,experiment,20230622,3582,2093,187,0
all_surface_area_diagnostic_only,experiment,20230627,4193,3252,421,0
all_surface_area_diagnostic_only,experiment,20230629,3918,1343,218,0
all_surface_area_diagnostic_only,experiment,20240509_18ss,25,25,1,0
all_surface_area_diagnostic_only,experiment,20240509_24hpf,32,29,0,0
all_surface_area_diagnostic_only,experiment,20240510,59,57,0,0
all_surface_area_diagnostic_only,experiment,20240717,68,59,3,0
all_surface_area_diagnostic_only,experiment,20240718,99,93,0,0
all_surface_area_diagnostic_only,experiment,20240724,56,56,0,0
all_surface_area_diagnostic_only,experiment,20240725,64,55,2,0
all_surface_area_diagnostic_only,experiment,20240726,60,52,3,0
all_surface_area_diagnostic_only,experiment,20240813_24hpf,48,0,0,0
all_surface_area_diagnostic_only,experiment,20240813_30hpf,50,0,0,0
all_surface_area_diagnostic_only,experiment,20240813_36hpf,50,48,10,0
all_surface_area_diagnostic_only,experiment,20250501,24718,2898,579,0
all_surface_area_diagnostic_only,experiment,20250512,24569,10074,2966,0
all_surface_area_diagnostic_only,experiment,20250515_part2,3510,1964,613,0
all_surface_area_diagnostic_only,experiment,20250519,4179,3761,1212,0
all_surface_area_diagnostic_only,experiment,20250612_24hpf_ctrl_atf6,97,94,1,0
all_surface_area_diagnostic_only,experiment,20250612_24hpf_wfs1_ctcf,96,92,4,0
all_surface_area_diagnostic_only,experiment,20250612_30hpf_ctrl_atf6,97,92,20,0
all_surface_area_diagnostic_only,experiment,20250612_30hpf_wfs1_ctcf,97,93,19,0
all_surface_area_diagnostic_only,experiment,20250612_36hpf_ctrl_atf6,102,91,10,0
all_surface_area_diagnostic_only,experiment,20250612_36hpf_wfs1_ctcf,97,94,22,0
all_surface_area_diagnostic_only,experiment,20250622_chem_28C_T00_1425,91,82,6,0
all_surface_area_diagnostic_only,experiment,20250622_chem_28C_T01_1658,86,80,8,0
all_surface_area_diagnostic_only,experiment,20250622_chem_34C_T00_1256,78,77,4,0
all_surface_area_diagnostic_only,experiment,20250622_chem_34C_T01_1632,79,74,5,0
all_surface_area_diagnostic_only,experiment,20250624_chem02_28C_T00_1356,104,89,32,0
all_surface_area_diagnostic_only,experiment,20250624_chem02_28C_T01_1808,97,85,40,0
all_surface_area_diagnostic_only,experiment,20250624_chem02_34C_T00_1243,78,52,14,0
all_surface_area_diagnostic_only,experiment,20250624_chem02_34C_T01_1739,75,43,21,0
all_surface_area_diagnostic_only,experiment,20250624_chem02_35C_T00_1216,81,62,13,0
all_surface_area_diagnostic_only,experiment,20250624_chem02_35C_T01_1711,84,53,24,0
all_surface_area_diagnostic_only,experiment,20250625_chem02_28C_T02_1332,96,58,12,0
all_surface_area_diagnostic_only,experiment,20250625_chem02_34C_T02_1301,82,29,6,0
all_surface_area_diagnostic_only,experiment,20250625_chem02_35C_T02_1228,84,23,9,0
all_surface_area_diagnostic_only,experiment,20250703_chem3_28C_T00_1325,61,53,0,0
all_surface_area_diagnostic_only,experiment,20250703_chem3_34C_T00_1131,58,54,0,0
all_surface_area_diagnostic_only,experiment,20250703_chem3_34C_T01_1457,59,50,0,0
all_surface_area_diagnostic_only,experiment,20250703_chem3_35C_T00_1101,65,54,0,0
all_surface_area_diagnostic_only,experiment,20250703_chem3_35C_T01_1437,58,50,0,0
all_surface_area_diagnostic_only,experiment,20250711,19723,11403,984,0
all_surface_area_diagnostic_only,experiment,20250716_chem4_28C_T00_1158,87,77,2,0
all_surface_area_diagnostic_only,experiment,20250716_chem4_28C_T01_1400,94,78,11,0
all_surface_area_diagnostic_only,experiment,20250716_chem4_34C_T00_1014,94,86,1,0
all_surface_area_diagnostic_only,experiment,20250716_chem4_35C_T00_1045,91,79,3,0
all_surface_area_diagnostic_only,experiment,20250721_chem5_28C_T00_1257,107,94,2,0
all_surface_area_diagnostic_only,experiment,20250721_chem5_28C_T01_1401,107,95,2,0
all_surface_area_diagnostic_only,experiment,20250721_chem5_35C_T00_1023,108,95,6,0
all_surface_area_diagnostic_only,experiment,20250912,15572,3462,684,0
all_surface_area_diagnostic_only,experiment,20251017_part1,6794,4484,581,0
all_surface_area_diagnostic_only,experiment,20251017_part2,7559,3398,1100,0
all_surface_area_diagnostic_only,experiment,20251020,5216,1250,126,0
all_surface_area_diagnostic_only,experiment,20251112,6991,3716,298,0
all_surface_area_diagnostic_only,experiment,20251119,10440,6547,3070,0
all_surface_area_diagnostic_only,experiment,20251121,20857,7575,553,0
all_surface_area_diagnostic_only,experiment,20251125,21934,12018,3787,0
all_surface_area_diagnostic_only,experiment,20251205,12291,6772,737,0
all_surface_area_diagnostic_only,experiment,20251207_pbx,14760,7803,563,0
all_surface_area_diagnostic_only,experiment,20251212,11437,4921,277,0
all_surface_area_diagnostic_only,experiment,20260122,20098,10672,1415,0
all_surface_area_diagnostic_only,experiment,20260202,16943,8798,2650,0
all_surface_area_diagnostic_only,experiment,20260206,14700,12129,408,0
all_surface_area_diagnostic_only,experiment,20260208,31680,17205,10831,0
all_surface_area_diagnostic_only,experiment,20260210,15892,9646,646,0
all_surface_area_diagnostic_only,experiment,20260213,29010,4174,1354,0
all_surface_area_diagnostic_only,experiment,20260219,31713,10789,3766,0
all_surface_area_diagnostic_only,experiment,20260228,17012,9955,1272,0
all_surface_area_diagnostic_only,experiment,20260304,37409,7349,1221,0
all_surface_area_diagnostic_only,experiment,20260306,26979,8870,2493,0
all_surface_area_diagnostic_only,experiment,20260319,10269,3102,515,0
all_surface_area_diagnostic_only,experiment,20260319_cilia_crispant_18hpf,92,73,18,0
all_surface_area_diagnostic_only,experiment,20260319_cilia_crispant_24hpf,99,69,0,0
all_surface_area_diagnostic_only,experiment,20260319_cilia_crispant_30hpf,102,80,0,0
all_surface_area_diagnostic_only,experiment,20260324_cep290_24hpf_plate01,101,91,0,0
all_surface_area_diagnostic_only,experiment,20260324_cep290_24hpf_plate02,101,74,0,0
all_surface_area_diagnostic_only,experiment,20260324_cep290_30hpf_plate01,98,92,1,0
all_surface_area_diagnostic_only,experiment,20260324_cep290_30hpf_plate02,72,55,0,0
all_surface_area_diagnostic_only,experiment,20260331_b9d2_18hpf_plate02,70,51,6,0
all_surface_area_diagnostic_only,experiment,20260414_b9d2_14hpf_plate01,107,100,3,0
all_surface_area_diagnostic_only,experiment,20260414_b9d2_30hpf_plate01,106,96,3,0
all_surface_area_diagnostic_only,experiment,20260414_b9d2_30hpf_plate02,72,65,6,0
all_surface_area_diagnostic_only,experiment,20260415_b9d2_30to48hpf_plate01_t02,109,95,4,0
all_surface_area_diagnostic_only,experiment,20260415_b9d2_30to48hpf_plate02_t02,58,50,8,0
all_surface_area_diagnostic_only,experiment,20260415_cep290_18hpf_plate03,81,54,12,0
all_surface_area_diagnostic_only,experiment,20260415_cep290_30to48hpf_plate02_t01,93,53,2,0
all_surface_area_diagnostic_only,experiment,20260416_cep290_30to48hpf_plate01_t02,109,96,7,0
all_surface_area_diagnostic_only,experiment,20260416_cep290_30to48hpf_plate02_t02,70,55,6,0
all_surface_area_diagnostic_only,experiment,20260417_irx_pilot,4968,3787,176,0
all_surface_area_diagnostic_only,experiment,20260418_irx_pilot,15251,7074,2684,0
all_surface_area_diagnostic_only,experiment,20260702_hotchem_24hpf_plate01,104,93,4,0
all_surface_area_diagnostic_only,experiment,20260702_hotchem_24hpf_plate02,117,98,4,0
all_surface_area_diagnostic_only,experiment,20260702_hotchem_30hpf_plate01,124,96,17,0
all_surface_area_diagnostic_only,experiment,20260702_hotchem_30hpf_plate02,107,89,11,0
all_surface_area_diagnostic_only,experiment,20260702_hotchem_36hpf_plate01,101,94,10,0
all_surface_area_diagnostic_only,experiment,20260702_hotchem_36hpf_plate02,99,94,7,0
all_surface_area_diagnostic_only,experiment,20260724_hotfish_24hpf_plate01,102,98,0,0
all_surface_area_diagnostic_only,experiment,20260724_hotfish_30hpf_plate01,98,92,0,0
all_surface_area_diagnostic_only,experiment,20260724_hotfish_36hpf_plate01,101,92,0,0
all_surface_area_diagnostic_only,nominal_stage_bin,18-<24,46905,21118,4495,0
all_surface_area_diagnostic_only,nominal_stage_bin,24-<36,107676,50427,14918,0
all_surface_area_diagnostic_only,nominal_stage_bin,36-<48,91759,43218,14199,0
all_surface_area_diagnostic_only,nominal_stage_bin,48-<72,123516,49616,9936,0
all_surface_area_diagnostic_only,nominal_stage_bin,<18,45665,37444,2138,0
all_surface_area_diagnostic_only,nominal_stage_bin,>=72,115483,35188,6943,0
all_surface_area_diagnostic_only,nominal_stage_bin,unavailable,898,737,0,0
all_surface_area_diagnostic_only,genotype_raw,H2B-mScarlet,5460,4114,1113,0
all_surface_area_diagnostic_only,genotype_raw,ab,13478,7438,1022,0
all_surface_area_diagnostic_only,genotype_raw,ab-ctrl-inj,17,17,1,0
all_surface_area_diagnostic_only,genotype_raw,ab-lmx1b,32,29,0,0
all_surface_area_diagnostic_only,genotype_raw,ab_inj_ctrl,4137,973,192,0
all_surface_area_diagnostic_only,genotype_raw,atf6,151,137,21,0
all_surface_area_diagnostic_only,genotype_raw,b9d2_het,203,184,9,0
all_surface_area_diagnostic_only,genotype_raw,b9d2_heterozygous,37280,19505,4229,0
all_surface_area_diagnostic_only,genotype_raw,b9d2_homo,94,84,3,0
all_surface_area_diagnostic_only,genotype_raw,b9d2_homozygous,19055,10100,1671,0
all_surface_area_diagnostic_only,genotype_raw,b9d2_unknown,18501,4674,1007,0
all_surface_area_diagnostic_only,genotype_raw,b9d2_wildtype,22078,10726,2707,0
all_surface_area_diagnostic_only,genotype_raw,b9d2_wt,72,67,5,0
all_surface_area_diagnostic_only,genotype_raw,cep290_crispant,13589,7263,977,0
all_surface_area_diagnostic_only,genotype_raw,cep290_het,301,259,14,0
all_surface_area_diagnostic_only,genotype_raw,cep290_heterozygous,44838,24246,9283,0
all_surface_area_diagnostic_only,genotype_raw,cep290_homo,119,98,4,0
all_surface_area_diagnostic_only,genotype_raw,cep290_homozygous,20832,13182,2561,0
all_surface_area_diagnostic_only,genotype_raw,cep290_homozyous,6601,4954,60,0
all_surface_area_diagnostic_only,genotype_raw,cep290_unknown,35836,11101,3336,0
all_surface_area_diagnostic_only,genotype_raw,cep290_unkown,16825,5009,2365,0
all_surface_area_diagnostic_only,genotype_raw,cep290_wildtype,26022,13557,4052,0
all_surface_area_diagnostic_only,genotype_raw,cep290_wt,147,116,3,0
all_surface_area_diagnostic_only,genotype_raw,crispr-inj-ctrl,1060,346,26,0
all_surface_area_diagnostic_only,genotype_raw,crispr-pbx1,3979,1532,152,0
all_surface_area_diagnostic_only,genotype_raw,crispr-pbx1+4,4880,3135,292,0
all_surface_area_diagnostic_only,genotype_raw,crispr-pbx4,4841,2790,93,0
all_surface_area_diagnostic_only,genotype_raw,ctcf,146,140,22,0
all_surface_area_diagnostic_only,genotype_raw,ctrl-inj,52,46,0,0
all_surface_area_diagnostic_only,genotype_raw,foxj1a_crispant,2945,1392,496,0
all_surface_area_diagnostic_only,genotype_raw,gdf3,6313,4692,427,0
all_surface_area_diagnostic_only,genotype_raw,if88_ift74_crispant,2698,1192,354,0
all_surface_area_diagnostic_only,genotype_raw,ift88_crispant,2612,1422,339,0
all_surface_area_diagnostic_only,genotype_raw,inj-ctrl,1756,1446,30,0
all_surface_area_diagnostic_only,genotype_raw,irx3a_crispant,1785,1508,278,0
all_surface_area_diagnostic_only,genotype_raw,irx3a_irx5a_crispant,3313,1317,419,0
all_surface_area_diagnostic_only,genotype_raw,irx3a_irx5a_irx6a_crispant,3096,1403,668,0
all_surface_area_diagnostic_only,genotype_raw,irx3a_irx6a_crispant,3472,1348,586,0
all_surface_area_diagnostic_only,genotype_raw,irx5a_crispant,1836,1187,195,0
all_surface_area_diagnostic_only,genotype_raw,irx5a_irx6a_crispant,3384,1372,523,0
all_surface_area_diagnostic_only,genotype_raw,irx6a_crispant,1758,1456,171,0
all_surface_area_diagnostic_only,genotype_raw,meox1,25,24,0,0
all_surface_area_diagnostic_only,genotype_raw,meox1:sox1,26,23,1,0
all_surface_area_diagnostic_only,genotype_raw,meox1:tbx5a,26,21,0,0
all_surface_area_diagnostic_only,genotype_raw,nfatc1,8,6,0,0
all_surface_area_diagnostic_only,genotype_raw,nfatc:gata2a,8,8,0,0
all_surface_area_diagnostic_only,genotype_raw,pbx1b_crispant,13796,2378,425,0
all_surface_area_diagnostic_only,genotype_raw,pbx1b_pbx4_crispant,20347,6621,1039,0
all_surface_area_diagnostic_only,genotype_raw,pbx4_crispant,13974,3816,820,0
all_surface_area_diagnostic_only,genotype_raw,scospondin_crispant,6136,3762,1228,0
all_surface_area_diagnostic_only,genotype_raw,smad5,24,24,0,0
all_surface_area_diagnostic_only,genotype_raw,smyda:smydb,25,24,1,0
all_surface_area_diagnostic_only,genotype_raw,sox10,27,25,3,0
all_surface_area_diagnostic_only,genotype_raw,sox10:tbx5a,26,23,0,0
all_surface_area_diagnostic_only,genotype_raw,sspo_crispant,36,34,0,0
all_surface_area_diagnostic_only,genotype_raw,tbx2b,18,15,2,0
all_surface_area_diagnostic_only,genotype_raw,tbx2b:tbx2a,16,15,0,0
all_surface_area_diagnostic_only,genotype_raw,tbx5a,25,24,1,0
all_surface_area_diagnostic_only,genotype_raw,tbx6,25,21,0,0
all_surface_area_diagnostic_only,genotype_raw,tbxta,8,8,0,0
all_surface_area_diagnostic_only,genotype_raw,tfap2a_cispant,2205,839,195,0
all_surface_area_diagnostic_only,genotype_raw,tfap2a_crispant,1390,156,4,0
all_surface_area_diagnostic_only,genotype_raw,tfap2a_tfap2b_cispant,1260,367,38,0
all_surface_area_diagnostic_only,genotype_raw,tfap2a_tfap2b_crispant,1598,243,98,0
