policy,dimension,stratum,rows,eligible_rows,row_recovery_vs_strict,row_loss_vs_strict
all_surface_area_diagnostic_only,genotype_raw,tfap2a_tfap2c_crispant,5765,875,489,0
all_surface_area_diagnostic_only,genotype_raw,tfap2a_tfap2d_crispant,3215,280,28,0
all_surface_area_diagnostic_only,genotype_raw,tfap2a_tfap2e_crispant,4937,620,204,0
all_surface_area_diagnostic_only,genotype_raw,tfap2b_crispant,1365,502,120,0
all_surface_area_diagnostic_only,genotype_raw,tfap2b_tfap2c_crispant,3496,577,294,0
all_surface_area_diagnostic_only,genotype_raw,tfap2b_tfap2d_crispant,5418,675,88,0
all_surface_area_diagnostic_only,genotype_raw,tfap2c_crispant,1365,294,10,0
all_surface_area_diagnostic_only,genotype_raw,tfap2d_crispant,840,222,11,0
all_surface_area_diagnostic_only,genotype_raw,tfap2e_crispant,1239,362,33,0
all_surface_area_diagnostic_only,genotype_raw,tmem67_heterozygote,6802,4239,254,0
all_surface_area_diagnostic_only,genotype_raw,tmem67_heterozygous,9466,4752,679,0
all_surface_area_diagnostic_only,genotype_raw,tmem67_homozygous,13286,8885,858,0
all_surface_area_diagnostic_only,genotype_raw,tmem67_unknown,228,34,3,0
all_surface_area_diagnostic_only,genotype_raw,tmem67_wildtype,13651,5618,746,0
all_surface_area_diagnostic_only,genotype_raw,unavailable,327,202,24,0
all_surface_area_diagnostic_only,genotype_raw,uncertain,31,23,7,0
all_surface_area_diagnostic_only,genotype_raw,wfs1a-wfs1b,144,139,23,0
all_surface_area_diagnostic_only,genotype_raw,wik,31861,18549,3083,0
all_surface_area_diagnostic_only,genotype_raw,wik-ab,24223,5222,1492,0
all_surface_area_diagnostic_only,genotype_raw,wik-ab_inj_ctrl,7620,1644,622,0
all_surface_area_diagnostic_only,chem_perturbation_raw,DMSO_6,279,236,13,0
all_surface_area_diagnostic_only,chem_perturbation_raw,Fgf_025,1032,679,51,0
all_surface_area_diagnostic_only,chem_perturbation_raw,Fgf_050,905,297,34,0
all_surface_area_diagnostic_only,chem_perturbation_raw,Fgf_075,1376,726,62,0
all_surface_area_diagnostic_only,chem_perturbation_raw,Fgf_100,2153,1046,157,0
all_surface_area_diagnostic_only,chem_perturbation_raw,Fgf_150,1214,346,75,0
all_surface_area_diagnostic_only,chem_perturbation_raw,Shh_025,442,260,74,0
all_surface_area_diagnostic_only,chem_perturbation_raw,Shh_050,1035,678,193,0
all_surface_area_diagnostic_only,chem_perturbation_raw,Shh_075,974,776,255,0
all_surface_area_diagnostic_only,chem_perturbation_raw,Shh_100,797,608,48,0
all_surface_area_diagnostic_only,chem_perturbation_raw,bmp_i_11,26,24,1,0
all_surface_area_diagnostic_only,chem_perturbation_raw,bmp_i_12,25,23,0,0
all_surface_area_diagnostic_only,chem_perturbation_raw,bmp_i_13,225,183,33,0
all_surface_area_diagnostic_only,chem_perturbation_raw,bmp_i_13_13,9,8,0,0
all_surface_area_diagnostic_only,chem_perturbation_raw,bmp_i_14,31,24,3,0
all_surface_area_diagnostic_only,chem_perturbation_raw,dmso,211,187,5,0
all_surface_area_diagnostic_only,chem_perturbation_raw,ethanol_ctrl,1061,800,314,0
all_surface_area_diagnostic_only,chem_perturbation_raw,fgf_i_13,113,71,42,0
all_surface_area_diagnostic_only,chem_perturbation_raw,hsp90,216,188,10,0
all_surface_area_diagnostic_only,chem_perturbation_raw,hsp90_i_6,188,143,16,0
all_surface_area_diagnostic_only,chem_perturbation_raw,mTOR_i_6,183,139,33,0
all_surface_area_diagnostic_only,chem_perturbation_raw,mTor,225,189,38,0
all_surface_area_diagnostic_only,chem_perturbation_raw,nfkb_i_6,86,54,11,0
all_surface_area_diagnostic_only,chem_perturbation_raw,notch_i_6,72,51,2,0
all_surface_area_diagnostic_only,chem_perturbation_raw,pi3k_hi_i_6,43,36,0,0
all_surface_area_diagnostic_only,chem_perturbation_raw,pi3k_i_6,8,6,6,0
all_surface_area_diagnostic_only,chem_perturbation_raw,pi3k_lo_i_6,44,32,0,0
all_surface_area_diagnostic_only,chem_perturbation_raw,ra_hi_i_6,44,40,0,0
all_surface_area_diagnostic_only,chem_perturbation_raw,ra_i_6,70,54,12,0
all_surface_area_diagnostic_only,chem_perturbation_raw,ra_lo_i_6,43,41,0,0
all_surface_area_diagnostic_only,chem_perturbation_raw,shh_i_6,113,93,1,0
all_surface_area_diagnostic_only,chem_perturbation_raw,sphase_i_13,37,26,1,0
all_surface_area_diagnostic_only,chem_perturbation_raw,tgfb_hi_i_6,43,39,0,0
all_surface_area_diagnostic_only,chem_perturbation_raw,tgfb_i_13,70,49,13,0
all_surface_area_diagnostic_only,chem_perturbation_raw,tgfb_lo_i_6,40,38,0,0
all_surface_area_diagnostic_only,chem_perturbation_raw,tri_0,1582,264,138,0
all_surface_area_diagnostic_only,chem_perturbation_raw,tri_1-15,1469,256,10,0
all_surface_area_diagnostic_only,chem_perturbation_raw,tri_1-20,2486,351,18,0
all_surface_area_diagnostic_only,chem_perturbation_raw,tri_1-25,2471,666,188,0
all_surface_area_diagnostic_only,chem_perturbation_raw,tri_1-30,2481,725,225,0
all_surface_area_diagnostic_only,chem_perturbation_raw,tri_1-35,2711,611,59,0
all_surface_area_diagnostic_only,chem_perturbation_raw,tri_1-40,2372,589,46,0
all_surface_area_diagnostic_only,chem_perturbation_raw,unavailable,502588,225835,50409,0
all_surface_area_diagnostic_only,chem_perturbation_raw,wnt_i_11,26,24,0,0
all_surface_area_diagnostic_only,chem_perturbation_raw,wnt_i_12,25,24,0,0
all_surface_area_diagnostic_only,chem_perturbation_raw,wnt_i_13,225,182,32,0
all_surface_area_diagnostic_only,chem_perturbation_raw,wnt_i_13_13,9,7,1,0
all_surface_area_diagnostic_only,chem_perturbation_raw,wnt_i_14,24,24,0,0
all_surface_area_diagnostic_only,temperature_raw,19.0,50,33,8,0
all_surface_area_diagnostic_only,temperature_raw,22.0,44097,27781,4632,0
all_surface_area_diagnostic_only,temperature_raw,24.0,264,232,82,0
all_surface_area_diagnostic_only,temperature_raw,25.0,25,8,1,0
all_surface_area_diagnostic_only,temperature_raw,28.0,569,498,23,0
all_surface_area_diagnostic_only,temperature_raw,28.5,21966,12300,3016,0
all_surface_area_diagnostic_only,temperature_raw,30.0,462687,195079,44728,0
all_surface_area_diagnostic_only,temperature_raw,32.0,190,160,3,0
all_surface_area_diagnostic_only,temperature_raw,33.5,27,8,1,0
all_surface_area_diagnostic_only,temperature_raw,34.0,794,645,64,0
all_surface_area_diagnostic_only,temperature_raw,34.2,89,87,0,0
all_surface_area_diagnostic_only,temperature_raw,34.4,9,7,0,0
all_surface_area_diagnostic_only,temperature_raw,35.0,777,596,71,0
all_surface_area_diagnostic_only,temperature_raw,35.1,50,48,0,0
all_surface_area_diagnostic_only,temperature_raw,unavailable,308,266,0,0
all_surface_area_diagnostic_only,segmentation_backend,sam2_video,20316,10955,2861,0
all_surface_area_diagnostic_only,segmentation_backend,unavailable,511586,226793,49768,0
all_surface_area_diagnostic_only,applicability,exclusion,531004,237011,52629,0
all_surface_area_diagnostic_only,applicability,not_applicable,898,737,0,0
isolated_recovered_dips_diagnostic,experiment,20230531,7846,4057,13,0
isolated_recovered_dips_diagnostic,experiment,20230602,8998,3469,22,0
isolated_recovered_dips_diagnostic,experiment,20230613,5421,3611,0,0
isolated_recovered_dips_diagnostic,experiment,20230615,4216,2799,32,0
isolated_recovered_dips_diagnostic,experiment,20230620,5460,3011,10,0
isolated_recovered_dips_diagnostic,experiment,20230622,3582,1910,4,0
isolated_recovered_dips_diagnostic,experiment,20230627,4193,2831,0,0
isolated_recovered_dips_diagnostic,experiment,20230629,3918,1126,1,0
isolated_recovered_dips_diagnostic,experiment,20240509_18ss,25,24,0,0
isolated_recovered_dips_diagnostic,experiment,20240509_24hpf,32,29,0,0
isolated_recovered_dips_diagnostic,experiment,20240510,59,57,0,0
isolated_recovered_dips_diagnostic,experiment,20240717,68,56,0,0
isolated_recovered_dips_diagnostic,experiment,20240718,99,93,0,0
isolated_recovered_dips_diagnostic,experiment,20240724,56,56,0,0
isolated_recovered_dips_diagnostic,experiment,20240725,64,53,0,0
isolated_recovered_dips_diagnostic,experiment,20240726,60,49,0,0
isolated_recovered_dips_diagnostic,experiment,20240813_24hpf,48,0,0,0
isolated_recovered_dips_diagnostic,experiment,20240813_30hpf,50,0,0,0
isolated_recovered_dips_diagnostic,experiment,20240813_36hpf,50,38,0,0
isolated_recovered_dips_diagnostic,experiment,20250501,24718,2320,1,0
isolated_recovered_dips_diagnostic,experiment,20250512,24569,7112,4,0
isolated_recovered_dips_diagnostic,experiment,20250515_part2,3510,1351,0,0
isolated_recovered_dips_diagnostic,experiment,20250519,4179,2557,8,0
isolated_recovered_dips_diagnostic,experiment,20250612_24hpf_ctrl_atf6,97,93,0,0
isolated_recovered_dips_diagnostic,experiment,20250612_24hpf_wfs1_ctcf,96,88,0,0
isolated_recovered_dips_diagnostic,experiment,20250612_30hpf_ctrl_atf6,97,72,0,0
isolated_recovered_dips_diagnostic,experiment,20250612_30hpf_wfs1_ctcf,97,74,0,0
isolated_recovered_dips_diagnostic,experiment,20250612_36hpf_ctrl_atf6,102,81,0,0
isolated_recovered_dips_diagnostic,experiment,20250612_36hpf_wfs1_ctcf,97,72,0,0
isolated_recovered_dips_diagnostic,experiment,20250622_chem_28C_T00_1425,91,76,0,0
isolated_recovered_dips_diagnostic,experiment,20250622_chem_28C_T01_1658,86,72,0,0
isolated_recovered_dips_diagnostic,experiment,20250622_chem_34C_T00_1256,78,73,0,0
isolated_recovered_dips_diagnostic,experiment,20250622_chem_34C_T01_1632,79,69,0,0
isolated_recovered_dips_diagnostic,experiment,20250624_chem02_28C_T00_1356,104,57,0,0
isolated_recovered_dips_diagnostic,experiment,20250624_chem02_28C_T01_1808,97,45,0,0
isolated_recovered_dips_diagnostic,experiment,20250624_chem02_34C_T00_1243,78,38,0,0
isolated_recovered_dips_diagnostic,experiment,20250624_chem02_34C_T01_1739,75,22,0,0
isolated_recovered_dips_diagnostic,experiment,20250624_chem02_35C_T00_1216,81,49,0,0
isolated_recovered_dips_diagnostic,experiment,20250624_chem02_35C_T01_1711,84,29,0,0
isolated_recovered_dips_diagnostic,experiment,20250625_chem02_28C_T02_1332,96,46,0,0
isolated_recovered_dips_diagnostic,experiment,20250625_chem02_34C_T02_1301,82,23,0,0
isolated_recovered_dips_diagnostic,experiment,20250625_chem02_35C_T02_1228,84,14,0,0
isolated_recovered_dips_diagnostic,experiment,20250703_chem3_28C_T00_1325,61,53,0,0
isolated_recovered_dips_diagnostic,experiment,20250703_chem3_34C_T00_1131,58,54,0,0
isolated_recovered_dips_diagnostic,experiment,20250703_chem3_34C_T01_1457,59,50,0,0
isolated_recovered_dips_diagnostic,experiment,20250703_chem3_35C_T00_1101,65,54,0,0
isolated_recovered_dips_diagnostic,experiment,20250703_chem3_35C_T01_1437,58,50,0,0
isolated_recovered_dips_diagnostic,experiment,20250711,19723,10433,14,0
isolated_recovered_dips_diagnostic,experiment,20250716_chem4_28C_T00_1158,87,75,0,0
isolated_recovered_dips_diagnostic,experiment,20250716_chem4_28C_T01_1400,94,67,0,0
isolated_recovered_dips_diagnostic,experiment,20250716_chem4_34C_T00_1014,94,85,0,0
isolated_recovered_dips_diagnostic,experiment,20250716_chem4_35C_T00_1045,91,76,0,0
isolated_recovered_dips_diagnostic,experiment,20250721_chem5_28C_T00_1257,107,92,0,0
isolated_recovered_dips_diagnostic,experiment,20250721_chem5_28C_T01_1401,107,93,0,0
isolated_recovered_dips_diagnostic,experiment,20250721_chem5_35C_T00_1023,108,89,0,0
isolated_recovered_dips_diagnostic,experiment,20250912,15572,2810,32,0
isolated_recovered_dips_diagnostic,experiment,20251017_part1,6794,3973,70,0
isolated_recovered_dips_diagnostic,experiment,20251017_part2,7559,2310,12,0
isolated_recovered_dips_diagnostic,experiment,20251020,5216,1127,3,0
isolated_recovered_dips_diagnostic,experiment,20251112,6991,3438,20,0
isolated_recovered_dips_diagnostic,experiment,20251119,10440,3481,4,0
isolated_recovered_dips_diagnostic,experiment,20251121,20857,7044,22,0
isolated_recovered_dips_diagnostic,experiment,20251125,21934,8323,92,0
isolated_recovered_dips_diagnostic,experiment,20251205,12291,6101,66,0
isolated_recovered_dips_diagnostic,experiment,20251207_pbx,14760,7301,61,0
isolated_recovered_dips_diagnostic,experiment,20251212,11437,4711,67,0
isolated_recovered_dips_diagnostic,experiment,20260122,20098,9289,32,0
isolated_recovered_dips_diagnostic,experiment,20260202,16943,6197,49,0
isolated_recovered_dips_diagnostic,experiment,20260206,14700,11736,15,0
isolated_recovered_dips_diagnostic,experiment,20260208,31680,6396,22,0
isolated_recovered_dips_diagnostic,experiment,20260210,15892,9063,63,0
isolated_recovered_dips_diagnostic,experiment,20260213,29010,2837,17,0
isolated_recovered_dips_diagnostic,experiment,20260219,31713,7217,194,0
isolated_recovered_dips_diagnostic,experiment,20260228,17012,8737,54,0
isolated_recovered_dips_diagnostic,experiment,20260304,37409,6182,54,0
isolated_recovered_dips_diagnostic,experiment,20260306,26979,6404,27,0
isolated_recovered_dips_diagnostic,experiment,20260319,10269,2601,14,0
isolated_recovered_dips_diagnostic,experiment,20260319_cilia_crispant_18hpf,92,55,0,0
isolated_recovered_dips_diagnostic,experiment,20260319_cilia_crispant_24hpf,99,69,0,0
isolated_recovered_dips_diagnostic,experiment,20260319_cilia_crispant_30hpf,102,80,0,0
isolated_recovered_dips_diagnostic,experiment,20260324_cep290_24hpf_plate01,101,91,0,0
isolated_recovered_dips_diagnostic,experiment,20260324_cep290_24hpf_plate02,101,74,0,0
isolated_recovered_dips_diagnostic,experiment,20260324_cep290_30hpf_plate01,98,91,0,0
isolated_recovered_dips_diagnostic,experiment,20260324_cep290_30hpf_plate02,72,55,0,0
isolated_recovered_dips_diagnostic,experiment,20260331_b9d2_18hpf_plate02,70,45,0,0
isolated_recovered_dips_diagnostic,experiment,20260414_b9d2_14hpf_plate01,107,97,0,0
isolated_recovered_dips_diagnostic,experiment,20260414_b9d2_30hpf_plate01,106,93,0,0
isolated_recovered_dips_diagnostic,experiment,20260414_b9d2_30hpf_plate02,72,59,0,0
isolated_recovered_dips_diagnostic,experiment,20260415_b9d2_30to48hpf_plate01_t02,109,91,0,0
isolated_recovered_dips_diagnostic,experiment,20260415_b9d2_30to48hpf_plate02_t02,58,42,0,0
isolated_recovered_dips_diagnostic,experiment,20260415_cep290_18hpf_plate03,81,42,0,0
isolated_recovered_dips_diagnostic,experiment,20260415_cep290_30to48hpf_plate02_t01,93,51,0,0
isolated_recovered_dips_diagnostic,experiment,20260416_cep290_30to48hpf_plate01_t02,109,89,0,0
isolated_recovered_dips_diagnostic,experiment,20260416_cep290_30to48hpf_plate02_t02,70,49,0,0
isolated_recovered_dips_diagnostic,experiment,20260417_irx_pilot,4968,3646,35,0
isolated_recovered_dips_diagnostic,experiment,20260418_irx_pilot,15251,4411,21,0
isolated_recovered_dips_diagnostic,experiment,20260702_hotchem_24hpf_plate01,104,89,0,0
isolated_recovered_dips_diagnostic,experiment,20260702_hotchem_24hpf_plate02,117,94,0,0
isolated_recovered_dips_diagnostic,experiment,20260702_hotchem_30hpf_plate01,124,79,0,0
isolated_recovered_dips_diagnostic,experiment,20260702_hotchem_30hpf_plate02,107,78,0,0
isolated_recovered_dips_diagnostic,experiment,20260702_hotchem_36hpf_plate01,101,84,0,0
isolated_recovered_dips_diagnostic,experiment,20260702_hotchem_36hpf_plate02,99,87,0,0
isolated_recovered_dips_diagnostic,experiment,20260724_hotfish_24hpf_plate01,102,98,0,0
isolated_recovered_dips_diagnostic,experiment,20260724_hotfish_30hpf_plate01,98,92,0,0
isolated_recovered_dips_diagnostic,experiment,20260724_hotfish_36hpf_plate01,101,92,0,0
isolated_recovered_dips_diagnostic,nominal_stage_bin,18-<24,46905,16773,150,0
isolated_recovered_dips_diagnostic,nominal_stage_bin,24-<36,107676,35739,230,0
isolated_recovered_dips_diagnostic,nominal_stage_bin,36-<48,91759,29221,202,0
isolated_recovered_dips_diagnostic,nominal_stage_bin,48-<72,123516,40124,444,0
isolated_recovered_dips_diagnostic,nominal_stage_bin,<18,45665,35324,18,0
isolated_recovered_dips_diagnostic,nominal_stage_bin,>=72,115483,28356,111,0
isolated_recovered_dips_diagnostic,nominal_stage_bin,unavailable,898,737,0,0
isolated_recovered_dips_diagnostic,genotype_raw,H2B-mScarlet,5460,3011,10,0
isolated_recovered_dips_diagnostic,genotype_raw,ab,13478,6445,29,0
isolated_recovered_dips_diagnostic,genotype_raw,ab-ctrl-inj,17,16,0,0
isolated_recovered_dips_diagnostic,genotype_raw,ab-lmx1b,32,29,0,0
isolated_recovered_dips_diagnostic,genotype_raw,ab_inj_ctrl,4137,784,3,0
isolated_recovered_dips_diagnostic,genotype_raw,atf6,151,116,0,0
isolated_recovered_dips_diagnostic,genotype_raw,b9d2_het,203,175,0,0
isolated_recovered_dips_diagnostic,genotype_raw,b9d2_heterozygous,37280,15331,55,0
isolated_recovered_dips_diagnostic,genotype_raw,b9d2_homo,94,81,0,0
isolated_recovered_dips_diagnostic,genotype_raw,b9d2_homozygous,19055,8453,24,0
isolated_recovered_dips_diagnostic,genotype_raw,b9d2_unknown,18501,3684,17,0
isolated_recovered_dips_diagnostic,genotype_raw,b9d2_wildtype,22078,8065,46,0
isolated_recovered_dips_diagnostic,genotype_raw,b9d2_wt,72,62,0,0
isolated_recovered_dips_diagnostic,genotype_raw,cep290_crispant,13589,6296,10,0
isolated_recovered_dips_diagnostic,genotype_raw,cep290_het,301,245,0,0
isolated_recovered_dips_diagnostic,genotype_raw,cep290_heterozygous,44838,15116,153,0
isolated_recovered_dips_diagnostic,genotype_raw,cep290_homo,119,94,0,0
isolated_recovered_dips_diagnostic,genotype_raw,cep290_homozygous,20832,10655,34,0
isolated_recovered_dips_diagnostic,genotype_raw,cep290_homozyous,6601,4905,11,0
isolated_recovered_dips_diagnostic,genotype_raw,cep290_unknown,35836,7972,207,0
isolated_recovered_dips_diagnostic,genotype_raw,cep290_unkown,16825,2653,9,0
isolated_recovered_dips_diagnostic,genotype_raw,cep290_wildtype,26022,9606,101,0
isolated_recovered_dips_diagnostic,genotype_raw,cep290_wt,147,113,0,0
isolated_recovered_dips_diagnostic,genotype_raw,crispr-inj-ctrl,1060,324,4,0
isolated_recovered_dips_diagnostic,genotype_raw,crispr-pbx1,3979,1412,32,0
isolated_recovered_dips_diagnostic,genotype_raw,crispr-pbx1+4,4880,2857,14,0
isolated_recovered_dips_diagnostic,genotype_raw,crispr-pbx4,4841,2708,11,0
isolated_recovered_dips_diagnostic,genotype_raw,ctcf,146,118,0,0
isolated_recovered_dips_diagnostic,genotype_raw,ctrl-inj,52,46,0,0
isolated_recovered_dips_diagnostic,genotype_raw,foxj1a_crispant,2945,910,14,0
isolated_recovered_dips_diagnostic,genotype_raw,gdf3,6313,4265,0,0
isolated_recovered_dips_diagnostic,genotype_raw,if88_ift74_crispant,2698,845,7,0
isolated_recovered_dips_diagnostic,genotype_raw,ift88_crispant,2612,1093,10,0
isolated_recovered_dips_diagnostic,genotype_raw,inj-ctrl,1756,1419,3,0
isolated_recovered_dips_diagnostic,genotype_raw,irx3a_crispant,1785,1241,11,0
isolated_recovered_dips_diagnostic,genotype_raw,irx3a_irx5a_crispant,3313,913,15,0
isolated_recovered_dips_diagnostic,genotype_raw,irx3a_irx5a_irx6a_crispant,3096,747,12,0
isolated_recovered_dips_diagnostic,genotype_raw,irx3a_irx6a_crispant,3472,769,7,0
isolated_recovered_dips_diagnostic,genotype_raw,irx5a_crispant,1836,993,1,0
isolated_recovered_dips_diagnostic,genotype_raw,irx5a_irx6a_crispant,3384,853,4,0
isolated_recovered_dips_diagnostic,genotype_raw,irx6a_crispant,1758,1288,3,0
isolated_recovered_dips_diagnostic,genotype_raw,meox1,25,24,0,0
isolated_recovered_dips_diagnostic,genotype_raw,meox1:sox1,26,22,0,0
isolated_recovered_dips_diagnostic,genotype_raw,meox1:tbx5a,26,21,0,0
isolated_recovered_dips_diagnostic,genotype_raw,nfatc1,8,6,0,0
isolated_recovered_dips_diagnostic,genotype_raw,nfatc:gata2a,8,8,0,0
isolated_recovered_dips_diagnostic,genotype_raw,pbx1b_crispant,13796,1967,14,0
isolated_recovered_dips_diagnostic,genotype_raw,pbx1b_pbx4_crispant,20347,5600,18,0
isolated_recovered_dips_diagnostic,genotype_raw,pbx4_crispant,13974,3008,12,0
isolated_recovered_dips_diagnostic,genotype_raw,scospondin_crispant,6136,2547,13,0
isolated_recovered_dips_diagnostic,genotype_raw,smad5,24,24,0,0
isolated_recovered_dips_diagnostic,genotype_raw,smyda:smydb,25,23,0,0
isolated_recovered_dips_diagnostic,genotype_raw,sox10,27,22,0,0
isolated_recovered_dips_diagnostic,genotype_raw,sox10:tbx5a,26,23,0,0
isolated_recovered_dips_diagnostic,genotype_raw,sspo_crispant,36,34,0,0
isolated_recovered_dips_diagnostic,genotype_raw,tbx2b,18,13,0,0
isolated_recovered_dips_diagnostic,genotype_raw,tbx2b:tbx2a,16,15,0,0
isolated_recovered_dips_diagnostic,genotype_raw,tbx5a,25,23,0,0
isolated_recovered_dips_diagnostic,genotype_raw,tbx6,25,21,0,0
isolated_recovered_dips_diagnostic,genotype_raw,tbxta,8,8,0,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2a_cispant,2205,647,3,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2a_crispant,1390,153,1,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2a_tfap2b_cispant,1260,332,3,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2a_tfap2b_crispant,1598,145,0,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2a_tfap2c_crispant,5765,387,1,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2a_tfap2d_crispant,3215,252,0,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2a_tfap2e_crispant,4937,417,1,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2b_crispant,1365,385,3,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2b_tfap2c_crispant,3496,284,1,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2b_tfap2d_crispant,5418,596,9,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2c_crispant,1365,286,2,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2d_crispant,840,212,1,0
isolated_recovered_dips_diagnostic,genotype_raw,tfap2e_crispant,1239,330,1,0
isolated_recovered_dips_diagnostic,genotype_raw,tmem67_heterozygote,6802,3991,6,0
isolated_recovered_dips_diagnostic,genotype_raw,tmem67_heterozygous,9466,4104,31,0
isolated_recovered_dips_diagnostic,genotype_raw,tmem67_homozygous,13286,8037,10,0
isolated_recovered_dips_diagnostic,genotype_raw,tmem67_unknown,228,31,0,0
isolated_recovered_dips_diagnostic,genotype_raw,tmem67_wildtype,13651,4899,27,0
isolated_recovered_dips_diagnostic,genotype_raw,unavailable,327,178,0,0
isolated_recovered_dips_diagnostic,genotype_raw,uncertain,31,16,0,0
isolated_recovered_dips_diagnostic,genotype_raw,wfs1a-wfs1b,144,116,0,0
isolated_recovered_dips_diagnostic,genotype_raw,wik,31861,15538,72,0
isolated_recovered_dips_diagnostic,genotype_raw,wik-ab,24223,3787,57,0
isolated_recovered_dips_diagnostic,genotype_raw,wik-ab_inj_ctrl,7620,1034,12,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,DMSO_6,279,223,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,Fgf_025,1032,629,1,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,Fgf_050,905,263,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,Fgf_075,1376,665,1,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,Fgf_100,2153,892,3,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,Fgf_150,1214,271,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,Shh_025,442,187,1,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,Shh_050,1035,487,2,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,Shh_075,974,523,2,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,Shh_100,797,560,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,bmp_i_11,26,23,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,bmp_i_12,25,23,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,bmp_i_13,225,150,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,bmp_i_13_13,9,8,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,bmp_i_14,31,21,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,dmso,211,182,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,ethanol_ctrl,1061,488,2,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,fgf_i_13,113,29,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,hsp90,216,178,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,hsp90_i_6,188,127,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,mTOR_i_6,183,106,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,mTor,225,151,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,nfkb_i_6,86,43,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,notch_i_6,72,49,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,pi3k_hi_i_6,43,36,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,pi3k_i_6,8,0,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,pi3k_lo_i_6,44,32,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,ra_hi_i_6,44,40,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,ra_i_6,70,42,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,ra_lo_i_6,43,41,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,shh_i_6,113,92,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,sphase_i_13,37,25,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,tgfb_hi_i_6,43,39,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,tgfb_i_13,70,36,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,tgfb_lo_i_6,40,38,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,tri_0,1582,132,6,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,tri_1-15,1469,246,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,tri_1-20,2486,334,1,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,tri_1-25,2471,492,14,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,tri_1-30,2481,503,3,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,tri_1-35,2711,555,3,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,tri_1-40,2372,548,5,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,unavailable,502588,176537,1111,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,wnt_i_11,26,24,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,wnt_i_12,25,24,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,wnt_i_13,225,150,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,wnt_i_13_13,9,6,0,0
isolated_recovered_dips_diagnostic,chem_perturbation_raw,wnt_i_14,24,24,0,0
isolated_recovered_dips_diagnostic,temperature_raw,19.0,50,25,0,0
isolated_recovered_dips_diagnostic,temperature_raw,22.0,44097,23231,82,0
