scope,corpus_dataset_id,gross_embryos,observed_unique_physical_embryos,gross_embryo_timepoints,gross_embryo_z_observations,observed_snip_timepoints,observed_valid_snip_timepoints,qc_evaluated_timepoints,confirmed_usable_timepoints,projected_usable_timepoints,projected_usable_z_observations,pipeline_experiment_count,well_count,exact_well_count,perturbation_condition_count,stage_min_hpf,stage_max_hpf,frame_inventory_fraction,detected_fraction,sequencing_link_fraction,project_name,z_expansion_factor,qc_coverage_fraction,confirmed_retention_rate
SeaHub,GENE15,640.0,632,640.0,640.0,0,0,0,0,633.0912659470068,633.0912659470068,7,640,632,20,14.0,96.0,0.9875,0.9875,0.7,SeaHub genetic,1.0,0.0,
SeaHub,GENE16,352.0,352,352.0,352.0,0,0,0,0,348.2001962708538,348.2001962708538,4,352,352,13,18.0,72.0,1.0,1.0,0.6818181818181818,SeaHub genetic,1.0,0.0,
SeaHub,GENE17,104.0,104,104.0,104.0,0,0,0,0,102.87733071638861,102.87733071638861,2,104,104,6,24.0,72.0,1.0,1.0,0.07692307692307693,SeaHub genetic,1.0,0.0,
SeaHub,GENE2,144.0,144,144.0,144.0,0,0,0,0,142.44553483807655,142.44553483807655,2,144,144,6,24.0,72.0,1.0,1.0,1.0,SeaHub genetic,1.0,0.0,
SeaHub,GENE3,336.0,328,336.0,336.0,0,0,0,0,332.3729146221786,332.3729146221786,4,336,328,15,18.0,72.0,0.9761904761904762,0.9761904761904762,0.9761904761904762,SeaHub genetic,1.0,0.0,
SeaHub,GENE4,392.0,384,392.0,392.0,0,0,0,0,387.7684003925417,387.7684003925417,4,392,384,14,18.0,96.0,0.9795918367346939,0.9795918367346939,0.7959183673469388,SeaHub genetic,1.0,0.0,
SeaHub,GENE5,760.0,720,760.0,760.0,0,0,0,0,751.7958783120706,751.7958783120706,8,760,720,23,18.0,96.0,0.35,0.9473684210526315,0.7894736842105263,SeaHub genetic,1.0,0.0,
SeaHub,GENE6,504.0,504,504.0,504.0,0,0,0,0,498.5593719332679,498.5593719332679,6,504,504,16,12.0,96.0,0.0,1.0,0.7619047619047619,SeaHub genetic,1.0,0.0,
SeaHub,GENE7,96.0,96,96.0,96.0,0,0,0,0,94.96368989205104,94.96368989205104,1,96,96,4,24.0,72.0,0.0,1.0,0.5,SeaHub genetic,1.0,0.0,
SeaHub,GENE8,472.0,472,472.0,472.0,0,0,0,0,466.90480863591756,466.90480863591756,5,472,472,15,14.0,72.0,0.0,1.0,0.711864406779661,SeaHub genetic,1.0,0.0,
SeaHub,GENE9,672.0,672,672.0,672.0,0,0,0,0,664.7458292443572,664.7458292443572,7,672,672,19,18.0,72.0,0.0,1.0,0.8571428571428571,SeaHub genetic,1.0,0.0,
YX1,20231110,118.0,93,7552.0,158592.0,5852,5852,0,0,2751.995756329983,57791.910882929646,1,96,71,1,14.0,14.0,0.7395833333333334,0.7395833333333334,,Legacy / unspecified,21.0,0.0,
YX1,20231206,137.0,130,8083.0,218241.0,7587,7587,0,0,2945.495457946935,79528.37736456725,1,96,89,2,14.0,24.0,0.9270833333333334,0.9270833333333334,,Legacy / unspecified,27.0,0.0,
YX1,20231218,110.0,104,3740.0,93500.0,3536,3536,0,0,1362.879254326554,34071.98135816385,1,96,90,2,14.0,24.0,0.9375,0.9375,,Legacy / unspecified,25.0,0.0,
YX1,20240306,112.0,87,14784.0,369600.0,10837,10837,0,0,5387.381522984967,134684.53807462417,1,96,72,2,12.0,24.0,0.75,0.75,,Legacy / unspecified,25.0,0.0,
YX1,20240307,138.0,113,6072.0,151800.0,4972,4972,0,0,2212.6745540831116,55316.86385207779,1,96,72,2,36.0,48.0,0.75,0.75,,Legacy / unspecified,25.0,0.0,
YX1,20240314,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,1,0,1,,,0.0,0.0,,Legacy / unspecified,,,
YX1,20240404,111.0,93,3885.0,97125.0,3222,3222,0,0,1415.7181558980383,35392.953897450956,1,96,78,2,12.0,24.0,0.8125,0.8125,,Legacy / unspecified,25.0,0.0,
YX1,20240411,123.0,93,5904.0,88560.0,4464,4464,0,0,2151.4543095037366,32271.814642556055,1,96,91,2,15.5,15.5,0.9479166666666666,0.9479166666666666,,Legacy / unspecified,15.0,0.0,
YX1,20240418,212.0,197,9752.0,107272.0,9062,9062,0,0,3553.6894353456028,39090.58378880163,1,96,83,3,12.0,24.0,0.8645833333333334,0.8645833333333334,,Legacy / unspecified,11.0,0.0,
YX1,20240509,108.0,107,4428.0,66420.0,4387,4387,0,0,1613.5907321278028,24203.86098191704,1,96,96,3,18.0,24.0,1.0,1.0,,Legacy / unspecified,15.0,0.0,
YX1,20240522,104.0,98,9880.0,88920.0,9284,9284,0,0,3600.333431215603,32403.000880940428,1,96,91,2,12.0,24.0,0.9479166666666666,0.9479166666666666,,Legacy / unspecified,9.0,0.0,
YX1,20240530,132.0,132,10692.0,96228.0,10692,10692,0,0,3896.231280015914,35066.08152014322,1,96,96,3,13.0,24.0,1.0,1.0,,Legacy / unspecified,9.0,0.0,
YX1,20240626,100.0,99,11200.0,123200.0,11088,11088,0,0,4081.3496386249753,44894.84602487473,1,96,96,1,14.5,24.0,1.0,1.0,,Legacy / unspecified,11.0,0.0,
YX1,20240812,102.0,101,7650.0,99450.0,7575,7575,0,0,2787.7075656679517,36240.19835368337,1,96,96,1,12.0,12.0,1.0,1.0,,Legacy / unspecified,13.0,0.0,
YX1,20241022,101.0,101,3737.0,48581.0,3737,3737,0,0,1361.786035673351,17703.218463753565,1,96,96,2,13.0,13.0,1.0,1.0,,Legacy / unspecified,13.0,0.0,
YX1,20241023,110.0,109,4730.0,61490.0,4687,4687,0,0,1723.6414098835833,22407.33832848658,1,96,96,2,31.0,31.0,1.0,1.0,,Legacy / unspecified,13.0,0.0,
YX1,20250126,115.0,110,8165.0,106145.0,7745,7745,0,0,2975.3767678011536,38679.897981415,1,96,95,2,34.0,34.0,0.9895833333333334,0.9895833333333334,,Legacy / unspecified,13.0,0.0,
YX1,20250215,101.0,98,7878.0,102414.0,7644,7644,0,0,2870.7921833113883,37320.29838304805,1,96,96,2,14.0,14.0,1.0,1.0,,Legacy / unspecified,13.0,0.0,
YX1,20250305,102.0,97,34680.0,589560.0,32962,32962,0,0,12637.607631028048,214839.3297274768,1,96,91,2,22.0,22.0,0.9479166666666666,0.9479166666666666,,Legacy / unspecified,17.0,0.0,
YX1,20250415,110.0,110,4290.0,64350.0,4267,4267,0,0,1563.3026740804592,23449.540111206887,1,96,96,1,12.0,12.0,1.0,1.0,,Legacy / unspecified,15.0,0.0,
YX1,20250416,96.0,0,6912.0,103680.0,0,0,0,0,2518.7757769799846,37781.63665469976,1,96,96,1,35.0,35.0,1.0,0.0,,Legacy / unspecified,15.0,0.0,
YX1,20250425,117.0,117,13806.0,207090.0,13429,13429,0,0,5030.99224204075,75464.88363061125,1,96,96,1,10.0,80.0,1.0,1.0,,Legacy / unspecified,15.0,0.0,
YX1,20250501,142.0,142,24992.0,374880.0,24718,24718,24718,2319,2418.847303659218,36282.70955488827,1,96,96,2,21.0,24.0,1.0,1.0,,Legacy / unspecified,15.0,0.9890364916773368,0.09381827008657659
YX1,20250512,126.0,126,24570.0,368550.0,24569,24569,24569,7108,7108.3644062177345,106625.46609326602,1,96,96,2,12.0,12.0,1.0,1.0,,Legacy / unspecified,15.0,0.9999592999593,0.2893076641295942
YX1,20250515_part2,130.0,130,3510.0,52650.0,3510,3510,3510,1351,1351.0,20265.0,1,96,96,2,106.0,106.0,1.0,1.0,,Legacy / unspecified,15.0,1.0,0.3849002849002849
YX1,20250519,99.0,82,5049.0,75735.0,4179,4179,4179,2549,2866.033409428904,42990.50114143356,1,96,79,2,10.0,10.0,0.8229166666666666,0.8229166666666666,,Legacy / unspecified,15.0,0.827688651218063,0.6099545345776501
YX1,20250520,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,1,0,1,,,0.0,0.0,,Legacy / unspecified,,,
YX1,20250711,114.0,111,20406.0,306090.0,19723,19723,19723,10419,10667.889446712577,160018.34170068864,1,96,93,2,7.0,31.0,0.96875,0.96875,,Legacy / unspecified,15.0,0.9665294521219249,0.5282664908989505
YX1,20250912,139.0,138,15707.0,235605.0,15572,15572,15572,2778,2827.19483939414,42407.9225909121,1,96,95,7,11.0,11.0,0.9895833333333334,0.9895833333333334,,Legacy / unspecified,15.0,0.9914051060036926,0.17839712304135627
YX1,20251017_part1,109.0,108,7085.0,106275.0,6794,6794,6794,3903,4009.0422093607026,60135.63314041054,1,96,95,2,44.0,60.0,0.9895833333333334,0.9895833333333334,,Legacy / unspecified,15.0,0.9589273112208893,0.574477480129526
YX1,20251017_part2,123.0,123,7749.0,116235.0,7559,7559,0,0,2823.7837812236544,42356.756718354816,1,95,95,1,,,1.0,1.0,,Legacy / unspecified,15.0,0.0,
YX1,20251020,93.0,93,5301.0,90117.0,5216,5216,0,0,1931.7173602099099,32839.19512356847,1,92,92,1,,,1.0,1.0,,Legacy / unspecified,17.0,0.0,
YX1,20251104,96.0,0,5280.0,79200.0,0,0,0,0,1924.0648296374884,28860.97244456232,1,96,92,2,28.0,28.0,0.9583333333333334,0.0,,Legacy / unspecified,15.0,0.0,
YX1,20251106,96.0,0,15456.0,231840.0,0,0,0,0,5632.262501302465,84483.93751953696,1,96,95,2,37.0,37.0,0.9895833333333334,0.0,,Legacy / unspecified,15.0,0.0,
YX1,20251112,186.0,186,9114.0,136710.0,6991,6991,6991,3418,4191.634400250074,62874.5160037511,1,96,96,2,25.0,25.0,1.0,1.0,,Legacy / unspecified,15.0,0.7670616633750275,0.4889143184093835
