scope,perturbation_class,condition_signature,has_environmental_perturbation,has_chemical_perturbation,has_genetic_perturbation,gross_embryos,observed_unique_physical_embryos,gross_embryo_timepoints,gross_embryo_z_observations,confirmed_usable_timepoints,projected_usable_timepoints,projected_usable_z_observations,corpus_dataset_count,well_count,classification_needs_review,classification_review_reason
YX1,environmental+genetic,G:tfap2b | T:30C,True,False,True,24.0,0,3960.0,27720.0,0,1443.0486222281163,10101.340355596814,2,24,False,
YX1,environmental+genetic,G:tfap2b;tfap2c | T:30C,True,False,True,49.0,26,5365.0,37555.0,0,1955.0393581449098,13685.275507014368,3,35,False,
YX1,environmental+genetic,G:tfap2b;tfap2d | T:30C,True,False,True,59.0,41,6914.0,48398.0,0,2519.504589415453,17636.532125908172,3,35,False,
YX1,environmental+genetic,G:tfap2b;tfap2e | T:30C,True,False,True,19.0,0,1264.0,8848.0,0,460.60945921624716,3224.26621451373,2,19,False,
YX1,environmental+genetic,G:tfap2c | T:30C,True,False,True,32.0,0,5340.0,37380.0,0,1945.9292027015506,13621.504418910856,2,32,False,
YX1,environmental+genetic,G:tfap2c;tfap2d | T:30C,True,False,True,7.0,0,454.0,3178.0,0,165.44042285140523,1158.0829599598367,2,7,False,
YX1,environmental+genetic,G:tfap2c;tfap2e | T:30C,True,False,True,10.0,0,712.0,4984.0,0,259.4572270268734,1816.2005891881138,2,10,False,
YX1,environmental+genetic,G:tfap2d | T:30C,True,False,True,13.0,0,2085.0,14595.0,0,759.7869639761673,5318.508747833171,2,13,False,
YX1,environmental+genetic,G:tfap2e | T:30C,True,False,True,23.0,0,3765.0,26355.0,0,1371.9894097699134,9603.925868389395,2,23,False,
YX1,environmental+genetic,G:tmem67 | T:30C,True,False,True,179.0,176,28873.0,319201.0,15768,15986.279324422889,178602.13918858755,3,154,False,
YX1,genetic,G:gdf3,False,False,True,56.0,54,3976.0,51688.0,0,1448.8791217118662,18835.42858225426,1,48,False,
YX1,genetic,G:irx3a,False,False,True,34.0,34,1785.0,16065.0,1230,1230.0,11070.0,2,16,False,
YX1,genetic,G:irx3a;irx5a,False,False,True,66.0,64,3465.0,31185.0,898,953.3897450956247,8580.507705860622,2,32,False,
YX1,genetic,G:irx3a;irx5a;irx6a,False,False,True,58.0,58,3096.0,27864.0,735,735.0,6615.0,2,32,False,
YX1,genetic,G:irx3a;irx6a,False,False,True,65.0,65,3540.0,31860.0,762,786.7796228059374,7081.016605253436,2,32,False,
YX1,genetic,G:irx5a,False,False,True,34.0,34,1836.0,16524.0,992,992.0,8928.0,2,16,False,
YX1,genetic,G:irx5a;irx6a,False,False,True,63.0,63,3384.0,30456.0,849,849.0,7641.0,2,32,False,
YX1,genetic,G:irx6a,False,False,True,34.0,33,1836.0,16524.0,1285,1313.423684983281,11820.81316484953,2,16,False,
YX1,genetic,G:otx1,False,False,True,38.0,38,6688.0,46816.0,1117,1214.2964601350775,8500.075220945542,1,8,False,
YX1,genetic,G:otx1;otx2a,False,False,True,45.0,45,7920.0,55440.0,835,944.3218653203119,6610.253057242183,1,12,False,
YX1,genetic,G:otx1;otx2a;otx2b,False,False,True,63.0,63,11088.0,77616.0,1069,1207.1099565213274,8449.769695649291,1,20,False,
YX1,genetic,G:otx1;otx2b,False,False,True,45.0,45,7920.0,55440.0,1142,1142.0,7994.0,1,12,False,
YX1,genetic,G:otx2a,False,False,True,38.0,38,6688.0,46816.0,1351,1351.0,9457.0,1,8,False,
YX1,genetic,G:otx2a;otx2b,False,False,True,51.0,51,8976.0,62832.0,1075,1178.1269596188274,8246.888717331793,1,12,False,
YX1,genetic,G:otx2b,False,False,True,29.0,29,5104.0,35728.0,728,776.4660269586716,5435.262188710702,1,8,False,
YX1,genetic,G:zfpm1,False,False,True,38.0,36,2622.0,23598.0,1549,1582.5253720315623,14242.728348284061,2,16,False,
YX1,genetic,G:zfpm1;zfpm2a,False,False,True,53.0,53,3525.0,31725.0,1527,1527.0,13743.0,2,24,False,
YX1,genetic,G:zfpm1;zfpm2a;zfpm2b,False,False,True,95.0,95,6175.0,55575.0,3203,3203.3644062177345,28830.27965595961,2,48,False,
YX1,genetic,G:zfpm2a,False,False,True,38.0,38,2508.0,22572.0,1274,1274.0,11466.0,2,16,False,
YX1,genetic,G:zfpm2a;zfpm2b,False,False,True,130.0,129,8396.0,75564.0,4537,4567.974528507421,41111.770756566795,2,56,False,
YX1,genetic,G:zfpm2b,False,False,True,44.0,44,2854.0,25686.0,1589,1593.7372808305468,14343.635527474922,2,16,False,
