scope,corpus_dataset_id,pairing_status,linked_well_or_embryo_count,total_well_or_embryo_count,linked_gross_embryo_timepoints,collection_name,sequencing_modality,sequencing_dataset_id,pairing_granularity,evidence_source,curator_notes
SeaHub,GENE16,linked,240,352,240.0,GENE16_foxc1a;foxc1b;klf2a_36hpf; GENE16_foxc1a;foxc1b;klf2a_48hpf; GENE16_foxc1a;foxc1b;klf2a_72hpf; GENE16_foxc1a;foxc1b_24hpf; GENE16_foxc1a;foxc1b_36hpf; GENE16_foxc1a_24hpf; GENE16_foxc1a_36hpf; GENE16_foxc1b_24hpf; GENE16_foxc1b_36hpf; GENE16_klf2a_36hpf; GENE16_klf2a_48hpf; GENE16_klf2a_72hpf; GENE16_tead1a;klf2a_24hpf; GENE16_tead1a;klf2a_48hpf; GENE16_tead1a;klf2a_72hpf; GENE16_tead1a;tead1b;tead3b_24hpf; GENE16_tead1a;tead1b;tead3b_48hpf; GENE16_tead1a;tead1b;tead3b_72hpf; GENE16_tead1a;tead1b_24hpf; GENE16_tead1a;tead1b_48hpf; GENE16_tead1a;tead1b_72hpf; GENE16_tead1a_24hpf; GENE16_tead1a_48hpf; GENE16_tead1a_72hpf; GENE16_tead1b_24hpf; GENE16_tead1b_48hpf; GENE16_tead1b_72hpf; GENE16_tead3b_24hpf; GENE16_tead3b_48hpf; GENE16_tead3b_72hpf,,,collection/condition,SeaHub collection metadata,
SeaHub,GENE17,linked,8,104,8.0,GENE17_tbx3a;tbx3b_72hpf,,,collection/condition,SeaHub collection metadata,
SeaHub,GENE2,linked,144,144,144.0,"GENE2_
ebf1a;ebf1b;ebf2_
24hpf; GENE2_
ebf1a;ebf1b;ebf2_
48hpf; GENE2_
ebf1a;ebf1b;ebf2_
72hpf; GENE2_
ebf1a;ebf1b;ebf3a_
24hpf; GENE2_
ebf1a;ebf1b;ebf3a_
48hpf; GENE2_
ebf1a;ebf1b;ebf3a_
72hpf; GENE2_
ebf1a;ebf1b_
24hpf; GENE2_
ebf1a;ebf1b_
48hpf; GENE2_
ebf1a;ebf1b_
72hpf; GENE2_
ebf1a;ebf2;ebf3a_
24hpf; GENE2_
ebf1a;ebf2;ebf3a_
48hpf; GENE2_
ebf1a;ebf2;ebf3a_
72hpf; GENE2_
ebf2;ebf3a_
24hpf; GENE2_
ebf2;ebf3a_
48hpf; GENE2_
ebf2;ebf3a_
72hpf; GENE2_
ebf2_
24hpf; GENE2_
ebf2_
48hpf; GENE2_
ebf2_
72hpf",,,collection/condition,SeaHub collection metadata,
SeaHub,GENE3,linked,328,336,328.0,"GENE3_
irx1a;irx2a;irx4a_
24hpf; GENE3_
irx1a;irx2a;irx4a_
36hpf; GENE3_
irx1a;irx2a;irx4a_
48hpf; GENE3_
irx1a;irx2a;irx4a_
72hpf; GENE3_
irx1a_
24hpf; GENE3_
irx1a_
36hpf; GENE3_
irx1a_
48hpf; GENE3_
irx1a_
72hpf; GENE3_
irx2a;irx4a_
24hpf; GENE3_
irx2a;irx4a_
36hpf; GENE3_
irx2a;irx4a_
48hpf; GENE3_
irx2a;irx4a_
72hpf; GENE3_
irx3a;irx5a;irx6a_
36hpf; GENE3_
irx3a;irx5a;irx6a_
48hpf; GENE3_
irx3a_
36hpf; GENE3_
irx3a_
48hpf; GENE3_
irx3a_
72hpf; GENE3_
irx5a;irx6a_
36hpf; GENE3_
irx5a;irx6a_
48hpf; GENE3_
irx5a;irx6a_
72hpf; GENE3_
otx1;otx2a;otx2b_
24hpf; GENE3_
otx1;otx2a;otx2b_
48hpf; GENE3_
otx1;otx2a;otx2b_
72hpf; GENE3_
otx1;otx2a_
24hpf; GENE3_
otx1;otx2a_
48hpf; GENE3_
otx1;otx2a_
72hpf; GENE3_
otx2b_
24hpf; GENE3_
otx2b_
48hpf; GENE3_
otx2b_
72hpf; GENE3_
rfx1a;rfx1b;rfx2_
24hpf; GENE3_
rfx1a;rfx1b;rfx2_
48hpf; GENE3_
rfx1a;rfx1b;rfx3_
24hpf; GENE3_
rfx1a;rfx1b;rfx3_
48hpf; GENE3_
rfx1a;rfx1b_
24hpf; GENE3_
rfx1a;rfx1b_
48hpf; GENE3_
rfx2;rfx3_
24hpf; GENE3_
rfx2;rfx3_
48hpf; GENE3_
rfx2_
18s; GENE3_
rfx2_
24hpf; GENE3_
rfx2_
48hpf",,,collection/condition,SeaHub collection metadata,
SeaHub,GENE4,linked,312,392,312.0,"GENE4_
etv1;etv4_
18s; GENE4_
etv1;etv4_
24hpf; GENE4_
etv1;etv4_
48hpf; GENE4_
etv1;etv5a;etv5b_
18s; GENE4_
etv1;etv5a;etv5b_
24hpf; GENE4_
etv1;etv5a;etv5b_
48hpf; GENE4_
etv4;etv5a;etv5b_
18s; GENE4_
etv4;etv5a;etv5b_
24hpf; GENE4_
etv4;etv5a;etv5b_
48hpf; GENE4_
etv5a;etv5b_
18s; GENE4_
etv5a;etv5b_
24hpf; GENE4_
etv5a;etv5b_
48hpf; GENE4_
runx1;runx3_
48hpf; GENE4_
runx1;runx3_
72hpf; GENE4_
runx1;runx3_
96hpf; GENE4_
runx1_
48hpf; GENE4_
runx1_
72hpf; GENE4_
runx1_
96hpf; GENE4_
runx2b;runx3_
48hpf; GENE4_
runx2b;runx3_
72hpf; GENE4_
runx2b;runx3_
96hpf; GENE4_
runx3_
48hpf; GENE4_
runx3_
72hpf; GENE4_
runx3_
96hpf; GENE4_
shox2_
48hpf; GENE4_
shox2_
72hpf; GENE4_
shox2_
96hpf; GENE4_
shox;shox2_
48hpf; GENE4_
shox;shox2_
72hpf; GENE4_
shox;shox2_
96hpf; GENE4_
zfpm1;zfpm2a;zfpm2b_
24hpf; GENE4_
zfpm1;zfpm2a;zfpm2b_
48hpf; GENE4_
zfpm1;zfpm2a;zfpm2b_
72hpf; GENE4_
zfpm1_
24hpf; GENE4_
zfpm1_
48hpf; GENE4_
zfpm1_
72hpf; GENE4_
zfpm2a;zfpm2b_
24hpf; GENE4_
zfpm2a;zfpm2b_
48hpf; GENE4_
zfpm2a;zfpm2b_
72hpf",,,collection/condition,SeaHub collection metadata,
SeaHub,GENE5,linked,600,760,600.0,"GENE5_
ascl1a;ascl1b_
24hpf; GENE5_
ascl1a;ascl1b_
48hpf; GENE5_
ascl1a;ascl1b_
72hpf; GENE5_
ascl1a;ascl1b_
96hpf; GENE5_
dlx1a;dlx2a_
48hpf; GENE5_
dlx1a;dlx2a_
72hpf; GENE5_
dlx1a;dlx2a_
96hpf; GENE5_
foxg1a_
18s; GENE5_
foxg1a_
24hpf; GENE5_
foxg1a_
48hpf; GENE5_
her9_
24hpf; GENE5_
her9_
48hpf; GENE5_
her9_
72hpf; GENE5_
her9_
96hpf; GENE5_
isl1a;isl2a_
24hpf; GENE5_
isl1a;isl2a_
48hpf; GENE5_
isl1a;isl2a_
72hpf; GENE5_
isl1a;isl2a_
96hpf; GENE5_
isl1a_
24hpf; GENE5_
isl1a_
48hpf; GENE5_
isl1a_
72hpf; GENE5_
isl1a_
96hpf; GENE5_
isl2a_
24hpf; GENE5_
isl2a_
48hpf; GENE5_
isl2a_
72hpf; GENE5_
isl2a_
96hpf; GENE5_
neurog1_
24hpf; GENE5_
neurog1_
48hpf; GENE5_
neurog1_
72hpf; GENE5_
neurog1_
96hpf; GENE5_
otpa;otpb_
48hpf; GENE5_
otpa;otpb_
72hpf; GENE5_
otpa;otpb_
96hpf; GENE5_
otpa_
48hpf; GENE5_
otpa_
72hpf; GENE5_
otpa_
96hpf; GENE5_
pax2a;pax8_
18s; GENE5_
pax2a;pax8_
24hpf; GENE5_
pax2a;pax8_
48hpf; GENE5_
pax2a_
18s; GENE5_
pax2a_
24hpf; GENE5_
pax2a_
48hpf; GENE5_
pax6a;pax6b_
18s; GENE5_
pax6a;pax6b_
24hpf; GENE5_
pax6a;pax6b_
48hpf; GENE5_
pax6a;pax6b_
72hpf; GENE5_
pax6a_
18s; GENE5_
pax6a_
24hpf; GENE5_
pax6a_
48hpf; GENE5_
pax6a_
72hpf; GENE5_
pax6b_
24hpf; GENE5_
pax6b_
36hpf; GENE5_
pax6b_
48hpf; GENE5_
pax6b_
72hpf; GENE5_
pax8;sox3_
18s; GENE5_
pax8;sox3_
24hpf; GENE5_
pax8;sox3_
48hpf; GENE5_
pax8_
24hpf; GENE5_
pax8_
48hpf; GENE5_
prox1a_
24hpf; GENE5_
prox1a_
48hpf; GENE5_
prox1a_
72hpf; GENE5_
ret_
48hpf; GENE5_
ret_
72hpf; GENE5_
ret_
96hpf; GENE5_
sox19a;sox19b_
18s; GENE5_
sox19a;sox19b_
24hpf; GENE5_
sox19a;sox19b_
48hpf; GENE5_
sox2;sox3_
24hpf; GENE5_
sox2;sox3_
48hpf; GENE5_
sox2;sox3_
72hpf; GENE5_
sox2_
24hpf; GENE5_
sox2_
48hpf; GENE5_
sox2_
72hpf",,,collection/condition,SeaHub collection metadata,
SeaHub,GENE6,linked,384,504,384.0,"GENE6_
coro1a_
48hpf; GENE6_
coro1a_
72hpf; GENE6_
coro1a_
96hpf; GENE6_
csf3r_
48hpf; GENE6_
csf3r_
72hpf; GENE6_
csf3r_
96hpf; GENE6_
epas1a;epas1b_
48hpf; GENE6_
epas1a;epas1b_
72hpf; GENE6_
epas1a;epas1b_
96hpf; GENE6_
eya1;six1a;six1b_
12s; GENE6_
eya1;six1a;six1b_
24hpf; GENE6_
eya1;six1a;six1b_
48hpf; GENE6_
eya1_
24hpf; GENE6_
eya1_
48hpf; GENE6_
eya1_
72hpf; GENE6_
eya1_
96hpf; GENE6_
foxe1_
48hpf; GENE6_
foxe1_
72hpf; GENE6_
foxe1_
96hpf; GENE6_
myod1;six1a;six1b_
12s; GENE6_
myod1;six1a;six1b_
24hpf; GENE6_
myod1;six1a;six1b_
48hpf; GENE6_
myod1_
12s; GENE6_
myod1_
24hpf; GENE6_
myod1_
48hpf; GENE6_
pax3a;pax3b;pax7a;pax7b_
12s; GENE6_
pax3a;pax3b;pax7a;pax7b_
24hpf; GENE6_
pax3a;pax3b;pax7a;pax7b_
48hpf; GENE6_
pax3a;pax3b;pax7a;pax7b_
72hpf; GENE6_
pax3a;pax3b_
12s; GENE6_
pax3a;pax3b_
24hpf; GENE6_
pax3a;pax3b_
48hpf; GENE6_
pax3a;pax3b_
72hpf; GENE6_
pbx1b;pbx4_
18s; GENE6_
pbx1b;pbx4_
24hpf; GENE6_
pbx1b;pbx4_
48hpf; GENE6_
pbx1b_
18s; GENE6_
pbx1b_
24hpf; GENE6_
pbx1b_
48hpf; GENE6_
pbx4_
18s; GENE6_
pbx4_
24hpf; GENE6_
pbx4_
48hpf; GENE6_
six1a;six1b_
12s; GENE6_
six1a;six1b_
24hpf; GENE6_
six1a;six1b_
48hpf; GENE6_
spi1a;spi1b_
48hpf; GENE6_
spi1a;spi1b_
72hpf; GENE6_
spi1a;spi1b_
96hpf",,,collection/condition,SeaHub collection metadata,
SeaHub,GENE7,linked,48,96,48.0,GENE7_pax1a;pax1b;pax9_48hpf; GENE7_pax1a;pax1b;pax9_72hpf; GENE7_pax1a;pax1b_48hpf; GENE7_pax1a;pax1b_72hpf; GENE7_pax9_48hpf; GENE7_pax9_72hpf,,,collection/condition,SeaHub collection metadata,
SeaHub,GENE8,linked,336,472,336.0,GENE8_foxa2;foxa3_18s; GENE8_foxa2;foxa3_24hpf; GENE8_foxa2;foxa3_48hpf; GENE8_foxa2_18s; GENE8_foxa2_24hpf; GENE8_foxa2_48hpf; GENE8_gata5;gata6_18s; GENE8_gata5;gata6_24hpf; GENE8_gata5;gata6_48hpf; GENE8_gata5_18s; GENE8_gata5_24hpf; GENE8_gata5_48hpf; GENE8_gata6_18s; GENE8_gata6_24hpf; GENE8_gata6_48hpf; GENE8_osr1;osr2_18s; GENE8_osr1;osr2_24hpf; GENE8_osr1;osr2_48hpf; GENE8_osr1_18s; GENE8_osr1_24hpf; GENE8_osr1_48hpf; GENE8_osr2_18s; GENE8_osr2_24hpf; GENE8_osr2_48hpf; GENE8_sox17_18s; GENE8_sox17_24hpf; GENE8_sox17_48hpf; GENE8_sox32;sox17_18s; GENE8_sox32;sox17_24hpf; GENE8_sox32;sox17_48hpf; GENE8_sox32_18s; GENE8_sox32_24hpf; GENE8_sox32_48hpf; GENE8_twist1a;twist1b;twist2_18s; GENE8_twist1a;twist1b;twist2_24hpf; GENE8_twist1a;twist1b;twist2_48hpf; GENE8_twist1a;twist1b_18s; GENE8_twist1a;twist1b_24hpf; GENE8_twist1a;twist1b_48hpf; GENE8_twist2_18s; GENE8_twist2_24hpf; GENE8_twist2_48hpf,,,collection/condition,SeaHub collection metadata,
SeaHub,GENE9,linked,576,672,576.0,GENE9_foxd3_18s; GENE9_foxd3_24hpf; GENE9_foxd3_48hpf; GENE9_foxd3_72hpf; GENE9_msx1a;msx1b;msx3_18s; GENE9_msx1a;msx1b;msx3_24hpf; GENE9_msx1a;msx1b;msx3_48hpf; GENE9_msx1a;msx1b;msx3_72hpf; GENE9_msx1a;msx1b_18s; GENE9_msx1a;msx1b_24hpf; GENE9_msx1a;msx1b_48hpf; GENE9_msx1a;msx1b_72hpf; GENE9_msx1a_18s; GENE9_msx1a_24hpf; GENE9_msx1a_48hpf; GENE9_msx1a_72hpf; GENE9_msx1b_18s; GENE9_msx1b_24hpf; GENE9_msx1b_48hpf; GENE9_msx1b_72hpf; GENE9_msx3_18s; GENE9_msx3_24hpf; GENE9_msx3_48hpf; GENE9_msx3_72hpf; GENE9_snai1a;snai1b;snai2;snai3_18s; GENE9_snai1a;snai1b;snai2;snai3_24hpf; GENE9_snai1a;snai1b;snai2;snai3_48hpf; GENE9_snai1a;snai1b;snai2;snai3_72hpf; GENE9_snai1a;snai1b;snai2_18s; GENE9_snai1a;snai1b;snai2_24hpf; GENE9_snai1a;snai1b;snai2_48hpf; GENE9_snai1a;snai1b;snai2_72hpf; GENE9_snai1a;snai1b_18s; GENE9_snai1a;snai1b_24hpf; GENE9_snai1a;snai1b_48hpf; GENE9_snai1a;snai1b_72hpf; GENE9_snai1a_18s; GENE9_snai1a_24hpf; GENE9_snai1a_48hpf; GENE9_snai1a_72hpf; GENE9_snai1b_18s; GENE9_snai1b_24hpf; GENE9_snai1b_48hpf; GENE9_snai1b_72hpf; GENE9_snai2_18s; GENE9_snai2_24hpf; GENE9_snai2_48hpf; GENE9_snai2_72hpf; GENE9_snai3_18s; GENE9_snai3_24hpf; GENE9_snai3_48hpf; GENE9_snai3_72hpf; GENE9_sox10;tbx5a_18s_2; GENE9_sox10;tbx5a_24hpf_2; GENE9_sox10;tbx5a_48hpf_2; GENE9_sox10;tbx5a_72hpf_2; GENE9_sox10_18s_2; GENE9_sox10_24hpf_2; GENE9_sox10_48hpf_2; GENE9_sox10_72hpf_2; GENE9_tbx5a_18s_2; GENE9_tbx5a_24hpf_2; GENE9_tbx5a_48hpf_2; GENE9_tbx5a_72hpf_2; GENE9_tfap2a_18s; GENE9_tfap2a_24hpf; GENE9_tfap2a_48hpf; GENE9_tfap2a_72hpf; GENE9_tfap2b_18s; GENE9_tfap2b_24hpf; GENE9_tfap2b_48hpf; GENE9_tfap2b_72hpf,,,collection/condition,SeaHub collection metadata,
YX1,20231110,unknown,0,96,0.0,,,,,,
YX1,20231206,unknown,0,96,0.0,,,,,,
YX1,20231218,unknown,0,96,0.0,,,,,,
YX1,20240306,unknown,0,96,0.0,,,,,,
YX1,20240307,unknown,0,96,0.0,,,,,,
YX1,20240314,unknown,0,1,0.0,,,,,,
YX1,20240404,unknown,0,96,0.0,,,,,,
YX1,20240411,unknown,0,96,0.0,,,,,,
YX1,20240418,unknown,0,96,0.0,,,,,,
YX1,20240509,unknown,0,96,0.0,,,,,,
YX1,20240522,unknown,0,96,0.0,,,,,,
YX1,20240530,unknown,0,96,0.0,,,,,,
YX1,20240626,unknown,0,96,0.0,,,,,,
YX1,20240812,unknown,0,96,0.0,,,,,,
YX1,20241022,unknown,0,96,0.0,,,,,,
YX1,20241023,unknown,0,96,0.0,,,,,,
YX1,20250126,unknown,0,96,0.0,,,,,,
YX1,20250215,unknown,0,96,0.0,,,,,,
YX1,20250305,unknown,0,96,0.0,,,,,,
YX1,20250415,unknown,0,96,0.0,,,,,,
YX1,20250416,unknown,0,96,0.0,,,,,,
YX1,20250425,unknown,0,96,0.0,,,,,,
YX1,20250501,unknown,0,96,0.0,,,,,,
YX1,20250512,unknown,0,96,0.0,,,,,,
YX1,20250515_part2,unknown,0,96,0.0,,,,,,
YX1,20250519,unknown,0,96,0.0,,,,,,
YX1,20250520,unknown,0,1,0.0,,,,,,
YX1,20250711,unknown,0,96,0.0,,,,,,
YX1,20250912,unknown,0,96,0.0,,,,,,
YX1,20251017_part1,unknown,0,96,0.0,,,,,,
YX1,20251017_part2,unknown,0,95,0.0,,,,,,
YX1,20251020,unknown,0,92,0.0,,,,,,
YX1,20251104,unknown,0,96,0.0,,,,,,
YX1,20251106,unknown,0,96,0.0,,,,,,
YX1,20251112,unknown,0,96,0.0,,,,,,
YX1,20251113,unknown,0,96,0.0,,,,,,
YX1,20251119,unknown,0,96,0.0,,,,,,
YX1,20251121,unknown,0,96,0.0,,,,,,
YX1,20251125,unknown,0,96,0.0,,,,,,
YX1,20251205,unknown,0,96,0.0,,,,,,
YX1,20251207_pbx,unknown,0,96,0.0,,,,,,
YX1,20251212,unknown,0,96,0.0,,,,,,
YX1,20260122,unknown,0,96,0.0,,,,,,
YX1,20260124,unknown,0,1,0.0,,,,,,
YX1,20260202,unknown,0,96,0.0,,,,,,
YX1,20260206,unknown,0,96,0.0,,,,,,
YX1,20260208,unknown,0,96,0.0,,,,,,
YX1,20260210,unknown,0,96,0.0,,,,,,
YX1,20260213,unknown,0,96,0.0,,,,,,
YX1,20260219,unknown,0,96,0.0,,,,,,
YX1,20260223,unknown,0,96,0.0,,,,,,
YX1,20260224,unknown,0,96,0.0,,,,,,
YX1,20260228,unknown,0,96,0.0,,,,,,
YX1,20260304,unknown,0,96,0.0,,,,,,
YX1,20260306,unknown,0,96,0.0,,,,,,
YX1,20260319,unknown,0,96,0.0,,,,,,
YX1,20260320,unknown,0,96,0.0,,,,,,
YX1,20260326_wt_ref,unknown,0,96,0.0,,,,,,
YX1,20260410_otx_pilot,unknown,0,96,0.0,,,,,,
YX1,20260414_sci_b9d2_48hpf_plate01,unknown,0,96,0.0,,,,,,
YX1,20260415_sci_cep290_48hpf_plate01,unknown,0,96,0.0,,,,,,
YX1,20260417_irx_pilot,unknown,0,96,0.0,,,,,,
YX1,20260418_irx_pilot,unknown,0,96,0.0,,,,,,
YX1,20260501_zfpm_pilot,unknown,0,96,0.0,,,,,,
YX1,20260502_zfpm_pilot,unknown,0,96,0.0,,,,,,
