image_id,image_path,relative_path,filename,stem,extension,size_bytes,modified_time,perturbation_domain,experiment_id,batch_folder,width_px,height_px,image_mode,image_role,excluded_path,read_error,stage_hpf,stage_source_label,stage_addition_hpf,stage_addition_source_label,perturbation_parsed,perturbation_key,fov_label,source_embryo_label,crop_variant,filename_parse_method,metadata_match_status,metadata_match_score,metadata_candidate_count,metadata_row_number,metadata_collection_name,metadata_collection_status,metadata_collection_user,metadata_notes,metadata_expt,metadata_cross_batch,metadata_collection_batch,metadata_perturbation,metadata_collection_date,metadata_perturbation_type,metadata_stage_addition,metadata_dose,metadata_stage_collected,metadata_ancestors,metadata_end,metadata_collection_date_excel_raw,metadata_stage_hpf
20c70b0f7aa46705,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/10_60hpf_ctrl_72hpf.jpg,chemical_perturbations/CHEM13/images/10_60hpf_ctrl_72hpf.jpg,10_60hpf_ctrl_72hpf.jpg,10_60hpf_ctrl_72hpf,.jpg,137240,2025-04-25 21:43:47.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,72.0,72hpf,60.0,60hpf,ctrl,ctrl,10,,,numbered_chemical_filename,unmatched_condition,0.16666666666666666,1,,,,,,,,,,,,,,,,,,
23dc5d6eebe304c8,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/11_48hpf_SB505124_96hpf.jpg,chemical_perturbations/CHEM13/images/11_48hpf_SB505124_96hpf.jpg,11_48hpf_SB505124_96hpf.jpg,11_48hpf_SB505124_96hpf,.jpg,114641,2025-04-25 21:43:45.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,48.0,48hpf,SB505124,sb505124,11,,,numbered_chemical_filename,exact,1.0,1,1104.0,"CHEM13_
SB505124_
48hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,SB505124,,drug,48hpf,,96hpf,1.0,,#NO MATCH,96.0
a196b96defeea126,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/12_48hpf_SU5402_96hpf.jpg,chemical_perturbations/CHEM13/images/12_48hpf_SU5402_96hpf.jpg,12_48hpf_SU5402_96hpf.jpg,12_48hpf_SU5402_96hpf,.jpg,114281,2025-04-25 21:43:47.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,48.0,48hpf,SU5402,su5402,12,,,numbered_chemical_filename,exact,1.0,1,1105.0,"CHEM13_
SU5402_
48hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,SU5402,,drug,48hpf,,96hpf,1.0,,#NO MATCH,96.0
e2cb521420f54843,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/13_48hpf_DMH1_96hpf.jpg,chemical_perturbations/CHEM13/images/13_48hpf_DMH1_96hpf.jpg,13_48hpf_DMH1_96hpf.jpg,13_48hpf_DMH1_96hpf,.jpg,133342,2025-04-25 21:43:47.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,48.0,48hpf,DMH1,dmh1,13,,,numbered_chemical_filename,exact,1.0,1,1106.0,"CHEM13_
DMH1_
48hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,DMH1,,drug,48hpf,,96hpf,1.0,,#NO MATCH,96.0
a0cfc2b4c0e01610,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/14_48hpf_LY411575_96hpf.jpg,chemical_perturbations/CHEM13/images/14_48hpf_LY411575_96hpf.jpg,14_48hpf_LY411575_96hpf.jpg,14_48hpf_LY411575_96hpf,.jpg,112043,2025-04-25 21:43:47.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,48.0,48hpf,LY411575,ly411575,14,,,numbered_chemical_filename,exact,1.0,1,1107.0,"CHEM13_
LY411575_
48hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,LY411575,,drug,48hpf,,96hpf,1.0,,#NO MATCH,96.0
1fdf92df0a53d62f,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/15_48hpf_ctrl_96hpf.jpg,chemical_perturbations/CHEM13/images/15_48hpf_ctrl_96hpf.jpg,15_48hpf_ctrl_96hpf.jpg,15_48hpf_ctrl_96hpf,.jpg,116418,2025-04-25 21:43:47.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,48.0,48hpf,ctrl,ctrl,15,,,numbered_chemical_filename,unmatched_condition,0.16666666666666666,1,,,,,,,,,,,,,,,,,,
9acddbf675094202,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/16_60hpf_SB505124_96hpf.jpg,chemical_perturbations/CHEM13/images/16_60hpf_SB505124_96hpf.jpg,16_60hpf_SB505124_96hpf.jpg,16_60hpf_SB505124_96hpf,.jpg,129396,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,60.0,60hpf,SB505124,sb505124,16,,,numbered_chemical_filename,exact,1.0,1,1108.0,"CHEM13_
SB505124_
60hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,SB505124,,drug,60hpf,,96hpf,1.0,,#NO MATCH,96.0
522a03cca520cd62,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/17_60hpf_SU5402_96hpf.jpg,chemical_perturbations/CHEM13/images/17_60hpf_SU5402_96hpf.jpg,17_60hpf_SU5402_96hpf.jpg,17_60hpf_SU5402_96hpf,.jpg,126702,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,60.0,60hpf,SU5402,su5402,17,,,numbered_chemical_filename,exact,1.0,1,1109.0,"CHEM13_
SU5402_
60hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,SU5402,,drug,60hpf,,96hpf,1.0,,#NO MATCH,96.0
15e4019d06e07120,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/18_60hpf_DMH1_96hpf.jpg,chemical_perturbations/CHEM13/images/18_60hpf_DMH1_96hpf.jpg,18_60hpf_DMH1_96hpf.jpg,18_60hpf_DMH1_96hpf,.jpg,154575,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,60.0,60hpf,DMH1,dmh1,18,,,numbered_chemical_filename,exact,1.0,1,1110.0,"CHEM13_
DMH1_
60hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,DMH1,,drug,60hpf,,96hpf,1.0,,#NO MATCH,96.0
fb8fe96008e4ab21,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/19_60hpf_LY411575_96hpf.jpg,chemical_perturbations/CHEM13/images/19_60hpf_LY411575_96hpf.jpg,19_60hpf_LY411575_96hpf.jpg,19_60hpf_LY411575_96hpf,.jpg,114174,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,60.0,60hpf,LY411575,ly411575,19,,,numbered_chemical_filename,exact,1.0,1,1111.0,"CHEM13_
LY411575_
60hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,LY411575,,drug,60hpf,,96hpf,1.0,,#NO MATCH,96.0
1def70a863990ccd,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/1_48hpf_SB505124_72hpf.jpg,chemical_perturbations/CHEM13/images/1_48hpf_SB505124_72hpf.jpg,1_48hpf_SB505124_72hpf.jpg,1_48hpf_SB505124_72hpf,.jpg,113983,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,72.0,72hpf,48.0,48hpf,SB505124,sb505124,1,,,numbered_chemical_filename,exact,1.0,1,1092.0,"CHEM13_
SB505124_
48hpf_
72hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,SB505124,,drug,48hpf,,72hpf,1.0,,#NO MATCH,72.0
63b7ef2b21826822,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/20_60hpf_ctrl_96hpf.jpg,chemical_perturbations/CHEM13/images/20_60hpf_ctrl_96hpf.jpg,20_60hpf_ctrl_96hpf.jpg,20_60hpf_ctrl_96hpf,.jpg,117172,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,60.0,60hpf,ctrl,ctrl,20,,,numbered_chemical_filename,unmatched_condition,0.16666666666666666,1,,,,,,,,,,,,,,,,,,
2e4f2636c2be5fae,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/21_84hpf_SB505124_96hpf.jpg,chemical_perturbations/CHEM13/images/21_84hpf_SB505124_96hpf.jpg,21_84hpf_SB505124_96hpf.jpg,21_84hpf_SB505124_96hpf,.jpg,136635,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,84.0,84hpf,SB505124,sb505124,21,,,numbered_chemical_filename,exact,1.0,1,1112.0,"CHEM13_
SB505124_
84hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,SB505124,,drug,84hpf,,96hpf,1.0,,#NO MATCH,96.0
73c31a3f2174d6ab,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/21_84hpf_SB505124_96hpf_closeup.jpg,chemical_perturbations/CHEM13/images/21_84hpf_SB505124_96hpf_closeup.jpg,21_84hpf_SB505124_96hpf_closeup.jpg,21_84hpf_SB505124_96hpf_closeup,.jpg,126313,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,review,False,,,,,,,,,,,unparsed,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
eff0491ed9cc7e66,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/22_84hpf_SU5402_96hpf.jpg,chemical_perturbations/CHEM13/images/22_84hpf_SU5402_96hpf.jpg,22_84hpf_SU5402_96hpf.jpg,22_84hpf_SU5402_96hpf,.jpg,133443,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,84.0,84hpf,SU5402,su5402,22,,,numbered_chemical_filename,exact,1.0,1,1113.0,"CHEM13_
SU5402_
84hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,SU5402,,drug,84hpf,,96hpf,1.0,,#NO MATCH,96.0
07d486ac300ab6be,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/23_84hpf_DMH1_96hpf.jpg,chemical_perturbations/CHEM13/images/23_84hpf_DMH1_96hpf.jpg,23_84hpf_DMH1_96hpf.jpg,23_84hpf_DMH1_96hpf,.jpg,136084,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,84.0,84hpf,DMH1,dmh1,23,,,numbered_chemical_filename,exact,1.0,1,1114.0,"CHEM13_
DMH1_
84hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,DMH1,,drug,84hpf,,96hpf,1.0,,#NO MATCH,96.0
9e9d630db494dd98,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/24_84hpf_LY411575_96hpf.jpg,chemical_perturbations/CHEM13/images/24_84hpf_LY411575_96hpf.jpg,24_84hpf_LY411575_96hpf.jpg,24_84hpf_LY411575_96hpf,.jpg,132410,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,84.0,84hpf,LY411575,ly411575,24,,,numbered_chemical_filename,exact,1.0,1,1115.0,"CHEM13_
LY411575_
84hpf_
96hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,LY411575,,drug,84hpf,,96hpf,1.0,,#NO MATCH,96.0
6f0bbb2cd70a449c,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/25_84hpf_ctrl_96hpf.jpg,chemical_perturbations/CHEM13/images/25_84hpf_ctrl_96hpf.jpg,25_84hpf_ctrl_96hpf.jpg,25_84hpf_ctrl_96hpf,.jpg,132462,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,96.0,96hpf,84.0,84hpf,ctrl,ctrl,25,,,numbered_chemical_filename,unmatched_condition,0.16666666666666666,1,,,,,,,,,,,,,,,,,,
b1469a249a8501e1,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/2_48hpf_SU5402_72hpf.jpg,chemical_perturbations/CHEM13/images/2_48hpf_SU5402_72hpf.jpg,2_48hpf_SU5402_72hpf.jpg,2_48hpf_SU5402_72hpf,.jpg,113080,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,72.0,72hpf,48.0,48hpf,SU5402,su5402,2,,,numbered_chemical_filename,exact,1.0,1,1093.0,"CHEM13_
SU5402_
48hpf_
72hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,SU5402,,drug,48hpf,,72hpf,1.0,,#NO MATCH,72.0
77561aae683c56f1,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/3_48hpf_DMH1_72hpf.jpg,chemical_perturbations/CHEM13/images/3_48hpf_DMH1_72hpf.jpg,3_48hpf_DMH1_72hpf.jpg,3_48hpf_DMH1_72hpf,.jpg,144824,2025-04-25 21:43:46.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,72.0,72hpf,48.0,48hpf,DMH1,dmh1,3,,,numbered_chemical_filename,exact,1.0,1,1094.0,"CHEM13_
DMH1_
48hpf_
72hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,DMH1,,drug,48hpf,,72hpf,1.0,,#NO MATCH,72.0
62931ca0017c3c89,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/4_48hpf_LY411575_72hpf.jpg,chemical_perturbations/CHEM13/images/4_48hpf_LY411575_72hpf.jpg,4_48hpf_LY411575_72hpf.jpg,4_48hpf_LY411575_72hpf,.jpg,158604,2025-04-25 21:43:45.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,72.0,72hpf,48.0,48hpf,LY411575,ly411575,4,,,numbered_chemical_filename,exact,1.0,1,1095.0,"CHEM13_
LY411575_
48hpf_
72hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,LY411575,,drug,48hpf,,72hpf,1.0,,#NO MATCH,72.0
d05771e423d80da1,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/5_48hpf_ctrl_72hpf.jpg,chemical_perturbations/CHEM13/images/5_48hpf_ctrl_72hpf.jpg,5_48hpf_ctrl_72hpf.jpg,5_48hpf_ctrl_72hpf,.jpg,106059,2025-04-25 21:43:45.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,72.0,72hpf,48.0,48hpf,ctrl,ctrl,5,,,numbered_chemical_filename,unmatched_condition,0.16666666666666666,1,,,,,,,,,,,,,,,,,,
77f128d13f893c77,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/6_60hpf_SB505124_72hpf.jpg,chemical_perturbations/CHEM13/images/6_60hpf_SB505124_72hpf.jpg,6_60hpf_SB505124_72hpf.jpg,6_60hpf_SB505124_72hpf,.jpg,150746,2025-04-25 21:43:45.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,72.0,72hpf,60.0,60hpf,SB505124,sb505124,6,,,numbered_chemical_filename,exact,1.0,1,1096.0,"CHEM13_
SB505124_
60hpf_
72hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,SB505124,,drug,60hpf,,72hpf,1.0,,#NO MATCH,72.0
ab9c56942752ad22,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/7_60hpf_SU5402_72hpf.jpg,chemical_perturbations/CHEM13/images/7_60hpf_SU5402_72hpf.jpg,7_60hpf_SU5402_72hpf.jpg,7_60hpf_SU5402_72hpf,.jpg,130171,2025-04-25 21:43:45.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,72.0,72hpf,60.0,60hpf,SU5402,su5402,7,,,numbered_chemical_filename,exact,1.0,1,1097.0,"CHEM13_
SU5402_
60hpf_
72hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,SU5402,,drug,60hpf,,72hpf,1.0,,#NO MATCH,72.0
f578237acf2cc531,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/8_60hpf_DMH1_72hpf.jpg,chemical_perturbations/CHEM13/images/8_60hpf_DMH1_72hpf.jpg,8_60hpf_DMH1_72hpf.jpg,8_60hpf_DMH1_72hpf,.jpg,132228,2025-04-25 21:43:45.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,72.0,72hpf,60.0,60hpf,DMH1,dmh1,8,,,numbered_chemical_filename,exact,1.0,1,1098.0,"CHEM13_
DMH1_
60hpf_
72hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,DMH1,,drug,60hpf,,72hpf,1.0,,#NO MATCH,72.0
53b30ad4c5573ec5,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/9_60hpf_LY411575_72hpf.jpg,chemical_perturbations/CHEM13/images/9_60hpf_LY411575_72hpf.jpg,9_60hpf_LY411575_72hpf.jpg,9_60hpf_LY411575_72hpf,.jpg,156320,2025-04-25 21:43:45.000000000,chemical,CHEM13,,1280,960,RGB,eight_embryo_fov,False,,72.0,72hpf,60.0,60hpf,LY411575,ly411575,9,,,numbered_chemical_filename,exact,1.0,1,1099.0,"CHEM13_
LY411575_
60hpf_
72hpf",#NO MATCH,#NO MATCH,#NO MATCH,CHEM13,#NO MATCH,#NO MATCH,LY411575,,drug,60hpf,,72hpf,1.0,,#NO MATCH,72.0
df6abbd58579e3fd,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/CHEM13_pheno_grid_DMH1.jpg,chemical_perturbations/CHEM13/images/CHEM13_pheno_grid_DMH1.jpg,CHEM13_pheno_grid_DMH1.jpg,CHEM13_pheno_grid_DMH1,.jpg,75161,2025-04-30 23:48:37.000000000,chemical,CHEM13,,661,792,RGB,review,False,,,,,,,,,,,unparsed,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
c4a64f83f6b781dd,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/CHEM13_pheno_grid_LY411575.jpg,chemical_perturbations/CHEM13/images/CHEM13_pheno_grid_LY411575.jpg,CHEM13_pheno_grid_LY411575.jpg,CHEM13_pheno_grid_LY411575,.jpg,75069,2025-04-30 23:51:25.000000000,chemical,CHEM13,,672,792,RGB,review,False,,,,,,,,,,,unparsed,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
daa0494ed8281d98,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/CHEM13_pheno_grid_SB505124.jpg,chemical_perturbations/CHEM13/images/CHEM13_pheno_grid_SB505124.jpg,CHEM13_pheno_grid_SB505124.jpg,CHEM13_pheno_grid_SB505124,.jpg,86258,2025-04-30 23:37:53.000000000,chemical,CHEM13,,769,832,RGB,review,False,,,,,,,,,,,unparsed,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
edbf366e6e7dbbe8,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM13/images/CHEM13_pheno_grid_SU5054.jpg,chemical_perturbations/CHEM13/images/CHEM13_pheno_grid_SU5054.jpg,CHEM13_pheno_grid_SU5054.jpg,CHEM13_pheno_grid_SU5054,.jpg,73846,2025-04-30 23:48:13.000000000,chemical,CHEM13,,675,794,RGB,review,False,,,,,,,,,,,unparsed,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
102be1ef35c77e08,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/14hpf_2-DG_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/14hpf_2-DG_shield.jpg,14hpf_2-DG_shield.jpg,14hpf_2-DG_shield,.jpg,138682,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,14.0,14hpf,,shield,2-DG,2|dg,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
876746bbc597224e,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/14hpf_DMSO_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/14hpf_DMSO_shield.jpg,14hpf_DMSO_shield.jpg,14hpf_DMSO_shield,.jpg,137628,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,14.0,14hpf,,shield,DMSO,dmso,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
de1cd7d55b4e59f7,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/14hpf_LY294002_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/14hpf_LY294002_shield.jpg,14hpf_LY294002_shield.jpg,14hpf_LY294002_shield,.jpg,141235,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,14.0,14hpf,,shield,LY294002,ly294002,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
1166474198419725,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/14hpf_leflunomide_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/14hpf_leflunomide_shield.jpg,14hpf_leflunomide_shield.jpg,14hpf_leflunomide_shield,.jpg,133310,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,14.0,14hpf,,shield,leflunomide,leflunomide,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
747e87bbace49e7a,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/14hpf_oligomycin_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/14hpf_oligomycin_shield.jpg,14hpf_oligomycin_shield.jpg,14hpf_oligomycin_shield,.jpg,150408,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,14.0,14hpf,,shield,oligomycin,oligomycin,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
d97b7ae25692944b,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/14hpf_ruxolitibin_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/14hpf_ruxolitibin_shield.jpg,14hpf_ruxolitibin_shield.jpg,14hpf_ruxolitibin_shield,.jpg,114008,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,14.0,14hpf,,shield,ruxolitibin,ruxolitibin,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
57e271d158d6ee57,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/14hpf_simvastatin_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/14hpf_simvastatin_shield.jpg,14hpf_simvastatin_shield.jpg,14hpf_simvastatin_shield,.jpg,143258,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,14.0,14hpf,,shield,simvastatin,simvastatin,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
d790cd9f124ece40,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/18hpf_2-DG_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/18hpf_2-DG_shield.jpg,18hpf_2-DG_shield.jpg,18hpf_2-DG_shield,.jpg,198102,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,18.0,18hpf,,shield,2-DG,2|dg,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
59977d384009f8ad,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/18hpf_DMSO_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/18hpf_DMSO_shield.jpg,18hpf_DMSO_shield.jpg,18hpf_DMSO_shield,.jpg,167420,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,18.0,18hpf,,shield,DMSO,dmso,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
ac684cc85d241518,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/18hpf_leflunomide_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/18hpf_leflunomide_shield.jpg,18hpf_leflunomide_shield.jpg,18hpf_leflunomide_shield,.jpg,155549,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,18.0,18hpf,,shield,leflunomide,leflunomide,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
04f8d24807274353,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/seahub/image_data/chemical_perturbations/CHEM15/images/individual_images/18hpf_oligomycin_shield.jpg,chemical_perturbations/CHEM15/images/individual_images/18hpf_oligomycin_shield.jpg,18hpf_oligomycin_shield.jpg,18hpf_oligomycin_shield,.jpg,159651,2026-06-12 20:26:42.000000000,chemical,CHEM15,,1280,960,RGB,eight_embryo_fov,False,,18.0,18hpf,,shield,oligomycin,oligomycin,,,,stage_first_filename,unmatched_stage,,0,,,,,,,,,,,,,,,,,,
