snip_id,old_fill,old_retained,old_oof,new_fill,new_retained,new_oof
20251106_A02_e01_t0049,0.3576388888888889,1.0,False,0.296875,1.0,False
20251106_A03_e01_t0085,0.4670138888888889,1.0,False,0.3888888888888889,1.0,False
20250512_A03_e01_t0112,0.7048611111111112,1.0,False,0.5850694444444444,1.0,False
20251106_H12_e01_t0093,0.953125,1.0,False,0.7934027777777778,1.0,False
