snip_id,regenerated_snip_id,comparable,legacy_shape,regenerated_shape,orientation_flipped,mean_abs_diff,rmse,max_abs_diff,p99_abs_diff,frac_pixels_above_floor,n_pixels_above_floor,legacy_mean,regenerated_mean,legacy_frac_saturated,regenerated_frac_saturated,legacy_foreground_px,regenerated_foreground_px
20250612_30hpf_ctrl_atf6_G06_e00_t0000,20250612_30hpf_ctrl_atf6_G06_e01_BF_t0000,True,"(576, 256)","(576, 256)",False,7.329318576388889,9.887432700773562,129,37.0,0.7884928385416666,116268,26.61865912543403,31.33422173394097,0.0010308159722222222,0.0003865559895833333,147079,147456
20250612_30hpf_ctrl_atf6_G07_e00_t0000,20250612_30hpf_ctrl_atf6_G07_e01_BF_t0000,True,"(576, 256)","(576, 256)",False,7.217569986979167,11.505271993184376,179,49.0,0.7369113498263888,108662,20.321940104166668,25.12200249565972,2.0345052083333332e-05,1.3563368055555555e-05,147038,147456
20250612_30hpf_ctrl_atf6_G08_e00_t0000,20250612_30hpf_ctrl_atf6_G08_e01_BF_t0000,True,"(576, 256)","(576, 256)",False,6.24639892578125,8.048270931374578,88,28.0,0.7258978949652778,107038,22.08902316623264,26.443589952256943,0.0002644856770833333,5.425347222222222e-05,147009,147456
20250612_30hpf_ctrl_atf6_G09_e00_t0000,20250612_30hpf_ctrl_atf6_G09_e01_BF_t0000,True,"(576, 256)","(576, 256)",False,6.703158908420139,12.10540621566527,185,56.0,0.6211276584201388,91589,22.52048068576389,25.81224907769097,0.0004950629340277778,3.390842013888889e-05,147050,147456
20250612_30hpf_ctrl_atf6_G10_e00_t0000,20250612_30hpf_ctrl_atf6_G10_e01_BF_t0000,True,"(576, 256)","(576, 256)",False,8.285536024305555,13.904738623393675,189,61.45000000001164,0.7363009982638888,108572,26.816752115885418,30.98963080512153,0.0004001193576388889,0.00022379557291666666,147063,147456
20250612_30hpf_ctrl_atf6_G11_e00_t0000,20250612_30hpf_ctrl_atf6_G11_e01_BF_t0000,True,"(576, 256)","(576, 256)",False,8.102220323350695,14.053429511053002,197,65.0,0.7458021375868056,109973,26.93447536892361,31.58084445529514,0.0007052951388888889,0.0010918511284722222,147057,147456
20250612_30hpf_ctrl_atf6_G12_e00_t0000,20250612_30hpf_ctrl_atf6_G12_e01_BF_t0000,True,"(576, 256)","(576, 256)",False,7.09722900390625,11.894323926878625,170,53.0,0.6743842230902778,99442,23.35525851779514,27.09758843315972,0.00044080946180555556,0.000244140625,147048,147456
20250612_30hpf_ctrl_atf6_H01_e00_t0000,20250612_30hpf_ctrl_atf6_H01_e01_BF_t0000,True,"(576, 256)","(576, 256)",False,7.3851318359375,18.630187584440034,228,96.0,0.4041680230034722,59597,21.623494466145832,21.62323676215278,0.0002712673611111111,1.3563368055555555e-05,146987,147456
20250612_30hpf_ctrl_atf6_H02_e00_t0000,20250612_30hpf_ctrl_atf6_H02_e01_BF_t0000,True,"(576, 256)","(576, 256)",False,9.032511393229166,17.824902404356283,211,86.0,0.6805759006076388,100355,25.63882107204861,29.22829861111111,0.0004950629340277778,0.0003933376736111111,147117,147456
20250612_30hpf_ctrl_atf6_H03_e00_t0000,20250612_30hpf_ctrl_atf6_H03_e01_BF_t0000,True,"(576, 256)","(576, 256)",False,5.460116916232639,9.233366252597191,136,41.0,0.53497314453125,78885,26.100850423177082,28.373982747395832,0.0004611545138888889,5.425347222222222e-05,147084,147456
