experiment_order,experiment_id,path,stage_schema,row_count,unique_snip_count,unique_embryo_count,finite_stage_count,missing_stage_count,stage_min,stage_max,model_versions,unexpected_status_count,max_snips_per_embryo,trajectory_kind,ordered_finite_step_count,negative_stage_step_count,zero_stage_step_count,median_stage_step_hpf,p95_stage_step_hpf,max_stage_step_hpf
109,20250512,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20250512/stage_predictions/20250512_stage_predictions.csv,with_status,24569,24569,126,24569,0,12.0,74.34586688532715,kimmel1995_temp_rate_v1,0,195,time_series,24443,0,0,0.3197739017578112,0.3250425290771517,0.8790224566406266
110,20250515_part2,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20250515_part2/stage_predictions/20250515_part2_stage_predictions.csv,with_status,3510,3510,130,3510,0,106.0,120.56997446560058,kimmel1995_temp_rate_v1,0,27,time_series,3380,0,0,0.5589338593139672,0.5621090244140703,0.6074061078369226
111,20250519,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20250519/stage_predictions/20250519_stage_predictions.csv,with_status,4179,4179,82,4179,0,10.0,32.815700909497075,kimmel1995_temp_rate_v1,0,51,time_series,4097,0,0,0.4556510334228534,0.4586017185058644,0.9118341131835948
112,20250711,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20250711/stage_predictions/20250711_stage_predictions.csv,with_status,19723,19723,111,19723,0,7.0,127.94002964760745,kimmel1995_temp_rate_v1,0,179,time_series,19612,0,0,0.5440344179443315,0.5476937660888694,1.6388772761718542
113,20250912,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20250912/stage_predictions/20250912_stage_predictions.csv,with_status,15572,15572,138,15572,0,11.0,110.0536981479248,kimmel1995_temp_rate_v1,0,113,time_series,15434,0,0,0.8832441380859706,0.886096990502935,7.952131482861333
114,20251017_part1,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20251017_part1/stage_predictions/20251017_part1_stage_predictions.csv,with_status,6794,6794,108,6794,0,44.0,97.2219004083252,kimmel1995_temp_rate_v1,0,65,time_series,6686,0,0,0.5689117973876918,0.6137088191894549,16.723567232080086
115,20251017_part2,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20251017_part2/stage_predictions/20251017_part2_stage_predictions.csv,with_status,7559,7559,123,7559,0,81.0,135.1094486369629,kimmel1995_temp_rate_v1,0,63,time_series,7436,0,0,0.587174821215811,1.0771971884765605,8.210963000170892
116,20251020,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20251020/stage_predictions/20251020_stage_predictions.csv,with_status,5216,5216,93,5216,0,13.0,49.22646451174317,kimmel1995_temp_rate_v1,0,57,time_series,5123,0,0,0.631567278588868,0.6809838609375003,1.3193830778320326
119,20251112,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20251112/stage_predictions/20251112_stage_predictions.csv,with_status,6991,6991,186,6991,0,25.0,53.28880299912109,kimmel1995_temp_rate_v1,0,49,time_series,6805,0,0,0.5867742330322265,0.6282230169433589,28.28880299912109
121,20251119,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20251119/stage_predictions/20251119_stage_predictions.csv,with_status,10440,10440,30,10440,0,10.0,51.26315814216308,kimmel1995_temp_rate_v1,0,348,time_series,10410,0,0,0.11876403544922454,0.11973533701171846,0.16048462954100984
122,20251121,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20251121/stage_predictions/20251121_stage_predictions.csv,with_status,20857,20857,135,20857,0,25.0,125.44905528444824,kimmel1995_temp_rate_v1,0,173,time_series,20722,0,0,0.5798463249023484,0.5831785686035147,79.41206351323243
123,20251125,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20251125/stage_predictions/20251125_stage_predictions.csv,with_status,21934,21934,97,21934,0,11.0,96.7494722343506,kimmel1995_temp_rate_v1,0,231,time_series,21837,0,0,0.37107135900878063,0.3737399937011787,18.531202143310537
124,20251205,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20251205/stage_predictions/20251205_stage_predictions.csv,with_status,12291,12291,107,12291,0,21.0,75.46076734187011,kimmel1995_temp_rate_v1,0,115,time_series,12184,0,0,0.3796905023437489,0.38192059226074093,5.093053988671869
125,20251207_pbx,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20251207_pbx/stage_predictions/20251207_pbx_stage_predictions.csv,with_status,14760,14760,118,14760,0,48.0,124.73017866657716,kimmel1995_temp_rate_v1,0,132,time_series,14642,0,0,0.5851989290771513,0.5883782039794951,19.28021875202637
126,20251212,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20251212/stage_predictions/20251212_stage_predictions.csv,with_status,11437,11437,103,11437,0,15.0,56.51424437937011,kimmel1995_temp_rate_v1,0,115,time_series,11334,0,0,0.3639976665527307,0.3657039777099591,12.026146565112303
127,20260122,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260122/stage_predictions/20260122_stage_predictions.csv,with_status,20098,20098,199,20098,0,11.0,47.08407105356445,kimmel1995_temp_rate_v1,0,104,time_series,19899,0,0,0.3465680178222641,0.34910424206543667,10.50625434814453
128,20260202,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260202/stage_predictions/20260202_stage_predictions.csv,with_status,16943,16943,242,16943,0,10.0,50.149388178027344,kimmel1995_temp_rate_v1,0,71,time_series,16701,0,0,0.5681981265380891,0.5715480618164115,26.456743397314455
129,20260206,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260206/stage_predictions/20260206_stage_predictions.csv,with_status,14700,14700,98,14700,0,10.75,64.67577588496094,kimmel1995_temp_rate_v1,0,150,time_series,14602,0,0,0.36169682585448726,0.36412610368652665,0.40038142624511686
130,20260208,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260208/stage_predictions/20260208_stage_predictions.csv,with_status,31680,31680,102,31680,0,9.5,47.29774149768068,kimmel1995_temp_rate_v1,0,321,time_series,31578,0,0,0.1178855592041117,0.11908928972167843,17.570063082934574
131,20260210,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260210/stage_predictions/20260210_stage_predictions.csv,with_status,15892,15892,99,15892,0,42.0,87.93138361589354,kimmel1995_temp_rate_v1,0,161,time_series,15793,0,0,0.2859551753906402,0.2877284556152375,10.561009253686507
132,20260213,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260213/stage_predictions/20260213_stage_predictions.csv,with_status,29010,29010,221,29010,0,13.0,72.85327679204102,kimmel1995_temp_rate_v1,0,139,time_series,28789,0,0,0.4333675511718731,0.43533817587890056,26.458535558349617
133,20260219,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260219/stage_predictions/20260219_stage_predictions.csv,with_status,31713,31713,181,31713,0,10.0,84.74137853952637,kimmel1995_temp_rate_v1,0,177,time_series,31532,0,0,0.4240070529052673,0.4259850167724544,7.629617809204092
136,20260228,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260228/stage_predictions/20260228_stage_predictions.csv,with_status,17012,17012,114,17012,0,34.0,83.469449043042,kimmel1995_temp_rate_v1,0,151,time_series,16898,0,0,0.2892290934081956,0.2910528576416027,3.7492115930419914
137,20260304,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260304/stage_predictions/20260304_stage_predictions.csv,with_status,37409,37409,199,37409,0,21.0,75.88369122839356,kimmel1995_temp_rate_v1,0,192,time_series,37210,0,0,0.28367407587890625,0.2854935954345734,5.032415574609374
138,20260306,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260306/stage_predictions/20260306_stage_predictions.csv,with_status,26979,26979,149,26979,0,74.0,126.3991022548584,kimmel1995_temp_rate_v1,0,186,time_series,26830,0,0,0.28271386860353687,0.2842945551269622,29.793357778198242
139,20260319,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260319/stage_predictions/20260319_stage_predictions.csv,with_status,10269,10269,98,10269,0,16.0,35.20461702731934,kimmel1995_temp_rate_v1,0,105,time_series,10171,0,0,0.184177916381838,0.18754226733398838,2.7654784812011677
140,20260417_irx_pilot,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260417_irx_pilot/stage_predictions/20260417_irx_pilot_stage_predictions.csv,no_status,4968,4968,184,4968,0,12.0,25.41933912858785,kimmel1995_temp_rate_v1,0,27,time_series,4784,0,0,0.5136118355099999,0.5173036285975137,0.5712564021845505
141,20260418_irx_pilot,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260418_irx_pilot/stage_predictions/20260418_irx_pilot_stage_predictions.csv,no_status,15251,15251,197,15251,0,26.0,65.56916385051066,kimmel1995_temp_rate_v1,0,78,time_series,15054,0,0,0.513003245069882,0.5152797561894644,1.0273535443618727
142,20260724_hotfish_24hpf_plate01,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260724_hotfish_24hpf_plate01/stage_predictions/20260724_hotfish_24hpf_plate01_stage_predictions.csv,with_status,102,102,102,0,102,,,kimmel1995_temp_rate_v1,0,1,snapshot,0,0,0,,,
144,20260724_hotfish_30hpf_plate01,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260724_hotfish_30hpf_plate01/stage_predictions/20260724_hotfish_30hpf_plate01_stage_predictions.csv,with_status,98,98,98,0,98,,,kimmel1995_temp_rate_v1,0,1,snapshot,0,0,0,,,
146,20260724_hotfish_36hpf_plate01,/net/trapnell/vol1/home/nlammers/projects/data/morphseq/pipeline/output/feature_extraction/20260724_hotfish_36hpf_plate01/stage_predictions/20260724_hotfish_36hpf_plate01_stage_predictions.csv,with_status,101,101,101,0,101,,,kimmel1995_temp_rate_v1,0,1,snapshot,0,0,0,,,
