path,matched_terms,line_numbers,role_class
results/mcolon/20260329_pbx_crispant_analysis_cont/rerun_20260329_no_yolk/04_plot_pairwise_signed_margin.py,predicted_stage_hpf,20,launch_or_analysis_script
results/mcolon/20260329_pbx_crispant_analysis_cont/rerun_20260329_no_yolk/06_rank_pbx4_morphology_drivers.py,predicted_stage_hpf,152|167|228|341,launch_or_analysis_script
results/mcolon/20260329_pbx_crispant_analysis_cont/rerun_20260329_no_yolk/07_rank_pairwise_continuum_drivers.py,predicted_stage_hpf,215|230,launch_or_analysis_script
results/mcolon/20260329_pbx_crispant_analysis_cont/rerun_20260329_no_yolk/08_all_pairs_overlap_analysis.py,predicted_stage_hpf,122,launch_or_analysis_script
results/mcolon/20260407_pbx_analysis_cont/common.py,predicted_stage_hpf,88,launch_or_analysis_script
results/mcolon/20260409_pbx_additivity/02_projection_feature_over_time.py,predicted_stage_hpf,49,launch_or_analysis_script
results/mcolon/20260409_pbx_additivity/tests/test_phenotype_direction.py,predicted_stage_hpf,85|92|103,launch_or_analysis_script
results/mcolon/20260410_axis_init_comparison/03_run_reference_genotype_condensation.py,predicted_stage_hpf,80,launch_or_analysis_script
results/mcolon/20260413_tfap2_followup/scripts/01_support_table.py,predicted_stage_hpf,48,launch_or_analysis_script
results/mcolon/20260413_tfap2_followup/scripts/02_run_all_pairs_classification.py,predicted_stage_hpf,66,launch_or_analysis_script
results/mcolon/20260601_label_transfer_method/explore_reference_knn_purity.py,predicted_stage_hpf,40|218,launch_or_analysis_script
results/mcolon/20260601_label_transfer_method/label_transfer.py,predicted_stage_hpf,81,launch_or_analysis_script
results/mcolon/20260601_label_transfer_method/label_transfer_core.py,predicted_stage_hpf|time_window,103|194,launch_or_analysis_script
results/mcolon/20260601_label_transfer_method/logistic_label_transfer.py,predicted_stage_hpf,72,launch_or_analysis_script
results/mcolon/20260601_label_transfer_method/run_calibration_benchmark.py,predicted_stage_hpf,59,launch_or_analysis_script
results/mcolon/20260601_label_transfer_method/run_loeo_logistic_benchmark.py,predicted_stage_hpf,128|232|234|236,launch_or_analysis_script
results/mcolon/20260601_label_transfer_method/run_loeo_validation.py,predicted_stage_hpf,40,launch_or_analysis_script
results/mcolon/20260601_label_transfer_method/run_q_conformal_benchmark.py,predicted_stage_hpf,62,launch_or_analysis_script
results/mcolon/20260601_label_transfer_method/run_time_aware_benchmark.py,predicted_stage_hpf,59,launch_or_analysis_script
results/mcolon/20260601_label_transfer_method/run_time_window_diagnostic.py,predicted_stage_hpf|time_window,19|20|21|24|60|212|213|214|215|245|269,launch_or_analysis_script
results/mcolon/20260605_sci_cilia_qc_first_pass/build_reference_and_transfer.py,predicted_stage_hpf,47,launch_or_analysis_script
results/mcolon/20260605_sci_cilia_qc_first_pass/cep290_phenotype_transfer.py,predicted_stage_hpf,314|353,launch_or_analysis_script
results/mcolon/20260605_sci_cilia_qc_first_pass/label_transfer_snapshots.py,predicted_stage_hpf,51,launch_or_analysis_script
results/mcolon/20260605_sci_cilia_qc_first_pass/make_3d_pca.py,predicted_stage_hpf,5,launch_or_analysis_script
results/mcolon/20260605_sci_cilia_qc_first_pass/make_3d_pca_sci.py,predicted_stage_hpf,10|74,launch_or_analysis_script
results/mcolon/20260605_sci_cilia_qc_first_pass/make_embryo_portfolio.py,predicted_stage_hpf|inferred_stage_hpf,35|179|182|183,launch_or_analysis_script
results/mcolon/20260605_sci_cilia_qc_first_pass/make_label_transfer_sci_timelapse.py,predicted_stage_hpf,90|95|149|151,launch_or_analysis_script
results/mcolon/20260605_sci_cilia_qc_first_pass/make_plots.py,predicted_stage_hpf,2|123,launch_or_analysis_script
results/mcolon/20260605_sci_cilia_qc_first_pass/make_trajectory_plots_sci.py,predicted_stage_hpf,5,launch_or_analysis_script
results/mcolon/20260605_sci_cilia_qc_first_pass/patch_predicted_stage_hpf.py,predicted_stage_hpf,2|5|12|14|16|103|108|110,launch_or_analysis_script
results/mcolon/20260607_sci_cilia_gene14_imaging_qc/0_load_and_clean_datasets.py,predicted_stage_hpf,176|238|417|430,launch_or_analysis_script
results/mcolon/20260607_sci_cilia_gene14_imaging_qc/1_fit_reference_models.py,predicted_stage_hpf,36,launch_or_analysis_script
results/mcolon/20260607_sci_cilia_gene14_imaging_qc/2_predict_sequenced_embryos.py,predicted_stage_hpf,103,launch_or_analysis_script
results/mcolon/20260607_sci_cilia_gene14_imaging_qc/3b_genotype_qc_per_plate.py,predicted_stage_hpf,80,launch_or_analysis_script
results/mcolon/20260607_sci_cilia_gene14_imaging_qc/3d_feature_plot.py,predicted_stage_hpf,8|65,launch_or_analysis_script
results/mcolon/20260607_sci_cilia_gene14_imaging_qc/3e_phenotype_separability.py,predicted_stage_hpf,63,launch_or_analysis_script
results/mcolon/20260607_sci_cilia_gene14_imaging_qc/3f_experiment_batch_control.py,predicted_stage_hpf,65,launch_or_analysis_script
results/mcolon/20260607_sci_cilia_gene14_imaging_qc/3g_phenotype_emergence.py,predicted_stage_hpf,57,launch_or_analysis_script
results/mcolon/20260607_sci_cilia_gene14_imaging_qc/3h_pca_3d.py,predicted_stage_hpf,5|53,launch_or_analysis_script
results/mcolon/20260617_morph_axis_investigation/connectedness_panel.py,predicted_stage_hpf,51,launch_or_analysis_script
results/mcolon/20260617_morph_axis_investigation/diagnose_decision_surface.py,predicted_stage_hpf,67,launch_or_analysis_script
results/mcolon/20260617_morph_axis_investigation/morph_axis_connectedness.py,predicted_stage_hpf,68,launch_or_analysis_script
results/mcolon/20260617_morph_axis_investigation/morph_axis_scatter.py,predicted_stage_hpf,86,launch_or_analysis_script
results/mcolon/20260617_morph_axis_investigation/morphseq_investigation/v0/_superseded/b9d2_worked_example.py,predicted_stage_hpf,57,launch_or_analysis_script
results/mcolon/20260617_morph_axis_investigation/morphseq_investigation/v0/b9d2_catalog_example.py,predicted_stage_hpf,52,launch_or_analysis_script
results/mcolon/20260617_morph_axis_investigation/run_real_anchors.py,predicted_stage_hpf,70,launch_or_analysis_script
results/mcolon/20260617_morph_axis_investigation/valley_visualization.py,predicted_stage_hpf,117,launch_or_analysis_script
results/mcolon/20260625_cross_experiment_focus_motion_qc/cross_experiment_qc_audit.py,predicted_stage_hpf,49|81|326|411|676|678|684|687|715,launch_or_analysis_script
results/mcolon/20260625_cross_experiment_focus_motion_qc/posthoc_focus_anchor_a10_t224_diagnostic.py,predicted_stage_hpf,174,launch_or_analysis_script
results/mcolon/20260625_cross_experiment_focus_motion_qc/posthoc_focus_brightness_entropy_diagnostics.py,predicted_stage_hpf,48|194,launch_or_analysis_script
results/mcolon/20260625_cross_experiment_focus_motion_qc/posthoc_focus_local_metric_decile_galleries.py,predicted_stage_hpf,117|186|224,launch_or_analysis_script
results/mcolon/20260625_cross_experiment_focus_motion_qc/posthoc_focus_vs_hpf_diagnostics.py,predicted_stage_hpf,38|40|69|98|99|110|111|128|135|136,launch_or_analysis_script
results/mcolon/20260625_cross_experiment_focus_motion_qc/posthoc_saturation_qc_decile_galleries.py,predicted_stage_hpf,188,launch_or_analysis_script
results/mcolon/20260703_raw_latent_clustering_baseline/0_load_pbx_latents.py,predicted_stage_hpf,30,launch_or_analysis_script
results/mcolon/20260714_tfap2_followup_raw/0_load_tfap2_latents.py,predicted_stage_hpf,9|50|63,launch_or_analysis_script
results/mcolon/20260714_tfap2_followup_raw/3_dim_snip_galleries.py,predicted_stage_hpf,17|62|74|79,launch_or_analysis_script
results/mcolon/20260715_b9d2_direction_decomposition/1_direction_fingerprints.py,predicted_stage_hpf,23|50,launch_or_analysis_script
results/mcolon/20260715_b9d2_direction_decomposition/2_dimension_concentration.py,predicted_stage_hpf,29|57,launch_or_analysis_script
results/mcolon/20260715_b9d2_direction_decomposition/3_ablation_auroc.py,predicted_stage_hpf,23|46,launch_or_analysis_script
results/mcolon/20260715_b9d2_direction_decomposition/4_ablated_refit_fingerprints.py,predicted_stage_hpf,44,launch_or_analysis_script
results/mcolon/20260715_b9d2_direction_decomposition/5_per_dim_variance.py,predicted_stage_hpf,51,launch_or_analysis_script
results/mcolon/20260715_b9d2_direction_decomposition/6_zscored_ndims_over_time.py,predicted_stage_hpf,49,launch_or_analysis_script
results/mcolon/20260715_b9d2_direction_decomposition/7_coverage_response_curves.py,predicted_stage_hpf,49,launch_or_analysis_script
results/mcolon/20260715_b9d2_direction_decomposition/8_direction_fingerprints_zscored.py,predicted_stage_hpf,45,launch_or_analysis_script
results/mcolon/20260715_b9d2_direction_decomposition/9_direction_projection_clustering.py,predicted_stage_hpf,71,launch_or_analysis_script
results/mcolon/20260715_gene14_hooke_dact/scripts/core/seq_imaging_crosswalk.py,predicted_stage_hpf,64,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/01_plot_b9d2_phenotype_summary.py,predicted_stage_hpf,60|69|75|90|136,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/03_plot_cep290_phenotype_summary.py,predicted_stage_hpf,60|69|72|86|132,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/04_plot_b9d2_phenotype_trajectories_by_pair.py,predicted_stage_hpf,58|67|69|70|77|79|111|114,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/05_plot_b9d2_curvature_by_phenotype_and_experiment.py,predicted_stage_hpf,60|79|84|139,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/07_plot_cep290_phenotype_by_pair.py,predicted_stage_hpf,102|122|127|222,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/08_plot_cep290_phenotype_distribution.py,predicted_stage_hpf,106|117|121,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/09_plot_cep290_pair_severity_overlay.py,predicted_stage_hpf,104|109|113|135|147|152|188,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/11_refit_cep290_phenotype_with_np.py,predicted_stage_hpf,53,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/12_plot_cep290_curvature_3class_views.py,predicted_stage_hpf,86|102|106|148,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/13_plot_phenotype_emergence_emb.py,predicted_stage_hpf,59,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/14_plot_resolve_phenotypes_from_mess.py,predicted_stage_hpf,59,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/15_refit_b9d2_phenotype_with_np.py,predicted_stage_hpf,49,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/16_plot_znorm_distance_from_wt.py,predicted_stage_hpf,46,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/17_plot_energy_distance_from_wt.py,predicted_stage_hpf,48,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/18_plot_per_embryo_distance_from_wt.py,predicted_stage_hpf,47,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/19_plot_fraction_beyond_wt_threshold.py,predicted_stage_hpf,44,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/20_plot_energy_distance_wt_halfsplit_null.py,predicted_stage_hpf,46,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/23_plot_manual_b9d2_labels.py,predicted_stage_hpf,51,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/24_train_manual_b9d2_pooled_vs_split.py,predicted_stage_hpf,58,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/25_plot_three_class_training_labels.py,predicted_stage_hpf,48,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/26_homo_vs_wt_probability.py,predicted_stage_hpf,62,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/27_build_threshold_explorer.py,predicted_stage_hpf,34,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/28_cep290_homo_vs_wt_probability.py,predicted_stage_hpf,52,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/29_ce_phenotype_probability.py,predicted_stage_hpf,58,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/30_three_class_simplex_explorer.py,predicted_stage_hpf,63,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/32_penetrance_dots_both_genes.py,predicted_stage_hpf,42,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/36_starter_pairs_and_f1s.py,predicted_stage_hpf,68,launch_or_analysis_script
results/mcolon/20260715_lab_meeting_scratch/registry/build_registry.py,predicted_stage_hpf,15|99|118|119,launch_or_analysis_script
results/nlammers/20250312/morph_pca_to_image.py,predicted_stage_hpf,160,launch_or_analysis_script
results/nlammers/20260723_seahub/make_seahub_surface_area_calibration_notebook.py,predicted_stage_hpf,75,launch_or_analysis_script
results/nlammers/20260723_seahub/seahub_surface_area_calibration.py,predicted_stage_hpf,163|266|343|350|473|501|506|509|628|638|665|671|747|827|828|855|915|926|929|947|988|989|1115|1137|1243,launch_or_analysis_script
results/nlammers/20260729_morphseq_integration/build_qc_diagnostic_nb.py,predicted_stage_hpf,191|323,launch_or_analysis_script
results/nlammers/20260729_morphseq_integration/qc_diagnostic_utils.py,predicted_stage_hpf,131|423|571,launch_or_analysis_script
results/nlammers/20260730_GENE7/legacy_reference.py,predicted_stage_hpf,26|86|244|245,launch_or_analysis_script
results/nlammers/20260730_GENE7/morph_pca_spline.py,predicted_stage_hpf,30|68|112,launch_or_analysis_script
results/nlammers/20260730_GENE7/run_processing.py,predicted_stage_hpf,35,launch_or_analysis_script
results/nlammers/20260805/morph_stage_reliability_utils.py,predicted_stage_hpf,5|70|251,launch_or_analysis_script
scripts/recon/analyze_surface_area_qc.py,predicted_stage_hpf|stage_prediction_status,393|636|640|646|670|1051|1156|1204|1205|1249|1256|1257|1258|1259|1369,qc_conditioning_or_qc_report
scripts/recon/pipeline_recon.py,predicted_stage_hpf|stage_prediction_status,81|82|711|712|716|722|727|728|731|732|755,study_or_test
src/analyze/assess_hydra_results.py,predicted_stage_hpf,396|468,analysis_or_visualization_axis
src/analyze/assess_vae_results.py,predicted_stage_hpf,76|139|355|517|518|548,analysis_or_visualization_axis
src/analyze/classification/classification_results.py,predicted_stage_hpf,44,analysis_or_visualization_axis
src/analyze/classification/classification_test.py,predicted_stage_hpf,555|682,analysis_or_visualization_axis
src/analyze/classification/label_transfer/core.py,predicted_stage_hpf,88,analysis_or_visualization_axis
src/analyze/classification/label_transfer/perbin.py,predicted_stage_hpf,340,analysis_or_visualization_axis
src/analyze/classification/tests/test_analysis.py,predicted_stage_hpf,61,analysis_or_visualization_axis
src/analyze/classification/tests/test_classification_test.py,predicted_stage_hpf,19,analysis_or_visualization_axis
src/analyze/classification/tests/test_run_classification.py,predicted_stage_hpf,30|51|72|95|102|111|135|154|176|193|213|231|254|266|301|379|440|461|479|502|516|540|563|593|691|723|740|758|787|824|902|918|927,analysis_or_visualization_axis
src/analyze/classification/viz/misclassification.py,time_window,12|238|296|350|352|357,analysis_or_visualization_axis
src/analyze/classification/viz/simplex_adapters.py,predicted_stage_hpf,139,analysis_or_visualization_axis
src/analyze/difference_detection/classification_test.py,predicted_stage_hpf,193|227,analysis_or_visualization_axis
src/analyze/difference_detection/penetrance_threshold.py,predicted_stage_hpf,189|205|274|295|310|365|391|416,analysis_or_visualization_axis
src/analyze/difference_detection/tests/test_binning.py,predicted_stage_hpf,11|19,analysis_or_visualization_axis
src/analyze/difference_detection/tests/test_class_weight_logging.py,predicted_stage_hpf,27,analysis_or_visualization_axis
src/analyze/embedding_predictions/curvature_regression.py,predicted_stage_hpf,214,analysis_or_visualization_axis
src/analyze/optimal_transport_morphometrics/docs/phase2_implemnetation_tracking/stream_a_ott_backend/spike_test_results/canonical_grid_epsilon_spike.py,predicted_stage_hpf,51|54|55|60|62,analysis_or_visualization_axis
src/analyze/optimal_transport_morphometrics/docs/phase2_implemnetation_tracking/stream_a_ott_backend/spike_test_results/viz_field_comparison.py,predicted_stage_hpf,81|84|85|90|92,analysis_or_visualization_axis
src/analyze/optimal_transport_morphometrics/docs/phase2_implemnetation_tracking/stream_a_ott_backend/spike_test_results/viz_low_epsilon_comparison.py,predicted_stage_hpf,47|50|51|56|58,analysis_or_visualization_axis
src/analyze/optimal_transport_morphometrics/docs/phase2_implemnetation_tracking/stream_d_reference_embryo/01_build_cohort_manifest.py,predicted_stage_hpf,393|491,analysis_or_visualization_axis
src/analyze/optimal_transport_morphometrics/docs/phase2_implemnetation_tracking/stream_d_reference_embryo/06_difference_classification_clustering.py,predicted_stage_hpf,184|192,analysis_or_visualization_axis
src/analyze/optimal_transport_morphometrics/uot_masks/feature_compaction/dct_compaction_spike.py,predicted_stage_hpf,103|106|107|113|115,analysis_or_visualization_axis
src/analyze/spline_fitting/bootstrap.py,predicted_stage_hpf|time_window,34|43|62|80|150|178|186|195|239|243|248|249,analysis_or_visualization_axis
src/analyze/spline_fitting/curve_ops.py,predicted_stage_hpf,218|244|440,analysis_or_visualization_axis
src/analyze/spline_fitting/tests/test_bootstrap.py,predicted_stage_hpf,24,analysis_or_visualization_axis
src/analyze/trajectory_analysis/clustering/bootstrap_clustering.py,predicted_stage_hpf,623|650|819|1100,analysis_or_visualization_axis
src/analyze/trajectory_analysis/clustering/k_selection.py,predicted_stage_hpf,683|710|726,analysis_or_visualization_axis
src/analyze/trajectory_analysis/config.py,predicted_stage_hpf,50,analysis_or_visualization_axis
src/analyze/trajectory_analysis/io/data_loading.py,predicted_stage_hpf,331|340|348|366|372|401|414,analysis_or_visualization_axis
src/analyze/trajectory_analysis/projection.py,predicted_stage_hpf,107|273|308,analysis_or_visualization_axis
src/analyze/trajectory_analysis/utilities/correlation.py,predicted_stage_hpf,22,analysis_or_visualization_axis
src/analyze/trajectory_analysis/utilities/dtw_utils.py,predicted_stage_hpf|time_window,24|43|190|192|216|220|255|282|283,analysis_or_visualization_axis
src/analyze/trajectory_analysis/utilities/trajectory_utils.py,predicted_stage_hpf,54|95|217|233|436,analysis_or_visualization_axis
src/analyze/utils/binning.py,predicted_stage_hpf|time_window,22|37|51|73|89|162|165|169|179|193|198,analysis_or_visualization_axis
src/analyze/utils/data_containers/_archive/reports.py,time_window,11|30,analysis_or_visualization_axis
src/analyze/utils/data_containers/bin_object.py,predicted_stage_hpf,86|96,analysis_or_visualization_axis
src/analyze/utils/data_containers/tests/test_bin_object.py,predicted_stage_hpf,21|28|123,analysis_or_visualization_axis
src/analyze/utils/data_processing.py,predicted_stage_hpf,17|35,analysis_or_visualization_axis
src/analyze/utils/pca.py,predicted_stage_hpf,183|199|274|292,analysis_or_visualization_axis
src/analyze/viz/embryo_renderer.py,predicted_stage_hpf,104|406|412|425|426|452|453|532|535,analysis_or_visualization_axis
src/analyze/viz/hpf_coverage.py,predicted_stage_hpf,2|16|122|147,analysis_or_visualization_axis
src/analyze/viz/plotting/feature_over_time.py,predicted_stage_hpf,266|324,analysis_or_visualization_axis
src/analyze/viz/plotting/plotting_3d.py,predicted_stage_hpf,106|154|181|245|254|675,analysis_or_visualization_axis
src/app/vae_latent_visual_app_v2.py,predicted_stage_hpf,77|89|156|198|332,analysis_or_visualization_axis
src/build/build03A_process_embryos_main_par.py,predicted_stage_hpf,774,legacy_build_producer_or_consumer
src/build/build03A_process_images.py,predicted_stage_hpf,1225|1228|1627|1628|1648|1660|1667|1775|2032|2055,legacy_build_producer_or_consumer
src/build/build04_perform_embryo_qc.py,predicted_stage_hpf|inferred_stage_hpf|manual_stage_hpf,414|415|418|419|477|484|499|503|510|511|527|536|539|540|564|565|575|577|594|598|605|606|624|634|635|651|653|682|687|700|701|720|730|741|742|743|747|748|791|797|801|802|805|902|920|921|942|943|972|1007|1044|1045|1209|1293|1295|1345|1348|1413|1414|1515|1523|1682|1683,legacy_build_producer_or_consumer
src/build/build05_make_training_snips.py,manual_stage_hpf,44|46|48,legacy_build_producer_or_consumer
src/build/build_utils.py,predicted_stage_hpf,11|37|162|163|165,legacy_build_producer_or_consumer
src/build/infer_developmental_age.py,predicted_stage_hpf|inferred_stage_hpf_reg|inferred_stage_hpf|calc_stage_hpf,32|34|75|76|96|99|100|104|116|118|120|121|129|153|156,legacy_build_producer_or_consumer
src/core/data/dataset_classes.py,time_window,103|123,core_loader_cohort_or_pair_sampler
src/core/data/dataset_configs.py,inferred_stage_hpf_reg|inferred_stage_hpf|time_window|age_key.csv,40|55|175,core_loader_cohort_or_pair_sampler
src/core/data/dataset_utils.py,predicted_stage_hpf|inferred_stage_hpf_reg|inferred_stage_hpf|time_window,26|30|32|33|37|38|208|212,core_loader_cohort_or_pair_sampler
src/core/functions/dataset_utils.py,time_window,243|264|353|375|390|468|481|539|552|567,core_analysis_config_or_reporting
src/core/functions/embryo_df_performance_metrics.py,predicted_stage_hpf,218|230|235|236|245|275|285|297|566|576|584|585|594|623|632|649|2746|2804|2850|2851|2867,core_analysis_config_or_reporting
src/core/functions/improved_build_splines.py,predicted_stage_hpf|time_window,16|28|52|73|181|401,core_analysis_config_or_reporting
src/core/functions/spline_fitting_v2.py,predicted_stage_hpf|time_window,10|11|31|38,core_analysis_config_or_reporting
src/core/functions/spline_morph_spline_metrics.py,predicted_stage_hpf,193|194|267|332|333|334|338|339|472|562|1167|1175|1181|1186|1188|1251|1261|1281|1289|1506|1569|1570|1571|1575|1576,core_analysis_config_or_reporting
src/core/losses/loss_configs.py,time_window,138,core_metric_loss
src/core/losses/loss_functions.py,time_window,352,core_metric_loss
src/core/models/model_configs.py,time_window,128,core_analysis_config_or_reporting
src/core/run/run_utils.py,age_key.csv,359|362|366,core_analysis_config_or_reporting
src/data_pipeline/analysis_ready/report.py,predicted_stage_hpf,3|7|51|59|65|122|176|214|231|238|260|274,analysis_ready_metadata_or_report_axis
src/data_pipeline/feature_extraction/stage_inference.py,predicted_stage_hpf,67,pipeline_consumer_or_parallel_stage_formula
src/data_pipeline/feature_extraction/stage_predictions/compute.py,predicted_stage_hpf|stage_prediction_status,168|216|218,live_producer_or_contract
src/data_pipeline/feature_extraction/stage_predictions/contract.py,predicted_stage_hpf|stage_prediction_status,3|5|18|21|51|55|59|61|63|65,live_producer_or_contract
src/data_pipeline/pipeline_orchestrator/orchestration/paths.py,predicted_stage_hpf,678|917|919,pipeline_consumer_or_parallel_stage_formula
src/data_pipeline/pipeline_orchestrator/rules/analysis_ready.smk,predicted_stage_hpf,51,pipeline_consumer_or_parallel_stage_formula
src/data_pipeline/pipeline_orchestrator/rules/surface_area_qc.smk,predicted_stage_hpf,5,qc_conditioning_or_qc_report
src/data_pipeline/quality_control/generate_references/build_sa_reference.py,predicted_stage_hpf,5|102|103|113|136|137|256,pipeline_consumer_or_parallel_stage_formula
src/data_pipeline/quality_control/reporting/__init__.py,predicted_stage_hpf,78,pipeline_consumer_or_parallel_stage_formula
src/data_pipeline/quality_control/surface_area_outlier_detection.py,predicted_stage_hpf,48|72|94,qc_conditioning_or_qc_report
src/data_pipeline/quality_control/surface_area_qc/compute.py,predicted_stage_hpf,7,qc_conditioning_or_qc_report
src/data_pipeline/quality_control/surface_area_qc/config.py,predicted_stage_hpf,24,qc_conditioning_or_qc_report
src/data_pipeline/quality_control/surface_area_qc/report.py,predicted_stage_hpf,5|34|36|83,qc_conditioning_or_qc_report
src/data_pipeline/viz/reporting.py,predicted_stage_hpf,1202|1522,pipeline_consumer_or_parallel_stage_formula
src/legacy/vae/auxiliary_scripts/assess_image_set.py,predicted_stage_hpf,67,study_or_test
src/legacy/vae/auxiliary_scripts/assess_vae_results.py,predicted_stage_hpf,49|98|106|265|266|296|555,study_or_test
src/legacy/vae/auxiliary_scripts/generate_sample_images.py,predicted_stage_hpf,46|213|214|244|443,study_or_test
src/legacy/vae/auxiliary_scripts/infer_developmental_age.py,predicted_stage_hpf|inferred_stage_hpf_reg|inferred_stage_hpf,26|29|37|42|44|62|63,study_or_test
src/legacy/vae/auxiliary_scripts/make_training_key.py,predicted_stage_hpf|inferred_stage_hpf|time_window,13|23|24|25|28|29|208|225|233|239|240|245|247|313|317|318|322|323|332,study_or_test
src/legacy/vae/models/metric_vae/metric_vae_config.py,predicted_stage_hpf,69|73,study_or_test
src/legacy/vae/models/metric_vae/metric_vae_model.py,predicted_stage_hpf,336,study_or_test
src/legacy/vae/models/morph_iaf_vae/morph_iaf_vae_config.py,predicted_stage_hpf|inferred_stage_hpf_reg|inferred_stage_hpf|time_window,44|73|101|119|127|132|155|164,study_or_test
src/legacy/vae/models/morph_iaf_vae/morph_iaf_vae_model.py,time_window,336|382,study_or_test
src/legacy/vae/models/seq_vae/seq_vae_config.py,time_window,43|71|96,study_or_test
src/legacy/vae/models/seq_vae/seq_vae_model.py,time_window,345|449,study_or_test
src/legacy/vae/models/vae/vae_config.py,inferred_stage_hpf_reg|inferred_stage_hpf,41|45,study_or_test
src/legacy/vae/trainers/base_trainer/base_trainer.py,predicted_stage_hpf|time_window,879|887|893,study_or_test
src/morphseq_integration/legacy_morph.py,predicted_stage_hpf,124,study_or_test
src/run_morphseq_pipeline/combine_experiments_parts.py,predicted_stage_hpf,28|170|174|175|270|274|275|641|643|645|651|670|677|682,study_or_test
src/run_morphseq_pipeline/validation.py,predicted_stage_hpf,9,study_or_test
src/vae/auxiliary_scripts/assess_image_set.py,predicted_stage_hpf,71,legacy_vae_consumer
src/vae/auxiliary_scripts/assess_vae_results.py,predicted_stage_hpf,49|96|104|263|264|294|502,legacy_vae_consumer
src/vae/auxiliary_scripts/generate_sample_images.py,predicted_stage_hpf,47|214|215|245|444,legacy_vae_consumer
src/vae/auxiliary_scripts/infer_developmental_age.py,predicted_stage_hpf|inferred_stage_hpf_reg|inferred_stage_hpf,26|29|37|42|44|62|63,legacy_vae_consumer
src/vae/auxiliary_scripts/make_training_key.py,predicted_stage_hpf|inferred_stage_hpf|time_window,13|23|24|25|28|29|208|225|233|239|240|245|247|313|317|318|322|323|332,legacy_vae_consumer
src/vae/models/metric_vae/metric_vae_config.py,predicted_stage_hpf,69|73,legacy_vae_consumer
src/vae/models/metric_vae/metric_vae_model.py,predicted_stage_hpf,336,legacy_vae_consumer
src/vae/models/morph_iaf_vae/morph_iaf_vae_config.py,predicted_stage_hpf|inferred_stage_hpf_reg|inferred_stage_hpf|time_window,45|74|102|120|128|133|156|165,legacy_vae_consumer
src/vae/models/morph_iaf_vae/morph_iaf_vae_model.py,time_window,336|382,legacy_vae_consumer
src/vae/models/seq_vae/seq_vae_config.py,time_window,43|71|96,legacy_vae_consumer
src/vae/models/seq_vae/seq_vae_model.py,time_window,345|449,legacy_vae_consumer
src/vae/models/vae/vae_config.py,inferred_stage_hpf_reg|inferred_stage_hpf,41|45,legacy_vae_consumer
src/vae/trainers/base_trainer/base_trainer.py,predicted_stage_hpf|time_window,880|888|894,legacy_vae_consumer
