well,observed_legacy_uncropped__n_pixels,observed_legacy_uncropped__mean,observed_legacy_uncropped__p95,observed_legacy_uncropped__frac_ge_250,observed_legacy_uncropped__frac_eq_255,reconstructed_legacy_memory__n_pixels,reconstructed_legacy_memory__mean,reconstructed_legacy_memory__p95,reconstructed_legacy_memory__frac_ge_250,reconstructed_legacy_memory__frac_eq_255,reconstructed_legacy_jpeg__n_pixels,reconstructed_legacy_jpeg__mean,reconstructed_legacy_jpeg__p95,reconstructed_legacy_jpeg__frac_ge_250,reconstructed_legacy_jpeg__frac_eq_255,current_source_legacy_mask__n_pixels,current_source_legacy_mask__mean,current_source_legacy_mask__p95,current_source_legacy_mask__frac_ge_250,current_source_legacy_mask__frac_eq_255,legacy_source_current_mask__n_pixels,legacy_source_current_mask__mean,legacy_source_current_mask__p95,legacy_source_current_mask__frac_ge_250,legacy_source_current_mask__frac_eq_255,current_source_current_mask__n_pixels,current_source_current_mask__mean,current_source_current_mask__p95,current_source_current_mask__frac_ge_250,current_source_current_mask__frac_eq_255,reconstruction__mae,reconstruction__rmse,reconstruction__correlation,source_raw__mae,source_raw__rmse,source_raw__correlation
E01,13840,133.1625,241.0,0.01430635838150289,0.0032514450867052024,13967,133.97644447626547,241.0,0.014749051335290328,7.159733657907926e-05,13967,133.99083554091789,241.0,0.014104675306078614,0.0031502828094794873,13967,135.04596549008377,240.0,0.012744325911076108,7.159733657907926e-05,12738,145.31598367090595,242.0,0.015073009891662742,7.85052598524101e-05,12738,147.19178834981943,243.0,0.018684251844873608,7.85052598524101e-05,0.0,0.0,1.0,2.9693739149305554,4.80174438427791,0.9943421627325011
E02,19216,141.88551207327228,240.0,0.012957951706910907,0.0035387177352206494,19233,142.91769354754848,240.0,0.012478552487911403,0.00010398793739926168,19233,142.90895856080695,240.0,0.012946498206208079,0.0035355898715748973,19233,145.1683044766807,241.0,0.018197889044870796,0.0002599698434981542,18497,148.13742769097692,241.0,0.012326323187543927,0.00010812564199599936,18497,149.77493647618533,241.0,0.019246364275287885,0.00043250256798399743,0.0,0.0,0.9999999999999998,4.003675672743055,5.83469687374648,0.9979371061147562
E03,18528,138.0355677892919,239.0,0.016515544041450777,0.004101899827288429,18762,138.48459652489075,240.0,0.015936467327577017,0.0006928898838076964,18762,138.46812706534485,240.0,0.016576057989553354,0.004157339302846178,18762,140.32683082826992,241.0,0.01769534164801194,0.00037309455281952884,17495,144.0346956273221,241.0,0.017376393255215776,0.0008573878250928837,17495,145.01977707916546,240.0,0.014289797084881395,5.715918833952558e-05,0.0,0.0,1.0,3.9084065755208335,6.468738467850697,0.993874469143528
E04,21576,143.8755098257323,238.0,0.01293103448275862,0.0035224323322209862,21607,145.1251446290554,238.0,0.010228166797797011,4.628129772758828e-05,21607,145.09978247790067,238.0,0.01291248206599713,0.003517378627296709,21607,145.5621326421993,237.0,0.008515758781876244,9.256259545517657e-05,21390,146.8658719027583,239.0,0.011453950444132773,9.350163627863488e-05,21390,146.9404394576905,238.0,0.008602150537634409,0.00018700327255726976,0.0,0.0,1.0,4.8472900390625,7.353959178789247,0.9958984656106676
E05,21184,143.89100264350452,240.0,0.013406344410876132,0.0022658610271903325,21114,145.25565975182343,240.0,0.01250355214549588,4.736193994506015e-05,21114,145.24457705787628,240.0,0.013450790944397082,0.002273373117362887,21114,145.16756654352562,239.0,0.00956711186890215,4.736193994506015e-05,20653,150.3663390306493,241.0,0.016995109669297438,0.0015009925918752724,20653,149.39296954437611,239.0,0.012879484820607176,0.0,0.0,0.0,0.9999999999999998,6.080078125,10.172155680757957,0.9926355652000458
E06,20984,143.2453774304232,237.0,0.011484940907357986,0.0027640106747998474,21187,144.23184027941662,238.0,0.008259781941756738,0.00014159626185868693,21187,144.21149761646294,238.0,0.011894085996129702,0.0031151177608911124,21187,146.36206164157267,239.0,0.013357247368669467,4.7198753952895644e-05,20753,148.0394159880499,239.0,0.008384329976388955,4.8185804462005495e-05,20753,150.19447790680866,239.0,0.011757336288729341,4.8185804462005495e-05,0.0,0.0,1.0,5.089423285590278,8.096873894410063,0.9935473635863759
E07,15312,132.2183908045977,241.0,0.01769853709508882,0.003853187042842215,15475,132.89983844911146,241.0,0.017964458804523426,6.462035541195476e-05,15475,132.87224555735057,241.0,0.01751211631663974,0.003812600969305331,15475,133.67153473344104,242.0,0.019644588045234248,0.0006462035541195477,13873,144.66654652922944,244.0,0.02645426367764723,0.0012974843220644417,13873,146.7211129532185,245.0,0.030130469256829814,7.208246233691343e-05,0.0,0.0,1.0,3.14691162109375,5.599537881827157,0.9919469212822657
E08,20048,139.24885275339187,239.0,0.015413008778930566,0.00538707102952913,20221,139.73141783294594,239.0,0.01557786459621186,0.0009890707680134513,20221,139.70827357697442,239.0,0.015429503981009842,0.00539043568567331,20221,138.98704317293902,239.0,0.016022946441817912,0.0003956283072053805,19494,143.43233815532986,240.0,0.02046783625730994,0.0024622960911049553,19494,143.33861701036216,239.0,0.012824458807838309,0.00010259567046270647,0.0,0.0,1.0,3.4355943467881946,5.692320554229241,0.9884961269379477
E10,22816,136.33949859747545,237.0,0.009905329593267882,0.0021037868162692847,22937,137.3598552557004,237.0,0.007891180189213934,4.35976806033919e-05,22937,137.36033483018704,237.0,0.00985307581636657,0.002092688668962811,22937,137.39102759733183,237.0,0.010027466538780137,0.0003923791254305271,22002,141.51068084719572,239.0,0.013407872011635305,9.09008271975275e-05,22002,142.19775474956822,240.0,0.017498409235524044,4.545041359876375e-05,0.0,0.0,1.0,3.039272732204861,4.393659828723452,0.9948460743006771
E11,18456,148.22025357607282,243.0,0.02058951018638925,0.005797572605114868,18490,149.01433207138993,243.0,0.019902650081124934,0.00016224986479177934,18490,149.0236884802596,243.0,0.020659816116819902,0.005840995132504056,18490,149.12033531638724,242.0,0.019848566792861008,0.00037858301784748514,18670,151.3786288162828,244.0,0.025388323513658276,0.00042849491162292447,18670,151.49084092126407,242.0,0.018532404927691485,0.00010712372790573112,0.0,0.0,1.0,3.3046332465277777,6.67450101196191,0.9912946895644705
E12,16344,147.4095080763583,241.0,0.016152716593245228,0.005628976994615761,16311,149.15946293912083,241.0,0.014591380050272822,6.130831953896144e-05,16311,149.1603212555944,241.0,0.01618539635828582,0.005640365397584452,16311,150.95647109312733,241.0,0.012139047268714365,6.130831953896144e-05,16008,152.31896551724137,241.0,0.014367816091954023,0.0001874062968515742,16008,154.5417291354323,241.0,0.011681659170414792,0.0001249375312343828,0.0,0.0,1.0,3.5077921549479165,6.14214059699721,0.9916337705309445
F01,15840,132.66710858585859,242.0,0.02013888888888889,0.007196969696969697,15992,133.8035892946473,242.0,0.02332416208104052,0.00043771885942971487,15992,133.77951475737868,242.0,0.02051025512756378,0.007378689344672337,15992,133.98005252626314,243.0,0.021010505252626314,0.00031265632816408203,14577,143.06599437469987,242.0,0.01968855045619812,0.00013720244220347122,14577,143.98621115455856,242.0,0.017630513823146052,0.00020580366330520683,0.0,0.0,1.0,3.599399142795139,6.031684574333564,0.9930161671396458
F02,18112,141.4328069787986,241.0,0.018440812720848056,0.00530035335689046,18028,142.7298091857111,241.0,0.017417350787663634,0.00038828489017084537,18028,142.7388506767251,241.0,0.018526736188151764,0.005325049922343022,18028,142.01048369203463,241.0,0.017417350787663634,0.00016640781007321945,16586,149.83992523815266,241.0,0.015675871216688772,6.02918123718799e-05,16586,149.2014952369468,240.0,0.0116966116001447,0.0001205836247437598,0.0,0.0,1.0,4.6845703125,7.235631977732663,0.9929336101074323
F03,17464,143.57272102611086,241.0,0.019697663765460376,0.004580852038479157,17513,144.56129732198937,241.0,0.020327756523725232,0.00011420087934677097,17513,144.54348198481128,241.0,0.019642551247644607,0.0045680351738708385,17513,145.57248900816538,242.0,0.02061325872209216,0.0004568035173870839,16683,149.08661511718515,242.0,0.023317149193790087,5.9941257567583765e-05,16683,149.76976562968292,242.0,0.017442905952166875,5.9941257567583765e-05,0.0,0.0,1.0,2.3801405164930554,3.41775817803742,0.9974853985506713
F04,23240,139.48261617900172,238.0,0.011101549053356282,0.002710843373493976,23142,140.5773917552502,238.0,0.00950652493302221,4.321147696828278e-05,23142,140.5697433238268,238.0,0.01119177253478524,0.002765534525970098,23142,143.0756200846945,238.0,0.011926367643246047,0.00012963443090484831,22461,143.2754997551311,238.0,0.008503628511642403,4.452161524420106e-05,22461,145.1467432438449,238.0,0.009483104047014825,4.452161524420106e-05,0.0,0.0,1.0,4.493503146701389,6.3906377342986405,0.9972410978054126
F05,22088,139.10258964143426,240.0,0.015890981528431727,0.0037576964867801523,22189,139.62819415025464,240.0,0.014962368741268196,0.00040560638154040293,22189,139.61201496236873,240.0,0.015908783631529137,0.0037856595610437603,22189,141.15102077606022,242.0,0.022443553111902294,0.0013069538960746316,21640,141.11820702402957,241.0,0.016728280961182996,0.0009704251386321626,21640,141.9597042513863,241.0,0.016913123844731977,0.0001386321626617375,0.0,0.0,1.0,3.7288682725694446,6.2299385060418135,0.9920620941989903
F06,22672,144.00516055045873,239.0,0.017422371206774877,0.006219124911785463,22579,144.76814739359583,240.0,0.017892732184773462,0.0001328668231542584,22579,144.763984233137,239.0,0.017449842774259268,0.006244740688250144,22579,147.20355197307234,240.0,0.016962664422693653,0.0001328668231542584,21884,147.97537013343083,239.0,0.011195393895083165,4.5695485286053735e-05,21884,150.75333577042588,240.0,0.014211295923962712,9.139097057210747e-05,0.0,0.0,0.9999999999999998,5.0989990234375,7.760241014510994,0.9956533511913
F07,15632,137.3927200614125,240.0,0.015353121801432957,0.00447799385875128,15686,138.4921586127757,240.0,0.016447787836287135,6.375111564452378e-05,15686,138.51836032130564,240.0,0.015300267754685707,0.004462578095116665,15686,141.6303072803774,241.0,0.01670279229886523,0.00012750223128904755,14452,148.07272349847773,241.0,0.0193052864655411,6.91945751453086e-05,14452,151.7477165790202,242.0,0.01895931358981456,6.91945751453086e-05,0.0,0.0,1.0,4.628580729166667,6.938217477288585,0.995053467279567
F08,13368,147.8689407540395,242.0,0.015110712148414123,0.002992220227408737,13443,148.99390017109278,242.0,0.013687420962582757,0.0002231644722160232,13443,148.99933050658336,242.0,0.015175184110689579,0.0029755262962136426,13443,149.45042029308934,242.0,0.015472736740310942,0.0002231644722160232,13361,150.55572187710501,242.0,0.01534316293690592,0.00014968939450639922,13361,151.30491729660955,241.0,0.01526831823965272,7.484469725319961e-05,0.0,0.0,1.0,2.899570041232639,5.844635976175969,0.9924494435127484
F09,19752,137.69430943701903,239.0,0.011846901579586877,0.003037667071688943,19883,138.72715385002263,239.0,0.011215611326258612,5.029422119398481e-05,19883,138.71171352411608,239.0,0.0119197304229744,0.0031182417140270583,19883,140.1620982749082,241.0,0.0175526831967007,0.0010058844238796962,19058,142.0317976702697,239.0,0.013904921817609403,0.0001574142092559555,19058,144.0882044285864,242.0,0.02198551789274845,0.0006821282401091405,0.0,0.0,0.9999999999999999,4.357713487413195,7.001433210638961,0.9941296246240486
F10,19520,144.07151639344264,239.0,0.013524590163934426,0.003944672131147541,19818,144.14612978100718,239.0,0.012362498738520538,0.00010091835704914725,19818,144.14027651629831,239.0,0.013321223130487435,0.0038853567463921685,19818,143.6959329902109,239.0,0.01226158038147139,0.0002018367140982945,18967,148.85311330205093,239.0,0.011546370011071862,5.272315073548795e-05,18967,147.66689513365318,239.0,0.01159909316180735,5.272315073548795e-05,0.0,0.0,1.0,3.8075425889756946,6.190244397864687,0.9901602920816427
F11,25544,148.7517616661447,242.0,0.017186031944879422,0.004541183839649233,25696,149.06121575342465,242.0,0.013854296388542964,7.783312577833126e-05,25696,149.06269458281446,242.0,0.01727895392278954,0.0045532378580323786,25696,140.2119006849315,235.0,0.005487235367372354,3.891656288916563e-05,31645,138.4258808658556,242.0,0.020413967451414126,0.0008532153578764417,31645,133.2910728393111,236.0,0.013430241744351399,0.0007900142202559646,0.0,0.0,1.0,11.30523681640625,23.473487273165333,0.9180973564766551
G01,13288,142.31389223359423,241.0,0.013546056592414209,0.0032360024081878385,13481,143.0623099176619,240.0,0.013352125213263111,7.417847340701729e-05,13481,143.0540019286403,240.0,0.013426303686670128,0.003189674356501743,13481,142.9534159187004,238.0,0.005118314665084192,0.0,12828,149.15715622076706,241.0,0.016682257561584035,7.795447458684128e-05,12828,150.19223573433115,241.0,0.009276582475834114,0.0,0.0,0.0,1.0,2.6105550130208335,5.570584597725508,0.9923509039731159
G02,19488,136.02622126436782,238.0,0.014829638752052544,0.0041564039408867,19502,137.2376679314942,238.0,0.014613885755307148,5.127679212388473e-05,19502,137.23977027997128,239.0,0.014972823300174342,0.004204696954158548,19502,135.43913444774896,237.0,0.008717054661060404,5.127679212388473e-05,18946,140.45840810725218,239.0,0.01599282170378972,5.278158978148422e-05,18946,140.47244801013406,239.0,0.012086984059959886,0.00010556317956296844,0.0,0.0,1.0,3.7034233940972223,5.858355235334236,0.9875965617881006
G03,20816,139.73943120676404,239.0,0.010953112990007686,0.002257878554957725,20995,140.49545129792807,239.0,0.010573946177661348,4.763038818766373e-05,20995,140.49978566325316,239.0,0.01162181471778995,0.0023815194093831865,20995,142.46577756608716,239.0,0.013955703738985473,0.00023815194093831864,20299,143.37129907877235,240.0,0.01172471550322676,0.0,20299,145.5448051628159,240.0,0.01458199911325681,0.0006404256367308735,0.0,0.0,1.0,3.995510525173611,6.45419999621532,0.9955320636890069
G04,19680,151.14954268292684,242.0,0.017225609756097562,0.0041158536585365856,19646,152.62786317825513,243.0,0.018477043673012318,0.00010180189351521938,19646,152.62867759340324,243.0,0.01791713325867861,0.004326580474396824,19646,152.85309986765753,241.0,0.014455868879161152,5.090094675760969e-05,19237,155.15428601133232,243.0,0.018661953527057233,0.00010396631491396787,19237,157.01174819358528,243.0,0.022664656651244997,5.1983157456983934e-05,0.0,0.0,1.0,3.743191189236111,5.874518625004166,0.9951922819226257
G05,20384,142.04165031397173,240.0,0.012656985871271585,0.002403846153846154,20448,142.67581181533646,240.0,0.012470657276995305,0.00029342723004694836,20448,142.67077464788733,240.0,0.01261737089201878,0.002396322378716745,20448,142.76897496087636,239.0,0.011052425665101721,9.780907668231612e-05,19944,146.11667669474528,240.0,0.0152426795026073,5.0140393100681907e-05,19944,147.29071399919775,241.0,0.014290012033694344,0.0002507019655034096,0.0,0.0,1.0,4.544589572482639,7.2304250188139685,0.9930849248072325
G06,20496,141.70589383294302,242.0,0.02229703356752537,0.006733021077283372,20622,142.58549122296577,243.0,0.02245175055765687,0.00014547570555717196,20622,142.56784017069148,242.0,0.022257782950247308,0.0067403743574823,20622,142.5087770342353,242.0,0.017942003685384542,4.849190185239065e-05,19800,145.6159090909091,241.0,0.015252525252525252,5.0505050505050505e-05,19800,145.39045454545453,239.04999999999927,0.011666666666666667,5.0505050505050505e-05,0.0,0.0,0.9999999999999999,3.85809326171875,6.912853982579251,0.9946143257271152
G07,12928,145.7895266089109,241.0,0.012685643564356437,0.0023205445544554454,12890,147.2411947245927,241.0,0.012878200155159038,7.757951900698215e-05,12890,147.22249806051204,241.0,0.012723041117145074,0.0023273855702094647,12890,148.79852598913888,240.0,0.007137315748642358,7.757951900698215e-05,12147,153.39071375648308,242.0,0.013830575450728575,8.232485387338437e-05,12147,156.42504322054828,242.0,0.013830575450728575,8.232485387338437e-05,0.0,0.0,1.0,2.2865532769097223,4.653414848072745,0.9957684000746302
G08,15688,143.60109637939826,242.0,0.017401835798062214,0.004589495155532891,15623,145.47430071049095,242.0,0.018498367791077257,6.400819304871024e-05,15623,145.49913588939384,242.0,0.017474236702297894,0.004608589899507137,15623,144.7419189656276,240.0,0.010497343659988478,6.400819304871024e-05,14939,149.3460070955218,243.0,0.0200147265546556,0.0005355110783854341,14939,148.68170560278466,240.0,0.011111854876497757,6.693888479817926e-05,0.0,0.0,1.0,2.4979926215277777,5.360866683807992,0.9929491183865361
G09,15816,143.58636823469905,242.0,0.021181082448153768,0.007776934749620637,15866,144.40602546325476,242.0,0.022690028992814824,0.0023320307575948568,15866,144.39417622589184,242.0,0.021177360393293834,0.007752426572545065,15866,144.63084583385856,243.0,0.01941258036051935,6.302785831337451e-05,15044,150.9863733049721,244.0,0.02678808827439511,0.0032571124700877425,15044,151.68465833554905,244.84999999999854,0.024395107684126564,0.0012629619781972879,0.0,0.0,1.0,3.9627007378472223,6.2687630684199664,0.9942380609601923
G10,22288,138.69212132089015,239.0,0.013774228284278536,0.003903445800430725,22203,140.10052695581678,238.0,0.011755168220510741,0.00040535062829347385,22203,140.1060217087781,239.0,0.013826960320677387,0.0039183894068369135,22203,139.92784758816376,238.0,0.012340674683601316,0.0001801558347970995,21374,143.50762608777018,239.0,0.01169645363525779,0.00018714325816412465,21374,144.26667914288387,238.0,0.010807523158978198,4.678581454103116e-05,0.0,0.0,1.0,3.6851942274305554,6.33463528284515,0.9895131745378275
G11,20368,148.11866653574234,242.0,0.018067556952081697,0.0031912804399057346,20327,149.1850248438038,242.0,0.0170708909332415,4.919565110444237e-05,20327,149.21109853888916,242.0,0.018153195257539233,0.0032469129728931964,20327,151.41348944753284,243.0,0.022138042996999067,0.00019678260441776947,19819,152.72839194712145,243.0,0.022150461678187596,0.00010091326504869065,19819,153.80700338059438,242.0,0.016802058630606992,0.00015136989757303596,0.0,0.0,0.9999999999999999,3.0924546983506946,4.668884476951061,0.9963035582718406
G12,16792,145.2115292996665,242.0,0.017746545974273463,0.0050023820867079564,16906,146.1107299183722,242.0,0.014610197562995387,5.915059742103395e-05,16906,146.12664142907843,242.0,0.01762687803146812,0.004968650183366852,16906,146.69620253164558,240.0,0.008281083638944753,5.915059742103395e-05,15883,153.7038342882327,242.0,0.013347604356859536,6.296039790971479e-05,15883,155.03192092174024,242.0,0.012718000377762387,6.296039790971479e-05,0.0,0.0,0.9999999999999999,2.9785088433159723,4.295625607499916,0.9956738831376833
H01,14704,139.18729597388466,241.0,0.016118063112078345,0.00455658324265506,14732,140.03319304914473,241.0,0.015612272603855552,6.787944610371979e-05,14732,140.01703774097203,241.0,0.01642682595710019,0.004547922888949226,14732,141.12666304642954,240.0,0.012286179744773282,6.787944610371979e-05,13704,148.75233508464683,241.0,0.01218622300058377,7.297139521307647e-05,13704,150.61675423234092,241.0,0.0136456509048453,0.0002918855808523059,0.0,0.0,1.0,4.680474175347222,7.29018865228723,0.9955029309645427
H02,21000,134.86319047619048,238.0,0.014238095238095239,0.0035714285714285713,20989,135.67864119300586,238.0,0.013149745104578588,4.7644004002096336e-05,20989,135.68083281718995,238.0,0.014245557196626804,0.003573300300157225,20989,135.23683834389442,237.0,0.011529848968507313,4.7644004002096336e-05,20710,139.22694350555287,240.0,0.020714630613230322,0.0004828585224529213,20710,136.6754707870594,236.0,0.012747464992757121,0.00019314340898116852,0.0,0.0,1.0,3.3518812391493054,5.808880224619517,0.9894301053302887
H03,20184,144.4174593737614,240.0,0.017885453824811732,0.005598493856520016,20242,145.02806046833317,241.0,0.017834206106115996,4.940223298093074e-05,20242,145.03981819978264,240.0,0.017883608339096926,0.005582452326845173,20242,144.7800612587689,239.0,0.010868491255804762,0.00014820669894279222,19734,147.50851322590452,240.0,0.016621060099320968,0.0004053917097395358,19734,148.13484341745212,239.0,0.011148272017837236,0.0002026958548697679,0.0,0.0,1.0,2.6712646484375,3.8378879192279123,0.9969454328578753
H04,20824,143.45596427199385,241.0,0.017960046100653094,0.004898194391087207,20969,143.70799752014878,241.0,0.017978921264724116,9.537889265105632e-05,20969,143.68691878487292,241.0,0.017931231818398587,0.004864323525203872,20969,144.20673374982115,239.0,0.013829939434403167,0.00014306833897658448,18975,152.5368115942029,241.0,0.017233201581027667,0.00010540184453227932,18975,154.18108036890646,242.0,0.021976284584980237,0.0006324110671936759,0.0,0.0,1.0,4.11956787109375,6.742564686243439,0.9928419801898388
H05,20528,141.37305144193297,241.0,0.017683164458300857,0.005114964925954793,20601,141.8237464200767,241.0,0.01762050385903597,4.854133294500267e-05,20601,141.80913547886024,241.0,0.017717586524925975,0.0050968399592252805,20601,141.80491238289403,240.0,0.014950730547060823,0.0003397893306150187,21101,141.6080280555424,241.0,0.019904269939813278,0.000426520070138856,21101,141.6913416425762,240.0,0.017629496232406047,0.0026539026586417705,0.0,0.0,1.0,3.8967692057291665,7.623183626440501,0.9880316005167739
H06,22112,151.12490955137483,242.0,0.012617583212735166,0.003030028943560058,22206,151.49558677834818,242.0,0.011258218499504638,0.0005403944879762226,22206,151.49274970728632,242.0,0.012564171845447177,0.003017202557867243,22206,155.5589930649374,243.0,0.0131045663334234,4.5032873998018555e-05,21619,153.13511263240667,242.0,0.012396503075997965,0.0,21619,156.84296220916787,242.0,0.01290531476941579,0.0002775336509551783,0.0,0.0,1.0,4.662516276041667,7.839172351427282,0.9958008554089409
H07,13920,140.79245689655173,238.04999999999927,0.008692528735632183,0.0015804597701149425,14025,141.64377896613192,238.0,0.007344028520499109,7.130124777183601e-05,14025,141.65604278074866,238.0,0.008627450980392156,0.001568627450980392,14025,143.08285204991088,239.0,0.011479500891265598,7.130124777183601e-05,13611,145.6881199030196,240.0,0.012049077951656748,7.346998751010212e-05,13611,146.80170450371023,239.0,0.010653148188964809,7.346998751010212e-05,0.0,0.0,1.0,2.425571017795139,5.57601464223011,0.991607035524687
H08,20968,150.41696871423122,242.0,0.018885921404044256,0.004292254864555513,21142,150.62837006905684,242.0,0.0180683000662189,4.729921483303377e-05,21142,150.66587834641945,242.0,0.018872386718380475,0.004351527764639107,21142,152.04318418314256,241.0,0.015750638539400248,0.0021284646674865197,20600,153.06466019417476,243.0,0.02145631067961165,0.0001941747572815534,20600,153.23087378640776,241.0,0.017766990291262136,0.003058252427184466,0.0,0.0,1.0,5.411458333333333,8.634640722074403,0.9943066089291297
H09,18600,145.842311827957,240.0,0.016505376344086022,0.00510752688172043,18657,146.70027335584498,240.0,0.014954172696575013,5.3599185292383555e-05,18657,146.67454574690464,240.0,0.01645494988476175,0.005091922602776438,18657,146.3270622286541,238.0,0.009379857426167123,0.0002679959264619178,18252,149.95984001753231,240.0,0.013149243918474688,5.478851632697787e-05,18252,151.4067499452115,241.0,0.018573307034845495,0.0014245014245014246,0.0,0.0,0.9999999999999999,4.131585015190972,6.414199949467858,0.9950956452550648
H10,21896,151.61403909389844,244.0,0.02096273291925466,0.005297771282426014,21986,152.79514236332213,244.0,0.020649504229964522,0.00027290093695988356,21986,152.7944601109797,244.0,0.020922405166924406,0.005276084781224415,21986,152.80351132538888,244.0,0.024743018284362775,4.548348949331393e-05,21274,156.8058663156905,244.0,0.02143461502303281,0.0015041835103882673,21274,157.18492056030837,245.0,0.028485475227977813,0.0032433956942747016,0.0,0.0,0.9999999999999999,4.683261447482639,7.527995439161161,0.99029743913897
H11,20000,149.1187,242.0,0.02085,0.00535,20043,150.15466746495036,243.0,0.020605697749837847,0.00074839095943721,20043,150.13945018210848,242.0,0.020805268672354438,0.005338522177318765,20043,150.6295963678092,242.0,0.01551663922566482,0.0014468891882452727,19354,153.06882298232924,243.0,0.022424305053218973,0.0008783713960938308,19354,153.59124728738246,242.0,0.01803244807274982,0.002738451999586649,0.0,0.0,1.0,3.7315470377604165,6.418798579653609,0.9904921818759721
H12,20008,146.65118952419033,245.0,0.02768892443022791,0.00739704118352659,19891,148.4135538685838,246.0,0.030214669951234226,5.0273993263284905e-05,19891,148.41124126489368,245.0,0.027952340254386407,0.007490824996229451,19891,148.45141018551104,243.0,0.02377959881353376,5.0273993263284905e-05,18963,153.33649738965354,244.0,0.02330854822549175,0.00010546854400674998,18963,155.43811633180405,247.0,0.034593682434214,0.0007910140800506249,0.0,0.0,0.9999999999999999,3.2407904730902777,4.828339902175229,0.9954855104929967
