stage_hpf,p5,p50,p95,n
60.25,2534.7140392035044,2648.2148575075853,2974.038098874582,3
60.75,2542.8221412886646,2649.2112405453213,2990.8558383288296,5
61.25,2552.8270461468783,2658.3219060433844,2982.738138393135,4
61.75,2564.1708706096006,2673.160300336972,2957.0189518292455,0
62.25,2575.1799651711954,2686.566762431678,2935.7001369224054,4
62.75,2586.189059732791,2699.973224526384,2914.3813220155653,4
63.25,2597.1981542943863,2713.3796866210905,2893.062507108725,4
63.75,2607.034088263246,2727.198411824915,2866.303759242304,4
64.25,2623.14193540876,2739.5604840379324,2865.278090475782,5
64.75,2639.580609356917,2748.8168008499497,2879.1853194339137,5
65.25,2650.4763892952005,2750.195609450753,2879.9589506977127,0
65.75,2660.164263367356,2775.999527697838,2920.1617552993393,6
66.25,2672.830889145149,2815.8076981320314,2992.9952229851206,7
66.75,2685.08072377821,2842.9270314663627,3024.3332085852035,7
67.25,2722.1772927424095,2852.1778659346746,3044.6865830670185,7
67.75,2770.667850074069,2866.8945798976124,3081.657826493313,8
68.25,2819.5521879232347,2883.606421822344,3097.8907836722865,0
68.75,2774.91770515205,2885.4945723060832,3031.1671683014238,7
69.25,2734.2145346174866,2887.612846014008,3024.356916556033,6
69.75,2725.008769688176,2882.4854102423405,3017.6522902518595,8
70.25,2766.3089690285115,2880.5970642788434,3010.8183114411368,8
70.75,2767.9473211594177,2879.1944391083016,2978.908874956365,6
71.25,2770.140945443288,2879.0371134171346,2981.424905763717,0
71.75,2782.836087433435,2881.4800859373336,2965.908756040048,6
72.25,2783.9839924567086,2881.661327093062,2967.4657272224567,6
72.75,2793.990703225707,2876.8327015176637,2968.0931070518436,5
73.25,2805.5420206099625,2867.9960245663633,2968.9983451561493,5
73.75,2819.1424149675095,2867.762436072292,2957.3263384671254,4
74.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,4
74.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
75.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,4
75.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,4
76.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,4
76.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,4
77.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,4
77.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,4
78.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,4
78.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
79.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,4
79.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
80.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
80.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
81.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
81.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
82.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
82.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
83.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
83.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
84.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
84.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
85.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
85.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
86.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
86.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
87.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
87.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
88.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
88.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
89.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
89.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
90.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
90.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
91.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
91.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
92.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
92.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
93.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
93.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
94.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
94.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
95.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
95.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
96.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
96.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
97.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
97.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
98.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
98.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
99.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
99.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
100.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
100.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
101.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
101.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
102.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
102.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
103.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
103.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
104.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
104.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
105.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
105.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
106.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
106.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
107.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,2
107.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,1
108.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
108.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
109.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
109.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
110.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
110.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
111.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
111.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
112.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
112.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
113.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
113.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
114.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
114.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
115.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
115.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
116.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
116.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
117.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
117.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
118.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
118.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
119.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
119.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
120.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
120.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
121.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
121.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
122.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
122.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
123.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
123.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
124.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
124.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
125.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
125.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
126.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
126.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
127.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
127.75,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
128.25,2816.0406714454057,2868.1639439474084,2959.5250642028986,0
128.75,2816.0406714454048,2868.163943947407,2959.525064202899,0
129.25,2816.0406714454043,2868.163943947408,2959.5250642028996,0
