stage_hpf,p5,p50,p95,n
57.25,2507.66851983455,2605.209015600348,2803.835709747061,8
57.75,2512.1474931423713,2608.1233954333516,2868.6942271320927,0
58.25,2516.4467424061595,2613.215599660794,2886.482695107871,6
58.75,2520.743725997776,2620.2622107891048,2882.4721132529107,6
59.25,2525.215902289083,2629.0398113247115,2898.7081876830202,4
59.75,2530.040729651943,2639.324983774043,2931.8280769245002,4
60.25,2535.395666458217,2650.894310643527,2967.116802606269,3
60.75,2541.4581710797675,2663.5243744395934,2989.8593863572496,5
61.25,2548.4057018884555,2676.9917576686707,2989.212870126149,4
61.75,2556.4157172561445,2691.073042837186,2969.822377140832,0
62.25,2565.6656755546946,2705.5448124515688,2940.2050509489463,4
62.75,2576.333035155969,2720.183649018247,2908.8780350981447,4
63.25,2588.595254431829,2734.76613504365,2883.3356973177115,4
63.75,2602.6297917541356,2749.068853034206,2866.98130206346,4
64.25,2618.614105494752,2762.8683854963424,2862.1953379728416,5
64.75,2636.7256540255394,2775.94131493649,2871.358293683304,5
65.25,2656.870214803812,2788.1068525218116,2895.706487687497,0
65.75,2677.866841628688,2799.3547240624157,2931.8995578988697,6
66.25,2698.262907384738,2809.7172840291496,2975.4529720860714,7
66.75,2716.6057849565336,2819.2268868928563,3020.725736520761,7
67.25,2731.4428472286454,2827.9158871243817,3057.451011486639,7
67.75,2741.801288783734,2835.8166391945692,3076.2020489132715,8
68.25,2748.627590996823,2842.961497574265,3075.538313301656,0
68.75,2753.3480569410226,2849.382816734315,3057.9516556359085,7
69.25,2757.388989689446,2855.112951145563,3033.6772602611923,6
69.75,2761.9096966150837,2860.1842552788535,3012.7464508505172,8
70.25,2767.0015022904304,2864.629083605033,2996.6317750272538,8
70.75,2772.4887355878636,2868.4797905949445,2984.666086402356,6
71.25,2778.1957253797564,2871.768730719434,2976.1822385867827,0
71.75,2783.9468005384856,2874.5282584493475,2970.5130851914896,6
72.25,2789.566289936422,2876.7907282555293,2966.991479827435,6
72.75,2794.8785224459443,2878.5884946088227,2964.950276105574,5
73.25,2799.707826939425,2879.953911980074,2963.7223276368645,5
73.75,2803.9150819706724,2880.919334840129,2962.750088754419,4
74.25,2807.507364819228,2881.5171176598324,2961.9144166799783,4
74.75,2810.5283024460628,2881.7796149100272,2961.2057693574366,0
75.25,2813.0215218121534,2881.73918106156,2960.6146047306906,4
75.75,2815.0306498784716,2881.4281705852763,2960.1313807436372,4
76.25,2816.5993136059915,2880.87893795202,2959.7465553401707,4
76.75,2817.7711399556865,2880.1238376326364,2959.4505864641883,4
77.25,2818.58975588853,2879.195224097969,2959.233932059584,4
77.75,2819.098788365496,2878.1254518188657,2959.087050070256,4
78.25,2819.341864347558,2876.9468752661705,2959.000398440099,4
78.75,2819.362610795689,2875.691848910727,2958.9644351130087,0
79.25,2819.204654670863,2874.3927272233805,2958.9696180328815,4
79.75,2818.9116229340543,2873.0818646749776,2959.0064051436148,2
80.25,2818.5271425462365,2871.7916157363616,2959.0652543891024,2
80.75,2818.094840468381,2870.5543348783776,2959.1366237132397,2
81.25,2817.6583436614633,2869.4023765718716,2959.2109710599243,2
81.75,2817.253760282075,2868.3619258203917,2959.2803854719423,2
82.25,2816.887123269272,2867.434489758304,2959.3434803876366,2
82.75,2816.556946757733,2866.615406052679,2959.4005003442435,0
83.25,2816.261744882135,2865.9000123705846,2959.4516898789984,2
83.75,2816.0000317771514,2865.2836463790927,2959.4972935291335,2
84.25,2815.770321577461,2864.7616457452714,2959.5375558318856,2
84.75,2815.5711284177387,2864.329348136192,2959.57272132449,2
85.25,2815.400966432661,2863.982091218922,2959.6030345441795,0
85.75,2815.2583497569053,2863.715212660534,2959.628740028191,2
86.25,2815.1417925251462,2863.524050128096,2959.650082313757,0
86.75,2815.049808872061,2863.4039412886787,2959.667305938114,2
87.25,2814.9809129323257,2863.3502238093506,2959.680655438497,1
87.75,2814.9336188406164,2863.3582353571824,2959.6903753521387,1
88.25,2814.906440731609,2863.423313599245,2959.6967102162776,1
88.75,2814.8978927399808,2863.5407962026065,2959.699904568144,2
89.25,2814.906489000407,2863.7060208343364,2959.7002029449754,1
89.75,2814.9307436475647,2863.9143251615055,2959.6978498840062,1
90.25,2814.9691708161304,2864.1610468511844,2959.6930899224712,0
90.75,2815.0202846407788,2864.4415235704414,2959.6861675976047,1
91.25,2815.0825992561877,2864.751092986347,2959.6773274466423,1
91.75,2815.154628797032,2865.0850927659712,2959.666814006817,1
92.25,2815.234887397989,2865.438860576382,2959.654871815366,1
92.75,2815.3218891937354,2865.8077340846517,2959.641745409523,1
93.25,2815.4141483189464,2866.1870509578484,2959.6276793265215,1
93.75,2815.510178908299,2866.572148863043,2959.612918103599,0
94.25,2815.6084950964687,2866.958365467304,2959.597706277988,1
94.75,2815.7076110181324,2867.341038437702,2959.5822883869237,1
95.25,2815.8060408079664,2867.715505441308,2959.566908967642,1
95.75,2815.9022986006457,2868.077104145189,2959.5518125573763,1
96.25,2815.994898530848,2868.4211722164173,2959.5372436933626,1
96.75,2816.08235473325,2868.7430473220616,2959.5234469128354,1
97.25,2816.1631813425256,2869.038067129191,2959.510666753028,1
97.75,2816.236186819629,2869.302531476671,2959.4990997848777,0
98.25,2816.301356930615,2869.536588890539,2959.48875071412,1
98.75,2816.3589717678133,2869.7413500686275,2959.4795762801914,1
